date,current_equity,vectorbt_equity,equity_delta_pct,vectorbt_cash
2026-01-05,1.0,1.0,0.0,1000000.0
2026-01-06,1.0,1.0,0.0,1000000.0
2026-01-07,1.0,1.0,0.0,1000000.0
2026-01-08,1.0,1.0,0.0,1000000.0
2026-01-09,1.0,1.0,0.0,1000000.0
2026-01-12,0.9998263579600001,0.99982635796,-1.1102230246251565e-14,703002.3579599999
2026-01-13,0.981551461475,0.981551461475,0.0,700595.461475
2026-01-14,0.972260384875,0.972260384875,0.0,972260.384875
2026-01-15,0.972260384875,0.972260384875,0.0,972260.384875
2026-01-16,0.972260384875,0.972260384875,0.0,972260.384875
2026-01-19,0.972260384875,0.972260384875,0.0,972260.384875
2026-01-20,0.9720859601049999,0.972085960105,1.1102230246251565e-14,673923.9601050001
2026-01-21,1.001325960105,1.001325960105,0.0,673923.9601050001
2026-01-22,0.992295960105,0.9922959601050001,1.1102230246251565e-14,673923.9601050001
2026-01-23,1.004937960105,1.0049379601050001,2.220446049250313e-14,673923.9601050001
2026-01-26,1.0437963961206602,1.0437963961206604,2.220446049250313e-14,557202.3961206604
2026-01-27,1.0354623961206602,1.0354623961206604,2.220446049250313e-14,557202.3961206604
2026-01-28,1.0798980034893957,1.0798980034893961,4.440892098500626e-14,283632.00348939595
2026-01-29,1.1077880034893957,1.107788003489396,4.440892098500626e-14,283632.00348939595
2026-01-30,1.0257334577893957,1.025733457789396,2.220446049250313e-14,637667.4577893959
2026-02-02,0.9908994832893957,0.9908994832893959,2.220446049250313e-14,614414.4832893959
2026-02-03,1.0016367177643957,1.001636717764396,2.220446049250313e-14,681406.717764396
2026-02-04,0.9960293647093958,0.9960293647093961,2.220446049250313e-14,769194.364709396
2026-02-05,0.9858470035693957,0.985847003569396,3.3306690738754696e-14,831211.003569396
2026-02-06,0.9860293284693957,0.986029328469396,2.220446049250313e-14,897199.328469396
2026-02-09,0.9879893284693958,0.987989328469396,2.220446049250313e-14,897199.328469396
2026-02-10,0.9869393284693958,0.986939328469396,2.220446049250313e-14,897199.328469396
2026-02-11,0.9926093284693958,0.992609328469396,2.220446049250313e-14,897199.328469396
2026-02-12,0.9928893284693957,0.992889328469396,3.3306690738754696e-14,897199.328469396
2026-02-13,0.9909993284693958,0.990999328469396,2.220446049250313e-14,897199.328469396
2026-02-24,0.9932393284693958,0.993239328469396,2.220446049250313e-14,897199.328469396
2026-02-25,0.9952693284693958,0.995269328469396,2.220446049250313e-14,897199.328469396
2026-02-26,0.9968093284693957,0.996809328469396,2.220446049250313e-14,897199.328469396
2026-02-27,0.9983849253443958,0.9983849253443959,1.1102230246251565e-14,598899.9253443959
2026-03-02,1.0272049253443958,1.027204925344396,2.220446049250313e-14,598899.9253443959
2026-03-03,0.9903714003443957,0.9903714003443959,1.1102230246251565e-14,657361.4003443959
2026-03-04,0.9913614003443958,0.9913614003443959,1.1102230246251565e-14,657361.4003443959
2026-03-05,0.9861860818443957,0.9861860818443959,2.220446049250313e-14,883216.081844396
2026-03-06,0.9824060818443957,0.9824060818443959,2.220446049250313e-14,883216.081844396
2026-03-09,0.9823360818443957,0.9823360818443959,2.220446049250313e-14,883216.081844396
2026-03-10,0.9810060818443957,0.981006081844396,2.220446049250313e-14,883216.081844396
2026-03-11,0.9818460818443957,0.9818460818443959,2.220446049250313e-14,883216.081844396
2026-03-12,0.9825460818443957,0.982546081844396,2.220446049250313e-14,883216.081844396
2026-03-13,0.9782060818443957,0.978206081844396,2.220446049250313e-14,883216.081844396
2026-03-16,0.9788942792818958,0.978894279281896,2.220446049250313e-14,583378.279281896
