code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,buy_close_raw,end_close_raw,raw_return,qfq_return
sh.603833,欧派家居,C21家具制造业,C21家具制造业,VALUE,基本价值线,66.4,85.7,85.7,92.5,37.4,52.5,79.6,66.9,73.3,"价值线=102.19, 现价/价值=0.65, 扣非EPS=3.82, akshare东方财富扣非净利润同比=86.2%, 市值=402.6亿",0.06718097074895546,0.03555832813474735,402.5623814550367,102.1852627679209,0.6498001590582102,3.82,3.82,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.6,低估价值,66.4,42.45,-0.3606927710843374,-0.31760862696502823
sh.688336,三生国健,C27医药制造业,医药医疗,PE,PE低估,28.74,100.0,100.0,45.0,91.7,41.9,79.6,63.6,71.6,"PE=24.74, 低估均值=92.19, 比值=0.27, 分位=4%",-0.008965517241379395,0.2784697508896796,,,,,,,,24.743201,92.19421633333333,0.2683812714513411,0.0365296803652968,低估价值,价值线内/历史低位,79.6,低估价值,28.74,64.74,1.252609603340292,1.2569723308558367
sz.300604,长川科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,42.92,100.0,100.0,64.0,32.3,72.2,79.6,55.9,67.8,"价值线=190.93, 现价/价值=0.22, 扣非EPS=0.66, akshare东方财富扣非净利润同比=2709.6%, 市值=269.3亿",0.01826809015421116,-0.03005649717514125,269.320620086,190.92784451027077,0.22479696510527128,0.66,0.66,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.6,低估价值,42.92,209.17,3.8734855545200366,3.8843679262597437
sh.600764,中国海防,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,28.56,100.0,100.0,51.4,84.1,56.4,79.5,66.0,72.8,"价值线=59.78, 现价/价值=0.48, 扣非EPS=0.16, akshare东方财富扣非净利润同比=2963.2%, 市值=203.0亿",0.022922636103151817,0.10227711308375143,202.9962956572081,59.78361973540538,0.4777228298721772,0.1576,0.1576,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.5,低估价值,28.56,22.32,-0.2184873949579832,-0.21531333740779768
sz.002008,大族激光,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,23.85,100.0,100.0,58.2,46.0,73.7,79.4,58.4,68.9,"价值线=79.41, 现价/价值=0.30, 扣非EPS=0.43, akshare东方财富扣非净利润同比=1388.4%, 市值=246.6亿",-0.14362657091561937,-0.08092485549132944,246.61675966960468,79.40756582403333,0.3003492142405102,0.43,0.43,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.4,低估价值,23.85,138.53,4.8083857442348,4.891293923621933
sz.002705,新宝股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,14.04,100.0,100.0,68.0,46.9,42.7,79.4,58.4,68.9,"价值线=25.66, 现价/价值=0.55, 扣非EPS=1.33, akshare东方财富扣非净利润同比=15.3%, 市值=114.6亿",-0.1370620774431469,-0.06149732620320869,114.56217502496501,25.663922221944603,0.5470714834069569,1.3289,1.3289,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.4,低估价值,14.04,13.26,-0.05555555555555547,-0.01523021774186728
sz.300035,中科电气,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,15.55,94.1,94.1,67.5,53.2,64.9,79.1,63.4,71.3,"价值线=26.30, 现价/价值=0.59, 扣非EPS=0.50, akshare东方财富扣非净利润同比=285.4%, 市值=107.3亿",-0.04659717964438981,0.03805073431241657,107.28787846972031,26.30409693198231,0.5911626633755768,0.5005,0.5005,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.1,低估价值,15.55,18.77,0.20707395498392267,0.22823646935083786
sz.000625,长安汽车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,12.39,100.0,100.0,61.5,30.2,74.4,78.9,54.4,66.7,"价值线=26.12, 现价/价值=0.47, 扣非EPS=0.26, akshare东方财富扣非净利润同比=601.3%, 市值=1232.9亿",-0.044718581341557484,-0.023640661938534202,1232.9344530550384,26.117041782626657,0.4744028861738072,0.26,0.26,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.9,低估价值,12.39,8.61,-0.30508474576271194,-0.2861938664379934
sz.000425,徐工机械,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,9.07,85.0,69.8,67.1,90.3,72.7,78.9,77.0,78.0,"价值线=11.91, 现价/价值=0.76, 扣非EPS=0.49, akshare东方财富扣非净利润同比=36.9%, 市值=1066.6亿",0.03185437997724705,0.2207267833109019,1066.5968230415715,11.908692726929395,0.7616285185938004,0.49,0.49,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.9,低估价值,9.07,9.46,0.04299889746416774,0.06446489656836518
sz.002048,宁波华翔,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.0,91.7,91.7,64.8,72.3,63.9,78.9,68.6,73.8,"价值线=27.97, 现价/价值=0.61, 扣非EPS=1.13, akshare东方财富扣非净利润同比=18.3%, 市值=138.4亿",0.1103853690398433,0.3621794871794872,138.40990944044248,27.965614623008555,0.6078893751905364,1.13,1.13,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.9,低估价值,17.0,29.18,0.7164705882352942,0.7599609841137283
