code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,theme_momentum_score,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return,buy_trade_date,end_trade_date
sz.301308,江波龙,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,100.14,50,0,22.5,98.2,79.3,0,84.0,0,"半导体/电子右侧动量, 20/60日涨幅=13.4%/35.5%, 相对60日=21.5%, 量能20/120=1.60, 市值=416.9亿",0.1340883352208381,0.3550744248985114,416.939487047955,16.31841930869064,6.1366237811200754,0.4,0.4,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,84.0,主题右侧动量,84.0,100.14,592.22,100.14,592.22,4.913920511284203,4.913920511284203,2025-09-01,2026-05-18
