code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return,buy_trade_date,end_trade_date
sz.000048,京基智农,A03畜牧业,A03畜牧业,PB,PB低估,15.72,100.0,100.0,68.1,29.2,49.7,79.9,53.3,66.6,"PB=1.89, 低估均值=4.27, 比值=0.44, 分位=2%",-0.1143661971830986,-0.0156543519098308,,,,,,,,1.891316,4.270899833333334,0.442837826642231,0.0220408163265306,低估价值,价值线内/历史低位,79.9,低估价值,,15.72,13.96,15.38800932,13.96,-0.11195928753180662,-0.09280013355229755,2025-05-06,2026-05-18
sh.603811,诚意药业,C27医药制造业,医药医疗,PE,PE低估,9.08,87.4,87.4,79.6,85.6,31.7,79.7,74.9,77.3,"PE=13.90, 低估均值=18.64, 比值=0.75, 分位=3%",0.0156599552572707,0.1378446115288221,,,,,,,,13.8999,18.63866833333333,0.7457560675159108,0.0313765182186234,低估价值,价值线内/历史低位,79.7,低估价值,,9.08,11.35,8.84816944,11.35,0.25,0.28275120373372964,2025-05-06,2026-05-18
sh.603766,隆鑫通用,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,13.05,75.0,40.7,75.8,98.2,67.5,76.8,82.3,79.6,"价值线=13.52, 现价/价值=0.97, 扣非EPS=0.53, akshare东方财富扣非净利润同比=70.8%, 市值=269.8亿",0.1328125,0.3155241935483872,269.7828425268963,13.5207130426193,0.9651857826480348,0.53,0.53,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,79.6,低估且高质量,,13.05,14.3,12.52185345,14.3,0.09578544061302674,0.14200346275415,2025-05-06,2026-05-18
sh.688578,艾力斯,C27医药制造业,医药医疗,PE,PE低估,85.72,60.0,49.8,100.0,62.3,65.4,70.8,79.6,75.2,"PE=25.14, 低估均值=23.19, 比值=1.08, 分位=18%",-0.0504043425279716,0.2236973590292648,,,,,,,,25.141238,23.185918,1.0843322226879264,0.1792207792207792,高质量趋势,估值有约束的高质量,79.6,高质量趋势,,85.72,89.95,85.0740998,89.95,0.0493467102193188,0.05731356795385101,2025-05-06,2026-05-18
sz.000963,华东医药,F52零售业,医药医疗,PE,PE低估,38.67,75.0,56.4,84.3,83.2,71.2,77.8,81.5,79.6,"PE=19.03, 低估均值=19.63, 比值=0.97, 分位=23%",-0.0018069179143004,0.1045415595544132,,,,,,,,19.029887,19.62996127272727,0.9694306950283706,0.2314285714285714,低估且高质量,低估且高质量,79.6,低估且高质量,,38.67,30.11,37.85228418,30.11,-0.22136022756658913,-0.20453941810176912,2025-05-06,2026-05-18
sz.002847,盐津铺子,C14食品制造业,消费,PE,PE低估,87.3,60.0,35.9,70.6,100.0,65.8,67.2,79.6,73.4,"PE=36.17, 低估均值=29.62, 比值=1.22, 分位=21%",0.2931417567767735,0.7208752217622709,,,,,,,,36.167489,29.62495088888889,1.220845534416226,0.2123938030984507,高质量趋势,估值有约束的高质量,79.6,高质量趋势,,87.3,58.9,85.7027592,58.9,-0.3253150057273768,-0.31274091348041455,2025-05-06,2026-05-18
sh.603568,伟明环保,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,19.59,79.2,79.2,89.3,29.0,45.6,79.4,61.5,69.1,"Q1价值线=28.16, 现价/价值=0.70, akshare东方财富扣非净利润同比=31.7%, 市值=331.0亿",-0.0811444652908067,-0.0190285428142212,330.9945272449897,28.15753236005625,0.6957285798165328,1.55,1.55,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,79.4,价值线左侧确认,0.3172149615415,19.59,20.06,19.11315981,20.06,0.023991832567636484,0.04953865291832149,2025-05-06,2026-05-18
sh.600968,海油发展,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,3.94,100.0,100.0,61.9,57.3,48.7,79.2,60.2,69.7,"价值线=7.65, 现价/价值=0.52, 扣非EPS=0.37, akshare东方财富扣非净利润同比=32.9%, 市值=400.5亿",0.0025445292620864,-0.0174563591022443,400.51360528105255,7.646061010196859,0.5152980070059052,0.3743,0.3743,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.2,低估价值,,3.94,4.23,3.8191996,4.23,0.07360406091370564,0.10756190904502616,2025-05-06,2026-05-18
sh.688123,聚辰股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,74.91,37.0,37.0,92.5,55.0,60.6,0.0,0.0,0.0,"Q1价值线=63.89, 现价/价值=1.17, akshare东方财富扣非净利润同比=198.9%, 市值=118.4亿",-0.0610428678866884,0.085180356366797,118.3830288761012,63.89293097841034,1.1724301711141154,1.67,1.67,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,79.2,财报后主线候选,1.98877302124553,74.91,159.57,74.47844349,159.57,1.1301561874249098,1.1424991248833627,2025-05-06,2026-05-18
sz.300857,协创数据,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,108.66,12.3,12.3,100.0,63.1,78.4,0.0,0.0,0.0,"Q1价值线=80.05, 现价/价值=1.36, akshare东方财富扣非净利润同比=144.3%, 市值=266.2亿",-0.0687350017140898,0.2532871972318338,266.2262658664948,80.04762196086742,1.357441949407569,2.74,2.74,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,79.2,财报后主线候选,1.44329544400403,108.66,272.1,55.2259017,272.1,1.504141358365544,3.9270358948254174,2025-05-06,2026-05-18
sz.301004,嘉益股份,C33金属制品业,资源金属,VALUE,基本价值线,102.0,85.0,65.7,100.0,27.0,39.6,79.2,64.6,71.9,"价值线=129.14, 现价/价值=0.79, 扣非EPS=7.13, akshare东方财富扣非净利润同比=55.5%, 市值=103.8亿",-0.0276453765490943,-0.1241628026790313,103.78669816409536,129.14403904320503,0.7898157805477649,7.13,7.13,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.2,低估价值,,102.0,39.2,69.487194,39.2,-0.615686274509804,-0.4358672764941408,2025-05-06,2026-05-18
sh.603995,甬金股份,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,16.47,93.3,93.3,87.2,20.0,39.1,79.1,56.8,67.9,"PB=1.06, 低估均值=1.57, 比值=0.68, 分位=0%",-0.1926470588235294,-0.1601223865374809,,,,,,,,1.059208,1.5651115000000002,0.6767620070518936,0.0023130300693909,低估价值,价值线内/历史低位,79.1,低估价值,,16.47,18.71,15.70307445,18.71,0.13600485731633283,0.19148642258395454,2025-05-06,2026-05-18
sh.688766,普冉股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,93.09,79.0,79.0,85.0,20.0,59.3,79.1,58.4,67.2,"Q1价值线=133.54, 现价/价值=0.70, akshare东方财富扣非净利润同比=515.0%, 市值=137.0亿",-0.1207140833097194,-0.1549564270152504,136.9734952164295,133.5427509046029,0.6970801437698361,1.83,1.83,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,79.1,价值线左侧确认,5.150048208924639,93.09,413.0,66.19983642,413.0,3.4365667633472983,5.23868611063858,2025-05-06,2026-05-18
sh.689009,九号公司,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,64.04,0.0,0.0,100.0,67.5,68.3,43.6,78.9,61.2,"价值线=47.20, 现价/价值=1.36, 扣非EPS=1.50, akshare东方财富扣非净利润同比=157.2%, 市值=453.2亿",0.0053375196232339,0.2836239727400282,453.2046877029794,47.19625928926235,1.3568871975107948,1.501,1.501,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,78.9,高质量趋势,,64.04,40.51,62.41568944,40.51,-0.36742660836976904,-0.35096447121773555,2025-05-06,2026-05-18
sz.000953,河化股份,C27医药制造业,医药医疗,PE,PE低估,5.91,96.0,96.0,57.6,60.9,56.2,78.9,60.5,69.7,"PE=26.46, 低估均值=41.39, 比值=0.64, 分位=6%",-0.0574162679425837,0.1005586592178771,,,,,,,,26.460274,41.3888014,0.6393099849467977,0.0588235294117647,低估价值,价值线内/历史低位,78.9,低估价值,,5.91,7.06,5.91,7.06,0.19458544839255487,0.19458544839255487,2025-05-06,2026-05-18
sz.002773,康弘药业,C27医药制造业,医药医疗,PE,PE低估,27.92,82.0,82.0,72.1,94.6,62.3,78.8,79.0,78.9,"PE=21.09, 低估均值=30.87, 比值=0.68, 分位=22%",0.0406261647409618,0.4458829621957536,,,,,,,,21.090723,30.87057325,0.683198294673715,0.2197392923649906,低估且高质量,低估且高质量,78.9,低估且高质量,,27.92,21.49,27.37075776,21.49,-0.23030085959885394,-0.21485549693455042,2025-05-06,2026-05-18
sh.600519,贵州茅台,C15酒、饮料和精制茶制造业,消费,PE,PE低估,1550.2,75.0,68.4,86.9,58.3,100.0,78.8,78.3,78.5,"PE=21.88, 低估均值=24.26, 比值=0.90, 分位=14%",0.0007617719590451,0.1042883601652657,,,,,,,,21.877879,24.258029818181814,0.901881940288578,0.1359183673469387,低估价值,价值线内/历史低位,78.8,低估价值,,1550.2,1323.0,1494.9446712,1323.0,-0.14656173396981043,-0.11501741469935411,2025-05-06,2026-05-18
sz.001376,百通能源,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,12.29,95.8,95.8,90.8,0.2,34.0,78.8,50.8,64.8,"PB=4.96, 低估均值=7.66, 比值=0.65, 分位=1%",-0.1107091172214183,-0.0963235294117647,,,,,,,,4.964762,7.661398000000001,0.6480229848390594,0.011049723756906,低估价值,价值线内/历史低位,78.8,低估价值,,12.29,13.64,12.23988138,13.64,0.10984540276647703,0.11438988471635003,2025-05-06,2026-05-18
sh.600211,西藏药业,C27医药制造业,医药医疗,PE,PE低估,35.69,94.1,94.1,77.3,29.8,46.4,78.7,56.9,67.8,"PE=11.42, 低估均值=17.08, 比值=0.67, 分位=1%",-0.0784921249677252,-0.0052954292084728,,,,,,,,11.416243,17.084392777777776,0.6682264420219534,0.006938775510204,低估价值,价值线内/历史低位,78.7,低估价值,,35.69,41.2,35.0240246,41.2,0.15438498178761573,0.17633540035830175,2025-05-06,2026-05-18
sz.300274,阳光电源,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,62.19,75.0,64.2,80.2,25.0,94.1,78.7,63.2,70.8,"Q1价值线=77.67, 现价/价值=0.80, akshare东方财富扣非净利润同比=16.0%, 市值=1288.7亿",-0.1418518007451359,-0.1216101694915253,1288.7228232782284,77.67164774215928,0.8006782630187975,5.16,5.16,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.7,价值线左侧确认,0.16028548263861,62.19,152.25,60.46659072,152.25,1.4481427882296192,1.5179193698056737,2025-05-06,2026-05-18
sz.300927,江天化学,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,25.21,21.3,21.3,100.0,65.0,65.6,49.8,78.7,64.2,"PB=3.77, 低估均值=3.13, 比值=1.21, 分位=46%",-0.0792549306062818,0.397450110864745,,,,,,,,3.773402,3.1310792,1.2051442199226388,0.462200956937799,高质量趋势,估值有约束的高质量,78.7,高质量趋势,,25.21,28.29,25.13147085,28.29,0.12217374057913521,0.12568023450963284,2025-05-06,2026-05-18
sh.600741,华域汽车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.76,100.0,100.0,57.5,56.7,57.2,78.6,59.3,69.0,"价值线=35.92, 现价/价值=0.49, 扣非EPS=1.83, akshare东方财富扣非净利润同比=-11.3%, 市值=560.1亿",-0.0116861435726208,0.0809494826536822,560.0672135905049,35.92049523457447,0.4944252545523234,1.83,1.83,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.6,低估价值,,17.76,17.56,17.00464944,17.56,-0.011261261261261368,0.032658747947702294,2025-05-06,2026-05-18
sh.600388,龙净环保,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,11.71,100.0,100.0,72.8,27.8,39.3,78.5,53.4,66.0,"价值线=23.58, 现价/价值=0.50, 扣非EPS=0.71, akshare东方财富扣非净利润同比=119.3%, 市值=125.6亿",-0.0735759493670885,-0.0487408610885459,125.59084721050706,23.577151962813165,0.4966672827349752,0.71,0.71,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.5,低估价值,,11.71,18.49,11.19992411,18.10999352,0.5789923142613149,0.6169746635899305,2025-05-06,2026-05-18
sh.601567,三星电气,C40仪器仪表制造业,C40仪器仪表制造业,VALUE,基本价值线,25.32,75.0,54.4,89.5,0.0,59.8,78.5,53.0,61.6,"Q1价值线=29.14, 现价/价值=0.87, akshare东方财富扣非净利润同比=31.9%, 市值=357.4亿",-0.14890756302521,-0.1268965517241379,357.35264305985385,29.141131958597967,0.8688749646366926,1.56,1.56,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.5,价值线左侧确认,0.31917598373878,25.32,18.34,23.86994892,18.34,-0.27567140600315954,-0.2316699100837456,2025-05-06,2026-05-18
sh.603605,珀莱雅,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,94.58,77.4,77.4,96.8,46.2,70.8,78.5,74.2,76.3,"PB=6.52, 低估均值=8.12, 比值=0.80, 分位=13%",0.1382837886628956,0.1568003913894324,,,,,,,,6.522352,8.120101444444446,0.8032352852515675,0.1281060187741579,低估价值,价值线内/历史低位,78.5,低估价值,,94.58,56.17,92.30166238,56.17,-0.40611122858955384,-0.3914519137396276,2025-05-06,2026-05-18
sh.688516,奥特维,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,34.03,87.7,87.7,74.2,0.0,43.0,78.5,44.2,57.3,"Q1价值线=53.47, 现价/价值=0.64, akshare东方财富扣非净利润同比=5.8%, 市值=107.1亿",-0.1626476377952755,-0.1595455668066189,107.1483114993585,53.473538704823376,0.6363895269368147,3.88,3.88,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.5,价值线左侧确认,0.05766166849702,34.03,78.5,32.11081009,78.5,1.3067881281222449,1.4446595953194774,2025-05-06,2026-05-18
sz.002241,歌尔股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,22.07,85.0,70.9,72.8,45.0,95.4,78.4,67.0,72.7,"价值线=29.28, 现价/价值=0.75, 扣非EPS=0.71, akshare东方财富扣非净利润同比=178.3%, 市值=743.9亿",-0.1508272412466332,-0.2055435565154787,743.9163425164155,29.278492508861817,0.7537956400357704,0.71,0.71,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.4,低估价值,,22.07,25.81,21.80277644,25.81,0.16946080652469409,0.18379418653526303,2025-05-06,2026-05-18
sz.300596,利安隆,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,28.65,99.2,99.2,56.8,51.6,45.1,78.4,55.4,66.9,"PB=1.44, 低估均值=3.28, 比值=0.44, 分位=6%",-0.0612712975098296,0.0181236673773985,,,,,,,,1.439331,3.2845748333333336,0.438209227384021,0.0626865671641791,低估价值,价值线内/历史低位,78.4,低估价值,,28.65,45.76,28.2792117,45.76,0.5972076788830716,0.6181497732484529,2025-05-06,2026-05-18
sh.600757,长江传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,9.76,96.8,96.8,61.1,66.8,48.6,78.3,63.0,70.6,"价值线=17.04, 现价/价值=0.57, 扣非EPS=0.82, akshare东方财富扣非净利润同比=12.4%, 市值=118.9亿",0.0966292134831459,0.100338218714769,118.85730837065368,17.043805909943252,0.5726420525773575,0.82,0.82,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.3,低估价值,,9.76,8.32,9.35579936,8.32,-0.14754098360655732,-0.11071201082277171,2025-05-06,2026-05-18
sz.300207,欣旺达,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,19.41,76.0,76.0,84.0,25.0,70.3,78.3,61.3,69.3,"Q1价值线=27.04, 现价/价值=0.72, akshare东方财富扣非净利润同比=65.0%, 市值=362.2亿",-0.1189287335451657,-0.1185286103542234,362.2478122863035,27.044569429920323,0.7177041605449285,0.86,0.86,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.3,价值线左侧确认,0.6499362181612,19.41,25.1,19.2137649,25.1,0.29314786192684195,0.3063551121102768,2025-05-06,2026-05-18
sh.600114,东睦股份,C33金属制品业,资源金属,VALUE,基本价值线,21.14,52.6,52.6,77.8,61.4,62.1,0.0,0.0,0.0,"Q1价值线=20.02, 现价/价值=1.06, akshare东方财富扣非净利润同比=153.6%, 市值=131.2亿",0.0163461538461537,0.1533006001091108,131.1931173291246,20.024642022203235,1.0556992717552731,0.61,0.61,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,78.2,财报后主线候选,1.53616799772594,21.14,32.11,20.82896718,32.11,0.5189214758751182,0.5416030820208917,2025-05-06,2026-05-18
sh.603160,汇顶科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,71.49,58.8,58.8,85.8,26.5,57.6,0.0,0.0,0.0,"Q1价值线=70.83, 现价/价值=1.01, akshare东方财富扣非净利润同比=322.3%, 市值=324.4亿",-0.0401450053705694,-0.105927963981991,324.36572831591707,70.83153217141566,1.0092962527902236,1.23,1.23,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,78.1,财报后主线候选,3.22344147102794,71.49,64.86,70.53889704,64.86,-0.09274024339068399,-0.08050731267855948,2025-05-06,2026-05-18
sz.002594,比亚迪,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,359.96,0.0,0.0,88.3,66.7,100.0,43.2,78.1,60.6,"价值线=223.70, 现价/价值=1.61, 扣非EPS=12.71, akshare东方财富扣非净利润同比=29.9%, 市值=10473.9亿",-0.001497919556172,0.2728429985855727,10473.926046042485,223.7049723137313,1.609083590217119,12.71,12.71,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,78.1,高质量趋势,,359.96,94.51,118.57334372,94.51,-0.737443049227692,-0.20294058483180977,2025-05-06,2026-05-18
sz.300144,宋城演艺,R88文化艺术业,R88文化艺术业,VALUE,基本价值线,9.35,100.0,100.0,57.4,35.3,73.5,78.1,54.2,66.2,"价值线=57.09, 现价/价值=0.16, 扣非EPS=0.39, akshare东方财富扣非净利润同比=1268.9%, 市值=244.6亿",-0.0021344717182496,0.0470324748040313,244.64282883389092,57.09473152289162,0.163762920861642,0.3945,0.3945,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.1,低估价值,,9.35,7.15,9.13456665,7.15,-0.23529411764705876,-0.21725898184781423,2025-05-06,2026-05-18
sh.600582,天地科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,6.22,100.0,100.0,55.2,55.4,58.7,78.0,58.0,68.0,"价值线=12.53, 现价/价值=0.50, 扣非EPS=0.59, akshare东方财富扣非净利润同比=12.1%, 市值=257.5亿",-0.0296411856474259,0.0687285223367697,257.5159760386091,12.526979126805022,0.4965283279422528,0.591,0.591,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.0,低估价值,,6.22,5.43,5.9030599,5.43,-0.12700964630225087,-0.08013808228508745,2025-05-06,2026-05-18
sh.603193,润本股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,37.66,0.0,0.0,82.7,95.9,48.0,35.1,78.0,56.5,"PB=7.17, 低估均值=5.03, 比值=1.43, 分位=74%",0.0723234624145785,0.4596899224806199,,,,,,,,7.171523,5.029532666666666,1.4258825770293568,0.7386666666666667,高质量趋势,估值有约束的高质量,78.0,高质量趋势,,37.66,23.51,37.17629496,23.51,-0.3757302177376526,-0.36760777196071603,2025-05-06,2026-05-18
sh.603799,华友钴业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,34.46,78.0,78.0,76.6,61.7,81.7,77.9,69.5,77.0,"Q1价值线=48.93, 现价/价值=0.70, akshare东方财富扣非净利润同比=22.7%, 市值=573.6亿",0.015022091310751,0.1618341200269724,573.5915519770684,48.92961071074748,0.7042770113932421,2.28,2.28,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,77.9,价值线左侧确认,0.22706101958546,34.46,58.31,33.67024572,57.80999175,0.692106790481718,0.7169459418486241,2025-05-06,2026-05-18
sz.002273,水晶光电,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,20.04,54.8,54.8,80.0,45.5,78.2,0.0,0.0,0.0,"Q1价值线=19.29, 现价/价值=1.04, akshare东方财富扣非净利润同比=82.8%, 市值=273.5亿",-0.1264167393199652,-0.0895047705588369,273.5150684861657,19.291602857447614,1.0387939326805835,0.7,0.7,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,77.7,财报后主线候选,0.82836225140866,20.04,37.3,19.76002116,37.3,0.8612774451097804,0.8876498004721769,2025-05-06,2026-05-18
sh.603733,仙鹤股份,C22造纸和纸制品业,C22造纸和纸制品业,VALUE,基本价值线,21.13,85.0,83.6,95.5,26.0,38.1,77.6,62.1,69.8,"价值线=31.78, 现价/价值=0.66, 扣非EPS=1.32, akshare东方财富扣非净利润同比=56.9%, 市值=149.4亿",-0.0511899416255051,-0.0014177693761815,149.37543714350605,31.783246948789355,0.6648156506490869,1.32,1.32,1.0,年报扣非EPS,,,,,低估价值,深度低估,77.6,低估价值,,21.13,20.64,20.62809911,20.64,-0.023189777567439562,0.000576926159630009,2025-05-06,2026-05-18
sh.605599,菜百股份,F52零售业,F52零售业,PE,PE低估,14.48,75.0,54.9,76.6,100.0,45.3,74.9,80.0,77.5,"PE=14.70, 低估均值=15.37, 比值=0.96, 分位=27%",0.1957060280759703,0.3419833178869325,,,,,,,,14.698579,15.3671512,0.9564934195480552,0.2738636363636363,低估且高质量,低估且高质量,77.5,低估且高质量,,14.48,16.54,13.92515536,16.54,0.14226519337016574,0.1877784895320549,2025-05-06,2026-05-18
sz.300035,中科电气,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,15.55,90.8,90.8,67.5,53.2,64.9,77.5,63.3,70.4,"价值线=25.31, 现价/价值=0.61, 扣非EPS=0.50, akshare东方财富扣非净利润同比=269.4%, 市值=107.3亿",-0.0465971796443898,0.0380507343124165,107.28787846972033,25.305509874953525,0.614490681153626,0.5005,0.5005,1.0,年报扣非EPS,,,,,低估价值,深度低估,77.5,低估价值,,15.55,18.77,15.2820735,18.77,0.20707395498392267,0.22823646935083786,2025-05-06,2026-05-18
sh.688278,特宝生物,C27医药制造业,医药医疗,PE,PE低估,73.92,81.5,81.5,100.0,21.4,54.2,77.4,64.7,71.0,"PE=34.14, 低估均值=41.95, 比值=0.81, 分位=1%",-0.0552147239263802,-0.0918918918918919,,,,,,,,34.135375,41.9515172,0.8136863045325093,0.01484375,低估价值,价值线内/历史低位,77.4,低估价值,,73.92,57.65,73.30269408,57.65,-0.22010281385281394,-0.21353504501372345,2025-05-06,2026-05-18
sz.000333,美的集团,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,74.05,75.0,51.0,75.7,33.4,96.2,77.4,63.9,68.6,"Q1价值线=82.94, 现价/价值=0.89, akshare东方财富扣非净利润同比=8.4%, 市值=5251.3亿",-0.025144813059505,0.0254812352859714,5251.293656547619,82.9397290978556,0.8928169986259884,5.04,5.04,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,77.4,价值线左侧确认,0.08389742891777,74.05,82.83,70.19503105,82.83,0.11856853477380147,0.17999805343771547,2025-05-06,2026-05-18
sz.000425,徐工机械,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,9.07,85.0,63.9,62.0,90.3,72.7,77.4,74.7,76.0,"价值线=11.30, 现价/价值=0.80, 扣非EPS=0.49, akshare东方财富扣非净利润同比=28.1%, 市值=1066.6亿",0.031854379977247,0.2207267833109019,1066.5968230415715,11.298111685635188,0.8027890192953141,0.49,0.49,1.0,年报扣非EPS,,,,,低估价值,深度低估,77.4,低估价值,,9.07,9.46,8.88709438,9.46,0.04299889746416774,0.06446489656836518,2025-05-06,2026-05-18
sz.000426,兴业银锡,B09有色金属矿采选业,资源金属,VALUE,基本价值线,13.35,75.0,66.8,83.5,52.7,69.6,77.4,73.1,55.8,"Q1价值线=17.07, 现价/价值=0.78, akshare东方财富扣非净利润同比=50.2%, 市值=244.6亿",-0.0423242467718795,0.0245587106676898,244.59416337944396,17.067556804890092,0.7821857663995024,0.8399,0.8399,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,77.4,价值线左侧确认,0.50233877393667,13.35,43.0,13.3028211,43.0,2.2209737827715355,2.232397074031162,2025-05-06,2026-05-18
sz.002422,科伦药业,C27医药制造业,医药医疗,PE,PE低估,35.75,60.0,45.9,68.6,91.7,75.3,66.8,77.3,72.1,"PE=22.91, 低估均值=21.99, 比值=1.04, 分位=30%",-0.0337837837837837,0.2981118373275235,,,,,,,,22.907632,21.99255327272727,1.04160857158898,0.2991836734693877,高质量趋势,估值有约束的高质量,77.3,高质量趋势,,35.75,30.63,34.677071,30.63,-0.14321678321678322,-0.11670740588211725,2025-05-06,2026-05-18
sz.002570,贝因美,C14食品制造业,消费,PE,PE低估,6.46,86.8,86.8,40.6,100.0,93.8,77.3,71.7,74.5,"PE=56.42, 低估均值=77.92, 比值=0.72, 分位=9%",0.3744680851063828,0.5566265060240962,,,,,,,,56.423096,77.92489225,0.724070247270698,0.0889787664307381,低估价值,价值线内/历史低位,77.3,低估价值,,6.46,4.93,6.46,4.93,-0.23684210526315796,-0.23684210526315796,2025-05-06,2026-05-18
sh.601083,锦江航运,G55水上运输业,G55水上运输业,PB,PB低估,11.19,75.0,38.3,73.9,93.6,62.0,75.3,79.1,77.2,"PB=1.62, 低估均值=1.78, 比值=0.91, 分位=60%",0.15599173553719,0.1904255319148935,,,,,,,,1.615254,1.7792830000000002,0.907811742145572,0.6029411764705882,低估且高质量,低估且高质量,77.2,低估且高质量,,11.19,11.78,10.72734945,11.78,0.05272564789991052,0.09812773928046115,2025-05-06,2026-05-18
sz.000897,津滨发展,K70房地产业,K70房地产业,PB,PB低估,2.25,100.0,100.0,60.7,32.2,38.0,77.2,49.3,63.2,"PB=1.13, 低估均值=3.25, 比值=0.35, 分位=1%",-0.0217391304347824,0.0,,,,,,,,1.129564,3.245731,0.34801528530861,0.0122448979591836,低估价值,价值线内/历史低位,77.2,低估价值,,2.25,2.04,2.16700875,2.04,-0.09333333333333327,-0.058610169432864456,2025-05-06,2026-05-18
sz.002668,TCL智家,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,10.31,81.0,81.0,79.5,25.0,47.5,77.1,55.9,64.8,"Q1价值线=15.09, 现价/价值=0.68, akshare东方财富扣非净利润同比=39.8%, 市值=111.8亿",-0.0876106194690266,-0.1549180327868852,111.80572834420978,15.089540731164895,0.6832547248244898,0.92,0.92,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,77.1,价值线左侧确认,0.39788470316238,10.31,9.68,10.31,9.68,-0.061105722599418155,-0.061105722599418155,2025-05-06,2026-05-18
