code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return,buy_trade_date,end_trade_date
sh.603501,豪威集团,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,135.2,100.0,100.0,100.0,64.6,93.1,99.3,86.6,91.2,"Q1价值线=584.46, 现价/价值=0.23, akshare东方财富扣非净利润同比=2114.7%, 市值=1620.6亿",0.0092564944759627,0.2225336829731439,1620.558525700298,584.4623340596585,0.2313237177508167,2.55,2.55,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,99.3,价值线左侧确认,21.1472027586899,135.2,99.79,134.4891184,99.79,-0.2619082840236685,-0.2580068842209021,2025-05-06,2026-05-18
sz.300502,新易盛,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,93.63,100.0,100.0,92.5,26.5,100.0,97.4,70.9,80.6,"Q1价值线=178.37, 现价/价值=0.52, akshare东方财富扣非净利润同比=317.6%, 市值=664.0亿",-0.0592786094644831,-0.0866256950541412,664.0395025072548,178.3691298994429,0.5249226704911589,3.99,3.99,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,97.4,价值线左侧确认,3.17593035963907,93.63,599.92,66.60894378,599.92,5.407348072199081,8.006598302796267,2025-05-06,2026-05-18
sz.001309,德明利,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,129.63,100.0,100.0,100.0,65.6,73.3,97.3,84.0,88.9,"Q1价值线=430.77, 现价/价值=0.30, akshare东方财富扣非净利润同比=1926.5%, 市值=191.4亿",0.0018548574078367,0.2489642547451582,191.40856717183755,430.77285223812464,0.3009242558496757,2.05,2.05,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,97.3,价值线左侧确认,19.2653833569774,129.63,735.04,92.27218956,735.04,4.670292370593227,6.965997160195707,2025-05-06,2026-05-18
sh.603986,兆易创新,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,131.85,100.0,100.0,92.5,56.4,94.7,96.8,80.6,86.7,"Q1价值线=607.76, 现价/价值=0.22, akshare东方财富扣非净利润同比=3660.8%, 市值=876.6亿",0.121268815375457,-0.0258588843738455,876.5722717897644,607.76449582779,0.2169425836901135,1.55,1.55,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,96.8,价值线左侧确认,36.6078702361091,131.85,400.0,131.4795015,400.0,2.0337504740235115,2.042299335155298,2025-05-06,2026-05-18
sz.300724,捷佳伟创,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,56.71,100.0,100.0,100.0,26.2,63.6,96.4,68.7,78.8,"Q1价值线=155.87, 现价/价值=0.36, akshare东方财富扣非净利润同比=68.2%, 市值=197.4亿",-0.0838449111470113,-0.0769856770833332,197.44536497609715,155.8723455523271,0.3638233568568594,7.37,7.37,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,96.4,价值线左侧确认,0.6823305344411,56.71,88.44,55.44298518,88.44,0.5595133133486156,0.5951522038878787,2025-05-06,2026-05-18
sz.002984,森麒麟,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,18.78,100.0,100.0,100.0,0.0,62.8,96.3,59.4,72.9,"Q1价值线=46.13, 现价/价值=0.41, akshare东方财富扣非净利润同比=63.0%, 市值=194.8亿",-0.2197756543415039,-0.2427419354838709,194.76289836919904,46.13379498385009,0.4070768512881773,2.05,2.05,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,96.3,价值线左侧确认,0.62964618035459,18.78,15.71,18.21952968,15.71,-0.16347177848775296,-0.13773844462926887,2025-05-06,2026-05-18
sz.300953,震裕科技,C33金属制品业,资源金属,VALUE,基本价值线,156.99,100.0,100.0,92.5,66.6,79.8,95.4,81.9,87.2,"Q1价值线=628.21, 现价/价值=0.25, akshare东方财富扣非净利润同比=2528.1%, 市值=158.5亿",0.0098417599382478,0.2629927594529366,158.4584269358476,628.2138328046684,0.2498989863039408,2.29,2.29,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,95.4,价值线左侧确认,25.2813592093946,156.99,243.68,112.64911644,243.68,0.5522007771195616,1.163177197486415,2025-05-06,2026-05-18
sh.603236,移远通信,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,77.61,100.0,100.0,92.5,45.5,78.0,95.2,74.3,82.2,"Q1价值线=1902.28, 现价/价值=0.04, akshare东方财富扣非净利润同比=9287.3%, 市值=205.5亿",-0.0702048640230023,-0.0970331588132635,205.485220152812,1902.278475883861,0.0407984430165724,2.01,2.01,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,95.2,价值线左侧确认,92.8731561224403,77.61,74.7,76.77002697,74.7,-0.037495168148434455,-0.026963999515187353,2025-05-06,2026-05-18
sh.600988,赤峰黄金,B09有色金属矿采选业,资源金属,PB,PB低估,27.24,6.8,6.8,100.0,100.0,97.8,48.5,95.0,71.8,"PB=4.75, 低估均值=3.54, 比值=1.34, 分位=50%",0.2438356164383561,0.4048478597215057,,,,,,,,4.751463,3.5352655454545454,1.344018699276827,0.5012244897959184,高质量趋势,估值有约束的高质量,95.0,高质量趋势,,27.24,36.66,27.06841524,36.66,0.3458149779735682,0.35434600344929534,2025-05-06,2026-05-18
sh.605333,沪光股份,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,30.38,100.0,100.0,100.0,26.3,48.4,94.8,66.5,77.0,"Q1价值线=253.75, 现价/价值=0.12, akshare东方财富扣非净利润同比=1546.7%, 市值=132.3亿",-0.0455545083254791,-0.1295128939828079,132.3055540814,253.7488516848885,0.1197246797306756,1.51,1.51,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,94.8,价值线左侧确认,15.4670537485052,30.38,23.3,30.1307321,23.3,-0.23304805793285055,-0.22670315733881552,2025-05-06,2026-05-18
sh.600362,江西铜业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,21.79,100.0,100.0,92.5,53.1,68.8,94.3,53.6,55.4,"Q1价值线=58.91, 现价/价值=0.37, akshare东方财富扣非净利润同比=53.0%, 市值=752.5亿",-0.0468066491688539,0.0371251784864348,752.5131476183614,58.91208910142199,0.3698731505258068,2.38,2.38,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,94.3,价值线左侧确认,0.5295069417810501,21.79,45.44,20.9377931,45.44,1.0853602569986234,1.1702382759718835,2025-05-06,2026-05-18
sz.002432,九安医疗,C35专用设备制造业,医药医疗,VALUE,基本价值线,37.9,100.0,100.0,92.5,28.0,56.9,93.1,65.0,75.6,"Q1价值线=106.37, 现价/价值=0.36, akshare东方财富扣非净利润同比=67.4%, 市值=165.8亿",-0.1035950804162725,-0.0397770458576134,165.83045747549468,106.3692774777492,0.3563058892444586,3.8408,3.8408,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,93.1,价值线左侧确认,0.67387130952349,37.9,73.44,37.7187622,73.44,0.937730870712401,0.9470416237572079,2025-05-06,2026-05-18
sh.600066,宇通客车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,26.72,92.9,92.9,100.0,75.4,68.2,92.9,86.3,88.5,"Q1价值线=44.56, 现价/价值=0.60, akshare东方财富扣非净利润同比=145.2%, 市值=590.3亿",-0.0107367641614217,-0.0443490701001431,590.3270193121018,44.56181259199703,0.5996165426358512,1.57,1.57,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,92.9,价值线左侧确认,1.45213463430911,26.72,31.71,23.8343736,31.71,0.18675149700598803,0.3304314404134372,2025-05-06,2026-05-18
sh.601336,新华保险,J68保险业,金融,PE,PE低估,48.6,99.4,99.4,100.0,52.3,78.9,92.8,80.1,86.4,"PE=5.58, 低估均值=9.20, 比值=0.61, 分位=0%",-0.0673575129533678,0.0360264335962481,,,,,,,,5.580256,9.1956168,0.606838684274012,0.0008163265306122,低估价值,价值线内/历史低位,92.8,低估价值,,48.6,60.12,46.6745652,60.12,0.23703703703703694,0.2880677033066392,2025-05-06,2026-05-18
sz.300677,英科医疗,C29橡胶和塑料制品业,医药医疗,VALUE,基本价值线,22.55,100.0,100.0,92.5,25.0,52.1,92.6,63.2,74.3,"Q1价值线=267.97, 现价/价值=0.08, akshare东方财富扣非净利润同比=1239.1%, 市值=146.2亿",-0.0874140024281667,-0.1635756676557863,146.23237328678613,267.9715081684852,0.0841507373456354,1.8,1.8,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,92.6,价值线左侧确认,12.3910242293704,22.55,51.31,22.4225925,51.31,1.2753880266075388,1.2883170177578709,2025-05-06,2026-05-18
sz.000960,锡业股份,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,14.11,100.0,100.0,85.8,28.2,67.7,91.8,39.6,49.6,"Q1价值线=27.68, 现价/价值=0.51, akshare东方财富扣非净利润同比=40.5%, 市值=237.2亿",-0.118125,-0.0362021857923497,237.2331863720147,27.684805636053675,0.5096658501233858,1.1555,1.1555,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,91.8,价值线左侧确认,0.40483418725458,14.11,37.7,13.79039439,37.7,1.6718639262934092,1.7337869341385823,2025-05-06,2026-05-18
sh.601600,中国铝业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,6.49,100.0,100.0,80.0,0.0,81.8,91.2,56.9,53.0,"Q1价值线=16.67, 现价/价值=0.39, akshare东方财富扣非净利润同比=81.9%, 市值=1113.3亿",-0.1300268096514745,-0.1721938775510203,1113.3095697707738,16.672242828753944,0.3892697621226437,0.698,0.698,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,91.2,价值线左侧确认,0.81913735082535,6.49,10.52,6.29032866,10.52,0.6209553158705701,0.6724086400916292,2025-05-06,2026-05-18
sh.603993,洛阳钼业,B09有色金属矿采选业,资源金属,VALUE,基本价值线,7.1,100.0,100.0,77.8,30.0,87.6,91.0,69.7,73.1,"Q1价值线=16.08, 现价/价值=0.44, akshare东方财富扣非净利润同比=110.5%, 市值=1526.9亿",-0.0571049136786189,-0.0166204986149585,1526.9453146409674,16.0812037679326,0.4415092366504337,0.61,0.61,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,91.0,价值线左侧确认,1.10480074151682,7.1,18.31,6.8822075,18.31,1.5788732394366196,1.6604835730396097,2025-05-06,2026-05-18
sz.000651,格力电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,45.47,100.0,100.0,76.2,60.2,90.9,90.8,74.0,81.0,"Q1价值线=84.04, 现价/价值=0.54, akshare东方财富扣非净利润同比=9.2%, 市值=2511.3亿",0.0066415762674341,0.0374172940908053,2511.258907549643,84.04316678563451,0.5410314929704931,5.45,5.45,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,90.8,价值线左侧确认,0.0919374885248899,45.47,39.71,41.58281517,39.71,-0.12667692984385304,-0.04503820057260455,2025-05-06,2026-05-18
sh.601717,中创智领,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,15.37,100.0,100.0,81.9,88.2,67.0,90.4,82.8,86.5,"Q1价值线=36.41, 现价/价值=0.42, akshare东方财富扣非净利润同比=19.0%, 市值=273.4亿",-0.0096649484536083,0.210236220472441,273.3831762517656,36.41330844114408,0.4220984210990603,2.026,2.026,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,90.4,价值线左侧确认,0.1904588537279899,15.37,18.1,14.40398013,18.1,0.1776187378009111,0.2565971236173874,2025-05-06,2026-05-18
sz.002444,巨星科技,C33金属制品业,资源金属,VALUE,基本价值线,24.24,91.8,91.8,91.7,25.0,74.4,90.0,65.8,74.5,"Q1价值线=39.92, 现价/价值=0.61, akshare东方财富扣非净利润同比=35.7%, 市值=289.5亿",-0.2023692003948668,-0.2370160528800755,289.53632170520683,39.91555110077928,0.6072821076376609,1.929,1.929,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,90.0,价值线左侧确认,0.35736044082495,24.24,33.66,24.03732936,33.66,0.3886138613861385,0.40032195323715425,2025-05-06,2026-05-18
sz.300308,中际旭创,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,86.65,81.4,81.4,100.0,25.0,100.0,89.7,73.0,79.0,"Q1价值线=127.33, 现价/价值=0.68, akshare东方财富扣非净利润同比=138.7%, 市值=950.6亿",-0.1314153969526864,-0.1180661577608142,950.5910751359926,127.32713269971404,0.6805305213646314,4.62,4.62,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,89.7,价值线左侧确认,1.38660345770301,86.65,1045.0,86.1131166,1045.0,11.060011540680899,11.135201247611098,2025-05-06,2026-05-18
sh.601628,中国人寿,J68保险业,金融,PE,PE低估,36.8,100.0,100.0,100.0,29.0,66.2,89.5,70.1,79.8,"PE=9.04, 低估均值=15.96, 比值=0.57, 分位=0%",-0.0160427807486631,-0.0683544303797468,,,,,,,,9.037397,15.96024727272727,0.5662441718834159,0.0008163265306122,低估价值,价值线内/历史低位,89.5,低估价值,,36.8,34.75,36.183416,34.75,-0.05570652173913038,-0.039615275683202555,2025-05-06,2026-05-18
sz.300115,长盈精密,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,22.07,100.0,100.0,72.8,54.6,89.6,89.4,70.3,78.3,"Q1价值线=122.76, 现价/价值=0.18, akshare东方财富扣非净利润同比=2750.7%, 市值=285.9亿",-0.1175529788084767,0.0925742574257426,285.9112831277951,122.75809036260216,0.1797844845485113,0.41,0.41,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,89.4,价值线左侧确认,27.507025698655895,22.07,38.75,21.9314004,38.75,0.7557770729497055,0.7668730356133573,2025-05-06,2026-05-18
sh.601899,紫金矿业,B09有色金属矿采选业,资源金属,PB,PB低估,17.76,6.0,6.0,100.0,82.6,100.0,46.5,89.2,67.9,"PB=3.27, 低估均值=2.55, 比值=1.28, 分位=63%",0.0148571428571429,0.0783242258652097,,,,,,,,3.270505,2.552932818181818,1.281077581324381,0.6342857142857142,高质量趋势,估值有约束的高质量,89.2,高质量趋势,,17.76,31.3,17.370612,31.3,0.7623873873873872,0.8018939113947166,2025-05-06,2026-05-18
sz.002532,天山铝业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,7.58,100.0,100.0,78.2,45.0,67.7,89.2,74.2,79.4,"Q1价值线=27.05, 现价/价值=0.28, akshare东方财富扣非净利润同比=128.8%, 市值=351.2亿",-0.1425339366515836,-0.155902004454343,351.175644020228,27.04662949944897,0.2802567321800459,0.93,0.93,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,89.2,价值线左侧确认,1.28804053816204,7.58,14.82,7.13881368,14.82,0.9551451187335092,1.0759751779934392,2025-05-06,2026-05-18
sh.688608,恒玄科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,437.59,14.1,14.1,100.0,90.8,76.1,53.8,88.9,71.3,"价值线=380.15, 现价/价值=1.15, 扣非EPS=2.36, akshare东方财富扣非净利润同比=1279.1%, 市值=730.6亿",0.1348288381742737,0.1500394218134033,730.5525425481248,380.1549442006249,1.151083279793052,2.3636,2.3636,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,88.9,高质量趋势,,437.59,193.98,311.70585916,193.98,-0.5567083342855184,-0.3776825353147141,2025-05-06,2026-05-18
sz.301219,腾远钴业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,45.53,87.8,87.8,100.0,50.1,56.0,88.9,54.6,48.4,"Q1价值线=71.67, 现价/价值=0.64, akshare东方财富扣非净利润同比=83.4%, 市值=134.0亿",-0.1449765258215962,0.0024218405988551,134.00969867668726,71.67275025735505,0.6352484010522217,2.28,2.28,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.9,价值线左侧确认,0.83390865101395,45.53,84.27,44.37667957,84.27,0.8508675598506479,0.8989703785086505,2025-05-06,2026-05-18
sz.000528,柳工,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,10.21,100.0,100.0,77.1,2.9,66.5,88.6,50.7,65.4,"Q1价值线=20.37, 现价/价值=0.50, akshare东方财富扣非净利润同比=100.1%, 市值=198.5亿",-0.1198275862068964,-0.0413145539906102,198.54817386002057,20.36705749340596,0.5012997092636279,0.5851,0.5851,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.6,价值线左侧确认,1.0009928838043,10.21,9.28,9.93041957,9.28,-0.0910871694417239,-0.06549769276264328,2025-05-06,2026-05-18
sh.601919,中远海控,G55水上运输业,G55水上运输业,PB,PB低估,14.56,93.6,93.6,100.0,34.7,83.1,88.2,74.3,81.3,"PB=0.93, 低估均值=1.95, 比值=0.48, 分位=15%",-0.002056202878684,0.0333569907735984,,,,,,,,0.932384,1.94978175,0.4781991625472954,0.1510204081632653,低估价值,价值线内/历史低位,88.2,低估价值,,14.56,14.0,13.12639328,14.0,-0.03846153846153855,0.06655344704101385,2025-05-06,2026-05-18
sz.000550,江铃汽车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,19.26,98.8,98.8,84.5,0.0,43.2,88.2,49.4,64.2,"Q1价值线=34.48, 现价/价值=0.56, akshare东方财富扣非净利润同比=36.3%, 市值=166.4亿",-0.1593190746398951,-0.1458980044345897,166.38788647834397,34.47829717957011,0.5586122742573374,1.57,1.57,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.2,价值线左侧确认,0.36282042080402,19.26,18.09,18.62515188,18.09,-0.06074766355140193,-0.028732752540646667,2025-05-06,2026-05-18
sz.300181,佐力药业,C27医药制造业,医药医疗,PE,PE低估,15.81,100.0,100.0,94.0,34.8,61.4,88.1,68.7,78.4,"PE=20.29, 低估均值=48.06, 比值=0.42, 分位=4%",-0.0423985463355542,0.0675219446320054,,,,,,,,20.290523,48.06083728571429,0.422184134649506,0.0355102040816326,低估价值,价值线内/历史低位,88.1,低估价值,,15.81,14.57,15.24705333,14.57,-0.07843137254901966,-0.04440551989595487,2025-05-06,2026-05-18
sh.601058,赛轮轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,12.61,95.4,95.4,80.0,25.0,70.7,87.6,60.1,70.7,"Q1价值线=21.67, 现价/价值=0.58, akshare东方财富扣非净利润同比=26.9%, 市值=406.0亿",-0.129744651483782,-0.1468200270635994,405.9959657540024,21.667090547209263,0.5819886141392516,1.24,1.24,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,87.6,价值线左侧确认,0.26885169181857,12.61,12.58,12.25342703,12.58,-0.0023790642347343294,0.026651561983472405,2025-05-06,2026-05-18
sh.601677,明泰铝业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,12.12,100.0,100.0,78.1,31.4,52.3,87.6,51.7,60.6,"Q1价值线=30.58, 现价/价值=0.40, akshare东方财富扣非净利润同比=37.7%, 市值=144.8亿",-0.053125,0.0066445182724252,144.82764665092563,30.578383892949688,0.3963584224212205,1.21,1.21,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,87.6,价值线左侧确认,0.37744236078047,12.12,16.95,11.91901404,16.95,0.39851485148514865,0.4220974942319977,2025-05-06,2026-05-18
sh.605499,东鹏饮料,C15酒、饮料和精制茶制造业,消费,PE,PE低估,280.25,35.9,35.9,93.6,92.3,74.5,59.9,87.4,73.6,"PE=40.01, 低估均值=33.96, 比值=1.18, 分位=27%",0.0972983555207518,0.2105831533477322,,,,,,,,40.005524,33.9578274,1.1780943323835849,0.2693920335429769,高质量趋势,估值有约束的高质量,87.4,高质量趋势,,280.25,142.2,210.91250675,142.2,-0.49259589652096347,-0.32578678148966633,2025-05-06,2026-05-18
sz.002001,新和成,C27医药制造业,医药医疗,PE,PE低估,21.98,94.8,94.8,100.0,32.3,67.8,87.2,71.2,79.2,"PE=9.82, 低估均值=14.89, 比值=0.66, 分位=2%",-0.0022696323195642,-0.0130220026942073,,,,,,,,9.820533,14.889518454545454,0.6595601483002963,0.0232653061224489,低估价值,价值线内/历史低位,87.2,低估价值,,21.98,31.74,21.3120278,31.74,0.4440400363967243,0.4892998591152362,2025-05-06,2026-05-18
sz.000975,山金国际,B09有色金属矿采选业,资源金属,PB,PB低估,20.61,0.0,0.0,95.4,91.6,78.7,40.9,86.8,63.9,"PB=4.18, 低估均值=2.61, 比值=1.60, 分位=82%",0.1170731707317074,0.1810888252148996,,,,,,,,4.182739,2.610234363636364,1.6024381022142975,0.816734693877551,高质量趋势,估值有约束的高质量,86.8,高质量趋势,,20.61,24.4,19.88910342,24.4,0.18389131489568178,0.22680240957789732,2025-05-06,2026-05-18
sz.002251,步步高,F52零售业,F52零售业,PE,PE低估,5.74,100.0,100.0,61.3,85.0,79.2,86.8,74.2,80.5,"PE=11.78, 低估均值=40.87, 比值=0.29, 分位=1%",0.4568527918781726,0.413793103448276,,,,,,,,11.776461,40.873071375,0.288122732249651,0.014069264069264,低估价值,价值线内/历史低位,86.8,低估价值,,5.74,3.83,5.74,3.83,-0.33275261324041816,-0.33275261324041816,2025-05-06,2026-05-18
sz.000338,潍柴动力,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,15.51,92.4,92.4,81.3,57.5,73.9,86.6,72.4,78.0,"Q1价值线=25.70, 现价/价值=0.60, akshare东方财富扣非净利润同比=30.3%, 市值=1349.4亿",-0.0294117647058823,0.1102362204724409,1349.4251947627636,25.70003374510728,0.6035011531046243,1.21,1.21,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.6,价值线左侧确认,0.30291413521399,15.51,33.3,14.79674163,33.3,1.1470019342359765,1.250495469386661,2025-05-06,2026-05-18
sh.603998,方盛制药,C27医药制造业,医药医疗,PE,PE低估,9.81,98.1,98.1,87.8,58.5,44.0,86.2,71.5,78.8,"PE=15.76, 低估均值=37.89, 比值=0.42, 分位=8%",-0.0296735905044509,0.0315457413249211,,,,,,,,15.761873,37.894039,0.4159459750384486,0.0791836734693877,低估价值,价值线内/历史低位,86.2,低估价值,,9.81,10.54,9.37514232,10.54,0.07441386340468892,0.12424959965834415,2025-05-06,2026-05-18
sz.000039,中集集团,C33金属制品业,资源金属,VALUE,基本价值线,7.79,100.0,100.0,70.5,48.1,63.7,86.0,63.1,72.7,"Q1价值线=41.78, 现价/价值=0.19, akshare东方财富扣非净利润同比=418.7%, 市值=433.6亿",-0.0899532710280374,-0.0370828182941903,433.5642606451613,41.77737334323361,0.1864645710490004,0.62,0.62,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.0,价值线左侧确认,4.18667311987639,7.79,11.53,7.62630094,11.53,0.4801026957637997,0.5118731991711829,2025-05-06,2026-05-18
sz.000568,泸州老窖,C15酒、饮料和精制茶制造业,消费,PE,PE低估,125.47,98.5,98.5,77.8,36.9,82.4,85.6,65.2,75.4,"PE=13.69, 低估均值=22.19, 比值=0.62, 分位=5%",-0.0326883046796701,0.1024514541780159,,,,,,,,13.688724,22.1939747,0.6167765884674997,0.050204081632653,低估价值,价值线内/历史低位,85.6,低估价值,,125.47,89.97,119.66023712,89.97,-0.28293616003825617,-0.248121162339211,2025-05-06,2026-05-18
sh.600583,海油工程,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,5.34,100.0,100.0,70.5,6.2,57.3,85.4,47.5,62.5,"Q1价值线=11.93, 现价/价值=0.45, akshare东方财富扣非净利润同比=46.2%, 市值=235.6亿",-0.0598591549295774,0.0094517958412096,235.57033595121948,11.934987063501794,0.4474240291663302,0.41,0.41,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,85.4,价值线左侧确认,0.46198935868556,5.34,6.31,5.142954,6.31,0.18164794007490626,0.2269213374259229,2025-05-06,2026-05-18
sh.600323,瀚蓝环境,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,23.28,94.2,94.2,79.9,54.0,50.5,84.8,67.1,74.3,"Q1价值线=39.43, 现价/价值=0.59, akshare东方财富扣非净利润同比=15.5%, 市值=190.1亿",-0.0352258599254039,0.0448833034111311,190.14312881609249,39.42523038197428,0.5904848183371406,1.99,1.99,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,84.8,价值线左侧确认,0.15515909123921,23.28,30.53,22.31862912,30.53,0.311426116838488,0.36791555770966644,2025-05-06,2026-05-18
sh.600329,达仁堂,C27医药制造业,医药医疗,PE,PE低估,29.65,100.0,100.0,100.0,2.5,45.0,84.8,57.6,71.2,"PE=10.30, 低估均值=20.22, 比值=0.51, 分位=0%",-0.0524129114733141,-0.0705329153605015,,,,,,,,10.302645,20.223782363636364,0.5094321534296574,0.0024489795918367,低估价值,价值线内/历史低位,84.8,低估价值,,29.65,42.5,27.03881345,42.5,0.43338954468802715,0.5718145353748871,2025-05-06,2026-05-18
sz.000719,中原传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,12.49,100.0,100.0,70.9,86.9,50.1,84.8,74.8,79.9,"Q1价值线=24.91, 现价/价值=0.50, akshare东方财富扣非净利润同比=12.1%, 市值=128.0亿",0.0813852813852813,0.1141837644959855,127.96314877207132,24.907961227153923,0.5014460993452877,1.22,1.22,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,84.8,价值线左侧确认,0.1210890042390099,12.49,13.85,11.91618442,13.85,0.10888710968775017,0.16228479787156558,2025-05-06,2026-05-18
sh.601137,博威合金,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,18.1,92.5,92.5,80.3,46.4,56.3,84.6,66.0,65.3,"Q1价值线=30.04, 现价/价值=0.60, akshare东方财富扣非净利润同比=16.3%, 市值=141.1亿",-0.1008445106805761,-0.0722706304459251,141.07236421255297,30.038133391725644,0.6025674020405628,1.7,1.7,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,84.6,价值线左侧确认,0.16261819162545,18.1,19.85,17.5846206,19.85,0.09668508287292821,0.12882731174763018,2025-05-06,2026-05-18
sh.688336,三生国健,C27医药制造业,医药医疗,PE,PE低估,28.74,100.0,100.0,82.2,91.7,41.9,88.9,80.3,84.6,"PE=24.74, 低估均值=92.19, 比值=0.27, 分位=4%",-0.0089655172413793,0.2784697508896796,,,,,,,,24.743201,92.19421633333332,0.2683812714513411,0.0365296803652968,低估且高质量,低估且高质量,84.6,低估且高质量,,28.74,64.74,28.68444558,64.74,1.252609603340292,1.2569723308558367,2025-05-06,2026-05-18
sh.600276,恒瑞医药,C27医药制造业,医药医疗,PE,PE低估,51.0,75.0,58.1,87.1,86.1,96.4,81.3,87.5,84.4,"PE=47.55, 低估均值=47.74, 比值=1.00, 分位=17%",0.0029498525073745,0.1588275391956373,,,,,,,,47.551243,47.73868981818182,0.9960734821400477,0.1689795918367347,低估且高质量,低估且高质量,84.4,低估且高质量,,51.0,52.43,50.816553,52.43,0.028039215686274543,0.031750421954043206,2025-05-06,2026-05-18
