code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return
sz.300274,阳光电源,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,62.19,98.3,98.3,100.0,25.0,94.1,98.5,72.8,81.9,"Q1价值线=110.63, 现价/价值=0.56, 扣非同比=76.5%, 市值=1290.1亿",-0.14185180074513593,-0.12161016949152537,1290.091804511278,110.62902201522292,0.5621490533599985,,,,,价值线左侧确认,基本价值线左侧,98.5,价值线左侧确认,0.7646,62.19,142.65,1.2937771345875544,1.3591540105272863
sz.300308,中际旭创,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,86.65,75.0,44.1,100.0,25.0,100.0,86.2,72.5,76.2,"Q1价值线=92.02, 现价/价值=0.94, 扣非同比=58.4%, 市值=949.3亿",-0.13141539695268645,-0.1180661577608142,949.2948093220339,92.02095057822471,0.9416333938687256,,,,,价值线左侧确认,基本价值线左侧,86.2,价值线左侧确认,0.5839,86.65,1049.2,11.108482400461627,11.183974305257001
sz.300502,新易盛,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,93.63,17.6,17.6,92.5,26.5,100.0,0.0,0.0,0.0,"Q1价值线=71.05, 现价/价值=1.32, 扣非同比=383.1%, 市值=929.1亿",-0.059278609464483156,-0.0866256950541412,929.0976923076925,71.04875968992248,1.317827368255669,,,,,财报后主线候选,价值线附近/业绩强,77.6,财报后主线候选,3.8310000000000004,93.63,628.99,5.717825483285273,8.4430261809505
sz.300181,佐力药业,C27医药制造业,医药医疗,PE,PE低估,15.81,100.0,100.0,45.1,34.8,61.4,75.9,46.7,61.3,"PE=20.29, 低估均值=48.06, 比值=0.42, 分位=4%",-0.04239854633555429,0.06752194463200545,,,,20.290523,48.06083728571429,0.422184134649506,0.035510204081632656,低估价值,价值线内/历史低位,75.9,低估价值,,15.81,15.06,-0.04743833017077803,-0.012268162637822932
sz.300433,蓝思科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,21.5,53.5,53.5,79.0,45.0,91.3,0.0,0.0,0.0,"Q1价值线=20.51, 现价/价值=1.05, 扣非同比=61.0%, 市值=1067.3亿",-0.14952531645569622,-0.16309848189957188,1067.3424657534247,20.506169762693155,1.0484649375679567,,,,,财报后主线候选,价值线附近/业绩强,73.3,财报后主线候选,0.6099,21.5,32.69,0.5204651162790697,0.5537955853810792
