code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,buy_close_raw,end_close_raw,raw_return,qfq_return
sz.300274,阳光电源,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,62.19,98.5,98.5,100.0,25.0,94.1,91.2,72.8,82.0,"价值线=110.95, 现价/价值=0.56, 反推扣非EPS同比=77.1%, 市值=1290.1亿",-0.1418518007451359,-0.1216101694915253,1290.091804511278,110.95142417131504,0.5605155631348656,,,,,低估价值,深度低估,91.2,低估价值,62.19,135.03,1.1712493970091655,1.2331340066000664
sh.688608,恒玄科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,437.59,15.5,15.5,100.0,90.8,76.1,54.4,89.0,71.7,"价值线=383.30, 现价/价值=1.14, 反推扣非EPS同比=1282.6%, 市值=729.8亿",0.1348288381742737,0.1500394218134033,729.8190783510386,383.2991207983263,1.1416410220002535,,,,,高质量趋势,估值有约束的高质量,89.0,高质量趋势,437.59,187.58,-0.5713338970268973,-0.39821471272468323
sz.000719,中原传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,12.49,100.0,100.0,93.1,86.9,50.1,91.6,84.8,88.2,"价值线=56.34, 现价/价值=0.22, 反推扣非EPS同比=267.1%, 市值=127.4亿",0.0813852813852813,0.1141837644959855,127.37326732673267,56.34023275828099,0.2216888249927259,,,,,低估且高质量,深度低估且高质量,88.2,低估且高质量,12.49,13.98,0.11929543634907924,0.17319433027036024
sz.300476,胜宏科技,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,79.15,20.7,20.7,88.1,92.3,100.0,56.0,88.0,72.0,"价值线=71.63, 现价/价值=1.10, 反推扣非EPS同比=353.8%, 市值=681.6亿",-0.0189638076351016,0.7472406181015454,681.6350746268657,71.62992916777357,1.104985037952679,,,,,高质量趋势,估值有约束的高质量,88.0,高质量趋势,79.15,354.83,3.483006948831332,3.5119692796373245
sz.300763,锦浪科技,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,54.18,100.0,100.0,85.0,32.7,72.2,86.0,65.5,75.8,"价值线=206.13, 现价/价值=0.26, 反推扣非EPS同比=1045.6%, 市值=213.9亿",-0.0983524712930604,0.0536756126021003,213.9336,206.1293417767053,0.2628446757409812,,,,,低估价值,深度低估,86.0,低估价值,54.18,97.84,0.8058324104835732,0.8127807992872413
sz.300502,新易盛,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,93.63,90.2,90.2,92.5,26.5,100.0,85.5,70.4,77.9,"价值线=151.30, 现价/价值=0.62, 反推扣非EPS同比=381.4%, 市值=929.1亿",-0.0592786094644831,-0.0866256950541412,929.0976923076925,151.29700833131386,0.6188489847397824,,,,,低估价值,深度低估,85.5,低估价值,93.63,617.9,5.599380540425077,8.276532023099435
sz.300677,英科医疗,C29橡胶和塑料制品业,医药医疗,VALUE,基本价值线,22.55,100.0,100.0,92.5,25.0,52.1,85.5,63.2,74.3,"价值线=55.93, 现价/价值=0.40, 反推扣非EPS同比=58.0%, 市值=146.2亿",-0.0874140024281667,-0.1635756676557863,146.17588495575225,55.92953603262954,0.4031858942445764,,,,,低估价值,深度低估,85.5,低估价值,22.55,50.2,1.2261640798226163,1.2388133753935904
sz.002487,大金重工,C33金属制品业,资源金属,VALUE,基本价值线,27.9,99.0,99.0,71.9,100.0,65.6,87.6,82.1,84.9,"价值线=50.09, 现价/价值=0.56, 反推扣非EPS同比=467.1%, 市值=178.7亿",0.1882453151618397,0.4307692307692308,178.7108108108108,50.09486928899807,0.5569432637710755,,,,,低估且高质量,深度低估且高质量,84.9,低估且高质量,27.9,80.76,1.8946236559139789,1.910491656424807
sz.000651,格力电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,45.47,100.0,100.0,86.0,60.2,90.9,90.9,78.4,84.6,"价值线=94.22, 现价/价值=0.48, 反推扣非EPS同比=25.9%, 市值=2510.2亿",0.0066415762674341,0.0374172940908053,2510.2091766723847,94.2243422040185,0.4825716894000326,,,,,低估且高质量,深度低估且高质量,84.6,低估且高质量,45.47,40.22,-0.11546074334726197,-0.03277351868622902
sh.601900,南方传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,17.61,92.0,92.0,89.2,84.6,50.6,86.3,81.9,84.1,"价值线=29.06, 现价/价值=0.61, 反推扣非EPS同比=82.1%, 市值=155.0亿",0.1075471698113206,0.0475907198096372,155.0445652173913,29.05589349112426,0.6060732568894964,,,,,低估且高质量,深度低估且高质量,84.1,低估且高质量,17.61,12.42,-0.29471890971039183,-0.267893046728622
