code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,end_quote_time,end_quote_trade_date,buy_close_raw,end_close_raw,raw_return,qfq_return,earnings_yoy,buy_close_qfq,end_close_qfq,buy_trade_date,end_trade_date,source_layer,theme_momentum_score,portfolio_score,final_selected,final_rank,portfolio_profile
sz.002156,通富微电,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,34.88,50.0,0.0,55.2,100.0,98.7,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=28.7%/45.5%, 相对60日=31.5%, 量能20/120=2.49, 市值=528.4亿",0.2866101069715974,0.4545454545454546,528.3785858058928,15.167001340021006,2.299729473087242,0.41,0.41,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,34.88,58.07,0.6648509174311925,0.6648509174311925,,34.88,58.07,,,theme_momentum,95.0,123.0,True,11,balanced
sz.000063,中兴通讯,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,48.0,50.0,0.0,52.2,100.0,100.0,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=41.7%/48.0%, 相对60日=34.0%, 量能20/120=2.64, 市值=2299.2亿",0.4171833480956599,0.4796547472256474,2299.2,26.305615959890726,1.8247054192985863,1.29,1.29,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,48.0,37.51,-0.2185416666666667,-0.2185416666666667,,48.0,37.51,,,theme_momentum,95.0,123.0,True,12,balanced
sz.002384,东山精密,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,68.82,50.0,0.0,47.5,100.0,100.0,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=29.1%/116.4%, 相对60日=102.4%, 量能20/120=1.57, 市值=1166.9亿",0.2909397861564433,1.1641509433962265,1166.8590434904452,18.140144461636964,3.793795586663685,0.53,0.53,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,68.82,211.25,2.069601859924441,2.069601859924441,,68.82,211.25,,,theme_momentum,95.0,123.0,True,13,balanced
sh.688347,华虹公司,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,85.71,50.0,0.0,16.0,100.0,93.7,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=35.8%/70.3%, 相对60日=56.3%, 量能20/120=2.96, 市值=1501.6亿",0.3583201267828841,0.7032988871224164,1501.6425391391567,25.68353351926082,3.337157635872946,0.14,0.14,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,85.71,147.8,0.7244195543110492,0.7244195543110492,,85.71,147.8,,,theme_momentum,95.0,123.0,True,14,balanced
sz.002484,江海股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,36.64,50.0,0.0,49.2,100.0,89.9,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=40.0%/89.2%, 相对60日=75.2%, 量能20/120=2.32, 市值=309.4亿",0.3995416348357525,0.8915849251419721,309.38027088659044,14.951829180639631,2.4505362893955,0.7259,0.7259,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,36.64,53.35,0.4560589519650655,0.4560589519650655,,36.64,53.35,,,theme_momentum,95.0,122.993,True,15,balanced
sz.300602,飞荣达,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,32.1,50.0,0.0,69.2,100.0,89.3,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=30.2%/68.5%, 相对60日=54.5%, 量能20/120=3.14, 市值=233.8亿",0.3017031630170317,0.6850393700787403,233.8220150033333,11.939533640546111,2.6885472218939825,0.27,0.27,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,32.1,38.79,0.2084112149532708,0.2084112149532708,,32.1,38.79,,,theme_momentum,95.0,122.948,True,16,balanced
sh.603920,世运电路,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,39.55,50.0,0.0,71.2,100.0,88.4,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=19.8%/49.8%, 相对60日=35.8%, 量能20/120=1.62, 市值=244.7亿",0.1984848484848485,0.4981060606060605,244.65935329358012,21.6164190221619,1.829627745439796,1.06,1.06,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,39.55,63.98,0.6176991150442479,0.6292849603976352,,39.26875995,63.98,,,theme_momentum,95.0,122.88,True,17,balanced
sz.300409,道氏技术,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,22.62,50.0,0.0,52.7,100.0,88.3,0.0,95.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=29.7%/60.5%, 相对60日=46.5%, 量能20/120=1.86, 市值=131.3亿",0.2970183486238531,0.6053938963804117,131.25752336733302,14.605967363821083,1.5486820856542265,0.2081,0.2081,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,95.0,主题右侧动量,,,22.62,25.07,0.108311229000884,0.108311229000884,,22.62,25.07,,,theme_momentum,95.0,122.873,True,18,balanced
sh.600585,海螺水泥,C30非金属矿物制品业,资源金属,VALUE,基本价值线,24.31,100.0,100.0,71.9,62.7,79.6,88.1,54.2,64.1,"Q1价值线=54.14, 现价/价值=0.45, akshare东方财富扣非净利润同比=31.8%, 市值=1278.8亿",0.0362318840579709,0.065293602103418,1278.8282445714285,54.13569268619224,0.4490567829420324,1.4,1.4,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.1,价值线左侧确认,2026-05-19 16:11:45,2026-05-19,24.31,20.04,-0.1756478815302344,-0.1670872038110039,0.31813183776866,24.06014182,20.04,2025-09-01,2026-05-18,base,,113.704,True,19,balanced
sz.000719,中原传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,12.52,100.0,100.0,93.0,49.0,40.9,91.6,70.1,78.5,"Q1价值线=30.05, 现价/价值=0.42, akshare东方财富扣非净利润同比=54.8%, 市值=128.3亿",-0.0450038138825323,-0.0471841704718417,128.27050621507868,30.04850289127609,0.4166596933398269,1.22,1.22,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,91.6,价值线左侧确认,2026-05-19 15:34:33,2026-05-19,12.52,13.85,0.1062300319488818,0.1062300319488818,0.54823629449468,12.52,13.85,2025-09-01,2026-05-18,base,,113.634,True,20,balanced
sz.002432,九安医疗,C35专用设备制造业,医药医疗,VALUE,基本价值线,39.64,100.0,100.0,78.7,35.9,66.5,89.2,62.9,73.4,"Q1价值线=94.39, 现价/价值=0.42, akshare东方财富扣非净利润同比=26.3%, 市值=173.4亿",0.0135515213500383,0.0464625131995775,173.4437819084066,94.39280647447278,0.4199472553103937,3.8408,3.8408,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,89.2,价值线左侧确认,2026-05-19 15:34:00,2026-05-19,39.64,73.44,0.8526740665993944,0.8526740665993944,0.26273993642527,39.64,73.44,2025-09-01,2026-05-18,base,,113.595,True,21,balanced
sz.300274,阳光电源,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,99.2,75.0,36.5,100.0,100.0,100.0,87.5,98.8,93.1,"价值线=99.73, 现价/价值=0.99, 扣非EPS=5.16, akshare东方财富扣非净利润同比=53.5%, 市值=2055.7亿",0.3445378151260505,0.5748531512938562,2055.656923447504,99.73093926149406,0.994676283353735,5.16,5.16,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,93.1,低估且高质量,2026-05-19 15:34:57,2026-05-19,99.2,152.25,0.5347782258064515,0.5522142484593959,,98.0856864,152.25,2025-09-01,2026-05-18,base,,113.396,True,22,balanced
sz.300724,捷佳伟创,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,108.12,85.0,69.0,95.6,85.0,94.8,89.1,91.2,90.2,"价值线=140.92, 现价/价值=0.77, 扣非EPS=7.37, akshare东方财富扣非净利润同比=42.4%, 市值=376.4亿",0.5669565217391306,1.0512236767216847,376.43789210396096,140.9223386273528,0.767231093758006,7.37,7.37,1.0,年报扣非EPS,,,,,低估且高质量,深度低估且高质量,90.2,低估且高质量,2026-05-19 15:34:15,2026-05-19,108.12,88.44,-0.1820199778024418,-0.1820199778024418,,108.12,88.44,2025-09-01,2026-05-18,base,,113.296,True,23,balanced
sh.600329,达仁堂,C27医药制造业,医药医疗,PE,PE低估,45.66,100.0,100.0,100.0,97.2,70.5,96.8,94.6,95.7,"PE=10.05, 低估均值=21.26, 比值=0.47, 分位=0%",0.1082524271844658,0.3177489177489176,,,,,,,,10.048619,21.2637476,0.4725704607216086,0.0020399836801305,低估且高质量,低估且高质量,95.7,低估且高质量,2026-05-19 16:11:33,2026-05-19,45.66,42.5,-0.0692071835304423,-0.0178578452538493,,43.27275822,42.5,2025-09-01,2026-05-18,base,,111.65,True,24,balanced
sz.002299,圣农发展,C13农副食品加工业,消费,VALUE,基本价值线,17.6,99.1,99.1,76.5,88.7,60.0,87.3,79.4,83.4,"Q1价值线=31.65, 现价/价值=0.56, akshare东方财富扣非净利润同比=305.4%, 市值=217.0亿",0.0810810810810811,0.150326797385621,217.00437158601,31.653492201646657,0.5560207982070435,0.5604,0.5604,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,87.3,价值线左侧确认,2026-05-19 15:34:06,2026-05-19,17.6,17.74,0.0079545454545453,0.0267366387878922,3.0543791940445497,17.2780432,17.74,2025-09-01,2026-05-18,base,,111.149,True,25,balanced
sz.000039,中集集团,C33金属制品业,资源金属,VALUE,基本价值线,8.07,100.0,100.0,70.5,34.2,63.7,86.0,58.3,69.6,"Q1价值线=19.10, 现价/价值=0.42, akshare东方财富扣非净利润同比=51.2%, 市值=449.1亿",-0.0146520146520146,0.0346153846153847,449.1480851612904,19.10344133996488,0.4224369764790681,0.62,0.62,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.0,价值线左侧确认,2026-05-19 15:34:33,2026-05-19,8.07,11.53,0.4287484510532837,0.4287484510532837,0.51184537741369,8.07,11.53,2025-09-01,2026-05-18,base,,110.043,True,26,balanced
sh.603799,华友钴业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,50.22,75.0,49.9,91.1,99.8,100.0,83.2,80.0,80.7,"Q1价值线=55.76, 现价/价值=0.90, akshare东方财富扣非净利润同比=47.7%, 市值=835.9亿",0.1741875146130465,0.4615832363213039,835.9189709892158,55.76252682318713,0.9006048122467355,2.28,2.28,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,83.2,价值线左侧确认,2026-05-19 16:12:01,2026-05-19,50.22,58.31,0.1610911987256074,0.1610911987256074,0.47676581759812,50.22,58.31,2025-09-01,2026-05-18,base,,108.654,True,27,balanced
sh.601766,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,7.59,94.3,94.3,71.2,82.3,78.8,84.7,77.4,81.0,"Q1价值线=12.86, 现价/价值=0.59, akshare东方财富扣非净利润同比=98.2%, 市值=2199.6亿",0.0383036935704514,0.0556328233657856,2199.5952282857143,12.860048687245165,0.590199942829758,0.35,0.35,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,84.7,价值线左侧确认,2026-05-19 16:11:51,2026-05-19,7.59,5.88,-0.225296442687747,,0.98247678084919,,,2025-09-01,2026-05-18,base,,108.402,True,28,balanced
sz.002056,横店东磁,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,18.54,85.0,72.0,80.9,100.0,78.7,84.7,87.5,86.1,"价值线=24.86, 现价/价值=0.75, 扣非EPS=1.04, akshare东方财富扣非净利润同比=77.8%, 市值=298.8亿",0.195357833655706,0.3733333333333333,298.7861010506024,24.86094808942558,0.7457479068501757,1.0375,1.0375,1.0,年报扣非EPS,,,,,低估且高质量,深度低估且高质量,86.1,低估且高质量,2026-05-19 15:34:21,2026-05-19,18.54,19.61,0.057713052858684,0.0771644892047431,,18.20520468,19.61,2025-09-01,2026-05-18,base,,107.693,True,29,balanced
sh.601877,正泰电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,27.9,85.4,85.4,82.4,97.2,72.0,84.3,86.2,85.2,"价值线=42.77, 现价/价值=0.65, 扣非EPS=1.72, akshare东方财富扣非净利润同比=32.6%, 市值=596.7亿",0.2274527056753188,0.2444246208742193,596.6842800059477,42.76986762878724,0.6523284159341486,1.72,1.72,1.0,年报扣非EPS,,,,,低估且高质量,深度低估且高质量,85.2,低估且高质量,2026-05-19 16:12:02,2026-05-19,27.9,32.21,0.1544802867383512,0.1544802867383512,,27.9,32.21,2025-09-01,2026-05-18,base,,105.893,True,30,balanced
sh.601717,中创智领,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,21.71,89.1,89.1,76.8,98.8,68.1,84.3,83.8,84.0,"价值线=34.66, 现价/价值=0.63, 扣非EPS=2.03, akshare东方财富扣非净利润同比=10.2%, 市值=386.2亿",0.2549132947976877,0.2755581668625146,386.15151310512886,34.65888463994577,0.6263906131294931,2.026,2.026,1.0,年报扣非EPS,,,,,低估且高质量,深度低估且高质量,84.0,低估且高质量,2026-05-19 16:11:59,2026-05-19,,,,,,,,,,base,,105.093,True,31,balanced
sz.002353,杰瑞股份,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,47.2,75.0,51.5,90.6,100.0,66.1,81.3,89.4,85.4,"价值线=53.07, 现价/价值=0.89, 扣非EPS=2.37, akshare东方财富扣非净利润同比=33.9%, 市值=478.4亿",0.2016293279022403,0.3649508386350493,478.40063891665824,53.07300797692399,0.8893409625571335,2.37,2.37,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,85.4,低估且高质量,2026-05-19 15:34:24,2026-05-19,47.2,139.15,1.9480932203389831,1.9568039648193407,,47.0609488,139.15,2025-09-01,2026-05-18,base,,104.18,True,32,balanced
sh.601900,南方传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,14.11,92.0,92.0,78.6,2.5,47.2,82.8,47.9,61.2,"Q1价值线=23.28, 现价/价值=0.61, akshare东方财富扣非净利润同比=31.7%, 市值=124.1亿",-0.0139762403913348,-0.1306223043746149,124.05739480628785,23.28296306488727,0.6060225221625294,1.07,1.07,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,82.8,价值线左侧确认,2026-05-19 16:11:59,2026-05-19,14.11,12.3,-0.1282778171509566,-0.1282778171509566,0.31657538884638,14.11,12.3,2025-09-01,2026-05-18,base,,102.88,True,33,balanced
sh.603979,金诚信,B11开采专业及辅助性活动,资源金属,VALUE,基本价值线,69.05,16.9,16.9,100.0,100.0,64.0,54.8,90.4,72.6,"价值线=61.01, 现价/价值=1.13, 扣非EPS=2.54, akshare东方财富扣非净利润同比=78.5%, 市值=426.9亿",0.4287192220153113,0.6915727584517393,426.8789484199881,61.00687218202494,1.1318397015007906,2.54,2.54,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,90.4,高质量趋势,2026-05-19 16:11:56,2026-05-19,69.05,63.2,-0.0847212165097754,-0.0847212165097754,,69.05,63.2,2025-09-01,2026-05-18,base,,101.45,True,34,balanced
sh.603508,思维列控,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,37.16,55.0,24.6,98.5,100.0,61.6,73.2,91.3,82.3,"价值线=34.48, 现价/价值=1.08, 扣非EPS=1.44, akshare东方财富扣非净利润同比=56.5%, 市值=141.6亿",0.2448911222780567,0.3357296908698777,141.56176301419998,34.47868204199274,1.077767414506784,1.44,1.44,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,91.3,高质量趋势,2026-05-19 16:11:45,2026-05-19,37.16,25.39,-0.3167384284176533,-0.2748940120659555,,35.01557072,25.39,2025-09-01,2026-05-18,base,,101.072,True,35,balanced
sh.601336,新华保险,J68保险业,金融,PE,PE低估,65.75,87.4,87.4,94.0,65.0,87.6,86.9,82.5,84.7,"PE=6.85, 低估均值=9.20, 比值=0.74, 分位=3%",0.0027451578465762,0.2354378053363397,,,,,,,,6.849564,9.1956168,0.7448727093543089,0.0289677682578539,低估且高质量,低估且高质量,84.7,低估且高质量,2026-05-19 16:11:36,2026-05-19,65.75,60.12,-0.0856273764258556,-0.0764024844404467,,65.093289,60.12,2025-09-01,2026-05-18,base,,100.945,True,36,balanced
sh.600060,海信视像,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,22.05,82.1,82.1,83.4,29.8,61.7,80.5,61.5,69.1,"Q1价值线=32.66, 现价/价值=0.68, akshare东方财富扣非净利润同比=26.6%, 市值=290.0亿",-0.0350109409190372,-0.0383776711731356,290.0130099480065,32.65956447449737,0.6751467863944731,1.382,1.382,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,80.5,价值线左侧确认,2026-05-19 16:11:33,2026-05-19,22.05,24.6,0.1156462585034014,0.1156462585034014,0.26574900998201,22.05,24.6,2025-09-01,2026-05-18,base,,100.746,True,37,balanced
sh.600489,中金黄金,B09有色金属矿采选业,资源金属,VALUE,基本价值线,17.57,75.0,44.7,80.8,97.0,85.8,78.1,74.6,54.2,"Q1价值线=18.75, 现价/价值=0.94, akshare东方财富扣非净利润同比=77.0%, 市值=850.1亿",0.180779569892473,0.2399435426958363,850.0777194801643,18.75104241599236,0.937014572854623,0.73,0.73,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.1,价值线左侧确认,2026-05-19 16:11:43,2026-05-19,,,,,0.76950528583731,,,,,base,,100.27,True,38,balanced
sz.300926,博俊科技,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,28.82,75.0,40.4,100.0,91.2,53.4,82.0,88.7,85.3,"价值线=29.80, 现价/价值=0.97, 扣非EPS=1.51, akshare东方财富扣非净利润同比=51.7%, 市值=116.8亿",0.0838661150808575,0.1988352745424293,116.79010486702254,29.80073772716577,0.9670901527289456,1.51,1.51,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,85.3,低估且高质量,2026-05-19 15:34:36,2026-05-19,28.82,22.14,-0.2317834836918806,-0.2317834836918806,,28.82,22.14,2025-09-01,2026-05-18,base,,100.177,True,39,balanced
sh.688578,艾力斯,C27医药制造业,医药医疗,PE,PE低估,116.98,27.0,27.0,100.0,95.9,74.2,56.9,91.1,74.0,"PE=28.85, 低估均值=23.19, 比值=1.24, 分位=32%",0.1855680551332725,0.2185416666666666,,,,,,,,28.845244,23.185918,1.244084620673635,0.3200468933177022,高质量趋势,估值有约束的高质量,91.1,高质量趋势,2026-05-19 16:11:43,2026-05-19,116.98,89.95,-0.2310651393400581,-0.2283891930615957,,116.57431336,89.95,2025-09-01,2026-05-18,base,,100.137,True,40,balanced
sh.600961,株冶集团,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,14.28,85.2,85.2,79.0,100.0,66.0,83.2,84.7,83.9,"PB=4.49, 低估均值=10.74, 比值=0.42, 分位=28%",0.221556886227545,0.3345794392523364,,,,,,,,4.494497,10.739101857142856,0.4185170286852799,0.2829606784888203,低估且高质量,低估且高质量,83.9,低估且高质量,2026-05-19 16:11:58,2026-05-19,,,,,,,,,,base,,99.715,True,41,balanced
sz.001301,尚太科技,C30非金属矿物制品业,资源金属,VALUE,基本价值线,59.26,75.0,55.6,87.2,76.5,63.4,78.1,62.8,46.1,"Q1价值线=68.84, 现价/价值=0.86, akshare东方财富扣非净利润同比=40.9%, 市值=154.1亿",0.1544905513345023,0.2494201981868016,154.06728994614534,68.84118718026242,0.8608218775313412,3.11,3.11,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.1,价值线左侧确认,2026-05-19 15:34:45,2026-05-19,59.26,77.33,0.3049274384070199,0.3049274384070199,0.40883270028056,59.26,77.33,2025-09-01,2026-05-18,base,,99.642,True,42,balanced
