code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return
sh.601778,晶科科技,D44电力、热力生产和供应业,半导体/电子,PB,PB低估,2.67,95.7,95.7,30.9,31.3,43.7,67.8,36.2,52.0,"PB=0.62, 低估均值=0.98, 比值=0.63, 分位=8%",-0.046428571428571375,0.0,,,,,,,,0.617514,0.9811739999999999,0.6293623760923139,0.07813798836242726,低估价值,价值线内/历史低位,67.8,低估价值,,,,,
sh.600639,浦东金桥,K70房地产业,资源金属,PB,PB低估,10.51,97.9,97.9,38.2,4.6,38.1,67.6,29.4,48.5,"PB=0.82, 低估均值=1.31, 比值=0.62, 分位=4%",-0.06244424620874234,-0.022325581395348904,,,,,,,,0.818331,1.310946818181818,0.624228983701232,0.036734693877551024,低估价值,价值线内/历史低位,67.6,低估价值,,,,,
sh.600585,海螺水泥,C30非金属矿物制品业,资源金属,PB,PB低估,24.02,97.4,97.4,15.0,33.6,67.6,67.5,33.5,50.5,"PB=0.67, 低估均值=1.07, 比值=0.62, 分位=6%",-0.002077274615704172,0.012220817530552042,,,,,,,,0.66922,1.0726063636363636,0.6239194756697154,0.05795918367346939,低估价值,价值线内/历史低位,67.5,低估价值,,,,,
sh.603583,捷昌驱动,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,43.43,0.0,0.0,70.8,70.6,72.5,35.5,67.4,51.5,"价值线=25.04, 现价/价值=1.73, 扣非EPS=0.63, akshare东方财富扣非净利润同比=113.1%, 市值=166.4亿",0.06472174552586418,0.565045045045045,166.4128304613492,25.037270342700516,1.7346140136503254,0.63,0.63,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,67.4,高质量趋势,,,,,
sh.600233,圆通速递,G60邮政业,G60邮政业,PB,PB低估,13.17,95.2,95.2,24.5,32.9,54.1,67.2,35.4,51.3,"PB=1.40, 低估均值=2.13, 比值=0.66, 分位=0%",0.024105754276827485,-0.022271714922049046,,,,,,,,1.395062,2.128965,0.6552770947385232,0.003673469387755102,低估价值,价值线内/历史低位,67.2,低估价值,,,,,
sh.601921,浙版传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,8.03,86.7,86.7,45.2,56.8,46.1,67.2,51.5,59.3,"价值线=12.48, 现价/价值=0.64, 扣非EPS=0.50, akshare东方财富扣非净利润同比=24.5%, 市值=178.4亿",0.017743979721166037,0.0607661822985468,178.4267416002034,12.481881978784624,0.6433324729114199,0.5015,0.5015,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.2,低估价值,,,,,
sh.603605,珀莱雅,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,94.58,77.4,77.4,51.6,46.2,70.8,67.2,53.9,60.5,"PB=6.52, 低估均值=8.12, 比值=0.80, 分位=13%",0.1382837886628956,0.15680039138943247,,,,,,,,6.522352,8.120101444444446,0.8032352852515675,0.12810601877415792,低估价值,价值线内/历史低位,67.2,低估价值,,,,,
sh.600176,中国巨石,C30非金属矿物制品业,资源金属,PB,PB低估,12.03,83.7,83.7,26.5,81.0,61.9,67.0,53.7,60.4,"PB=1.57, 低估均值=2.06, 比值=0.76, 分位=9%",-0.06381322957198443,0.10773480662983426,,,,,,,,1.565101,2.0636045454545457,0.758430680649261,0.08979591836734693,低估价值,价值线内/历史低位,67.0,低估价值,,,,,
sh.600389,江山股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,17.03,84.1,84.1,35.1,73.1,46.9,67.0,52.6,59.8,"PB=1.89, 低估均值=2.58, 比值=0.74, 分位=12%",0.14602960969044432,0.18841591067690167,,,,,,,,1.894312,2.575934727272727,0.7353881990657443,0.11591836734693878,低估价值,价值线内/历史低位,67.0,低估价值,,,,,
sh.601989,中国重工,,未分类,VALUE,基本价值线,4.22,85.0,61.8,50.0,29.1,65.5,67.0,46.8,56.9,"价值线=5.16, 现价/价值=0.82, 扣非EPS=0.03, akshare东方财富扣非净利润同比=437.7%, 市值=957.5亿",-0.004716981132075526,-0.07658643326039394,957.4878348148147,5.162227321291612,0.8174765924380365,0.027,0.027,1.0,年报扣非EPS,,,,,低估价值,深度低估,67.0,低估价值,,,,,
sh.603565,中谷物流,G55水上运输业,G55水上运输业,PB,PB低估,10.35,75.0,63.9,46.3,83.6,58.5,67.0,62.6,64.8,"PB=1.87, 低估均值=2.13, 比值=0.88, 分位=23%",-0.037209302325581395,0.13986784140969166,,,,,,,,1.874329,2.126733666666667,0.8813181590987492,0.23471223021582735,低估价值,价值线内/历史低位,67.0,低估价值,,,,,
sh.603601,再升科技,C30非金属矿物制品业,资源金属,PB,PB低估,3.52,96.4,96.4,30.6,33.8,28.4,66.9,34.7,50.8,"PB=1.70, 低估均值=3.52, 比值=0.48, 分位=11%",-0.022222222222222254,0.032258064516129004,,,,,,,,1.697347,3.519357125,0.4822889350849837,0.10612244897959183,低估价值,价值线内/历史低位,66.9,低估价值,,,,,
sh.600211,西藏药业,C27医药制造业,医药医疗,PE,PE低估,35.69,94.1,94.1,29.4,29.8,46.4,66.7,35.3,51.0,"PE=11.42, 低估均值=17.08, 比值=0.67, 分位=1%",-0.07849212496772529,-0.005295429208472813,,,,,,,,11.416243,17.084392777777776,0.6682264420219534,0.0069387755102040816,低估价值,价值线内/历史低位,66.7,低估价值,,,,,
sh.600273,嘉化能源,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,8.51,86.3,86.3,22.5,84.7,51.6,66.7,51.8,59.3,"PB=1.14, 低估均值=1.60, 比值=0.71, 分位=11%",0.04802955665024644,0.09523809523809534,,,,,,,,1.142946,1.6029316999999998,0.7130347475191864,0.11142857142857143,低估价值,价值线内/历史低位,66.7,低估价值,,,,,
sh.601179,中国西电,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,6.35,75.0,55.3,67.4,25.7,64.0,66.7,52.7,59.7,"价值线=7.36, 现价/价值=0.86, 扣非EPS=0.19, akshare东方财富扣非净利润同比=54.1%, 市值=325.5亿",-0.06203840472673561,-0.1155988857938719,325.5226239711934,7.357330602115525,0.8630847712856783,0.1944,0.1944,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,66.7,低估价值,,,,,
sh.600109,国金证券,J67资本市场服务,金融,PB,PB低估,8.2,91.0,91.0,32.0,31.7,54.1,66.6,38.2,52.4,"PB=0.89, 低估均值=1.26, 比值=0.70, 分位=3%",-0.034157832744405314,-0.0012180267965896663,,,,,,,,0.887973,1.262053909090909,0.7035935577741133,0.02857142857142857,低估价值,价值线内/历史低位,66.6,低估价值,,,,,
sh.600167,联美控股,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,6.02,98.7,98.7,15.8,63.5,20.3,66.6,37.3,52.0,"PB=1.19, 低估均值=2.15, 比值=0.56, 分位=7%",0.03614457831325302,0.08078994614003587,,,,,,,,1.194362,2.1511968,0.5552081520389022,0.06979591836734694,低估价值,价值线内/历史低位,66.6,低估价值,,,,,
sh.600789,鲁抗医药,C27医药制造业,医药医疗,PE,PE低估,10.15,75.0,63.8,36.3,79.0,83.2,66.6,60.2,63.4,"PE=22.47, 低估均值=22.51, 比值=1.00, 分位=8%",-0.08968609865470856,0.07978723404255317,,,,,,,,22.471954,22.510826857142856,0.9982731484103383,0.07629054362722705,低估价值,价值线内/历史低位,66.6,低估价值,,,,,
sh.600933,爱柯迪,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.2,75.0,44.5,60.2,52.8,57.6,66.6,58.0,62.3,"价值线=18.33, 现价/价值=0.94, 扣非EPS=0.92, akshare东方财富扣非净利润同比=6.6%, 市值=164.4亿",0.03864734299516903,-0.03533370723499718,164.369228385,18.332099687091635,0.9382449524923328,0.92,0.92,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,66.6,低估价值,,,,,
sh.600186,莲花控股,C14食品制造业,消费,PE,PE低估,6.86,75.0,64.0,38.6,71.2,83.5,66.4,58.6,62.5,"PE=48.38, 低估均值=52.29, 比值=0.93, 分位=17%",0.11363636363636376,0.275092936802974,,,,,,,,48.383589,52.2907922,0.9252793267109846,0.1720351390922401,低估价值,价值线内/历史低位,66.4,低估价值,,,,,
sh.600499,科达制造,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,9.06,85.0,69.5,40.5,66.3,49.3,66.2,53.1,59.7,"价值线=11.86, 现价/价值=0.76, 扣非EPS=0.49, akshare东方财富扣非净利润同比=17.1%, 市值=170.9亿",0.037800687285223455,0.13533834586466176,170.92770516393443,11.864450152313797,0.763625779845611,0.488,0.488,1.0,年报扣非EPS,,,,,低估价值,深度低估,66.2,低估价值,,,,,
sh.600779,水井坊,C15酒、饮料和精制茶制造业,消费,PE,PE低估,46.49,98.4,98.4,24.3,7.7,51.9,66.2,26.4,46.3,"PE=16.85, 低估均值=27.64, 比值=0.61, 分位=6%",-0.041047854785478455,0.024008810572687223,,,,,,,,16.850258,27.640956000000003,0.6096119830298199,0.06212882594792143,低估价值,价值线内/历史低位,66.2,低估价值,,,,,
sh.601995,中金公司,J67资本市场服务,金融,PB,PB低估,33.36,83.7,83.7,39.3,34.6,68.7,66.2,44.3,55.2,"PB=1.71, 低估均值=2.27, 比值=0.75, 分位=10%",-0.04055220017256267,0.061406299713649304,,,,,,,,1.708567,2.2688436666666667,0.7530562925519622,0.09798534798534798,低估价值,价值线内/历史低位,66.2,低估价值,,,,,
sh.600009,上海机场,G56航空运输业,G56航空运输业,PB,PB低估,32.25,88.5,88.5,42.3,6.8,60.4,66.0,34.9,50.4,"PB=1.90, 低估均值=2.60, 比值=0.73, 分位=0%",-0.004322321704229748,-0.023023326264768218,,,,,,,,1.902534,2.5975741818181817,0.732427205858781,0.004897959183673469,低估价值,价值线内/历史低位,66.0,低估价值,,,,,
sh.600309,万华化学,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,55.06,96.8,96.8,15.0,0.0,90.1,66.0,25.1,45.5,"PB=1.76, 低估均值=2.76, 比值=0.64, 分位=0%",-0.17314912148971318,-0.1870662926325115,,,,,,,,1.758464,2.7597282727272727,0.6371873699950236,0.004489795918367347,低估价值,价值线内/历史低位,66.0,低估价值,,,,,
sh.603062,麦加芯彩,C26化学原料和化学制品制造业,半导体/电子,PB,PB低估,49.8,75.0,57.2,45.0,90.3,44.5,66.0,62.3,64.1,"PB=2.55, 低估均值=3.69, 比值=0.69, 分位=67%",-0.0715883668903804,0.3477672530446547,,,,,,,,2.547826,3.6936580000000006,0.6897839485951325,0.6694444444444444,低估价值,价值线内/历史低位,66.0,低估价值,,,,,
sh.600699,均胜电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,16.8,75.0,52.7,57.7,47.8,63.4,65.9,56.0,61.0,"价值线=19.06, 现价/价值=0.88, 扣非EPS=0.91, akshare东方财富扣非净利润同比=2.8%, 市值=236.6亿",-0.05776780706674134,-0.0604026845637583,236.6457444923077,19.062344682811347,0.8813186562064782,0.91,0.91,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,65.9,低估价值,,,,,
sh.601456,国联民生,J67资本市场服务,金融,PB,PB低估,10.04,89.8,89.8,32.0,27.6,57.6,65.9,37.2,51.5,"PB=1.13, 低估均值=1.57, 比值=0.72, 分位=0%",-0.02995169082125604,-0.08561020036429878,,,,,,,,1.12959,1.5729529999999998,0.7181333453701415,0.001736111111111111,低估价值,价值线内/历史低位,65.9,低估价值,,,,,
sh.601866,中远海发,G55水上运输业,G55水上运输业,PB,PB低估,2.27,97.1,97.1,19.9,29.0,45.1,65.8,30.7,48.2,"PB=0.99, 低估均值=1.56, 比值=0.63, 分位=1%",-0.029914529914529808,-0.05809128630705396,,,,,,,,0.989793,1.5621450000000001,0.633611476527467,0.006122448979591836,低估价值,价值线内/历史低位,65.8,低估价值,,,,,
sh.603355,莱克电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,21.99,75.0,53.7,65.0,49.2,36.8,65.6,55.7,60.7,"价值线=25.16, 现价/价值=0.87, 扣非EPS=2.02, akshare东方财富扣非净利润同比=-19.2%, 市值=126.2亿",-0.16387832699619775,-0.016547406082289884,126.24125082829752,25.1624743466173,0.8739204140691437,2.02,2.02,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,65.6,低估价值,,,,,
sh.601318,中国平安,J68保险业,金融,PE,PE低估,50.8,75.0,66.8,45.0,33.4,96.5,65.5,50.2,57.8,"PE=7.91, 低估均值=8.44, 比值=0.94, 分位=11%",-0.020439645198611744,0.021721641190667773,,,,,,,,7.912482,8.436211,0.9379189306668597,0.11183673469387755,低估价值,价值线内/历史低位,65.5,低估价值,,,,,
sh.601369,陕鼓动力,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,8.4,85.0,71.5,51.0,34.5,42.7,65.5,45.7,55.6,"价值线=11.21, 现价/价值=0.75, 扣非EPS=0.56, akshare东方财富扣非净利润同比=6.5%, 市值=143.4亿",-0.045454545454545525,0.06329113924050622,143.4476185824915,11.207527690004412,0.749496252192324,0.5563,0.5563,1.0,年报扣非EPS,,,,,低估价值,深度低估,65.5,低估价值,,,,,
sh.600550,保变电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,7.86,85.0,75.7,42.5,32.4,63.3,64.8,44.2,54.5,"价值线=10.92, 现价/价值=0.72, 扣非EPS=0.05, akshare东方财富扣非净利润同比=2058.4%, 市值=146.1亿",-0.10376282782212076,0.04800000000000004,146.12029212710206,10.918307731093824,0.7198917811792217,0.049,0.049,1.0,年报扣非EPS,,,,,低估价值,深度低估,64.8,低估价值,,,,,
sh.603198,迎驾贡酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,44.92,88.5,88.5,37.7,0.0,63.3,64.5,30.9,47.7,"PE=14.36, 低估均值=19.62, 比值=0.73, 分位=1%",-0.15484477892756343,-0.16722284019280675,,,,,,,,14.363788,19.618923090909092,0.7321394723574717,0.005385252692626346,低估价值,价值线内/历史低位,64.5,低估价值,,,,,
sh.600801,华新建材,C30非金属矿物制品业,资源金属,PB,PB低估,12.15,91.5,91.5,16.2,50.8,49.4,64.4,37.1,50.7,"PB=0.83, 低估均值=1.19, 比值=0.70, 分位=1%",-0.11184210526315785,0.015886287625417994,,,,,,,,0.828636,1.1876670000000003,0.6977006181025488,0.01020408163265306,低估价值,价值线内/历史低位,64.4,低估价值,,,,,
sh.601186,中国铁建,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,7.86,98.6,98.6,15.0,3.8,60.1,64.4,22.0,43.2,"PB=0.40, 低估均值=0.64, 比值=0.62, 分位=1%",-0.023602484472049712,-0.0665083135391924,,,,,,,,0.397162,0.6443866,0.6163411840035159,0.007346938775510204,低估价值,价值线内/历史低位,64.4,低估价值,,,,,
sh.600660,福耀玻璃,C30非金属矿物制品业,资源金属,PB,PB低估,58.0,43.9,43.9,88.9,32.4,75.4,0.0,0.0,0.0,"Q1价值线=51.76, 现价/价值=1.12, akshare东方财富扣非净利润同比=30.9%, 市值=1515.3亿",0.011333914559720881,-0.022746419545071617,1515.3262463929825,51.76434400520714,1.1204623783924625,2.85,2.85,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,64.2,财报后主线候选,0.30902322566404,,,,
sh.603456,九洲药业,C27医药制造业,医药医疗,PE,PE低估,13.92,94.9,94.9,10.1,34.8,60.0,64.2,30.5,47.3,"PE=20.11, 低估均值=46.00, 比值=0.44, 分位=13%",-0.040000000000000036,0.06503442999234887,,,,,,,,20.114398,45.999621125,0.4372731233011868,0.1306122448979592,低估价值,价值线内/历史低位,64.2,低估价值,,,,,
sh.600507,方大特钢,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,4.46,96.8,96.8,2.0,59.4,43.2,64.0,33.0,48.5,"PB=1.08, 低估均值=1.86, 比值=0.58, 分位=10%",0.04449648711943799,0.09313725490196068,,,,,,,,1.080288,1.8633212727272725,0.5797647543726173,0.10081632653061225,低估价值,价值线内/历史低位,64.0,低估价值,,,,,
sh.600161,天坛生物,C27医药制造业,医药医疗,PE,PE低估,19.21,87.8,87.8,21.4,25.9,76.4,63.9,34.5,49.2,"PE=25.72, 低估均值=36.87, 比值=0.70, 分位=11%",-0.06201171875,-0.09642521166509876,,,,,,,,25.724208,36.871855999999994,0.6976651243159554,0.1089599279603782,低估价值,价值线内/历史低位,63.9,低估价值,,,,,
sh.601801,皖新传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,7.02,85.0,80.1,46.6,32.2,42.0,63.9,42.8,53.3,"价值线=10.18, 现价/价值=0.69, 扣非EPS=0.39, akshare东方财富扣非净利润同比=6.0%, 市值=136.4亿",0.008620689655172376,-0.02364394993045904,136.35623143439997,10.181384459297739,0.6894936565910019,0.39,0.39,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.9,低估价值,,,,,
sh.600882,妙可蓝多,C14食品制造业,消费,PE,PE低估,26.35,75.0,62.9,34.1,72.7,68.1,63.8,54.7,59.3,"PE=85.57, 低估均值=91.29, 比值=0.94, 分位=17%",0.11937128292268495,0.4712451144611949,,,,,,,,85.57372,91.28950257142857,0.9373883917599801,0.17356260075228372,低估价值,价值线内/历史低位,63.8,低估价值,,,,,
sh.601211,国泰海通,J67资本市场服务,金融,PB,PB低估,17.27,75.0,65.6,45.7,31.7,79.5,63.8,47.4,55.6,"PB=0.98, 低估均值=1.14, 比值=0.86, 分位=24%",0.001159420289855051,-0.028683914510686304,,,,,,,,0.976726,1.1416909999999998,0.855508189168523,0.24310776942355888,低估价值,价值线内/历史低位,63.8,低估价值,,,,,
sh.601966,玲珑轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,14.5,85.0,81.8,51.5,0.0,58.8,63.8,36.2,50.0,"价值线=21.41, 现价/价值=0.68, 扣非EPS=0.96, akshare东方财富扣非净利润同比=-34.6%, 市值=212.1亿",-0.1807909604519774,-0.1840180078784468,212.1010443229167,21.41006879726301,0.6772514435756335,0.96,0.96,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.8,低估价值,,,,,
sh.603233,大参林,F52零售业,F52零售业,PE,PE低估,18.25,79.0,79.0,23.3,96.6,48.4,63.8,55.5,59.6,"PE=21.29, 低估均值=27.08, 比值=0.79, 分位=13%",0.09281437125748515,0.3035714285714286,,,,,,,,21.288453,27.076108124999998,0.7862449396981053,0.12692511949017526,低估价值,价值线内/历史低位,63.8,低估价值,,,,,
sh.600089,特变电工,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,11.66,90.0,90.0,31.4,30.4,62.6,63.7,38.7,51.2,"价值线=18.81, 现价/价值=0.62, 扣非EPS=0.76, akshare东方财富扣非净利润同比=-22.6%, 市值=606.5亿",-0.03316749585406309,-0.02752293577981657,606.5494421872936,18.81200647786635,0.6198169245645758,0.7571,0.7571,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.7,低估价值,,,,,
sh.600664,哈药股份,C27医药制造业,医药医疗,PE,PE低估,3.68,85.3,85.3,33.4,31.3,52.4,63.7,38.1,50.9,"PE=13.94, 低估均值=18.12, 比值=0.77, 分位=4%",-0.010752688172043001,-0.026455026455026398,,,,,,,,13.936293,18.118884125,0.7691584594203038,0.03901234567901234,低估价值,价值线内/历史低位,63.7,低估价值,,,,,
sh.600707,彩虹股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,6.88,85.0,76.3,45.9,25.0,48.1,63.6,40.9,52.2,"价值线=9.61, 现价/价值=0.72, 扣非EPS=0.29, akshare东方财富扣非净利润同比=22.0%, 市值=246.9亿",-0.09473684210526312,-0.1915393654524089,246.87870933492047,9.612702261746218,0.7157196605765045,0.289,0.289,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.6,低估价值,,,,,
sh.600848,上海临港,K70房地产业,K70房地产业,PB,PB低估,9.08,100.0,100.0,16.2,3.7,42.4,63.6,19.9,41.8,"PB=1.20, 低估均值=2.71, 比值=0.44, 分位=1%",-0.05318039624608961,-0.047219307450157344,,,,,,,,1.196392,2.7097707499999997,0.4415104119047709,0.008571428571428572,低估价值,价值线内/历史低位,63.6,低估价值,,,,,
sh.603393,新天然气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,27.83,91.7,91.7,23.6,29.4,42.3,63.5,31.8,47.7,"PB=1.38, 低估均值=1.99, 比值=0.70, 分位=0%",-0.03802281368821303,-0.04528301886792452,,,,,,,,1.383117,1.9894345555555555,0.6952312133805078,0.001431980906921241,低估价值,价值线内/历史低位,63.5,低估价值,,,,,
sh.601688,华泰证券,J67资本市场服务,金融,PB,PB低估,16.16,75.0,70.1,45.0,30.1,78.4,63.4,46.3,54.8,"PB=0.87, 低估均值=1.04, 比值=0.84, 分位=19%",-0.013431013431013383,-0.04829210836277975,,,,,,,,0.873719,1.0353303636363635,0.8439035796566999,0.1873469387755102,低估价值,价值线内/历史低位,63.4,低估价值,,,,,
sh.600720,中交设计,M74专业技术服务业,M74专业技术服务业,VALUE,基本价值线,7.86,95.4,95.4,39.3,2.0,35.7,63.3,28.5,45.9,"价值线=13.50, 现价/价值=0.58, 扣非EPS=0.77, akshare东方财富扣非净利润同比=-10.4%, 市值=166.6亿",-0.07529411764705873,-0.06428571428571428,166.62267232030084,13.504531809131791,0.5820268418846667,0.7712,0.7712,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.3,低估价值,,,,,
sh.601865,福莱特,C30非金属矿物制品业,资源金属,PB,PB低估,15.46,100.0,100.0,1.6,25.0,54.2,63.3,22.6,43.0,"PB=1.71, 低估均值=3.11, 比值=0.55, 分位=2%",-0.13486289871292667,-0.19646569646569634,,,,,,,,1.70571,3.1097770000000002,0.548499136754822,0.015915119363395226,低估价值,价值线内/历史低位,63.3,低估价值,,,,,
sh.600114,东睦股份,C33金属制品业,资源金属,VALUE,基本价值线,21.14,0.0,0.0,71.9,61.4,62.1,33.9,63.2,48.5,"价值线=13.27, 现价/价值=1.59, 扣非EPS=0.61, akshare东方财富扣非净利润同比=40.0%, 市值=131.2亿",0.016346153846153788,0.15330060010911084,131.1931173291246,13.269570796021185,1.5931185962954224,0.61,0.61,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,63.2,高质量趋势,,,,,
sh.600874,创业环保,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,5.7,100.0,100.0,7.4,32.2,30.2,63.1,24.1,43.6,"PB=0.90, 低估均值=1.55, 比值=0.58, 分位=1%",-0.027303754266211677,0.0035211267605634866,,,,,,,,0.902027,1.5475166363636363,0.5828867870006156,0.012653061224489797,低估价值,价值线内/历史低位,63.1,低估价值,,,,,
sh.600531,豫光金铅,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,7.1,75.0,68.0,42.0,54.5,57.9,63.0,50.4,56.7,"PB=1.36, 低估均值=1.49, 比值=0.91, 分位=13%",-0.02203856749311295,0.04565537555228261,,,,,,,,1.358309,1.494939090909091,0.9086049112368823,0.1326530612244898,低估价值,价值线内/历史低位,63.0,低估价值,,,,,
sh.600711,盛屯矿业,B09有色金属矿采选业,资源金属,PB,PB低估,5.45,75.0,73.3,39.5,56.8,62.2,63.0,50.7,56.9,"PB=1.06, 低估均值=1.29, 比值=0.83, 分位=16%",-0.061962134251290824,0.12139917695473246,,,,,,,,1.061551,1.2851598,0.8260070070663585,0.16122448979591836,低估价值,价值线内/历史低位,63.0,低估价值,,,,,
sh.600459,贵研铂业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,13.45,87.8,87.8,29.1,30.4,42.9,62.9,34.6,48.7,"PB=1.40, 低估均值=1.89, 比值=0.74, 分位=1%",-0.03097982708933733,-0.028880866425992857,,,,,,,,1.402669,1.8940581818181819,0.7405627839021937,0.01020408163265306,低估价值,价值线内/历史低位,62.9,低估价值,,,,,
sh.601390,中国中铁,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,5.56,94.8,94.8,15.0,5.7,64.0,62.9,23.1,43.0,"PB=0.44, 低估均值=0.67, 比值=0.66, 分位=0%",-0.0035842293906810374,-0.04467353951890041,,,,,,,,0.442917,0.6709708888888889,0.6601135866467464,0.004897959183673469,低估价值,价值线内/历史低位,62.9,低估价值,,,,,
sh.600833,第一医药,F52零售业,医药医疗,PE,PE低估,12.02,91.1,91.1,38.5,2.6,25.7,62.6,26.7,44.6,"PE=20.35, 低估均值=32.09, 比值=0.63, 分位=14%",-0.05651491365777084,-0.06531881804043549,,,,,,,,20.353462,32.091368599999996,0.634234776761749,0.14244897959183672,低估价值,价值线内/历史低位,62.6,低估价值,,,,,
sh.600063,皖维高新,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,4.54,75.0,64.5,32.5,84.8,45.9,62.4,55.0,58.7,"PB=1.13, 低估均值=1.24, 比值=0.92, 分位=18%",-0.025751072961373467,0.15521628498727735,,,,,,,,1.131023,1.2359792727272725,0.9150824977059046,0.17877551020408164,低估价值,价值线内/历史低位,62.4,低估价值,,,,,
sh.600378,昊华科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,25.97,100.0,100.0,14.7,2.5,34.8,62.4,17.7,40.1,"PB=1.93, 低估均值=3.25, 比值=0.60, 分位=0%",-0.0535714285714286,-0.0695091365102114,,,,,,,,1.934694,3.245607363636364,0.5960961334005532,0.0008163265306122449,低估价值,价值线内/历史低位,62.4,低估价值,,,,,
sh.600388,龙净环保,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,11.71,85.0,69.3,43.9,27.8,39.3,62.4,39.6,51.0,"价值线=15.31, 现价/价值=0.77, 扣非EPS=0.71, akshare东方财富扣非净利润同比=0.5%, 市值=125.6亿",-0.07357594936708856,-0.04874086108854592,125.59084721050706,15.305109305283397,0.7651039771377296,0.71,0.71,1.0,年报扣非EPS,,,,,低估价值,深度低估,62.4,低估价值,,,,,
sh.600559,老白干酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,17.63,89.1,89.1,29.6,4.6,55.6,62.4,27.7,45.1,"PE=20.08, 低估均值=27.66, 比值=0.73, 分位=0%",-0.04547915538711422,-0.03397260273972613,,,,,,,,20.075299,27.662322125000003,0.7257271789867857,0.004897959183673469,低估价值,价值线内/历史低位,62.4,低估价值,,,,,
sh.600671,天目药业,C27医药制造业,医药医疗,PE,PE低估,13.97,79.9,79.9,23.8,100.0,25.1,62.4,53.5,58.0,"PE=56.59, 低估均值=126.45, 比值=0.45, 分位=37%",0.2462087421944692,0.4476683937823833,,,,,,,,56.589681,126.448558,0.4475312482408854,0.3657289002557545,低估价值,价值线内/历史低位,62.4,低估价值,,,,,
sh.600746,江苏索普,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,8.51,75.0,69.1,32.5,64.0,66.5,62.4,50.8,56.6,"PB=1.83, 低估均值=2.23, 比值=0.82, 分位=24%",0.0155131264916466,0.20709219858156036,,,,,,,,1.825734,2.2290128571428567,0.8190773750584021,0.23755102040816325,低估价值,价值线内/历史低位,62.4,低估价值,,,,,
