code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return
sh.603369,今世缘,C15酒、饮料和精制茶制造业,消费,PE,PE低估,46.79,75.0,72.8,48.2,28.5,62.5,62.4,44.8,53.6,"PE=16.56, 低估均值=18.22, 比值=0.91, 分位=6%",-0.10019230769230769,0.06924131627056673,,,,,,,,16.557262,18.223739,0.9085546056163339,0.05673469387755102,低估价值,价值线内/历史低位,62.4,低估价值,,,,,
sh.600018,上港集团,G55水上运输业,G55水上运输业,PB,PB低估,5.47,91.0,91.0,25.2,4.8,54.4,62.3,25.8,44.0,"PB=0.93, 低估均值=1.32, 比值=0.70, 分位=0%",-0.0369718309859155,-0.0369718309859155,,,,,,,,0.926143,1.3150588,0.7042597638980097,0.0008163265306122449,低估价值,价值线内/历史低位,62.3,低估价值,,,,,
sh.600872,中炬高新,C14食品制造业,消费,PE,PE低估,19.26,96.0,96.0,15.0,1.6,56.2,62.3,20.5,41.4,"PE=18.06, 低估均值=33.74, 比值=0.54, 分位=11%",-0.0744834214320037,-0.07314725697786328,,,,,,,,18.063082,33.73932744444445,0.5353717269481104,0.11363636363636363,低估价值,价值线内/历史低位,62.3,低估价值,,,,,
sh.600989,宝丰能源,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,15.78,75.0,70.4,44.2,30.0,69.9,62.3,44.6,53.5,"PB=2.54, 低估均值=2.70, 比值=0.94, 分位=1%",0.0019047619047618536,-0.06350148367952535,,,,,,,,2.54493,2.702912285714286,0.9415510867484415,0.008977900552486187,低估价值,价值线内/历史低位,62.3,低估价值,,,,,
sh.603235,天新药业,C14食品制造业,医药医疗,PE,PE低估,26.9,75.0,69.2,47.5,53.7,38.3,62.3,49.7,56.0,"PE=16.31, 低估均值=17.07, 比值=0.96, 分位=0%",-0.013206162876008953,0.023202738683910207,,,,,,,,16.305192,17.06767025,0.9553261670262233,0.002936857562408223,低估价值,价值线内/历史低位,62.3,低估价值,,,,,
sh.600061,国投资本,J67资本市场服务,金融,PB,PB低估,6.98,81.4,81.4,36.7,31.7,50.7,62.2,39.3,50.7,"PB=0.85, 低估均值=1.09, 比值=0.78, 分位=10%",-0.016901408450704092,-0.01412429378531066,,,,,,,,0.851512,1.0946760999999998,0.7778666219167479,0.10040816326530612,低估价值,价值线内/历史低位,62.2,低估价值,,,,,
sh.600392,盛和资源,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,11.64,78.9,78.9,34.5,39.1,62.9,62.2,42.6,52.4,"PB=2.11, 低估均值=2.63, 比值=0.80, 分位=11%",0.06593406593406592,0.06887052341597788,,,,,,,,2.110297,2.6288483,0.8027458259953608,0.10571428571428572,低估价值,价值线内/历史低位,62.2,低估价值,,,,,
sh.603658,安图生物,C27医药制造业,医药医疗,PE,PE低估,38.81,97.9,97.9,15.0,3.5,42.7,62.2,19.3,40.7,"PE=19.45, 低估均值=31.45, 比值=0.62, 分位=6%",-0.09046168268104049,-0.029264632316157946,,,,,,,,19.451455,31.451216,0.6184643226513086,0.058039961941008564,低估价值,价值线内/历史低位,62.2,低估价值,,,,,
sh.600248,陕建股份,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,3.91,100.0,100.0,11.0,1.4,42.2,62.1,16.8,39.5,"PB=0.59, 低估均值=1.20, 比值=0.49, 分位=1%",-0.08857808857808858,-0.07125890736342033,,,,,,,,0.585062,1.1987703,0.4880517977464072,0.014285714285714285,低估价值,价值线内/历史低位,62.1,低估价值,,,,,
sh.600729,重百集团,F52零售业,F52零售业,PE,PE低估,31.29,75.0,61.5,37.7,59.6,53.1,62.0,49.6,55.8,"PE=10.17, 低估均值=10.93, 比值=0.93, 分位=20%",0.042652449183605334,0.09789473684210526,,,,,,,,10.174775,10.928155700000001,0.9310605814300393,0.20489795918367346,低估价值,价值线内/历史低位,62.0,低估价值,,,,,
sh.603556,海兴电力,C40仪器仪表制造业,C40仪器仪表制造业,VALUE,基本价值线,26.73,75.0,43.1,65.0,0.0,48.6,61.9,40.3,51.1,"价值线=28.19, 现价/价值=0.95, 扣非EPS=1.99, akshare东方财富扣非净利润同比=-33.4%, 市值=130.2亿",-0.2245430809399478,-0.26363636363636356,130.15523283213165,28.191035982194418,0.9481737392298313,1.99,1.99,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,61.9,低估价值,,,,,
sh.601156,东航物流,G56航空运输业,G56航空运输业,PB,PB低估,12.6,83.1,83.1,31.1,25.0,58.4,61.8,35.7,48.7,"PB=1.11, 低估均值=1.39, 比值=0.79, 分位=1%",-0.12195121951219512,-0.1457627118644068,,,,,,,,1.107836,1.3935742500000001,0.7949601537198323,0.008465608465608466,低估价值,价值线内/历史低位,61.8,低估价值,,,,,
sh.601222,林洋能源,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,5.55,96.7,96.7,29.2,0.0,46.1,61.8,24.9,43.3,"价值线=9.69, 现价/价值=0.57, 扣非EPS=0.37, akshare东方财富扣非净利润同比=-38.6%, 市值=114.4亿",-0.16289592760180993,-0.18141592920353988,114.38801422350001,9.689602028958683,0.5727789421498505,0.37,0.37,1.0,年报扣非EPS,,,,,低估价值,深度低估,61.8,低估价值,,,,,
sh.601598,中国外运,G58多式联运和运输代理业,G58多式联运和运输代理业,VALUE,基本价值线,4.72,100.0,100.0,23.4,0.9,46.7,61.8,22.8,42.3,"价值线=8.89, 现价/价值=0.53, 扣非EPS=0.44, akshare东方财富扣非净利润同比=-22.0%, 市值=342.7亿",-0.08171206225680938,-0.08171206225680938,342.6961931221116,8.88853684337635,0.5310210311517466,0.4357,0.4357,1.0,年报扣非EPS,,,,,低估价值,深度低估,61.8,低估价值,,,,,
sh.600064,南京高科,K70房地产业,K70房地产业,PB,PB低估,7.26,78.9,78.9,42.3,32.7,44.2,61.7,41.1,51.4,"PB=0.65, 低估均值=0.82, 比值=0.79, 分位=12%",-0.009549795361528002,0.0,,,,,,,,0.651314,0.8203690909090909,0.7939280102304284,0.11673469387755102,低估价值,价值线内/历史低位,61.7,低估价值,,,,,
sh.600727,鲁北化工,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,7.54,75.0,68.7,36.6,52.2,61.1,61.7,47.6,54.7,"PB=1.25, 低估均值=1.48, 比值=0.84, 分位=21%",-0.06683168316831678,0.03287671232876721,,,,,,,,1.248224,1.479357727272727,0.8437607598137645,0.20979591836734693,低估价值,价值线内/历史低位,61.7,低估价值,,,,,
sh.601163,三角轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,13.7,89.0,89.0,47.0,0.8,30.6,61.7,30.5,46.1,"价值线=21.84, 现价/价值=0.63, 扣非EPS=1.08, akshare东方财富扣非净利润同比=-55.3%, 市值=109.9亿",-0.10281597904387696,-0.08361204013377932,109.85144165737961,21.843415364916673,0.6271912963759302,1.08,1.08,1.0,年报扣非EPS,,,,,低估价值,深度低估,61.7,低估价值,,,,,
sh.601233,桐昆股份,C28化学纤维制造业,C28化学纤维制造业,PB,PB低估,10.88,93.9,93.9,7.3,25.8,56.1,61.7,25.4,43.5,"PB=0.70, 低估均值=1.05, 比值=0.67, 分位=1%",-0.08571428571428563,-0.08494533221194278,,,,,,,,0.704193,1.0503376363636363,0.6704444129394236,0.01020408163265306,低估价值,价值线内/历史低位,61.7,低估价值,,,,,
sh.603260,合盛硅业,C26化学原料和化学制品制造业,半导体/电子,PB,PB低估,51.74,96.3,96.3,15.0,7.0,41.9,61.6,20.3,41.0,"PB=1.85, 低估均值=2.99, 比值=0.62, 分位=8%",-0.04415296508405686,0.012128325508607318,,,,,,,,1.847205,2.986326666666667,0.6185542327363159,0.08228195282501372,低估价值,价值线内/历史低位,61.6,低估价值,,,,,
sh.600998,九州通,F51批发业,F51批发业,PE,PE低估,5.26,87.7,87.7,19.1,36.9,48.1,61.5,33.1,47.3,"PE=9.02, 低估均值=12.60, 比值=0.72, 分位=9%",0.03339882121807469,0.04990019960079839,,,,,,,,9.022875,12.59979788888889,0.7161126773276901,0.08571428571428572,低估价值,价值线内/历史低位,61.5,低估价值,,,,,
sh.600383,金地集团,K70房地产业,资源金属,PB,PB低估,4.28,98.0,98.0,0.0,2.7,72.8,61.4,16.8,39.1,"PB=0.33, 低估均值=0.98, 比值=0.34, 分位=8%",-0.05518763796909487,-0.06550218340611347,,,,,,,,0.331133,0.981297,0.3374442192323018,0.08204081632653061,低估价值,价值线内/历史低位,61.4,低估价值,,,,,
sh.600346,恒力石化,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,15.63,85.3,85.3,14.8,55.5,51.5,61.3,38.1,49.7,"PB=1.68, 低估均值=2.27, 比值=0.74, 分位=9%",0.008387096774193692,0.04269513008672443,,,,,,,,1.684718,2.2669473,0.7431659306769063,0.08530612244897959,低估价值,价值线内/历史低位,61.3,低估价值,,,,,
sh.600663,陆家嘴,K70房地产业,K70房地产业,PB,PB低估,8.81,87.6,87.6,34.0,7.5,38.1,61.3,28.0,44.6,"PB=1.76, 低估均值=2.37, 比值=0.74, 分位=3%",-0.007882882882882969,-0.005643340857787726,,,,,,,,1.76066,2.3711703333333336,0.742527845953988,0.026530612244897958,低估价值,价值线内/历史低位,61.3,低估价值,,,,,
sh.600510,黑牡丹,K70房地产业,K70房地产业,PB,PB低估,5.26,92.5,92.5,0.8,59.9,40.0,61.1,31.9,46.5,"PB=0.52, 低估均值=0.80, 比值=0.65, 分位=10%",0.02935420743639905,0.11440677966101687,,,,,,,,0.523066,0.8048214,0.6499156210309517,0.09959183673469388,低估价值,价值线内/历史低位,61.1,低估价值,,,,,
sh.600926,杭州银行,J66货币金融服务,金融,PE,PE低估,14.65,75.0,74.9,29.3,53.2,72.4,61.1,46.4,53.8,"PE=5.21, 低估均值=6.40, 比值=0.81, 分位=15%",-0.002722940776038074,0.004801097393690057,,,,,,,,5.209321,6.403845888888889,0.813467577200527,0.15369743837602706,低估价值,价值线内/历史低位,61.1,低估价值,,,,,
sh.601061,中信金属,F51批发业,资源金属,PE,PE低估,7.7,75.0,73.3,37.8,60.9,42.8,61.1,48.5,54.8,"PE=14.21, 低估均值=15.65, 比值=0.91, 分位=1%",0.0026041666666667407,0.0547945205479452,,,,,,,,14.214345,15.649150999999998,0.9083141315461779,0.006,低估价值,价值线内/历史低位,61.1,低估价值,,,,,
sh.601555,东吴证券,J67资本市场服务,金融,PB,PB低估,7.92,75.0,69.4,38.4,36.2,65.0,61.0,43.4,52.2,"PB=0.93, 低估均值=1.09, 比值=0.85, 分位=19%",0.007633587786259444,0.05600000000000005,,,,,,,,0.929761,1.0924058181818181,0.8511131893708498,0.18816326530612246,低估价值,价值线内/历史低位,61.0,低估价值,,,,,
sh.601611,中国核建,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,8.98,77.5,77.5,15.1,83.4,62.9,61.0,49.3,55.2,"PB=1.27, 低估均值=1.59, 比值=0.80, 分位=13%",-0.008830022075055233,0.11276332094175956,,,,,,,,1.272194,1.5924963333333335,0.7988677734265844,0.13268608414239483,低估价值,价值线内/历史低位,61.0,低估价值,,,,,
sh.600111,北方稀土,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,24.57,75.0,55.6,6.7,88.0,91.6,60.9,51.3,56.1,"PB=3.88, 低估均值=3.96, 比值=0.98, 分位=23%",0.08142605633802824,0.13592233009708754,,,,,,,,3.883746,3.961194272727273,0.9804482518667407,0.22979591836734695,低估价值,价值线内/历史低位,60.9,低估价值,,,,,
sh.600436,片仔癀,C27医药制造业,医药医疗,PE,PE低估,205.33,77.7,77.7,32.6,33.9,66.2,60.9,40.3,50.6,"PE=41.26, 低估均值=48.14, 比值=0.86, 分位=4%",0.010730986955451716,0.008051450733958632,,,,,,,,41.261695,48.142512181818184,0.8570739899107959,0.036326530612244896,低估价值,价值线内/历史低位,60.9,低估价值,,,,,
sh.600976,健民集团,F51批发业,F51批发业,PE,PE低估,42.15,86.4,86.4,16.7,49.9,42.3,60.9,35.6,48.3,"PE=17.34, 低估均值=24.32, 比值=0.71, 分位=11%",-0.08069792802617237,-0.001657981999052538,,,,,,,,17.342256,24.319199,0.71310967108744,0.11020408163265306,低估价值,价值线内/历史低位,60.9,低估价值,,,,,
sh.603113,金能科技,C26化学原料和化学制品制造业,资源金属,PB,PB低估,6.32,96.1,96.1,0.0,43.7,37.2,60.9,25.7,43.3,"PB=0.63, 低估均值=1.15, 比值=0.55, 分位=11%",0.08965517241379328,0.1428571428571428,,,,,,,,0.630703,1.1529641666666666,0.5470274083395191,0.11145510835913312,低估价值,价值线内/历史低位,60.9,低估价值,,,,,
sh.603599,广信股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,10.9,97.8,97.8,11.6,2.0,40.6,60.9,16.9,38.9,"PB=1.01, 低估均值=1.61, 比值=0.63, 分位=1%",-0.08480268681780012,-0.05953408110440028,,,,,,,,1.005265,1.6062981818181818,0.6258271417963833,0.009896907216494845,低估价值,价值线内/历史低位,60.9,低估价值,,,,,
sh.600095,湘财股份,J67资本市场服务,金融,PB,PB低估,8.07,75.0,63.1,18.9,63.2,84.1,60.7,47.0,53.9,"PB=1.94, 低估均值=2.23, 比值=0.87, 分位=26%",-0.020631067961165095,0.2190332326283988,,,,,,,,1.944954,2.229951727272727,0.8721955619993242,0.2587755102040816,低估价值,价值线内/历史低位,60.7,低估价值,,,,,
sh.603192,汇得科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,17.02,75.0,74.1,43.7,54.2,31.5,60.7,47.1,53.9,"PB=1.52, 低估均值=1.84, 比值=0.83, 分位=14%",-0.07298474945533773,0.07926442612555484,,,,,,,,1.524692,1.8355434999999998,0.8306487969367112,0.14215080346106304,低估价值,价值线内/历史低位,60.7,低估价值,,,,,
sh.600170,上海建工,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,2.43,86.9,86.9,13.3,28.8,66.2,60.6,30.3,45.5,"PB=0.70, 低估均值=0.94, 比值=0.74, 分位=6%",-0.07604562737642573,-0.027999999999999914,,,,,,,,0.697485,0.9404491,0.7416509835566858,0.06326530612244897,低估价值,价值线内/历史低位,60.6,低估价值,,,,,
sh.601117,中国化学,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,7.47,80.0,80.0,25.8,35.0,64.3,60.4,37.5,48.9,"PB=0.72, 低估均值=0.86, 比值=0.83, 分位=3%",0.02751031636863832,0.017711171662125436,,,,,,,,0.715023,0.8601988181818182,0.8312299260202741,0.026938775510204082,低估价值,价值线内/历史低位,60.4,低估价值,,,,,
sh.603027,千禾味业,C14食品制造业,消费,PE,PE低估,11.42,89.3,89.3,12.6,32.7,48.9,60.4,28.9,44.7,"PE=22.58, 低估均值=31.23, 比值=0.72, 分位=1%",0.0,-0.007819287576020795,,,,,,,,22.577809,31.225849666666665,0.7230486677229354,0.008984725965858042,低估价值,价值线内/历史低位,60.4,低估价值,,,,,
sh.600050,中国联通,I63电信、广播电视和卫星传输服务,I63电信、广播电视和卫星传输服务,PB,PB低估,5.48,75.0,46.6,18.4,57.3,86.6,60.3,45.1,52.7,"PB=1.02, 低估均值=1.04, 比值=0.99, 分位=36%",-0.017921146953404965,0.09819639278557113,,,,,,,,1.023177,1.035126,0.9884564777621275,0.36,低估价值,价值线内/历史低位,60.3,低估价值,,,,,
sh.600062,华润双鹤,C27医药制造业,医药医疗,PE,PE低估,18.87,77.4,77.4,36.7,30.8,54.4,60.3,39.3,49.8,"PE=12.09, 低估均值=14.27, 比值=0.85, 分位=7%",-0.02782071097372485,-0.02329192546583847,,,,,,,,12.091089,14.266260909090908,0.8475303428871948,0.06775510204081632,低估价值,价值线内/历史低位,60.3,低估价值,,,,,
sh.600573,惠泉啤酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,11.24,80.2,80.2,26.9,56.7,37.1,60.2,41.5,50.9,"PE=42.55, 低估均值=53.28, 比值=0.80, 分位=9%",-0.014899211218229569,0.08389585342333672,,,,,,,,42.549057,53.2844199,0.7985271694775454,0.0906318082788671,低估价值,价值线内/历史低位,60.2,低估价值,,,,,
sh.600853,龙建股份,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,3.8,82.0,82.0,28.1,35.1,46.1,60.2,35.9,48.1,"PB=1.20, 低估均值=1.49, 比值=0.81, 分位=4%",0.013333333333333197,0.02981029810298108,,,,,,,,1.200331,1.4851788888888888,0.8082063440169198,0.044081632653061226,低估价值,价值线内/历史低位,60.2,低估价值,,,,,
sh.600995,南网储能,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,9.81,80.2,80.2,33.4,34.3,43.1,60.2,37.5,48.8,"PB=1.44, 低估均值=1.78, 比值=0.81, 分位=8%",0.024008350730688965,0.0051229508196721785,,,,,,,,1.442648,1.780298454545455,0.8103405338114144,0.07510204081632653,低估价值,价值线内/历史低位,60.2,低估价值,,,,,
sh.600486,扬农化工,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,51.75,86.1,86.1,20.1,29.9,47.5,60.1,30.9,45.5,"PB=1.92, 低估均值=2.52, 比值=0.76, 分位=1%",-0.022847432024169168,-0.045202952029520294,,,,,,,,1.916488,2.5214139,0.7600846493310757,0.006122448979591836,低估价值,价值线内/历史低位,60.1,低估价值,,,,,
sh.601678,滨化股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,4.18,83.2,83.2,1.4,84.4,54.4,60.0,42.5,51.2,"PB=0.75, 低估均值=1.01, 比值=0.74, 分位=12%",0.05555555555555558,0.08290155440414493,,,,,,,,0.74908,1.0134474545454546,0.7391404424968169,0.12448979591836734,低估价值,价值线内/历史低位,60.0,低估价值,,,,,
sh.600796,钱江生化,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,5.58,97.3,97.3,2.2,32.0,22.5,59.5,20.4,40.0,"PB=1.46, 低估均值=2.47, 比值=0.59, 分位=9%",-0.021052631578947434,-0.005347593582887722,,,,,,,,1.462154,2.4675849999999997,0.5925445324071917,0.09183673469387756,低估价值,价值线内/历史低位,59.5,低估价值,,,,,
sh.600993,马应龙,C27医药制造业,医药医疗,PE,PE低估,26.0,75.0,61.7,37.0,36.4,54.0,59.5,41.3,50.4,"PE=20.99, 低估均值=22.53, 比值=0.93, 分位=20%",0.028888009497427758,0.045016077170418,,,,,,,,20.987639,22.52669390909091,0.9316786158101166,0.19959183673469388,低估价值,价值线内/历史低位,59.5,低估价值,,,,,
sh.603589,口子窖,C15酒、饮料和精制茶制造业,消费,PE,PE低估,36.32,82.2,82.2,24.4,35.1,47.0,59.5,34.4,47.0,"PE=13.00, 低估均值=16.14, 比值=0.81, 分位=4%",0.005258787711043489,0.0365296803652968,,,,,,,,12.998954,16.1422776,0.8052738480968757,0.0442958629335562,低估价值,价值线内/历史低位,59.5,低估价值,,,,,
sh.600681,百川能源,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,3.55,86.7,86.7,20.7,38.5,27.0,59.4,31.2,45.3,"PB=1.26, 低估均值=1.67, 比值=0.75, 分位=4%",0.0471976401179941,0.07250755287009047,,,,,,,,1.259973,1.671870375,0.7536307950907977,0.04285714285714286,低估价值,价值线内/历史低位,59.4,低估价值,,,,,
sh.600958,东方证券,J67资本市场服务,金融,PB,PB低估,9.29,75.0,69.3,36.5,30.4,59.5,59.4,39.7,49.5,"PB=1.02, 低估均值=1.11, 比值=0.91, 分位=11%",-0.009594882729211274,-0.04620123203285431,,,,,,,,1.016499,1.1134007777777777,0.9129677473630091,0.10612244897959183,低估价值,价值线内/历史低位,59.4,低估价值,,,,,
sh.600905,三峡能源,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,4.3,83.1,83.1,2.6,59.6,69.8,59.3,36.7,48.0,"PB=1.38, 低估均值=1.73, 比值=0.80, 分位=1%",0.009389671361502261,0.023809523809523725,,,,,,,,1.378816,1.7337068000000002,0.7952994127957507,0.006355932203389831,低估价值,价值线内/历史低位,59.3,低估价值,,,,,
sh.600420,国药现代,C27医药制造业,医药医疗,PE,PE低估,10.31,76.0,76.0,40.3,26.5,46.3,59.2,38.2,48.7,"PE=12.41, 低估均值=14.17, 比值=0.88, 分位=1%",-0.04003724394785846,-0.11804961505560296,,,,,,,,12.414926,14.165169777777777,0.8764403247376852,0.006530612244897959,低估价值,价值线内/历史低位,59.2,低估价值,,,,,
sh.600483,福能股份,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,9.7,75.0,66.6,25.8,62.9,52.2,59.2,45.2,52.2,"PB=1.04, 低估均值=1.08, 比值=0.96, 分位=9%",0.04525862068965525,0.06243154435925513,,,,,,,,1.035207,1.079015,0.9594000083409405,0.08612244897959184,低估价值,价值线内/历史低位,59.2,低估价值,,,,,
sh.601139,深圳燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,6.44,90.3,90.3,11.7,30.0,36.6,59.2,25.8,42.5,"PB=1.19, 低估均值=1.67, 比值=0.71, 分位=0%",-0.04166666666666652,-0.02865761689291091,,,,,,,,1.18978,1.6703538181818183,0.7122922024359346,0.0016326530612244899,低估价值,价值线内/历史低位,59.2,低估价值,,,,,
sh.600338,西藏珠峰,B09有色金属矿采选业,资源金属,PB,PB低估,9.65,91.5,91.5,5.8,27.6,46.0,59.1,23.7,41.4,"PB=2.31, 低估均值=3.31, 比值=0.70, 分位=1%",-0.04170804369414105,-0.07831900668576885,,,,,,,,2.31052,3.307663875,0.6985353068863444,0.011919441019317715,低估价值,价值线内/历史低位,59.1,低估价值,,,,,
sh.600612,老凤祥,C24文教、工美、体育和娱乐用品制造业,C24文教、工美、体育和娱乐用品制造业,VALUE,基本价值线,48.62,75.0,44.1,57.5,3.6,39.9,59.1,36.9,48.0,"价值线=51.66, 现价/价值=0.94, 扣非EPS=3.45, akshare东方财富扣非净利润同比=-22.9%, 市值=254.3亿",-0.05756929637526664,-0.04441823899371078,254.34092337722234,51.65784812220603,0.9411929022862228,3.4475,3.4475,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,59.1,低估价值,,,,,
sh.600876,凯盛新能,C30非金属矿物制品业,资源金属,PB,PB低估,9.51,97.1,97.1,0.0,35.9,20.9,59.1,20.6,39.8,"PB=1.58, 低估均值=4.22, 比值=0.37, 分位=10%",-0.0020986358866735833,0.059020044543429684,,,,,,,,1.577654,4.221555,0.3737139513757371,0.09534081104400345,低估价值,价值线内/历史低位,59.1,低估价值,,,,,
sh.601113,华鼎股份,F52零售业,F52零售业,PE,PE低估,4.05,75.0,73.1,36.4,51.2,36.7,59.1,43.6,51.4,"PE=8.90, 低估均值=9.90, 比值=0.90, 分位=7%",-0.05813953488372092,0.007462686567164312,,,,,,,,8.896999,9.8956816,0.8990789477300886,0.06616643929058663,低估价值,价值线内/历史低位,59.1,低估价值,,,,,
sh.600600,青岛啤酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,74.87,75.0,68.6,29.1,36.8,67.8,59.0,39.9,49.4,"PE=22.91, 低估均值=24.89, 比值=0.92, 分位=11%",-0.04636352057062798,0.10918518518518527,,,,,,,,22.910554,24.894387272727275,0.9203100180376548,0.10693877551020409,低估价值,价值线内/历史低位,59.0,低估价值,,,,,
sh.601619,嘉泽新能,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,3.76,80.2,80.2,3.6,86.5,53.4,59.0,43.9,51.5,"PB=1.33, 低估均值=1.76, 比值=0.75, 分位=15%",0.0473537604456824,0.1325301204819278,,,,,,,,1.327242,1.7605765555555555,0.7538678143883295,0.15132275132275133,低估价值,价值线内/历史低位,59.0,低估价值,,,,,
sh.603209,兴通股份,G55水上运输业,G55水上运输业,PB,PB低估,14.42,76.2,76.2,45.0,29.5,28.9,59.0,38.7,48.8,"PB=1.54, 低估均值=1.76, 比值=0.87, 分位=3%",-0.09136735979836164,-0.010973936899862813,,,,,,,,1.536726,1.7568400000000002,0.8747102752669565,0.027888446215139442,低估价值,价值线内/历史低位,59.0,低估价值,,,,,
sh.600315,上海家化,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,24.1,79.0,79.0,0.0,100.0,54.2,58.9,47.1,53.0,"PB=2.36, 低估均值=3.11, 比值=0.76, 分位=16%",0.18777723016264192,0.5448717948717949,,,,,,,,2.364806,3.108800444444445,0.7606811830672523,0.16081632653061226,低估价值,价值线内/历史低位,58.9,低估价值,,,,,
sh.603225,新凤鸣,C28化学纤维制造业,C28化学纤维制造业,PB,PB低估,10.72,83.4,83.4,15.5,46.7,45.1,58.9,34.3,46.6,"PB=0.95, 低估均值=1.19, 比值=0.79, 分位=5%",-0.11842105263157887,-0.06538796861377505,,,,,,,,0.945542,1.1937703750000002,0.7920635490724084,0.04861821903787104,低估价值,价值线内/历史低位,58.9,低估价值,,,,,
sh.600021,上海电力,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,9.04,75.0,62.7,30.8,34.5,64.4,58.8,39.3,49.1,"PB=1.26, 低估均值=1.35, 比值=0.93, 分位=18%",-0.014176663031624903,0.03908045977011487,,,,,,,,1.25846,1.3515586,0.9311176000803812,0.18489795918367347,低估价值,价值线内/历史低位,58.8,低估价值,,,,,
sh.600517,国网英大,J69其他金融业,金融,PB,PB低估,4.94,79.3,79.3,32.7,30.0,40.3,58.8,35.2,47.0,"PB=1.28, 低估均值=1.52, 比值=0.84, 分位=4%",-0.029469548133595147,-0.03891050583657574,,,,,,,,1.279223,1.5245125555555559,0.8391029613618574,0.03918367346938775,低估价值,价值线内/历史低位,58.8,低估价值,,,,,
sh.600004,白云机场,G56航空运输业,G56航空运输业,PB,PB低估,9.09,75.9,75.9,36.1,32.3,47.4,58.7,38.4,48.6,"PB=1.15, 低估均值=1.31, 比值=0.88, 分位=1%",0.0011013215859030367,-0.017297297297297343,,,,,,,,1.154189,1.3139355454545454,0.878421322866882,0.012244897959183673,低估价值,价值线内/历史低位,58.7,低估价值,,,,,
sh.600399,抚顺特钢,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,5.08,96.7,96.7,0.0,2.3,52.8,58.7,13.6,36.1,"PB=1.61, 低估均值=3.75, 比值=0.43, 分位=10%",-0.11958405545927198,-0.054003724394785846,,,,,,,,1.607958,3.7473638571428567,0.4290904383184111,0.1011037527593819,低估价值,价值线内/历史低位,58.7,低估价值,,,,,
sh.600710,苏美达,F51批发业,F51批发业,PE,PE低估,9.5,75.0,51.1,28.5,53.4,49.8,58.7,42.7,50.7,"PE=10.57, 低估均值=10.87, 比值=0.97, 分位=31%",-0.06126482213438733,0.05438401775804658,,,,,,,,10.574334,10.871124444444444,0.9726991953811995,0.3104508196721312,低估价值,价值线内/历史低位,58.7,低估价值,,,,,
sh.601066,中信建投,J67资本市场服务,金融,PB,PB低估,23.43,75.0,59.1,44.5,5.1,58.4,58.7,34.3,46.5,"PB=2.32, 低估均值=2.35, 比值=0.99, 分位=16%",-0.05180089032780255,-0.018844221105527637,,,,,,,,2.321073,2.345511833333333,0.9895805968718556,0.16196760647870426,低估价值,价值线内/历史低位,58.7,低估价值,,,,,
