code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return
sh.605319,无锡振华,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,33.01,0.0,0.0,72.8,69.5,44.8,33.3,63.8,48.5,"价值线=23.32, 现价/价值=1.42, 扣非EPS=1.09, akshare东方财富扣非净利润同比=21.0%, 市值=112.2亿",0.07279818004549887,0.2720616570327552,112.21893232202567,23.31564135152696,1.4157877753527095,1.09,1.09,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,63.8,高质量趋势,,33.01,27.26,23.1030388,27.26,-0.17418963950318078,0.17993136037151958
sh.688065,凯赛生物,C28化学纤维制造业,医药医疗,PB,PB低估,51.94,80.1,80.1,18.4,90.1,53.2,63.0,51.8,57.4,"PB=2.13, 低估均值=2.63, 比值=0.81, 分位=8%",0.026685115635501022,0.21924882629107967,,,,,,,,2.13301,2.6318973333333333,0.810445746870572,0.07604895104895106,低估价值,价值线内/历史低位,63.0,低估价值,,51.94,44.89,51.50806696,44.89,-0.13573353869849825,-0.12848602851160074
sh.688357,建龙微纳,C26化学原料和化学制品制造业,半导体/电子,PB,PB低估,25.12,96.1,96.1,10.0,58.9,17.0,62.9,32.5,47.7,"PB=1.48, 低估均值=2.90, 比值=0.51, 分位=11%",-0.04414003044140036,0.14965675057208228,,,,,,,,1.480215,2.9025995,0.5099618462691805,0.11136536994660565,低估价值,价值线内/历史低位,62.9,低估价值,,25.12,34.13,24.94094464,34.13,0.35867834394904463,0.3684325310302281
sh.688269,凯立新材,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,30.95,75.0,65.1,34.3,96.2,33.6,62.8,57.9,60.3,"PB=4.01, 低估均值=4.95, 比值=0.81, 分位=31%",0.10852435530085947,0.278397356464271,,,,,,,,4.011401,4.952826,0.8099216487718326,0.31216931216931215,低估价值,价值线内/历史低位,62.8,低估价值,,30.95,41.8,30.67593775,41.8,0.35056542810985447,0.36263153031075634
sh.688363,华熙生物,C26化学原料和化学制品制造业,医药医疗,PB,PB低估,48.65,100.0,100.0,0.3,33.5,42.0,62.6,23.1,42.9,"PB=3.38, 低估均值=8.72, 比值=0.39, 分位=4%",-0.019746121297602337,0.02334875893984023,,,,,,,,3.382018,8.71918975,0.3878821423745251,0.037565740045078885,低估价值,价值线内/历史低位,62.6,低估价值,,48.65,39.56,48.545889,39.56,-0.1868448098663925,-0.18510092584770665
sh.688356,键凯科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,62.46,93.0,93.0,6.3,64.0,25.8,61.7,33.8,47.7,"PB=2.96, 低估均值=6.07, 比值=0.49, 分位=16%",-0.01637795275590548,0.23195266272189352,,,,,,,,2.962912,6.0744925,0.48776288718769517,0.16049382716049382,低估价值,价值线内/历史低位,61.7,低估价值,,62.46,83.85,62.3300832,83.85,0.34245917387127744,0.34525730907415175
sh.605166,聚合顺,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.32,75.0,68.6,45.4,48.8,39.0,61.4,47.1,54.2,"PB=1.84, 低估均值=2.03, 比值=0.91, 分位=12%",-0.13653699466056435,-0.0249784668389319,,,,,,,,1.844442,2.0321395,0.9076355240375968,0.12447078746824725,低估价值,价值线内/历史低位,61.4,低估价值,,11.32,11.5,11.18813332,11.5,0.01590106007067127,0.02787477330490007
sh.605183,确成股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,15.78,84.1,84.1,37.7,27.6,29.8,61.4,35.3,48.4,"PB=1.89, 低估均值=2.41, 比值=0.78, 分位=2%",-0.13486842105263153,-0.0488245931283906,,,,,,,,1.889918,2.4111230000000003,0.7838330935418889,0.02155576382380506,低估价值,价值线内/历史低位,61.4,低估价值,,15.78,16.16,15.51685272,16.16,0.02408111533586821,0.04144830730854565
sh.688526,科前生物,C27医药制造业,医药医疗,PE,PE低估,16.05,75.0,53.7,30.2,87.5,33.9,60.9,53.1,57.0,"PE=18.55, 低估均值=17.17, 比值=1.08, 分位=12%",0.002498438475952547,0.1862527716186253,,,,,,,,18.54765,17.166402600000005,1.0804622513047664,0.12376681614349776,低估价值,价值线内/历史低位,60.9,低估价值,,16.05,14.39,15.62555775,14.39,-0.10342679127725862,-0.07907287341471059
sh.688598,金博股份,C30非金属矿物制品业,资源金属,PB,PB低估,25.87,90.2,90.2,0.0,65.7,44.1,60.6,34.1,47.4,"PB=1.04, 低估均值=3.48, 比值=0.30, 分位=20%",-0.060980036297640594,0.3065656565656565,,,,,,,,1.037009,3.4763558333333333,0.29830346768778704,0.20431893687707642,低估价值,价值线内/历史低位,60.6,低估价值,,25.87,33.55,25.87,33.55,0.296868960185543,0.296868960185543
sh.605020,永和股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,22.62,75.0,68.9,37.2,53.6,42.3,60.1,45.6,52.9,"PB=2.37, 低估均值=2.47, 比值=0.96, 分位=4%",-0.04030547305897325,0.041916167664670656,,,,,,,,2.366037,2.4672714,0.9589690862545563,0.0367965367965368,低估价值,价值线内/历史低位,60.1,低估价值,,22.62,31.43,22.36389636,31.43,0.3894783377541997,0.405390165204647
sh.605056,咸亨国际,F51批发业,F51批发业,PE,PE低估,14.5,75.0,65.2,38.3,56.6,33.7,59.9,45.8,52.8,"PE=25.25, 低估均值=25.21, 比值=1.00, 分位=4%",0.01115760111576014,0.06227106227106227,,,,,,,,25.247792,25.212443800000003,1.0014020140324515,0.03598691384950927,低估价值,价值线内/历史低位,59.9,低估价值,,14.5,23.62,14.096001,23.62,0.6289655172413793,0.6756525485490532
sh.603916,苏博特,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,8.27,95.8,95.8,0.0,41.7,27.0,59.5,23.4,41.5,"PB=0.85, 低估均值=1.86, 比值=0.46, 分位=12%",0.06161745827984588,0.12517006802721098,,,,,,,,0.854551,1.8585442857142858,0.4597958771111953,0.1163175303197354,低估价值,价值线内/历史低位,59.5,低估价值,,8.27,15.54,8.18079151,15.54,0.879081015719468,0.8995716955999038
sh.603866,桃李面包,C14食品制造业,消费,PE,PE低估,5.52,95.7,95.7,4.1,4.6,49.3,59.0,15.6,37.3,"PE=17.99, 低估均值=29.02, 比值=0.62, 分位=9%",-0.04166666666666674,-0.03832752613240431,,,,,,,,17.988643,29.0158187,0.6199598634795715,0.09058927000879508,低估价值,价值线内/历史低位,59.0,低估价值,,5.52,4.87,5.52,4.87,-0.11775362318840576,-0.11775362318840576
sh.605016,百龙创园,C14食品制造业,消费,PE,PE低估,21.58,75.0,55.5,24.9,68.7,46.6,59.0,46.0,52.5,"PE=25.49, 低估均值=24.50, 比值=1.04, 分位=15%",0.01648610456900612,0.3086719223771983,,,,,,,,25.494862,24.4951012,1.04081472421106,0.14943705220061412,低估价值,价值线内/历史低位,59.0,低估价值,,21.58,26.4,16.43420584,26.4,0.2233549582947174,0.6064055821756702
sh.605090,九丰能源,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,25.18,75.0,73.6,43.3,29.6,38.6,58.9,39.4,49.1,"PB=1.67, 低估均值=1.85, 比值=0.90, 分位=1%",-0.01293610348882801,-0.060447761194029836,,,,,,,,1.673749,1.8495380000000001,0.9049551834025578,0.006276150627615063,低估价值,价值线内/历史低位,58.9,低估价值,,25.18,43.37,24.11876372,43.37,0.722398729150119,0.7981850356631794
sh.603876,鼎胜新材,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,8.78,88.3,88.3,5.3,33.8,41.5,57.4,24.9,41.1,"PB=1.17, 低估均值=1.59, 比值=0.74, 分位=3%",-0.018994413407821265,0.029308323563892236,,,,,,,,1.171459,1.592990625,0.7353834866416743,0.02633118782913985,低估价值,价值线内/历史低位,57.4,低估价值,,8.78,28.59,8.68852118,28.59,2.2562642369020502,2.2905484613205487
sh.688009,中国通号,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,5.1,85.0,76.9,29.7,0.1,49.9,56.4,25.1,40.7,"价值线=7.17, 现价/价值=0.71, 扣非EPS=0.30, akshare东方财富扣非净利润同比=-6.3%, 市值=555.6亿",-0.07775768535262217,-0.10526315789473695,555.6239078637001,7.16619482658805,0.7116747623268566,0.3,0.3,1.0,年报扣非EPS,,,,,低估价值,深度低估,56.4,低估价值,,5.1,4.89,4.9465512,4.89,-0.04117647058823526,-0.011432450148297302
sh.605169,洪通燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,9.88,75.0,60.9,40.0,31.8,16.8,56.1,35.4,45.8,"PB=1.44, 低估均值=1.47, 比值=0.98, 分位=15%",-0.027559055118110187,-0.004032258064516014,,,,,,,,1.43744,1.4735058,0.9755238153796205,0.1537053979871912,低估价值,价值线内/历史低位,56.1,低估价值,,9.88,13.43,9.66205708,13.43,0.35931174089068807,0.3899731588006723
sh.605507,国邦医药,C27医药制造业,医药医疗,PE,PE低估,19.07,75.0,69.6,41.3,2.0,41.1,55.9,29.2,42.5,"PE=13.36, 低估均值=14.65, 比值=0.91, 分位=10%",-0.09620853080568725,-0.05966469428007892,,,,,,,,13.356996,14.650882000000001,0.9116854534764528,0.10352422907488987,低估价值,价值线内/历史低位,55.9,低估价值,,19.07,22.63,18.52951806,22.63,0.18668065023597258,0.2212945812579865
sh.603938,三孚股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,14.33,75.0,70.7,0.0,91.7,53.2,55.7,43.8,49.8,"PB=2.23, 低估均值=2.58, 比值=0.87, 分位=15%",-0.03631472763954269,0.35061262959472206,,,,,,,,2.234512,2.577717333333333,0.8668568780233469,0.14690451206715635,低估价值,价值线内/历史低位,55.7,低估价值,,14.33,44.43,14.30890624,44.43,2.1004884856943473,2.1050591327377375
sh.603909,建发合诚,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,8.92,83.2,83.2,21.5,33.2,8.8,55.3,26.7,41.0,"PB=2.12, 低估均值=2.67, 比值=0.79, 分位=4%",0.003374578177727683,-0.0011198208286673506,,,,,,,,2.117934,2.6692855555555557,0.7934460198879683,0.037691949744067005,低估价值,价值线内/历史低位,55.3,低估价值,,8.92,11.9,8.8030142,11.9,0.3340807174887892,0.35180970172693815
sh.603968,醋化股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,10.71,84.8,84.8,0.0,59.2,21.2,54.7,28.1,41.4,"PB=1.22, 低估均值=1.66, 比值=0.73, 分位=11%",-0.020128087831655872,0.13815090329436774,,,,,,,,1.219406,1.6604296666666665,0.7343918411479439,0.10569777043765483,低估价值,价值线内/历史低位,54.7,低估价值,,10.71,11.8,10.71,11.8,0.10177404295051362,0.10177404295051362
sh.688425,铁建重工,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,3.95,85.2,85.2,24.8,3.4,42.2,54.6,23.0,38.8,"价值线=6.04, 现价/价值=0.65, 扣非EPS=0.27, akshare东方财富扣非净利润同比=-0.4%, 市值=208.5亿",-0.08986175115207362,-0.031862745098039214,208.48006370370368,6.0422213834977185,0.6537330808149611,0.27,0.27,1.0,年报扣非EPS,,,,,低估价值,深度低估,54.6,低估价值,,3.95,4.49,3.8963511,4.49,0.13670886075949373,0.15236021722991033
sh.605167,利柏特,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,9.19,75.0,64.9,28.7,28.7,29.6,54.2,31.1,42.7,"PB=2.20, 低估均值=2.26, 比值=0.98, 分位=9%",-0.08283433133732532,-0.026483050847457612,,,,,,,,2.20139,2.25708,0.9753265280805288,0.09090909090909091,低估价值,价值线内/历史低位,54.2,低估价值,,9.19,19.27,9.09570141,19.27,1.0968443960826986,1.1185831780729045
sh.688566,吉贝尔,C27医药制造业,医药医疗,PE,PE低估,23.84,75.0,63.1,15.0,59.7,27.4,53.7,35.5,44.6,"PE=21.98, 低估均值=24.51, 比值=0.90, 分位=23%",-0.05807981035163967,0.07727067329417081,,,,,,,,21.976144,24.510545499999996,0.8965995473254565,0.22591362126245848,低估价值,价值线内/历史低位,53.7,低估价值,,23.84,26.19,23.46425776,26.19,0.0985738255033557,0.11616571331084802
sh.603867,新化股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,24.46,75.0,71.5,15.0,52.9,32.9,53.6,33.9,43.8,"PB=1.95, 低估均值=2.10, 比值=0.93, 分位=4%",-0.050097087378640714,0.03512484130342797,,,,,,,,1.949963,2.098038285714286,0.9294220287958791,0.041578576462297394,低估价值,价值线内/历史低位,53.6,低估价值,,24.46,39.49,24.0329284,39.49,0.6144726083401473,0.6431622207138104
sh.605162,新中港,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,7.66,75.0,70.6,4.6,84.0,28.4,53.6,39.5,46.6,"PB=2.37, 低估均值=2.82, 比值=0.84, 分位=19%",-0.012886597938144284,0.12812960235640647,,,,,,,,2.369586,2.824218,0.8390237580809979,0.1857451403887689,低估价值,价值线内/历史低位,53.6,低估价值,,7.66,11.01,7.48208884,11.01,0.43733681462140983,0.47151420351218376
sh.605399,晨光新材,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.38,86.8,86.8,0.0,32.0,20.9,53.0,18.7,35.8,"PB=1.62, 低估均值=2.28, 比值=0.71, 分位=11%",-0.10464201416207708,0.03926940639269416,,,,,,,,1.619424,2.276184,0.7114644510285635,0.10608695652173913,低估价值,价值线内/历史低位,53.0,低估价值,,11.38,15.13,11.29871266,15.13,0.3295254833040422,0.3390906075135114
sh.688247,宣泰医药,C27医药制造业,医药医疗,PE,PE低估,9.78,75.0,70.6,33.6,3.0,24.2,52.4,23.5,38.0,"PE=35.39, 低估均值=37.69, 比值=0.94, 分位=4%",-0.12050359712230219,-0.04023552502453387,,,,,,,,35.386107,37.69434175,0.938764423442943,0.03852080123266564,低估价值,价值线内/历史低位,52.4,低估价值,,9.78,9.1,9.722787,9.1,-0.06952965235173825,-0.06405437041868767
sh.688157,松井股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,42.02,75.0,72.7,10.2,60.9,18.8,51.8,32.5,42.1,"PB=3.53, 低估均值=4.27, 比值=0.83, 分位=17%",-0.018682858477346964,0.17014759120022305,,,,,,,,3.529525,4.269236499999999,0.826734475824893,0.17087542087542087,低估价值,价值线内/历史低位,51.8,低估价值,,42.02,34.48,29.84915912,34.48,-0.17943836268443614,0.15514141826853578
sh.605028,世茂能源,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,16.85,75.0,61.2,17.4,33.0,28.1,51.7,27.3,39.5,"PB=2.05, 低估均值=2.28, 比值=0.90, 分位=25%",-0.034383954154727725,0.024316109422492627,,,,,,,,2.053777,2.2792892,0.9010602954640421,0.2502708559046587,低估价值,价值线内/历史低位,51.7,低估价值,,16.85,25.22,16.32925075,25.22,0.49673590504451015,0.5444676786532903
sh.688199,久日新材,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,18.66,75.0,59.8,0.0,68.4,36.0,51.7,33.1,42.4,"PB=1.18, 低估均值=1.31, 比值=0.90, 分位=27%",0.08299477655252474,0.24317121918720863,,,,,,,,1.180574,1.3127182,0.8993354400053264,0.2732732732732733,低估价值,价值线内/历史低位,51.7,低估价值,,18.66,30.02,18.66,30.02,0.6087888531618435,0.6087888531618435
