code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,end_quote_time,end_quote_trade_date,buy_close_raw,end_close_raw,raw_return,qfq_return,earnings_yoy,buy_close_qfq,end_close_qfq
sh.600048,保利发展,K70房地产业,K70房地产业,PB,PB低估,7.89,100.0,100.0,0.0,5.9,87.7,64.4,20.2,42.3,"PB=0.49, 低估均值=1.10, 比值=0.44, 分位=1%",-0.0125156445556946,-0.0330882352941177,,,,,,,,0.487564,1.098714375,0.4437586429139056,0.0101999184006527,低估价值,价值线内/历史低位,64.4,低估价值,,,7.89,6.05,-0.23320659062103932,-0.23320659062103932,,7.89,6.05
sz.002254,泰和新材,C28化学纤维制造业,C28化学纤维制造业,PB,PB低估,10.24,98.5,98.5,0.0,50.0,51.8,64.4,30.2,47.3,"PB=1.24, 低估均值=2.90, 比值=0.43, 分位=7%",-0.0544783010156971,-0.0191570881226053,,,,,,,,1.239419,2.8976562222222224,0.4277315543834545,0.0734394124847001,低估价值,价值线内/历史低位,64.4,低估价值,,,10.24,14.67,0.4326171875,0.4326171875,,10.24,14.67
sz.002271,东方雨虹,C30非金属矿物制品业,资源金属,PB,PB低估,11.7,97.8,97.8,0.0,35.0,71.1,64.4,27.8,46.1,"PB=1.23, 低估均值=3.06, 比值=0.40, 分位=8%",-0.019279128248114,0.053105310531053,,,,,,,,1.227017,3.063798333333333,0.4004888267776545,0.0848633210934312,低估价值,价值线内/历史低位,64.4,低估价值,,,11.7,14.12,0.20683760683760677,0.20683760683760677,,11.7,14.12
sh.600004,白云机场,G56航空运输业,G56航空运输业,PB,PB低估,9.95,75.0,66.0,37.6,83.4,53.2,64.3,57.9,61.1,"PB=1.26, 低估均值=1.31, 比值=0.96, 分位=10%",0.0618996798292423,0.0585106382978721,,,,,,,,1.257009,1.3141042727272727,0.9565519465142762,0.0979192166462668,低估价值,价值线内/历史低位,64.3,低估价值,,,9.95,8.3,-0.16582914572864305,-0.16582914572864305,,9.95,8.3
sh.600248,陕建股份,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,3.86,100.0,100.0,9.5,32.8,36.5,64.3,26.2,45.3,"PB=0.52, 低估均值=1.27, 比值=0.41, 分位=0%",-0.0102564102564102,0.0025974025974024,,,,,,,,0.522474,1.2669601111111113,0.4123839380718905,0.0004079967360261,低估价值,价值线内/历史低位,64.3,低估价值,,,3.86,3.36,-0.1295336787564767,-0.1295336787564767,,3.86,3.36
sh.688009,中国通号,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,5.57,85.0,69.2,33.3,64.3,53.5,64.3,49.8,57.0,"价值线=7.28, 现价/价值=0.77, 扣非EPS=0.30, akshare东方财富扣非净利润同比=-0.1%, 市值=606.8亿",0.0450281425891181,0.0900195694716241,606.8284640785901,7.27841645274068,0.7652763531966658,0.3,0.3,1.0,年报扣非EPS,,,,,低估价值,深度低估,64.3,低估价值,,,5.57,4.89,-0.12208258527827653,-0.12208258527827653,,5.57,4.89
sz.002287,奇正藏药,C27医药制造业,医药医疗,PE,PE低估,27.82,75.0,54.4,42.9,56.7,66.7,64.3,52.9,58.6,"PE=25.83, 低估均值=27.69, 比值=0.93, 分位=31%",-0.2224706539966462,0.1336593317033414,,,,,,,,25.832354,27.6868028,0.9330204786231222,0.3131270903010033,低估价值,价值线内/历史低位,64.3,低估价值,,,27.82,22.0,-0.2092020129403307,-0.20267109185370435,,27.59212638,22.0
sh.603506,南都物业,K70房地产业,K70房地产业,PB,PB低估,13.81,75.0,67.5,55.5,55.8,34.6,64.2,53.4,58.8,"PB=2.12, 低估均值=2.55, 比值=0.83, 分位=25%",0.0391271632806622,0.0237212750185322,,,,,,,,2.121862,2.5535764285714286,0.8309373380247927,0.2468733007069059,低估价值,价值线内/历史低位,64.2,低估价值,,,13.81,13.09,-0.05213613323678501,-0.05213613323678501,,13.81,13.09
sh.600459,贵研铂业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,17.41,75.0,61.6,32.2,88.4,59.5,64.1,58.1,61.1,"PB=1.78, 低估均值=1.89, 比值=0.94, 分位=19%",0.1275906735751295,0.1082113303628262,,,,,,,,1.783471,1.8940581818181816,0.9416136299931268,0.1884944920440636,低估价值,价值线内/历史低位,64.1,低估价值,,,17.41,20.85,0.1975875933371627,0.1975875933371627,,17.41,20.85
sz.000411,英特集团,F51批发业,F51批发业,PE,PE低估,12.3,78.3,78.3,33.7,88.8,37.9,64.1,55.8,60.0,"PE=12.43, 低估均值=15.80, 比值=0.79, 分位=14%",0.0894596988485387,0.146318732525629,,,,,,,,12.425087,15.7952035,0.7866367153800836,0.1374949000407996,低估价值,价值线内/历史低位,64.1,低估价值,,,12.3,11.92,-0.030894308943089532,-0.030894308943089532,,12.3,11.92
sz.002081,金螳螂,E50建筑装饰、装修和其他建筑业,资源金属,PB,PB低估,3.5,98.4,98.4,2.5,51.8,42.3,64.1,30.5,47.3,"PB=0.68, 低估均值=1.45, 比值=0.47, 分位=8%",-0.0410958904109588,0.0057471264367816,,,,,,,,0.677915,1.448055875,0.4681552775026724,0.0758873929008567,低估价值,价值线内/历史低位,64.1,低估价值,,,3.5,7.07,1.02,1.02,,3.5,7.07
sh.600663,陆家嘴,K70房地产业,K70房地产业,PB,PB低估,8.59,88.5,88.5,33.7,24.2,45.0,64.0,34.8,49.4,"PB=1.74, 低估均值=2.37, 比值=0.73, 分位=2%",-0.0092272202998846,-0.0713513513513514,,,,,,,,1.735993,2.3711703333333336,0.7321249661383807,0.0155038759689922,低估价值,价值线内/历史低位,64.0,低估价值,,,8.59,7.63,-0.11175785797438886,-0.10511242282629696,,8.52621066,7.63
sz.301039,中集车辆,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,9.16,85.0,65.7,34.0,64.7,47.3,63.9,49.3,56.6,"价值线=11.59, 现价/价值=0.79, 扣非EPS=0.56, akshare东方财富扣非净利润同比=-30.2%, 市值=176.4亿",0.0601851851851851,0.0865954922894425,176.43331281839284,11.593943011239242,0.7900677095894156,0.56,0.56,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.9,低估价值,,,9.16,8.21,-0.10371179039301304,-0.10371179039301304,,9.16,8.21
sh.601117,中国化学,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,7.75,79.2,79.2,32.5,51.1,70.3,63.8,47.0,55.4,"PB=0.72, 低估均值=0.86, 比值=0.84, 分位=4%",-0.0226986128625472,-0.0226986128625472,,,,,,,,0.72269,0.8601988181818182,0.8401429817440725,0.0379436964504283,低估价值,价值线内/历史低位,63.8,低估价值,,,7.75,7.99,0.030967741935483906,0.04255153200762063,,7.66388975,7.99
sh.600008,首创环保,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,3.14,78.7,78.7,36.8,57.3,55.3,63.7,48.9,56.3,"PB=1.13, 低估均值=1.55, 比值=0.73, 分位=21%",0.0194805194805194,-0.0308641975308642,,,,,,,,1.129056,1.5495427272727271,0.7286381847547987,0.2097103223174214,低估价值,价值线内/历史低位,63.7,低估价值,,,3.14,3.08,-0.019108280254777066,-0.0059863054733305665,,3.09854886,3.08
sh.600918,中泰证券,J67资本市场服务,金融,PB,PB低估,7.11,75.0,49.2,32.0,86.6,58.2,63.7,57.2,60.5,"PB=1.30, 低估均值=1.32, 比值=0.98, 分位=33%",0.059612518628912,0.125,,,,,,,,1.297781,1.3219833333333333,0.9816924066112784,0.3278431372549019,低估价值,价值线内/历史低位,63.7,低估价值,,,7.11,5.81,-0.18284106891701835,-0.18284106891701835,,7.11,5.81
sh.601377,兴业证券,J67资本市场服务,金融,PB,PB低估,6.7,75.0,50.2,33.9,60.9,78.4,63.7,52.1,57.9,"PB=1.05, 低估均值=1.06, 比值=0.98, 分位=31%",0.035548686244204,0.1298482293423273,,,,,,,,1.048673,1.0649434999999998,0.9847217246736564,0.3088535291717666,低估价值,价值线内/历史低位,63.7,低估价值,,,6.7,5.86,-0.12537313432835817,-0.11942307605324998,,6.6547281,5.86
sh.601598,中国外运,G58多式联运和运输代理业,G58多式联运和运输代理业,VALUE,基本价值线,5.66,87.6,87.6,23.4,87.3,41.0,63.7,51.6,57.6,"价值线=8.89, 现价/价值=0.64, 扣非EPS=0.44, akshare东方财富扣非净利润同比=-22.3%, 市值=410.9亿",0.0559701492537312,0.1411290322580645,410.9450112438881,8.89204304356143,0.6365241342481249,0.4357,0.4357,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.7,低估价值,,,5.66,5.88,0.03886925795053009,0.06263400483465209,,5.53341976,5.88
sh.600018,上港集团,G55水上运输业,G55水上运输业,PB,PB低估,5.59,89.2,89.2,24.8,26.0,56.9,63.6,33.3,48.4,"PB=0.95, 低估均值=1.32, 比值=0.72, 分位=1%",-0.0123674911660778,-0.0311958405545926,,,,,,,,0.952673,1.3150588,0.7244337667638892,0.0057119543043655,低估价值,价值线内/历史低位,63.6,低估价值,,,5.59,5.06,-0.0948121645796065,-0.08650760521864931,,5.53918131,5.06
sh.603355,莱克电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,22.58,75.0,40.1,65.0,31.4,34.5,63.6,49.2,56.4,"价值线=23.30, 现价/价值=0.97, 扣非EPS=2.02, akshare东方财富扣非净利润同比=-30.0%, 市值=129.6亿",-0.0309012875536481,-0.0096491228070176,129.6283512370604,23.2968398804016,0.9692301666628768,2.02,2.02,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,63.6,低估价值,,,22.58,31.65,0.4016829052258637,0.4016829052258637,,22.58,31.65
sh.603599,广信股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.75,92.0,92.0,11.6,53.0,47.7,63.6,35.5,49.6,"PB=1.09, 低估均值=1.61, 比值=0.68, 分位=7%",-0.0297274979355903,0.0208514335360556,,,,,,,,1.090416,1.6062981818181818,0.6788378473825759,0.0677274581803345,低估价值,价值线内/历史低位,63.6,低估价值,,,11.75,11.89,0.01191489361702125,0.01191489361702125,,11.75,11.89
sh.605183,确成股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,20.27,75.0,43.8,48.0,61.0,42.3,63.6,53.1,58.3,"PB=2.41, 低估均值=2.41, 比值=1.00, 分位=39%",-0.0501405810684161,0.1979905437352245,,,,,,,,2.407309,2.4111230000000003,0.9984181644818616,0.3904347826086956,低估价值,价值线内/历史低位,63.6,低估价值,,,20.27,16.16,-0.2027627035027133,-0.2027627035027133,,20.27,16.16
sz.000537,绿发电力,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,8.93,75.0,71.4,38.1,81.3,46.9,63.6,56.4,60.0,"PB=0.93, 低估均值=1.11, 比值=0.84, 分位=18%",0.0288018433179724,0.0420070011668611,,,,,,,,0.931323,1.1117226363636363,0.837729636455267,0.1762545899632803,低估价值,价值线内/历史低位,63.6,低估价值,,,8.93,11.18,0.2519596864501681,0.2576316049886669,,8.8897257,11.18
sz.000915,华特达因,C27医药制造业,医药医疗,PE,PE低估,33.47,75.0,69.8,45.9,53.3,55.8,63.6,51.4,57.5,"PE=15.05, 低估均值=17.88, 比值=0.84, 分位=20%",-0.0539853024307519,0.0459374999999999,,,,,,,,15.048368,17.880077636363637,0.8416276654971204,0.1958384332925336,低估价值,价值线内/历史低位,63.6,低估价值,,,33.47,27.64,-0.17418583806393784,-0.16124979363111047,,32.95379219,27.64
sz.002429,兆驰股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,5.81,75.0,38.0,36.2,79.7,72.9,63.6,58.9,61.3,"价值线=5.91, 现价/价值=0.98, 扣非EPS=0.35, akshare东方财富扣非净利润同比=-32.7%, 市值=263.2亿",0.2882483370288249,0.2939866369710466,263.16146175462,5.9051653571666805,0.983884387411576,0.35,0.35,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,63.6,低估价值,,,5.81,12.6,1.1686746987951806,1.1686746987951806,,5.81,12.6
sz.002810,山东赫达,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,14.05,79.2,79.2,26.3,90.8,43.3,63.6,54.1,58.8,"PB=2.19, 低估均值=2.75, 比值=0.79, 分位=11%",0.0563909774436091,0.2101636520241172,,,,,,,,2.187318,2.752917666666667,0.7945453750705462,0.1114664230242119,低估价值,价值线内/历史低位,63.6,低估价值,,,14.05,25.0,0.779359430604982,0.7925887354727712,,13.946311,25.0
sh.601222,林洋能源,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,6.15,87.1,87.1,29.2,64.9,46.7,63.5,47.2,55.4,"价值线=9.60, 现价/价值=0.64, 扣非EPS=0.37, akshare东方财富扣非净利润同比=-43.8%, 市值=126.8亿",0.056701030927835,0.0923623445825934,126.75428603144596,9.603907355304676,0.6403643613453929,0.37,0.37,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.5,低估价值,,,6.15,6.22,0.011382113821138073,0.02778243818729287,,6.05186445,6.22
sh.601801,皖新传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,6.88,85.0,77.0,38.2,53.6,42.2,63.5,46.5,55.0,"价值线=9.68, 现价/价值=0.71, 扣非EPS=0.39, akshare东方财富扣非净利润同比=-8.3%, 市值=133.6亿",0.0043795620437956,0.007320644216691,133.6368763915487,9.678634834899668,0.7108440516003123,0.39,0.39,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.5,低估价值,,,6.88,5.66,-0.17732558139534882,-0.16487978482865018,,6.77746736,5.66
sh.603995,甬金股份,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,18.36,83.5,83.5,28.1,60.7,44.7,63.5,44.8,54.1,"PB=1.18, 低估均值=1.56, 比值=0.75, 分位=10%",0.0262716601453325,0.0332020258863252,,,,,,,,1.178721,1.562967666666667,0.7541557161664464,0.0992753623188405,低估价值,价值线内/历史低位,63.5,低估价值,,,18.36,18.71,0.019063180827886717,0.036889383102179485,,18.04435488,18.71
sh.600258,首旅酒店,H61住宿业,消费,VALUE,基本价值线,15.35,75.0,51.7,44.5,64.8,60.4,63.4,55.5,59.4,"价值线=17.29, 现价/价值=0.89, 扣非EPS=0.66, akshare东方财富扣非净利润同比=3.8%, 市值=171.4亿",0.1099060014461315,0.0506502395619439,171.3893496141084,17.288530626276717,0.8878718690337767,0.6567,0.6567,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,63.4,低估价值,,,15.35,13.54,-0.11791530944625406,-0.11791530944625406,,15.35,13.54
sh.600917,重庆燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,5.72,99.9,99.9,2.6,53.5,24.3,63.4,28.5,46.0,"PB=1.57, 低估均值=2.60, 比值=0.60, 分位=3%",-0.0086655112651645,0.0141843971631205,,,,,,,,1.566072,2.6043094545454544,0.601338676272377,0.0277437780497756,低估价值,价值线内/历史低位,63.4,低估价值,,,5.72,5.51,-0.036713286713286664,-0.03510287340900642,,5.71045332,5.51
sz.000897,津滨发展,K70房地产业,K70房地产业,PB,PB低估,2.31,97.9,97.9,1.0,53.1,40.5,63.4,30.0,46.7,"PB=1.22, 低估均值=3.25, 比值=0.38, 分位=8%",0.0176211453744492,-0.0128205128205127,,,,,,,,1.222295,3.245731,0.3765854286753892,0.0832313341493268,低估价值,价值线内/历史低位,63.4,低估价值,,,2.31,2.04,-0.11688311688311692,-0.11688311688311692,,2.31,2.04
sz.002497,雅化集团,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,13.97,87.7,87.7,3.2,66.4,77.0,63.4,40.6,52.0,"PB=1.51, 低估均值=2.33, 比值=0.65, 分位=18%",0.0219458668617411,0.2495527728085869,,,,,,,,1.512396,2.3345056,0.6478442373408743,0.1787025703794369,低估价值,价值线内/历史低位,63.4,低估价值,,,13.97,25.2,0.8038654259126699,0.8038654259126699,,13.97,25.2
sh.601108,财通证券,J67资本市场服务,金融,PB,PB低估,8.6,75.0,55.5,25.4,87.3,69.9,63.3,56.2,59.8,"PB=1.10, 低估均值=1.17, 比值=0.94, 分位=28%",0.0669975186104216,0.1330698287220026,,,,,,,,1.104896,1.1697445,0.9445618252532926,0.2795811518324607,低估价值,价值线内/历史低位,63.3,低估价值,,,8.6,8.18,-0.0488372093023256,-0.04205109928969386,,8.5390776,8.18
sh.600338,西藏珠峰,B09有色金属矿采选业,资源金属,PB,PB低估,13.05,75.0,69.5,20.7,96.9,70.9,63.2,57.6,60.4,"PB=2.88, 低估均值=3.31, 比值=0.87, 分位=16%",0.1153846153846154,0.2869822485207101,,,,,,,,2.879175,3.307663875,0.8704557381907496,0.160750713994288,低估价值,价值线内/历史低位,63.2,低估价值,,,13.05,21.23,0.6268199233716474,0.6268199233716474,,13.05,21.23
sz.000166,申万宏源,J67资本市场服务,金融,PB,PB低估,5.42,75.0,54.7,33.9,59.7,74.9,63.2,51.1,57.2,"PB=1.25, 低估均值=1.35, 比值=0.93, 分位=31%",0.0284629981024668,0.1106557377049179,,,,,,,,1.251146,1.3469682,0.9288608298250842,0.3141574867401061,低估价值,价值线内/历史低位,63.2,低估价值,,,5.42,4.47,-0.17527675276752774,-0.17052802571474468,,5.3889705,4.47
sz.002010,传化智联,L72商务服务业,L72商务服务业,VALUE,基本价值线,6.18,85.0,57.2,28.3,60.1,60.9,63.1,47.1,55.1,"价值线=7.27, 现价/价值=0.85, 扣非EPS=0.07, akshare东方财富扣非净利润同比=12.8%, 市值=167.5亿",0.0181219110378911,0.1256830601092895,167.53693445759998,7.274197949563909,0.8495781999403099,0.07,0.07,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.1,低估价值,,,6.18,5.37,-0.13106796116504849,-0.12411607041593986,,6.13094934,5.37
sz.300428,立中集团,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,21.46,75.0,60.4,25.2,94.9,60.9,63.1,57.4,60.3,"PB=1.83, 低估均值=1.90, 比值=0.96, 分位=18%",0.1797691039032434,0.1975446428571428,,,,,,,,1.825004,1.902347,0.95934337952014,0.182782537739698,低估价值,价值线内/历史低位,63.1,低估价值,,,21.46,21.93,0.021901211556383915,0.021901211556383915,,21.46,21.93
sh.600161,天坛生物,C27医药制造业,医药医疗,PE,PE低估,20.1,81.4,81.4,33.5,31.4,67.1,63.0,40.2,51.6,"PE=27.30, 低估均值=36.87, 比值=0.74, 分位=15%",-0.0368950646861523,-0.0054428500742206,,,,,,,,27.304272,36.871856,0.7405179712136001,0.1507650765076507,低估价值,价值线内/历史低位,63.0,低估价值,,,20.1,13.52,-0.3273631840796021,-0.32208083796905695,,19.9433808,13.52
sh.600517,国网英大,J69其他金融业,金融,PB,PB低估,5.92,75.0,53.6,27.9,91.7,56.2,63.0,56.8,59.9,"PB=1.51, 低估均值=1.52, 比值=0.99, 分位=24%",0.1148775894538607,0.1839999999999999,,,,,,,,1.51333,1.524512555555556,0.9926648321033468,0.244798041615667,低估价值,价值线内/历史低位,63.0,低估价值,,,5.92,5.7,-0.03716216216216217,-0.03052220877002798,,5.87945392,5.7
sh.600995,南网储能,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,10.62,75.0,65.9,35.8,83.5,44.1,63.0,55.7,59.3,"PB=1.54, 低估均值=1.78, 比值=0.87, 分位=22%",0.0525272547076312,0.0673366834170854,,,,,,,,1.54476,1.7827310909090912,0.8665131874781297,0.2235822113423092,低估价值,价值线内/历史低位,63.0,低估价值,,,10.62,14.78,0.3917137476459511,0.39731698877092225,,10.5774138,14.78
sh.601880,辽港股份,G55水上运输业,G55水上运输业,PB,PB低估,1.67,75.0,67.0,30.3,87.4,53.2,62.9,55.9,59.4,"PB=1.00, 低估均值=1.17, 比值=0.86, 分位=22%",0.0844155844155842,0.1208053691275168,,,,,,,,0.996797,1.165040818181818,0.8555897651342532,0.2199102407180742,低估价值,价值线内/历史低位,62.9,低估价值,,,1.67,1.62,-0.029940119760478945,-0.029940119760478945,,1.67,1.62
sh.600167,联美控股,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,6.61,85.9,85.9,11.6,86.2,38.9,62.6,45.5,54.1,"PB=1.38, 低估均值=2.16, 比值=0.64, 分位=22%",0.0592948717948718,0.1165540540540541,,,,,,,,1.376369,2.1641255,0.6359931528924732,0.2231742146062831,低估价值,价值线内/历史低位,62.6,低估价值,,,6.61,6.77,0.024205748865355314,0.024205748865355314,,6.61,6.77
sh.600649,城投控股,K70房地产业,K70房地产业,PB,PB低估,4.68,75.0,52.9,32.3,86.2,46.2,62.6,55.4,59.0,"PB=0.56, 低估均值=0.60, 比值=0.93, 分位=34%",0.0733944954128438,0.106382978723404,,,,,,,,0.559476,0.6032317777777778,0.927464401926954,0.3447572419420645,低估价值,价值线内/历史低位,62.6,低估价值,,,4.68,4.01,-0.1431623931623932,-0.1431623931623932,,4.68,4.01
sh.600352,浙江龙盛,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,10.46,78.8,78.8,32.5,52.1,58.1,62.5,45.5,54.0,"PB=0.99, 低估均值=1.38, 比值=0.72, 分位=23%",-0.0113421550094516,-0.0104068117313149,,,,,,,,0.98725,1.37854,0.7161562232506855,0.2252141982864137,低估价值,价值线内/历史低位,62.5,低估价值,,,10.46,11.68,0.1166347992351815,0.1393535081884596,,10.2514276,11.68
sh.603916,苏博特,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.35,87.7,87.7,3.6,87.2,44.6,62.3,43.2,52.8,"PB=1.16, 低估均值=1.86, 比值=0.62, 分位=21%",-0.001759014951627,0.1847599164926929,,,,,,,,1.156827,1.8585442857142855,0.6224371455078899,0.2129678439641539,低估价值,价值线内/历史低位,62.3,低估价值,,,11.35,15.54,0.36916299559471355,0.36916299559471355,,11.35,15.54
sh.605599,菜百股份,F52零售业,F52零售业,PE,PE低估,14.59,75.0,56.5,59.5,20.6,40.8,62.3,43.9,53.1,"PE=14.59, 低估均值=15.37, 比值=0.95, 分位=26%",-0.0635430038510911,-0.1629374641422833,,,,,,,,14.586456,15.3671512,0.9491971420180988,0.2575285565939771,低估价值,价值线内/历史低位,62.3,低估价值,,,14.59,16.54,0.13365318711446195,0.13365318711446195,,14.59,16.54
sz.002893,京能热力,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,11.3,75.0,61.0,42.9,57.2,46.5,62.3,50.0,56.2,"PB=2.33, 低估均值=2.41, 比值=0.97, 分位=16%",0.0376492194674014,0.0531220876048461,,,,,,,,2.327736,2.405789111111111,0.9675561291924452,0.1625258799171842,低估价值,价值线内/历史低位,62.3,低估价值,,,11.3,11.3,0.0,0.0,,11.3,11.3
sh.600707,彩虹股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,6.39,85.0,57.4,27.2,59.9,55.2,62.2,45.8,54.0,"价值线=7.53, 现价/价值=0.85, 扣非EPS=0.29, akshare东方财富扣非净利润同比=-51.1%, 市值=229.3亿",0.0356564019448946,0.0094786729857818,229.29577800147408,7.534720068540971,0.8480739751274349,0.289,0.289,1.0,年报扣非EPS,,,,,低估价值,深度低估,62.2,低估价值,,,6.39,10.87,0.7010954616588418,0.7010954616588418,,6.39,10.87
sh.688472,阿特斯,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,10.45,75.0,36.0,35.2,72.9,67.9,62.2,55.3,58.7,"价值线=10.47, 现价/价值=1.00, 扣非EPS=0.61, akshare东方财富扣非净利润同比=-31.9%, 市值=381.4亿",0.1572535991140642,0.1754780652418446,381.4195513734262,10.471521286903918,0.997944779338716,0.61,0.61,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,62.2,低估价值,,,10.45,14.91,0.42679425837320584,0.42679425837320584,,10.45,14.91
sh.601369,陕鼓动力,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,8.36,85.0,61.3,41.9,23.4,44.5,61.9,38.0,49.9,"价值线=10.19, 现价/价值=0.82, 扣非EPS=0.56, akshare东方财富扣非净利润同比=-9.1%, 市值=142.8亿",-0.062780269058296,-0.0445714285714285,142.76453468447957,10.18780732352194,0.8205887424566972,0.5563,0.5563,1.0,年报扣非EPS,,,,,低估价值,深度低估,61.9,低估价值,,,8.36,9.11,0.08971291866028719,0.11092378651624157,,8.20038252,9.11
sh.600612,老凤祥,C24文教、工美、体育和娱乐用品制造业,C24文教、工美、体育和娱乐用品制造业,VALUE,基本价值线,47.93,75.0,39.9,57.5,31.5,39.0,61.8,46.5,54.1,"价值线=49.37, 现价/价值=0.97, 扣非EPS=3.45, akshare东方财富扣非净利润同比=-27.9%, 市值=250.7亿",0.016542948038176,-0.0452191235059761,250.73139566989445,49.374042589119966,0.9707530006984242,3.4475,3.4475,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,61.8,低估价值,,,47.93,36.9,-0.23012726893386193,-0.22504979519195967,,47.61596264,36.9
sh.601155,新城控股,K70房地产业,K70房地产业,PB,PB低估,14.7,90.3,90.3,1.5,60.0,57.7,61.8,34.8,48.3,"PB=0.54, 低估均值=1.77, 比值=0.30, 分位=20%",0.0,0.1377708978328173,,,,,,,,0.536544,1.7711121666666667,0.3029418520735512,0.2021950189953567,低估价值,价值线内/历史低位,61.8,低估价值,,,14.7,13.83,-0.05918367346938769,-0.05918367346938769,,14.7,13.83
sh.600675,中华企业,K70房地产业,K70房地产业,PB,PB低估,3.06,75.0,66.7,30.7,83.3,44.6,61.7,53.4,57.5,"PB=1.25, 低估均值=1.55, 比值=0.80, 分位=30%",0.0588235294117647,0.0588235294117647,,,,,,,,1.245465,1.548945,0.8040730949129892,0.2953896368829049,低估价值,价值线内/历史低位,61.7,低估价值,,,3.06,2.54,-0.16993464052287577,-0.16993464052287577,,3.06,2.54
sz.000975,山金国际,B09有色金属矿采选业,资源金属,PB,PB低估,20.87,21.5,21.5,77.7,39.4,72.5,0.0,0.0,0.0,"Q1价值线=16.19, 现价/价值=1.29, akshare东方财富扣非净利润同比=41.9%, 市值=579.5亿",0.1089266737513283,0.0435,579.5286946898105,16.190779860474386,1.289005235068925,0.7967,0.7967,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,61.7,财报后主线候选,,,20.87,24.4,0.1691423095352178,0.18937960348857596,0.41867018630832,20.51489695,24.4
sh.688625,呈和科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,34.02,75.0,40.8,40.8,62.7,39.1,61.6,49.9,55.8,"PB=4.49, 低估均值=4.49, 比值=1.00, 分位=44%",0.0694750078591639,0.0381446444919133,,,,,,,,4.489343,4.489473800000001,0.9999708651824628,0.4359223300970873,低估价值,价值线内/历史低位,61.6,低估价值,,,34.02,91.04,1.6760728982951205,1.6949483163025034,,33.78172392,91.04
sz.002458,益生股份,A03畜牧业,A03畜牧业,PB,PB低估,8.86,81.3,81.3,33.9,36.1,48.0,61.6,39.1,50.4,"PB=2.28, 低估均值=2.87, 比值=0.79, 分位=8%",0.0011299435028249,0.0598086124401913,,,,,,,,2.28215,2.870957333333333,0.7949090616927781,0.0779273765809873,低估价值,价值线内/历史低位,61.6,低估价值,,,8.86,8.63,-0.025959367945823764,0.28118231102254354,,6.73596562,8.63
