code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,end_quote_time,end_quote_trade_date,buy_close_raw,end_close_raw,raw_return,qfq_return,earnings_yoy,buy_close_qfq,end_close_qfq
sz.002984,森麒麟,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,19.75,85.0,70.0,65.0,61.9,61.5,74.3,64.4,69.4,"价值线=25.99, 现价/价值=0.76, 扣非EPS=2.05, akshare东方财富扣非净利润同比=-37.0%, 市值=204.8亿",0.0238465526179367,0.0572805139186296,204.8225368898659,25.98631178776844,0.7600155097537226,2.05,2.05,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.3,低估价值,2026-05-19 15:34:30,2026-05-19,19.75,15.71,-0.20455696202531637,-0.19265508326277625,,19.4588455,15.71
sh.601319,中国人保,J68保险业,金融,PE,PE低估,8.75,75.0,74.8,66.9,83.7,75.5,73.9,74.5,74.2,"PE=8.28, 低估均值=9.91, 比值=0.84, 分位=12%",0.0683760683760683,0.0593220338983051,,,,,,,,8.283951,9.905331749999998,0.8363123224015189,0.1243177683444511,低估且高质量,低估且高质量,74.2,低估且高质量,2026-05-19 16:11:53,2026-05-19,8.75,6.84,-0.2182857142857143,-0.21179484483291344,,8.67794375,6.84
sz.000729,燕京啤酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,12.54,100.0,100.0,49.9,2.3,65.2,74.2,38.0,56.1,"PE=25.24, 低估均值=49.15, 比值=0.51, 分位=0%",-0.0210772833723654,-0.0991379310344827,,,,,,,,25.240933,49.15289899999999,0.5135187041561883,0.0029952931108258,低估价值,价值线内/历史低位,74.2,低估价值,2026-05-19 15:34:57,2026-05-19,12.54,12.36,-0.014354066985645897,-0.005857127857443523,,12.43282062,12.36
sz.002714,牧原股份,A03畜牧业,A03畜牧业,PB,PB低估,54.8,75.0,61.3,54.3,99.0,94.6,74.2,77.0,75.6,"PB=3.87, 低估均值=4.16, 比值=0.93, 分位=21%",0.1936397299063386,0.2794770021013308,,,,,,,,3.866445,4.1585862,0.92974987508976,0.2088943288453692,低估价值,价值线内/历史低位,74.2,低估价值,2026-05-19 15:34:18,2026-05-19,54.8,40.43,-0.2622262773722628,-0.24926025117022377,,53.8535492,40.43
sh.601058,赛轮轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,14.43,85.0,59.3,58.5,70.1,70.5,74.1,65.7,69.9,"价值线=17.28, 现价/价值=0.84, 扣非EPS=1.24, akshare东方财富扣非净利润同比=-11.1%, 市值=464.6亿",0.090702947845805,0.170316301703163,464.5933216360234,17.27723348796257,0.8352031596987851,1.24,1.24,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.1,低估价值,2026-05-19 16:11:51,2026-05-19,14.43,12.58,-0.1282051282051282,-0.11958498479121904,,14.28871587,12.58
sh.603680,今创集团,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,13.37,85.0,79.1,72.8,59.7,38.6,74.1,63.7,68.9,"价值线=19.21, 现价/价值=0.70, 扣非EPS=0.41, akshare东方财富扣非净利润同比=194.6%, 市值=105.7亿",0.0469851213782301,0.0959016393442622,105.72949388919024,19.20502351601226,0.6961720192038667,0.41,0.41,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.1,低估价值,2026-05-19 16:11:34,2026-05-19,13.37,14.47,0.0822737471952133,0.09563501621799153,,13.20695285,14.47
sz.002850,科达利,C33金属制品业,资源金属,VALUE,基本价值线,138.16,0.0,0.0,79.4,77.0,76.3,39.1,74.1,56.6,"价值线=105.15, 现价/价值=1.31, 扣非EPS=5.34, akshare东方财富扣非净利润同比=14.6%, 市值=373.6亿",0.2317018810733706,0.2402154398563734,373.603584985606,105.15452469620462,1.3138759401856406,5.34,5.34,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,74.1,高质量趋势,2026-05-19 15:34:03,2026-05-19,138.16,203.1,0.470034742327736,0.470034742327736,,138.16,203.1
sh.600848,上海临港,K70房地产业,K70房地产业,PB,PB低估,9.43,99.3,99.3,36.2,61.4,41.6,74.0,49.0,61.5,"PB=1.27, 低估均值=2.71, 比值=0.47, 分位=6%",0.0328587075575026,0.0419889502762429,,,,,,,,1.265376,2.70977075,0.4669679160128214,0.0603835169318645,低估价值,价值线内/历史低位,74.0,低估价值,2026-05-19 16:11:57,2026-05-19,9.43,8.78,-0.06892895015906686,-0.06892895015906686,,9.43,8.78
sh.603816,顾家家居,C21家具制造业,C21家具制造业,VALUE,基本价值线,28.71,75.0,43.5,72.2,89.4,49.1,73.0,74.9,74.0,"价值线=30.35, 现价/价值=0.95, 扣非EPS=1.60, akshare东方财富扣非净利润同比=15.3%, 市值=233.5亿",0.1175554690541067,0.1365795724465557,233.53770661142627,30.354732832341483,0.945816263927413,1.6,1.6,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,74.0,低估且高质量,2026-05-19 16:11:50,2026-05-19,28.71,30.14,0.04980842911877392,0.04980842911877392,,28.71,30.14
sz.000725,京东方A,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,4.2,85.0,57.8,45.0,82.8,97.3,74.0,68.1,71.1,"价值线=4.97, 现价/价值=0.85, 扣非EPS=0.10, akshare东方财富扣非净利润同比=41.5%, 市值=1611.6亿",0.0447761194029852,0.0606060606060605,1611.59244414,4.96914648295719,0.8452155746273226,0.1,0.1,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.0,低估价值,2026-05-19 15:34:36,2026-05-19,4.2,4.21,0.0023809523809523725,0.0023809523809523725,,4.2,4.21
sz.002011,盾安环境,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,12.73,85.0,61.1,61.8,62.5,67.1,74.0,64.0,69.0,"价值线=15.48, 现价/价值=0.82, 扣非EPS=0.88, akshare东方财富扣非净利润同比=11.0%, 市值=134.4亿",0.0843270868824532,0.1235657546337158,134.36283397323638,15.482442558202177,0.8222216844754895,0.88,0.88,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.0,低估价值,2026-05-19 15:34:36,2026-05-19,12.73,12.78,0.003927729772191579,0.003927729772191579,,12.73,12.78
sz.300618,寒锐钴业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,45.74,83.6,83.6,42.8,100.0,72.6,74.0,69.4,71.7,"PB=2.57, 低估均值=6.05, 比值=0.42, 分位=31%",0.2510940919037199,0.3839636913767021,,,,,,,,2.569376,6.048595199999999,0.4247888832104354,0.3073572120038722,低估价值,价值线内/历史低位,74.0,低估价值,2026-05-19 15:34:36,2026-05-19,45.74,42.26,-0.07608220376038488,-0.07608220376038488,,45.74,42.26
sz.002705,新宝股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,15.82,86.9,86.9,63.9,60.7,51.8,73.9,62.1,68.0,"价值线=24.66, 现价/价值=0.64, 扣非EPS=1.33, akshare东方财富扣非净利润同比=8.3%, 市值=129.1亿",0.073998642226748,0.094809688581315,129.08643937998195,24.659474215566053,0.6415384148788452,1.3289,1.3289,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.9,低估价值,2026-05-19 15:34:21,2026-05-19,15.82,13.26,-0.16182048040455121,-0.1534386767429835,,15.66336618,13.26
sh.603233,大参林,F52零售业,F52零售业,PE,PE低估,16.93,93.5,93.5,59.8,31.3,41.4,73.7,48.8,61.2,"PE=18.27, 低估均值=27.08, 比值=0.67, 分位=4%",-0.0369738339021614,-0.0064553990610328,,,,,,,,18.269895,27.0758795,0.674766446644882,0.0422177009155646,低估价值,价值线内/历史低位,73.7,低估价值,2026-05-19 16:11:39,2026-05-19,16.93,17.79,0.0507974010632013,0.07047050806033406,,16.61886046,17.79
sh.603833,欧派家居,C21家具制造业,C21家具制造业,VALUE,基本价值线,55.52,85.0,74.4,75.8,32.1,52.5,73.7,57.5,65.6,"价值线=76.16, 现价/价值=0.73, 扣非EPS=3.82, akshare东方财富扣非净利润同比=21.4%, 市值=336.6亿",0.0277674935209182,-0.0406082598928632,336.60035268650057,76.1561774131411,0.7290281876781775,3.82,3.82,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.7,低估价值,2026-05-19 16:11:57,2026-05-19,55.52,42.45,-0.23541066282420753,-0.2174799995335185,,54.24781472,42.45
sh.600528,中铁工业,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,8.5,100.0,100.0,37.5,58.4,65.0,73.6,52.1,62.8,"价值线=16.10, 现价/价值=0.53, 扣非EPS=0.70, akshare东方财富扣非净利润同比=-27.7%, 市值=199.3亿",-0.0545050055617353,0.1486486486486486,199.27987078121424,16.10039324970242,0.5279374154514582,0.7,0.7,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.6,低估价值,2026-05-19 16:11:50,2026-05-19,8.5,7.61,-0.1047058823529411,-0.1047058823529411,,8.5,7.61
sh.600827,百联股份,F52零售业,F52零售业,PE,PE低估,9.89,94.3,94.3,43.4,56.8,51.5,73.5,51.9,62.7,"PE=10.99, 低估均值=16.61, 比值=0.66, 分位=6%",0.0154004106776182,0.0634408602150538,,,,,,,,10.987048,16.607431090909092,0.6615742037318649,0.0560787671232876,低估价值,价值线内/历史低位,73.5,低估价值,2026-05-19 16:11:36,2026-05-19,9.89,8.26,-0.1648129423660264,-0.1648129423660264,,9.89,8.26
sz.002258,利尔化学,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,12.8,92.0,92.0,37.0,83.0,54.2,73.5,58.4,66.0,"PB=1.31, 低估均值=2.27, 比值=0.57, 分位=18%",0.0330912025827279,0.0738255033557047,,,,,,,,1.305646,2.271774666666667,0.5747251341242177,0.1762545899632803,低估价值,价值线内/历史低位,73.5,低估价值,2026-05-19 15:34:24,2026-05-19,12.8,12.21,-0.04609374999999993,-0.029925518618819757,,12.5866624,12.21
sh.600378,昊华科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,30.64,92.0,92.0,25.0,97.3,67.5,73.4,60.0,66.7,"PB=2.27, 低估均值=3.28, 比值=0.69, 分位=5%",0.1973427119968738,0.2460349735664904,,,,,,,,2.27002,3.281383727272727,0.6917874252660762,0.0497756017951856,低估价值,价值线内/历史低位,73.4,低估价值,2026-05-19 16:11:54,2026-05-19,30.64,35.41,0.15567885117493452,0.15567885117493452,,30.64,35.41
sh.688789,宏华数科,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,75.7,0.0,0.0,81.8,83.6,48.7,37.8,73.4,55.6,"价值线=44.49, 现价/价值=1.70, 扣非EPS=2.19, akshare东方财富扣非净利润同比=18.7%, 市值=135.4亿",0.0722379603399434,0.0551993309172011,135.3577033591644,44.49034101598215,1.701492914446452,2.19,2.19,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,73.4,高质量趋势,2026-05-19 16:11:55,2026-05-19,75.7,56.68,-0.2512549537648613,-0.24844715232595105,,75.4171848,56.68
sz.002626,金达威,C14食品制造业,资源金属,PE,PE低估,20.85,34.7,34.7,76.5,86.8,56.6,0.0,0.0,0.0,"Q1价值线=17.52, 现价/价值=1.19, akshare东方财富扣非净利润同比=86.1%, 市值=126.1亿",0.0424999999999999,0.1412151067323481,126.12481251310716,17.520668061274492,1.1900231159612145,0.56,0.56,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,73.4,财报后主线候选,2026-05-19 15:34:54,2026-05-19,20.85,16.22,-0.22206235011990416,-0.22206235011990416,0.8610021414547301,20.85,16.22
sz.300596,利安隆,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,36.1,90.0,90.0,34.8,96.6,56.0,73.4,62.3,67.9,"PB=1.80, 低估均值=3.28, 比值=0.55, 分位=21%",0.1330822347771501,0.267556179775281,,,,,,,,1.795728,3.2845748333333336,0.5467155084354144,0.2078356426182513,低估价值,价值线内/历史低位,73.4,低估价值,2026-05-19 15:34:45,2026-05-19,36.1,45.76,0.26759002770083096,0.26759002770083096,,36.1,45.76
sz.002078,太阳纸业,C22造纸和纸制品业,C22造纸和纸制品业,VALUE,基本价值线,15.17,85.0,80.6,60.6,65.2,60.1,73.2,63.4,68.3,"价值线=22.12, 现价/价值=0.69, 扣非EPS=1.16, akshare东方财富扣非净利润同比=-2.9%, 市值=423.0亿",0.0827980014275517,0.0781805259417198,423.0356292700069,22.120681634789904,0.685783568990101,1.16,1.16,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.2,低估价值,2026-05-19 15:34:33,2026-05-19,15.17,13.26,-0.12590639419907712,-0.11993958458254683,,15.0671474,13.26
sz.301291,明阳电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,44.37,55.0,24.2,84.5,66.6,60.5,65.5,73.1,69.3,"价值线=41.05, 现价/价值=1.08, 扣非EPS=2.09, akshare东方财富扣非净利润同比=23.3%, 市值=138.8亿",0.0843108504398826,0.1053811659192824,138.8171385284641,41.04990067225543,1.080879594673137,2.09,2.09,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,73.1,高质量趋势,2026-05-19 15:34:24,2026-05-19,44.37,51.06,0.15077755240027058,0.1526344464935716,,44.29851993,51.06
sz.000858,五粮液,C15酒、饮料和精制茶制造业,消费,PE,PE低估,128.87,75.0,72.3,62.0,62.2,100.0,73.0,68.4,70.7,"PE=15.49, 低估均值=16.95, 比值=0.91, 分位=6%",0.0657459477340389,0.0312900128040973,,,,,,,,15.492394,16.9473735,0.9141471980894268,0.0575275397796817,低估价值,价值线内/历史低位,73.0,低估价值,2026-05-19 15:34:42,2026-05-19,128.87,85.57,-0.3359975168774735,-0.3205391019867746,,125.93807863,85.57
sh.603338,浙江鼎力,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,53.91,75.0,50.9,76.0,70.6,63.3,73.7,72.2,72.9,"价值线=60.33, 现价/价值=0.89, 扣非EPS=3.24, akshare东方财富扣非净利润同比=21.7%, 市值=272.6亿",0.1022285831118381,0.1724662896911701,272.6262322602111,60.32557323325855,0.8936508533710619,3.24,3.24,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,72.9,低估且高质量,2026-05-19 16:11:43,2026-05-19,53.91,54.88,0.017992951214988118,0.017992951214988118,,53.91,54.88
sh.603218,日月股份,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,12.77,85.0,62.6,63.2,59.7,53.4,72.8,61.6,67.2,"价值线=15.73, 现价/价值=0.81, 扣非EPS=0.33, akshare东方财富扣非净利润同比=70.0%, 市值=129.0亿",0.0399022801302932,0.1018119068162208,128.9608688044303,15.72780599340254,0.8119377874674145,0.33,0.33,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.8,低估价值,2026-05-19 16:11:35,2026-05-19,12.77,12.41,-0.028191072826938113,-0.028191072826938113,,12.77,12.41
sh.603565,中谷物流,G55水上运输业,G55水上运输业,PB,PB低估,11.17,60.0,32.1,68.4,90.1,50.0,64.1,72.8,68.5,"PB=2.24, 低估均值=2.12, 比值=1.06, 分位=49%",0.1237424547283703,0.1456410256410256,,,,,,,,2.244017,2.1160110000000003,1.0604940144451045,0.4903765690376569,高质量趋势,估值有约束的高质量,72.8,高质量趋势,2026-05-19 16:11:51,2026-05-19,11.17,10.45,-0.0644583706356312,-0.027381168146545676,,10.74418843,10.45
sz.000528,柳工,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,11.04,85.0,82.0,63.7,38.8,72.8,72.8,57.4,65.1,"价值线=16.33, 现价/价值=0.68, 扣非EPS=0.59, akshare东方财富扣非净利润同比=27.0%, 市值=214.7亿",0.0018148820326677,0.114026236125126,214.6887208045668,16.333400164777753,0.6759156016888183,0.5851,0.5851,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.8,低估价值,2026-05-19 15:34:03,2026-05-19,11.04,9.28,-0.1594202898550725,-0.1594202898550725,,11.04,9.28
sz.002370,亚太药业,C27医药制造业,医药医疗,PE,PE低估,6.54,94.2,94.2,25.7,65.0,80.0,72.7,51.0,61.9,"PE=36.41, 低估均值=58.92, 比值=0.62, 分位=12%",-0.1915945611866502,0.6855670103092784,,,,,,,,36.409037,58.92305925,0.6179081239744014,0.117092866756393,低估价值,价值线内/历史低位,72.7,低估价值,2026-05-19 15:34:54,2026-05-19,6.54,6.36,-0.02752293577981646,-0.02752293577981646,,6.54,6.36
sz.000534,万泽股份,C27医药制造业,医药医疗,PE,PE低估,17.39,84.5,84.5,40.2,90.7,70.1,72.6,64.6,68.6,"PE=41.40, 低估均值=57.66, 比值=0.72, 分位=13%",0.0046216060080879,0.2492816091954024,,,,,,,,41.401672,57.6616063,0.7180110762887297,0.132334581772784,低估价值,价值线内/历史低位,72.6,低估价值,2026-05-19 15:34:33,2026-05-19,17.39,37.49,1.1558366877515813,1.1558366877515813,,17.39,37.49
sh.605117,德业股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,63.74,0.0,0.0,85.9,60.0,84.2,40.2,72.3,56.2,"价值线=50.86, 现价/价值=1.25, 扣非EPS=3.22, akshare东方财富扣非净利润同比=25.7%, 市值=555.3亿",0.2364694471387003,-0.250294048459186,555.2587556286893,50.86175988222482,1.2532008359049305,3.22,3.22,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,72.3,高质量趋势,2026-05-19 16:11:59,2026-05-19,63.74,159.29,1.4990586758707245,1.5344780060046395,,62.8492335,159.29
sz.002251,步步高,F52零售业,F52零售业,PE,PE低估,5.85,100.0,100.0,8.0,70.7,81.0,72.2,45.5,58.8,"PE=10.55, 低估均值=40.87, 比值=0.26, 分位=4%",0.2634989200863931,0.1142857142857143,,,,,,,,10.554752,40.873071375,0.2582324167215829,0.0362358031368307,低估价值,价值线内/历史低位,72.2,低估价值,2026-05-19 15:34:57,2026-05-19,5.85,3.83,-0.3452991452991453,-0.3452991452991453,,5.85,3.83
sz.002444,巨星科技,C33金属制品业,资源金属,VALUE,基本价值线,32.22,75.0,47.9,73.1,68.6,69.9,73.3,71.2,72.2,"价值线=35.22, 现价/价值=0.91, 扣非EPS=1.93, akshare东方财富扣非净利润同比=3.9%, 市值=384.9亿",0.0141643059490084,0.3347141673570837,384.85397216756456,35.21590167179735,0.9149275886865446,1.929,1.929,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,72.2,低估且高质量,2026-05-19 15:34:09,2026-05-19,32.22,33.66,0.04469273743016755,0.053501059791080774,,31.95060858,33.66
sz.002508,老板电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,20.2,85.0,72.2,61.9,62.9,47.7,72.1,61.3,66.7,"价值线=27.13, 现价/价值=0.74, 扣非EPS=1.54, akshare东方财富扣非净利润同比=-2.4%, 市值=190.9亿",0.0477178423236512,0.0598111227701994,190.9283265893636,27.12768654134604,0.7446267107669736,1.54,1.54,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.1,低估价值,2026-05-19 15:34:45,2026-05-19,20.2,17.6,-0.1287128712871286,-0.10667727974663899,,19.7017266,17.6
sh.600499,科达制造,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,11.61,85.0,66.6,59.7,61.8,54.5,72.0,60.9,66.5,"价值线=14.81, 现价/价值=0.78, 扣非EPS=0.49, akshare东方财富扣非净利润同比=75.1%, 市值=219.0亿",0.0573770491803278,0.1293774319066147,219.03649635245904,14.809290664763047,0.7839673258371935,0.488,0.488,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.0,低估价值,2026-05-19 16:12:01,2026-05-19,11.61,17.01,0.4651162790697676,0.4651162790697676,,11.61,17.01
sz.000048,京基智农,A03畜牧业,A03畜牧业,PB,PB低估,16.33,98.5,98.5,27.3,59.7,48.6,71.8,45.4,58.6,"PB=1.99, 低估均值=4.27, 比值=0.47, 分位=7%",0.0328905755850725,0.0074028377544723,,,,,,,,1.99291,4.270899833333334,0.4666253196681932,0.0742554059567523,低估价值,价值线内/历史低位,71.8,低估价值,2026-05-19 15:34:57,2026-05-19,16.33,13.96,-0.1451316595223514,-0.1266881873510175,,15.98512673,13.96
sz.000921,海信家电,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,25.17,85.0,66.0,74.8,3.2,65.0,71.8,48.8,60.3,"价值线=31.94, 现价/价值=0.79, 扣非EPS=1.91, akshare东方财富扣非净利润同比=6.7%, 市值=343.4亿",-0.0098347757671125,-0.0890336590662322,343.3990409163016,31.94022023190508,0.7880346415037456,1.91,1.91,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.8,低估价值,2026-05-19 15:34:15,2026-05-19,25.17,24.06,-0.0441001191895114,-0.0441001191895114,,25.17,24.06
sz.002532,天山铝业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,9.98,75.0,54.8,58.6,93.4,65.9,71.8,72.7,72.3,"PB=1.67, 低估均值=1.77, 比值=0.94, 分位=30%",0.0895196506550217,0.2382133995037221,,,,,,,,1.665535,1.773325,0.9392158797738712,0.2978376172990616,低估价值,价值线内/历史低位,71.8,低估价值,2026-05-19 15:34:09,2026-05-19,9.98,14.82,0.48496993987975956,0.5383331795449962,,9.63380378,14.82
sh.601808,中海油服,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,14.06,85.0,64.4,62.5,54.5,49.9,71.7,59.0,65.3,"价值线=17.59, 现价/价值=0.80, 扣非EPS=0.68, akshare东方财富扣非净利润同比=20.9%, 市值=667.6亿",0.0158959537572254,0.0158959537572254,667.6432352941176,17.59217847743026,0.7992188129536181,0.68,0.68,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.7,低估价值,2026-05-19 16:11:40,2026-05-19,14.06,14.22,0.011379800853485111,0.011379800853485111,,14.06,14.22
sz.002318,久立特材,C33金属制品业,资源金属,VALUE,基本价值线,22.37,85.0,60.2,75.4,5.4,60.0,71.7,49.1,60.4,"价值线=26.99, 现价/价值=0.83, 扣非EPS=1.58, akshare东方财富扣非净利润同比=20.6%, 市值=215.4亿",0.0177434030937215,-0.0667501042970378,215.40272915026708,26.986509802758437,0.8289326839039202,1.58,1.58,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.7,低估价值,2026-05-19 15:34:15,2026-05-19,22.37,27.63,0.23513634331694222,0.23513634331694222,,22.37,27.63
sh.601668,中国建筑,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,5.56,98.5,98.5,24.6,26.9,86.2,71.6,38.3,55.0,"PB=0.48, 低估均值=0.78, 比值=0.62, 分位=1%",-0.0141843971631205,-0.0124333925399645,,,,,,,,0.484597,0.7846811818181817,0.6175718383830006,0.0085679314565483,低估价值,价值线内/历史低位,71.6,低估价值,2026-05-19 16:11:59,2026-05-19,5.56,4.89,-0.12050359712230219,-0.12050359712230219,,5.56,4.89
sh.603766,隆鑫通用,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,12.58,75.0,52.7,75.8,49.5,64.2,71.6,64.8,68.2,"价值线=14.28, 现价/价值=0.88, 扣非EPS=0.53, akshare东方财富扣非净利润同比=82.8%, 市值=260.1亿",0.0362438220757825,-0.1122088920254057,260.06652559297737,14.281573702606874,0.8808553078225351,0.53,0.53,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,71.6,低估价值,2026-05-19 16:11:59,2026-05-19,12.58,14.3,0.13672496025437209,0.15134473570839724,,12.42025916,14.3
sz.002946,新乳业,C14食品制造业,消费,PE,PE低估,19.33,60.0,52.8,71.1,84.3,47.5,63.9,71.6,67.8,"PE=26.09, 低估均值=26.04, 比值=1.00, 分位=24%",0.1630565583634173,-0.000517063081696,,,,,,,,26.086348,26.043654000000004,1.001639324497246,0.2442223610243597,高质量趋势,估值有约束的高质量,71.6,高质量趋势,2026-05-19 15:34:12,2026-05-19,19.33,17.59,-0.090015519917227,-0.08649212002416029,,19.25544419,17.59
sh.600009,上海机场,G56航空运输业,G56航空运输业,PB,PB低估,32.36,87.9,87.9,42.2,58.1,65.1,71.2,53.5,62.3,"PB=1.92, 低估均值=2.60, 比值=0.74, 分位=3%",0.0077857365306757,-0.0061425061425062,,,,,,,,1.918641,2.595292,0.7392775071167329,0.0305997552019583,低估价值,价值线内/历史低位,71.2,低估价值,2026-05-19 16:11:34,2026-05-19,32.36,25.57,-0.20982694684796044,-0.20458756513953458,,32.14684468,25.57
sh.600812,华北制药,C27医药制造业,医药医疗,PE,PE低估,6.3,96.4,96.4,30.9,50.5,54.0,71.2,44.5,57.8,"PE=60.55, 低估均值=94.79, 比值=0.64, 分位=5%",-0.0856313497822931,0.0096153846153845,,,,,,,,60.553365,94.78664777777776,0.6388385539486967,0.0534543620776601,低估价值,价值线内/历史低位,71.2,低估价值,2026-05-19 16:11:48,2026-05-19,6.3,4.97,-0.21111111111111114,-0.21111111111111114,,6.3,4.97
sz.000951,中国重汽,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.99,85.0,77.3,66.0,32.9,55.9,71.2,53.9,62.5,"价值线=25.38, 现价/价值=0.71, 扣非EPS=1.13, akshare东方财富扣非净利润同比=7.6%, 市值=211.2亿",-0.0077220077220077,0.003346346904629,211.18713517351412,25.379130298441297,0.708850137433783,1.13,1.13,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.2,低估价值,2026-05-19 15:34:12,2026-05-19,17.99,21.32,0.1851028349082824,0.2056495139245853,,17.68341442,21.32
sh.603939,益丰药房,F52零售业,医药医疗,PE,PE低估,23.51,100.0,100.0,42.3,2.0,53.0,71.1,32.7,51.9,"PE=17.69, 低估均值=38.48, 比值=0.46, 分位=2%",-0.0443089430894309,-0.0869902912621358,,,,,,,,17.694358,38.480763,0.4598234707560242,0.0163198694410444,低估价值,价值线内/历史低位,71.1,低估价值,2026-05-19 16:11:37,2026-05-19,23.51,22.13,-0.05869842620161647,-0.0476415445336521,,23.2370489,22.13
sh.600089,特变电工,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,14.72,85.0,74.9,34.2,94.9,87.2,71.0,65.9,68.4,"价值线=20.29, 现价/价值=0.73, 扣非EPS=0.76, akshare东方财富扣非净利润同比=-5.3%, 市值=765.7亿",0.1042760690172543,0.2570452604611442,765.72965600317,20.28801239230953,0.7255516072919905,0.7571,0.7571,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.0,低估价值,2026-05-19 16:12:01,2026-05-19,14.72,26.76,0.8179347826086958,0.8179347826086958,,14.72,26.76
sh.603676,卫信康,C27医药制造业,医药医疗,PE,PE低估,12.55,86.4,86.4,55.8,55.0,39.6,70.9,54.6,62.8,"PE=20.57, 低估均值=31.86, 比值=0.65, 分位=20%",-0.0676077265973253,0.0903562119895744,,,,,,,,20.569977,31.861132571428566,0.6456134901634384,0.2018255578093306,低估价值,价值线内/历史低位,70.9,低估价值,2026-05-19 16:11:45,2026-05-19,12.55,9.82,-0.21752988047808763,-0.20710650256075125,,12.3850177,9.82
