code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return,segment_file,segment_order,end_quote_time,end_quote_trade_date,buy_trade_date,end_trade_date
sh.600906,财达证券,J67资本市场服务,金融,PB,PB低估,6.53,75.0,66.5,32.5,30.8,42.2,56.7,35.4,46.1,"PB=1.76, 低估均值=1.83, 比值=0.96, 分位=8%",-0.0311572700296736,-0.0224550898203591,,,,,,,,1.756641,1.8288012,0.960542348725493,0.0847107438016528,低估价值,价值线内/历史低位,56.7,低估价值,,6.53,6.33,6.41721384,6.33,-0.030627871362940318,-0.013590608350367739,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600908,无锡银行,J66货币金融服务,金融,PE,PE低估,5.54,80.5,80.5,22.2,29.8,45.0,57.3,31.2,44.3,"PE=5.35, 低估均值=7.04, 比值=0.76, 分位=14%",-0.0398613518197572,-0.0348432055749129,,,,,,,,5.35416,7.035849111111111,0.7609827776926933,0.1369731800766283,低估价值,价值线内/历史低位,57.3,低估价值,,5.54,5.54,5.25605838,5.54,0.0,0.05402177819798126,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600909,华安证券,J67资本市场服务,金融,PB,PB低估,5.6,75.0,63.3,35.1,32.8,52.4,58.5,38.9,48.7,"PB=1.16, 低估均值=1.30, 比值=0.89, 分位=23%",-0.001782531194296,-0.00355871886121,,,,,,,,1.163016,1.301276,0.8937504418739761,0.2268495835374816,低估价值,价值线内/历史低位,58.5,低估价值,,5.6,6.28,5.472572,6.28,0.12142857142857144,0.14754086378397568,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600917,重庆燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,5.52,100.0,100.0,3.0,4.1,16.4,57.8,10.3,34.0,"PB=1.53, 低估均值=2.60, 比值=0.59, 分位=0%",-0.0482758620689656,-0.0416666666666667,,,,,,,,1.526539,2.6043094545454544,0.5861588365912668,0.0036734693877551,低估价值,价值线内/历史低位,57.8,低估价值,,5.52,5.51,5.44322784,5.51,-0.0018115942028985588,0.012267015447951612,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600918,中泰证券,J67资本市场服务,金融,PB,PB低估,6.16,75.9,75.9,7.9,30.5,44.7,51.2,24.7,38.0,"PB=1.13, 低估均值=1.32, 比值=0.86, 分位=8%",-0.0449612403100775,-0.0175438596491227,,,,,,,,1.132611,1.3219833333333333,0.8567513458313898,0.0788590604026845,低估价值,价值线内/历史低位,51.2,低估价值,,6.16,5.81,6.1404728,5.81,-0.05681818181818188,-0.05381878737415802,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600926,杭州银行,J66货币金融服务,金融,PE,PE低估,14.65,75.0,74.9,29.3,53.2,72.4,61.1,46.4,53.8,"PE=5.21, 低估均值=6.40, 比值=0.81, 分位=15%",-0.002722940776038,0.00480109739369,,,,,,,,5.209321,6.403845888888889,0.813467577200527,0.153697438376027,低估价值,价值线内/历史低位,61.1,低估价值,,14.65,16.24,14.06337005,16.24,0.10853242320819101,0.1547729983824182,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600928,西安银行,J66货币金融服务,金融,PE,PE低估,3.45,75.0,72.6,17.8,31.3,34.3,52.2,27.8,40.0,"PE=5.92, 低估均值=6.95, 比值=0.85, 分位=14%",-0.0281690140845068,-0.0142857142857142,,,,,,,,5.924966,6.946127571428571,0.8529883649662723,0.1355140186915887,低估价值,价值线内/历史低位,52.2,低估价值,,3.45,3.56,3.36863175,3.56,0.03188405797101446,0.05680889577793713,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600933,爱柯迪,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.2,75.0,44.5,60.2,52.8,57.6,66.6,58.0,62.3,"价值线=18.33, 现价/价值=0.94, 扣非EPS=0.92, akshare东方财富扣非净利润同比=6.6%, 市值=164.4亿",0.038647342995169,-0.0353337072349971,164.369228385,18.332099687091635,0.9382449524923328,0.92,0.92,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,66.6,低估价值,,17.2,17.36,16.8771044,17.36,0.009302325581395321,0.028612467432505673,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600956,新天绿能,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,7.49,80.9,80.9,7.1,36.4,25.4,52.4,23.8,38.1,"PB=1.39, 低估均值=1.69, 比值=0.82, 分位=4%",0.043175487465181,0.033103448275862,,,,,,,,1.389426,1.6927825,0.8207941658187038,0.0408163265306122,低估价值,价值线内/历史低位,52.4,低估价值,,7.49,9.06,7.2933875,9.06,0.20961281708945267,0.24222112152960484,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600958,东方证券,J67资本市场服务,金融,PB,PB低估,9.29,75.0,69.3,36.5,30.4,59.5,59.4,39.7,49.5,"PB=1.02, 低估均值=1.11, 比值=0.91, 分位=11%",-0.0095948827292112,-0.0462012320328543,,,,,,,,1.016499,1.1134007777777777,0.9129677473630092,0.1061224489795918,低估价值,价值线内/历史低位,59.4,低估价值,,9.29,9.5,9.09908121,9.5,0.02260495156081821,0.0440614585964334,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600961,株冶集团,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,10.19,85.7,85.7,77.5,91.2,61.1,80.4,68.1,69.8,"Q1价值线=15.68, 现价/价值=0.65, akshare东方财富扣非净利润同比=112.9%, 市值=123.9亿",0.0692549842602308,0.2087781731909845,123.91045355524334,15.675483020479462,0.6500597134191736,0.6,0.6,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,80.4,价值线左侧确认,1.12935761807741,10.19,28.96,10.19,28.96,1.842001962708538,1.842001962708538,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600962,国投中鲁,C15酒、饮料和精制茶制造业,消费,PE,PE低估,14.16,77.9,77.9,2.1,42.0,43.1,51.9,26.0,38.9,"PE=77.74, 低估均值=109.82, 比值=0.71, 分位=25%",0.0985259891388672,0.1036632891660171,,,,,,,,77.743061,109.822923,0.7078946623921129,0.250179211469534,低估价值,价值线内/历史低位,51.9,低估价值,,14.16,25.44,14.16,25.44,0.7966101694915255,0.7966101694915255,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600968,海油发展,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,3.94,100.0,100.0,57.8,57.3,48.7,77.9,58.4,68.1,"价值线=7.44, 现价/价值=0.53, 扣非EPS=0.37, akshare东方财富扣非净利润同比=25.8%, 市值=400.5亿",0.0025445292620864,-0.0174563591022443,400.51360528105255,7.442436092212933,0.5293965512344064,0.3743,0.3743,1.0,年报扣非EPS,,,,,低估价值,深度低估,77.9,低估价值,,3.94,4.23,3.8191996,4.23,0.07360406091370564,0.10756190904502616,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600970,中材国际,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,9.32,75.0,74.6,23.4,32.1,48.5,55.2,32.8,44.0,"PB=1.13, 低估均值=1.31, 比值=0.86, 分位=9%",-0.0291666666666665,0.0032292787944026,,,,,,,,1.13015,1.3114057272727273,0.8617851641919569,0.0930612244897959,低估价值,价值线内/历史低位,55.2,低估价值,,9.32,8.63,8.86561272,8.63,-0.0740343347639485,-0.026576022147739242,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600975,新五丰,A03畜牧业,A03畜牧业,PB,PB低估,6.12,75.0,66.4,3.1,36.4,60.6,51.7,27.0,39.3,"PB=2.53, 低估均值=2.64, 比值=0.96, 分位=9%",0.0320404721753795,0.0408163265306122,,,,,,,,2.529892,2.639438090909091,0.958496434795574,0.0889795918367346,低估价值,价值线内/历史低位,51.7,低估价值,,6.12,5.39,6.12,5.39,-0.11928104575163401,-0.11928104575163401,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600976,健民集团,F51批发业,F51批发业,PE,PE低估,42.15,86.4,86.4,16.7,49.9,42.3,60.9,35.6,48.3,"PE=17.34, 低估均值=24.32, 比值=0.71, 分位=11%",-0.0806979280261723,-0.0016579819990525,,,,,,,,17.342256,24.319199,0.71310967108744,0.110204081632653,低估价值,价值线内/历史低位,60.9,低估价值,,42.15,30.35,41.00634405,30.35,-0.27995255041518385,-0.25987061994618366,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600985,淮北矿业,B06煤炭开采和洗选业,资源金属,PB,PB低估,12.18,89.1,89.1,15.0,0.0,51.8,58.0,19.0,38.5,"PB=0.76, 低估均值=1.05, 比值=0.73, 分位=0%",-0.0800604229607251,-0.1122448979591836,,,,,,,,0.761965,1.0507071111111113,0.7251925793042653,0.0016326530612244,低估价值,价值线内/历史低位,58.0,低估价值,,12.18,13.49,11.46240312,13.49,0.10755336617405598,0.17689108110865326,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600988,赤峰黄金,B09有色金属矿采选业,资源金属,VALUE,基本价值线,27.24,75.0,50.6,88.2,100.0,97.8,81.9,72.3,54.1,"Q1价值线=30.40, 现价/价值=0.90, akshare东方财富扣非净利润同比=138.6%, 市值=449.7亿",0.2438356164383561,0.4048478597215057,449.6593124353398,30.401816046663605,0.895999106046476,1.03,1.03,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,81.9,价值线左侧确认,1.38584956588802,27.24,36.66,27.06841524,36.66,0.3458149779735682,0.35434600344929534,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600989,宝丰能源,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,15.78,75.0,70.4,44.2,30.0,69.9,62.3,44.6,53.5,"PB=2.54, 低估均值=2.70, 比值=0.94, 分位=1%",0.0019047619047618,-0.0635014836795253,,,,,,,,2.54493,2.702912285714286,0.9415510867484416,0.0089779005524861,低估价值,价值线内/历史低位,62.3,低估价值,,15.78,29.23,14.9162817,29.23,0.85234474017744,0.9596036457262669,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600993,马应龙,C27医药制造业,医药医疗,PE,PE低估,26.0,75.0,61.7,37.0,36.4,54.0,59.5,41.3,50.4,"PE=20.99, 低估均值=22.53, 比值=0.93, 分位=20%",0.0288880094974277,0.045016077170418,,,,,,,,20.987639,22.52669390909091,0.9316786158101166,0.1995918367346938,低估价值,价值线内/历史低位,59.5,低估价值,,26.0,24.85,25.44048,24.85,-0.044230769230769185,-0.023210253894580535,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600995,南网储能,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,9.81,80.2,80.2,33.4,34.3,43.1,60.2,37.5,48.8,"PB=1.44, 低估均值=1.78, 比值=0.81, 分位=8%",0.0240083507306889,0.0051229508196721,,,,,,,,1.442648,1.780298454545455,0.8103405338114144,0.0751020408163265,低估价值,价值线内/历史低位,60.2,低估价值,,9.81,14.78,9.70164855,14.78,0.5066258919469928,0.5234524239697387,q1_backtest_2025-05-06_2026-05-18_174533.csv,0,,,2025-05-06,2026-05-18
sh.600998,九州通,F51批发业,F51批发业,PE,PE低估,5.26,87.7,87.7,0.0,36.9,48.1,56.7,24.5,40.6,"PE=9.02, 低估均值=12.60, 比值=0.72, 分位=9%",0.0333988212180746,0.0499001996007983,,,,,,,,9.022875,12.59979788888889,0.7161126773276901,0.0857142857142857,低估价值,价值线内/历史低位,56.7,低估价值,,5.26,4.87,5.06225556,4.87,-0.07414448669201512,-0.037978240671831975,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.600999,招商证券,J67资本市场服务,金融,PB,PB低估,16.58,75.0,64.8,36.1,1.2,62.6,56.7,29.8,43.2,"PB=1.24, 低估均值=1.39, 比值=0.89, 分位=21%",-0.0824571112340897,-0.0758082497212934,,,,,,,,1.236806,1.394984090909091,0.8866093943723699,0.213469387755102,低估价值,价值线内/历史低位,56.7,低估价值,,16.58,16.18,16.1155113,16.18,-0.024125452352231513,0.004001653984133879,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601001,晋控煤业,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,11.24,78.4,78.4,15.0,0.3,48.8,51.8,18.1,34.9,"PB=0.98, 低估均值=1.16, 比值=0.85, 分位=4%",-0.0733718054410552,-0.1107594936708861,,,,,,,,0.98318,1.1581806363636362,0.8489003952672795,0.0416326530612244,低估价值,价值线内/历史低位,51.8,低估价值,,11.24,18.5,10.65499172,18.5,0.6459074733096084,0.7362753990014363,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601003,柳钢股份,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,3.36,75.0,57.2,0.0,68.6,28.5,51.0,32.0,41.5,"PB=1.00, 低估均值=1.05, 比值=0.95, 分位=25%",0.108910891089109,0.2262773722627735,,,,,,,,0.997216,1.050436,0.9493353236180024,0.2461224489795918,低估价值,价值线内/历史低位,51.0,低估价值,,3.36,4.03,3.36,4.03,0.19940476190476208,0.19940476190476208,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601006,大秦铁路,G53铁路运输业,G53铁路运输业,PB,PB低估,6.58,75.0,71.6,5.9,33.8,70.2,53.1,28.8,40.9,"PB=0.80, 低估均值=0.92, 比值=0.87, 分位=13%",0.0,0.0138674884437595,,,,,,,,0.801944,0.919888090909091,0.8717843049880869,0.1257142857142857,低估价值,价值线内/历史低位,53.1,低估价值,,6.58,5.43,6.35504296,5.43,-0.17477203647416417,-0.1455604573914635,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601011,宝泰隆,C25石油、煤炭及其他燃料加工业,C25石油、煤炭及其他燃料加工业,PB,PB低估,2.48,85.6,85.6,0.0,30.6,36.0,53.7,20.4,37.1,"PB=0.83, 低估均值=1.13, 比值=0.73, 分位=9%",-0.0236220472440945,-0.03125,,,,,,,,0.831471,1.1331704,0.7337563706217529,0.0946938775510204,低估价值,价值线内/历史低位,53.7,低估价值,,2.48,2.96,2.48,2.96,0.19354838709677424,0.19354838709677424,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601016,节能风电,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,2.92,85.1,85.1,2.3,31.4,49.2,55.4,23.7,39.6,"PB=1.07, 低估均值=1.39, 比值=0.77, 分位=1%",-0.0135135135135134,-0.0234113712374582,,,,,,,,1.070013,1.386042888888889,0.7719912627362983,0.0114285714285714,低估价值,价值线内/历史低位,55.4,低估价值,,2.92,4.99,2.81588156,4.99,0.7089041095890412,0.7720915790222371,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601018,宁波港,G55水上运输业,G55水上运输业,PB,PB低估,3.58,86.9,86.9,12.0,31.9,45.1,58.5,27.7,43.1,"PB=0.88, 低估均值=1.17, 比值=0.75, 分位=1%",-0.0298102981029809,0.0,,,,,,,,0.877286,1.1679525,0.7511315742720702,0.013469387755102,低估价值,价值线内/历史低位,58.5,低估价值,,3.58,3.61,3.45256632,3.61,0.008379888268156277,0.04559903138949695,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601019,山东出版,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,9.85,98.0,98.0,71.6,28.1,48.5,83.8,54.2,66.2,"Q1价值线=17.47, 现价/价值=0.56, akshare东方财富扣非净利润同比=49.3%, 市值=205.4亿",-0.0110441767068274,-0.0913284132841328,205.4421304539338,17.47164094483891,0.56377074317737,0.68,0.68,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,83.8,价值线左侧确认,0.49257343387631,9.85,7.25,9.49627665,7.25,-0.2639593908629442,-0.23654288230956289,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601022,宁波远洋,G55水上运输业,G55水上运输业,PB,PB低估,7.84,75.0,69.9,18.9,31.5,38.8,53.0,29.1,41.1,"PB=1.72, 低估均值=1.82, 比值=0.95, 分位=2%",-0.0368550368550369,-0.0025445292620865,,,,,,,,1.723274,1.8189476666666664,0.9474016386397776,0.0189655172413793,低估价值,价值线内/历史低位,53.0,低估价值,,7.84,8.44,7.6640312,8.44,0.07653061224489788,0.10124812644290904,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601033,永兴股份,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,15.34,85.0,70.5,53.1,58.7,45.3,68.8,55.5,62.1,"价值线=20.28, 现价/价值=0.76, 扣非EPS=0.87, akshare东方财富扣非净利润同比=-3.5%, 市值=136.9亿",-0.0321766561514195,0.1371386212008896,136.8687527141701,20.27867751504123,0.7564595861156092,0.87,0.87,1.0,年报扣非EPS,,,,,低估价值,深度低估,68.8,低估价值,,15.34,14.98,14.16115168,14.98,-0.02346805736636237,0.05782356820289358,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601038,一拖股份,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,13.31,75.0,40.3,39.3,3.7,44.2,54.1,29.4,41.7,"价值线=13.75, 现价/价值=0.97, 扣非EPS=0.77, akshare东方财富扣非净利润同比=-11.6%, 市值=149.6亿",-0.0270467836257309,-0.0659649122807016,149.55455527662477,13.750492186517246,0.967965351309449,0.7715,0.7715,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,54.1,低估价值,,13.31,13.22,12.93814522,13.22,-0.006761833208114187,0.021784790262232123,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601058,赛轮轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,12.61,85.0,81.4,63.9,25.0,70.7,71.2,52.4,61.8,"价值线=18.55, 现价/价值=0.68, 扣非EPS=1.24, akshare东方财富扣非净利润同比=-0.7%, 市值=406.0亿",-0.129744651483782,-0.1468200270635994,405.9959657540024,18.546930710153845,0.6798968625626252,1.24,1.24,1.0,年报扣非EPS,,,,,低估价值,深度低估,71.2,低估价值,,12.61,12.58,12.25342703,12.58,-0.0023790642347343294,0.026651561983472405,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601061,中信金属,F51批发业,资源金属,PE,PE低估,7.7,75.0,73.3,37.8,60.9,42.8,61.1,48.5,54.8,"PE=14.21, 低估均值=15.65, 比值=0.91, 分位=1%",0.0026041666666667,0.0547945205479452,,,,,,,,14.214345,15.649150999999998,0.908314131546178,0.006,低估价值,价值线内/历史低位,61.1,低估价值,,7.7,14.02,7.4773776,14.02,0.8207792207792206,0.8749888998517341,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601066,中信建投,J67资本市场服务,金融,PB,PB低估,23.43,75.0,59.1,44.5,5.1,58.4,58.7,34.3,46.5,"PB=2.32, 低估均值=2.35, 比值=0.99, 分位=16%",-0.0518008903278025,-0.0188442211055276,,,,,,,,2.321073,2.345511833333333,0.9895805968718556,0.1619676064787042,低估价值,价值线内/历史低位,58.7,低估价值,,23.43,22.09,23.15598615,22.09,-0.05719163465642341,-0.046035014146871056,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601069,西部黄金,B09有色金属矿采选业,资源金属,PB,PB低估,16.81,75.0,73.8,4.2,71.3,79.2,57.4,42.5,49.9,"PB=3.25, 低估均值=4.26, 比值=0.76, 分位=24%",0.084516129032258,0.3236220472440945,,,,,,,,3.246967,4.2598026,0.7622341467184419,0.2408163265306122,低估价值,价值线内/历史低位,57.4,低估价值,,16.81,29.29,16.76567203,29.29,0.7424152290303392,0.7470221263775967,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601083,锦江航运,G55水上运输业,G55水上运输业,PB,PB低估,11.19,75.0,38.3,44.7,93.6,62.0,68.0,65.9,67.0,"PB=1.62, 低估均值=1.78, 比值=0.91, 分位=60%",0.15599173553719,0.1904255319148935,,,,,,,,1.615254,1.7792830000000002,0.907811742145572,0.6029411764705882,低估价值,价值线内/历史低位,68.0,低估价值,,11.19,11.78,10.72734945,11.78,0.05272564789991052,0.09812773928046115,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601098,中南传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,14.14,85.1,85.1,82.9,55.5,53.5,81.2,69.0,73.6,"Q1价值线=21.61, 现价/价值=0.65, akshare东方财富扣非净利润同比=48.1%, 市值=255.3亿",-0.0146341463414633,0.0591760299625467,255.26236024656745,21.614141904190618,0.6542013123943863,0.86,0.86,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,81.2,价值线左侧确认,0.4806082160017,14.14,11.2,13.56512416,11.2,-0.207920792079208,-0.17435329983739722,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601113,华鼎股份,F52零售业,F52零售业,PE,PE低估,4.05,75.0,73.1,36.4,51.2,36.7,59.1,43.6,51.4,"PE=8.90, 低估均值=9.90, 比值=0.90, 分位=7%",-0.0581395348837209,0.0074626865671643,,,,,,,,8.896999,9.8956816,0.8990789477300886,0.0661664392905866,低估价值,价值线内/历史低位,59.1,低估价值,,4.05,4.46,4.05,4.46,0.10123456790123453,0.10123456790123453,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601116,三江购物,F52零售业,F52零售业,PE,PE低估,11.28,75.0,67.1,22.2,36.0,59.5,56.4,35.3,45.8,"PE=38.37, 低估均值=41.28, 比值=0.93, 分位=12%",0.0053475935828875,0.1533742331288343,,,,,,,,38.372203,41.27636581818182,0.9296410243340132,0.1175510204081632,低估价值,价值线内/历史低位,56.4,低估价值,,11.28,12.99,11.07527928,12.99,0.15159574468085113,0.17288238712477866,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601117,中国化学,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,7.47,80.0,80.0,25.8,35.0,64.3,60.4,37.5,48.9,"PB=0.72, 低估均值=0.86, 比值=0.83, 分位=3%",0.0275103163686383,0.0177111716621254,,,,,,,,0.715023,0.8601988181818182,0.8312299260202741,0.026938775510204,低估价值,价值线内/历史低位,60.4,低估价值,,7.47,7.99,7.21308429,7.99,0.06961178045515393,0.10770922378892656,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601127,赛力斯,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,130.03,75.0,47.0,77.5,60.5,98.0,78.2,74.5,75.6,"Q1价值线=141.22, 现价/价值=0.92, akshare东方财富扣非净利润同比=244.3%, 市值=1963.9亿",0.0376665868645758,0.0198431372549019,1963.885852430475,141.22025721339818,0.9207602546956944,3.69,3.69,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.2,价值线左侧确认,2.44340893864613,130.03,81.8,128.8090183,81.8,-0.37091440436822276,-0.36495129704749874,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601128,常熟银行,J66货币金融服务,金融,PE,PE低估,7.25,96.3,96.3,0.0,58.6,56.5,64.5,33.8,49.1,"PE=5.54, 低估均值=8.62, 比值=0.64, 分位=2%",0.0269121813031161,-0.0095628415300547,,,,,,,,5.541153,8.6174337,0.6430166094576394,0.0225636101776284,低估价值,价值线内/历史低位,64.5,低估价值,,7.25,7.19,6.262463,7.19,-0.008275862068965467,0.14811057566328145,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601137,博威合金,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,18.1,96.2,96.2,83.6,46.4,56.3,87.8,41.4,46.1,"Q1价值线=31.41, 现价/价值=0.58, akshare东方财富扣非净利润同比=21.9%, 市值=141.1亿",-0.1008445106805761,-0.0722706304459251,141.07236421255297,31.409445358645232,0.5762597776983064,1.7,1.7,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,87.8,价值线左侧确认,0.2194777504671899,18.1,19.85,17.5846206,19.85,0.09668508287292821,0.12882731174763018,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601138,工业富联,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,18.81,75.0,53.3,71.4,27.8,90.2,75.3,59.2,64.9,"Q1价值线=21.46, 现价/价值=0.88, akshare东方财富扣非净利润同比=14.8%, 市值=3732.3亿",-0.0595000000000001,-0.0595000000000001,3732.3273844067794,21.45611960666216,0.8766729653277783,1.18,1.18,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,75.3,价值线左侧确认,0.1476458931112,18.81,68.98,18.34812045,68.98,2.6671982987772465,2.7595131440288756,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601139,深圳燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,6.44,90.3,90.3,11.7,30.0,36.6,59.2,25.8,42.5,"PB=1.19, 低估均值=1.67, 比值=0.71, 分位=0%",-0.0416666666666665,-0.0286576168929109,,,,,,,,1.18978,1.6703538181818185,0.7122922024359346,0.0016326530612244,低估价值,价值线内/历史低位,59.2,低估价值,,6.44,6.6,6.2807388,6.6,0.024844720496894235,0.05083179068042121,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
sh.601155,新城控股,K70房地产业,K70房地产业,PB,PB低估,13.29,94.1,94.1,35.0,91.1,59.7,75.6,61.3,68.4,"PB=0.49, 低估均值=1.77, 比值=0.28, 分位=14%",0.075242718446602,0.2027149321266967,,,,,,,,0.49004,1.7711121666666667,0.2766849041087459,0.1426071741032371,低估价值,价值线内/历史低位,75.6,低估价值,,13.29,13.83,13.29,13.83,0.040632054176072296,0.040632054176072296,q1_backtest_2025-05-06_2026-05-18_173956.csv,1,,,2025-05-06,2026-05-18
