code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,end_quote_time,end_quote_trade_date,buy_close_raw,end_close_raw,raw_return,qfq_return,earnings_yoy
sh.603605,珀莱雅,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,84.43,84.6,84.6,74.5,34.1,74.3,76.0,60.8,68.4,"PB=5.89, 低估均值=8.09, 比值=0.73, 分位=12%",0.0287559400511761,-0.002481096408317507,,,,,,,,5.890286,8.089528666666666,0.7281371069579414,0.11826821541710665,低估价值,价值线内/历史低位,76.0,低估价值,2026-05-19 16:11:54,2026-05-19,84.43,55.95,-0.3373208575151013,-0.330627804936663,
sz.000788,北大医药,C27医药制造业,医药医疗,PE,PE低估,6.44,100.0,100.0,42.8,52.4,48.4,75.8,49.9,62.8,"PE=25.34, 低估均值=62.73, 比值=0.40, 分位=1%",-0.07999999999999996,0.04885993485342022,,,,,,,,25.340887,62.73290071428572,0.40394891215717843,0.012702584318878668,低估价值,价值线内/历史低位,75.8,低估价值,2026-05-19 15:34:39,2026-05-19,6.44,5.72,-0.11180124223602494,-0.08275673422526797,
sz.002487,大金重工,C33金属制品业,资源金属,VALUE,基本价值线,34.02,75.0,43.6,72.0,87.7,67.2,74.6,76.9,75.8,"价值线=36.01, 现价/价值=0.94, 扣非EPS=0.68, akshare东方财富扣非净利润同比=250.5%, 市值=216.6亿",0.038778625954198676,0.16347469220246258,216.60090801448234,36.01058958632259,0.9447221051032543,0.68,0.68,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,75.8,低估且高质量,2026-05-19 15:34:03,2026-05-19,34.02,77.14,1.2674897119341564,1.273945443046967,
sz.300035,中科电气,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,21.4,75.0,45.3,67.5,100.0,79.6,75.7,81.1,78.4,"价值线=22.93, 现价/价值=0.93, 扣非EPS=0.50, akshare东方财富扣非净利润同比=219.0%, 市值=147.7亿",0.3032886723507915,0.4528173794976238,147.6501993088112,22.93355946173439,0.9331303339853022,0.5005,0.5005,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,75.7,低估价值,2026-05-19 15:34:39,2026-05-19,21.4,19.1,-0.10747663551401854,-0.10747663551401854,
sz.300641,正丹股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,24.03,0.0,0.0,100.0,60.3,63.8,37.4,75.7,56.6,"PB=3.91, 低估均值=1.72, 比值=2.27, 分位=80%",0.024733475479744138,0.026046114432109357,,,,,,,,3.910307,1.72086925,2.272285939213569,0.7997054491899853,高质量趋势,估值有约束的高质量,75.7,高质量趋势,2026-05-19 15:34:30,2026-05-19,24.03,15.89,-0.3387432376196421,-0.329882949984335,
sh.600066,宇通客车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,28.3,2.4,2.4,75.6,90.4,64.8,39.4,75.5,57.4,"价值线=22.94, 现价/价值=1.23, 扣非EPS=1.57, akshare东方财富扣非净利润同比=8.2%, 市值=625.2亿",0.102454226723802,0.1670103092783506,625.2340810828025,22.942992970970295,1.233492074717885,1.57,1.57,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,75.5,高质量趋势,2026-05-19 16:11:46,2026-05-19,28.3,32.29,0.14098939929328624,0.23118609242428967,
sh.600487,亨通光电,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,20.71,75.0,50.6,62.0,100.0,94.0,75.5,80.7,78.1,"价值线=23.12, 现价/价值=0.90, 扣非EPS=1.06, akshare东方财富扣非净利润同比=3.7%, 市值=503.3亿",0.3107594936708862,0.345679012345679,503.3452422364499,23.119875096903495,0.8957660849462696,1.06,1.06,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,75.5,低估价值,2026-05-19 16:11:44,2026-05-19,20.71,75.47,2.6441332689521966,2.6441332689521966,
sh.603713,密尔克卫,G58多式联运和运输代理业,G58多式联运和运输代理业,VALUE,基本价值线,65.95,55.0,34.0,71.0,95.9,47.1,63.1,75.3,69.2,"价值线=65.16, 现价/价值=1.01, 扣非EPS=3.25, akshare东方财富扣非净利润同比=13.2%, 市值=108.1亿",0.22720506140677332,0.21858832224685898,108.11221721170307,65.16467402871919,1.012051406425124,3.25,3.25,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,75.3,高质量趋势,2026-05-19 16:12:02,2026-05-19,65.95,53.08,-0.19514783927217594,-0.19514783927217594,
sh.600210,紫江企业,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,7.72,85.0,78.2,65.7,68.9,59.9,75.1,66.9,71.0,"价值线=10.99, 现价/价值=0.70, 扣非EPS=0.52, akshare东方财富扣非净利润同比=33.2%, 市值=117.1亿",0.221518987341772,0.17862595419847338,117.09023355210019,10.986925129853418,0.702653372873489,0.519,0.519,1.0,年报扣非EPS,,,,,低估价值,深度低估,75.1,低估价值,2026-05-19 16:11:45,2026-05-19,7.72,6.77,-0.12305699481865284,-0.12305699481865284,
sh.601919,中远海控,G55水上运输业,G55水上运输业,PB,PB低估,15.19,89.4,89.4,58.8,25.3,87.2,75.1,52.9,64.0,"PB=1.01, 低估均值=1.78, 比值=0.57, 分位=22%",-0.013636363636363669,-0.04525455688246394,,,,,,,,1.013905,1.7841202857142855,0.5682940820293828,0.21664626682986537,低估价值,价值线内/历史低位,75.1,低估价值,2026-05-19 16:11:37,2026-05-19,15.19,14.02,-0.07702435813034891,-0.04135410294690012,
sh.603179,新泉股份,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,50.3,0.0,0.0,71.5,90.7,74.2,37.9,75.1,56.5,"价值线=31.98, 现价/价值=1.57, 扣非EPS=1.99, akshare东方财富扣非净利润同比=1.2%, 市值=244.9亿",0.19761904761904758,0.11332447985834437,244.94139587073363,31.977453303934475,1.5729832992613935,1.99,1.99,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,75.1,高质量趋势,2026-05-19 16:11:48,2026-05-19,50.3,80.82,0.6067594433399601,0.6067594433399601,
sh.603699,纽威股份,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,33.79,0.0,0.0,86.8,80.0,52.8,39.3,75.0,57.1,"价值线=24.47, 现价/价值=1.38, 扣非EPS=1.50, akshare东方财富扣非净利润同比=27.4%, 市值=256.9亿",0.07167776720583574,-0.017446932247746516,256.87183890123265,24.4651202769228,1.3811499644198795,1.5,1.5,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,75.0,高质量趋势,2026-05-19 16:11:54,2026-05-19,33.79,63.99,0.8937555489789879,0.9191808569721549,
sh.603737,三棵树,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,47.93,0.0,0.0,86.3,80.0,54.6,35.0,75.0,55.0,"PB=12.02, 低估均值=6.52, 比值=1.84, 分位=61%",0.22021384928716903,0.3490008443568815,,,,,,,,12.021882,6.5185098888888895,1.844268430196274,0.6088117489986649,高质量趋势,估值有约束的高质量,75.0,高质量趋势,2026-05-19 16:11:39,2026-05-19,47.93,40.14,-0.162528687669518,-0.15287999076432368,
sz.002170,芭田股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.33,0.0,0.0,77.2,88.7,61.4,34.3,75.0,54.6,"PB=2.97, 低估均值=2.19, 比值=1.36, 分位=71%",0.1064453125,0.12961116650049864,,,,,,,,2.970232,2.1865166363636366,1.3584310087572666,0.7090983272133823,高质量趋势,估值有约束的高质量,75.0,高质量趋势,2026-05-19 15:34:03,2026-05-19,11.33,12.2,0.07678729037952325,0.1423683739937569,
sz.300973,立高食品,C14食品制造业,消费,PE,PE低估,49.98,92.2,92.2,55.2,56.0,48.0,74.9,56.2,65.6,"PE=27.89, 低估均值=40.44, 比值=0.69, 分位=4%",0.13590909090909076,-0.045454545454545525,,,,,,,,27.890448,40.4430492,0.6896227794812266,0.043233082706766915,低估价值,价值线内/历史低位,74.9,低估价值,2026-05-19 15:34:03,2026-05-19,49.98,28.2,-0.43577430972388953,-0.4329201970757719,
sh.600268,国电南自,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,10.14,85.0,71.1,70.8,71.6,70.1,77.9,71.7,74.8,"价值线=13.47, 现价/价值=0.75, 扣非EPS=0.33, akshare东方财富扣非净利润同比=207.5%, 市值=100.7亿",0.10698689956331875,0.2884371029224906,100.73485739270909,13.473782593899553,0.7525726297967009,0.33,0.33,1.0,年报扣非EPS,,,,,低估且高质量,深度低估且高质量,74.8,低估且高质量,2026-05-19 16:11:49,2026-05-19,10.14,15.45,0.5236686390532543,0.5236686390532543,
sz.002311,海大集团,C13农副食品加工业,消费,VALUE,基本价值线,60.77,6.0,6.0,81.2,80.1,66.1,42.0,74.8,58.4,"价值线=50.31, 现价/价值=1.21, 扣非EPS=2.73, akshare东方财富扣非净利润同比=30.6%, 市值=1010.4亿",0.0668890449438202,-0.0110659072416599,1010.3991381290157,50.313455189797004,1.2078280008947482,2.73,2.73,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,74.8,高质量趋势,2026-05-19 15:34:57,2026-05-19,60.77,45.8,-0.24633865394108945,-0.24391464429068532,
sh.601311,骆驼股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,10.05,85.0,78.4,56.5,91.1,58.7,74.4,70.4,72.4,"价值线=14.34, 现价/价值=0.70, 扣非EPS=0.51, akshare东方财富扣非净利润同比=17.9%, 市值=116.9亿",0.09002169197396959,0.19217081850533813,116.93418660673531,14.338255278858494,0.7009220999725503,0.51,0.51,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.4,低估价值,2026-05-19 16:11:44,2026-05-19,10.05,9.36,-0.0686567164179106,-0.0686567164179106,
sh.603568,伟明环保,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,19.35,85.0,62.5,71.6,58.3,45.0,74.3,63.6,69.0,"价值线=23.82, 现价/价值=0.81, 扣非EPS=1.55, akshare东方财富扣非净利润同比=1.4%, 市值=326.9亿",0.007287870900572591,-0.001547987616098978,326.939464124071,23.81632316801349,0.8124679810352934,1.55,1.55,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.3,低估价值,2026-05-19 16:11:35,2026-05-19,19.35,20.04,0.0356589147286821,0.0356589147286821,
sz.002984,森麒麟,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,19.75,85.0,70.0,65.0,61.9,61.5,74.3,64.4,69.4,"价值线=25.99, 现价/价值=0.76, 扣非EPS=2.05, akshare东方财富扣非净利润同比=-37.0%, 市值=204.8亿",0.023846552617936778,0.05728051391862965,204.8225368898659,25.98631178776844,0.7600155097537226,2.05,2.05,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.3,低估价值,2026-05-19 15:34:30,2026-05-19,19.75,15.76,-0.2020253164556962,-0.1900855577480174,
sh.601319,中国人保,J68保险业,金融,PE,PE低估,8.75,75.0,74.8,66.9,83.7,75.5,73.9,74.5,74.2,"PE=8.28, 低估均值=9.91, 比值=0.84, 分位=12%",0.06837606837606836,0.05932203389830515,,,,,,,,8.283951,9.905331749999998,0.8363123224015189,0.12431776834445118,低估且高质量,低估且高质量,74.2,低估且高质量,2026-05-19 16:11:53,2026-05-19,8.75,7.08,-0.19085714285714284,-0.18413852359898053,
sz.000729,燕京啤酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,12.54,100.0,100.0,49.9,2.3,65.2,74.2,38.0,56.1,"PE=25.24, 低估均值=49.15, 比值=0.51, 分位=0%",-0.021077283372365474,-0.09913793103448276,,,,,,,,25.240933,49.15289899999999,0.5135187041561883,0.002995293110825845,低估价值,价值线内/历史低位,74.2,低估价值,2026-05-19 15:34:57,2026-05-19,12.54,12.42,-0.009569377990430561,-0.001031191584906721,
sz.002714,牧原股份,A03畜牧业,A03畜牧业,PB,PB低估,54.8,75.0,61.3,54.3,99.0,94.6,74.2,77.0,75.6,"PB=3.87, 低估均值=4.16, 比值=0.93, 分位=21%",0.1936397299063386,0.27947700210133086,,,,,,,,3.866445,4.1585862,0.92974987508976,0.20889432884536924,低估价值,价值线内/历史低位,74.2,低估价值,2026-05-19 15:34:18,2026-05-19,54.8,40.3,-0.2645985401459854,-0.2516742053465253,
sh.601058,赛轮轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,14.43,85.0,59.3,58.5,70.1,70.5,74.1,65.7,69.9,"价值线=17.28, 现价/价值=0.84, 扣非EPS=1.24, akshare东方财富扣非净利润同比=-11.1%, 市值=464.6亿",0.09070294784580502,0.17031630170316303,464.5933216360234,17.27723348796257,0.8352031596987851,1.24,1.24,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.1,低估价值,2026-05-19 16:11:51,2026-05-19,14.43,12.7,-0.11988911988911988,-0.11118674935202566,
sh.603680,今创集团,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,13.37,85.0,79.1,72.8,59.7,38.6,74.1,63.7,68.9,"价值线=19.21, 现价/价值=0.70, 扣非EPS=0.41, akshare东方财富扣非净利润同比=194.6%, 市值=105.7亿",0.04698512137823019,0.09590163934426221,105.72949388919024,19.20502351601226,0.6961720192038667,0.41,0.41,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.1,低估价值,2026-05-19 16:11:34,2026-05-19,13.37,14.48,0.08302169035153328,0.09639219314696046,
sz.002850,科达利,C33金属制品业,资源金属,VALUE,基本价值线,138.16,0.0,0.0,79.4,77.0,76.3,39.1,74.1,56.6,"价值线=105.15, 现价/价值=1.31, 扣非EPS=5.34, akshare东方财富扣非净利润同比=14.6%, 市值=373.6亿",0.23170188107337064,0.2402154398563734,373.603584985606,105.15452469620462,1.3138759401856406,5.34,5.34,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,74.1,高质量趋势,2026-05-19 15:34:03,2026-05-19,138.16,204.97,0.4835697741748697,0.4835697741748697,
sh.600848,上海临港,K70房地产业,K70房地产业,PB,PB低估,9.43,99.3,99.3,36.2,61.4,41.6,74.0,49.0,61.5,"PB=1.27, 低估均值=2.71, 比值=0.47, 分位=6%",0.03285870755750264,0.04198895027624294,,,,,,,,1.265376,2.7097707499999997,0.46696791601282145,0.06038351693186454,低估价值,价值线内/历史低位,74.0,低估价值,2026-05-19 16:11:57,2026-05-19,9.43,8.8,-0.06680805938494161,-0.06680805938494161,
sh.603816,顾家家居,C21家具制造业,C21家具制造业,VALUE,基本价值线,28.71,75.0,43.5,72.2,89.4,49.1,73.0,74.9,74.0,"价值线=30.35, 现价/价值=0.95, 扣非EPS=1.60, akshare东方财富扣非净利润同比=15.3%, 市值=233.5亿",0.11755546905410674,0.13657957244655572,233.53770661142627,30.354732832341483,0.945816263927413,1.6,1.6,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,74.0,低估且高质量,2026-05-19 16:11:50,2026-05-19,28.71,29.9,0.04144897248345525,0.04144897248345525,
sz.000725,京东方A,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,4.2,85.0,57.8,45.0,82.8,97.3,74.0,68.1,71.1,"价值线=4.97, 现价/价值=0.85, 扣非EPS=0.10, akshare东方财富扣非净利润同比=41.5%, 市值=1611.6亿",0.044776119402985204,0.06060606060606055,1611.59244414,4.96914648295719,0.8452155746273226,0.1,0.1,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.0,低估价值,2026-05-19 15:34:36,2026-05-19,4.2,4.31,0.026190476190476097,0.026190476190476097,
sz.002011,盾安环境,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,12.73,85.0,61.1,61.8,62.5,67.1,74.0,64.0,69.0,"价值线=15.48, 现价/价值=0.82, 扣非EPS=0.88, akshare东方财富扣非净利润同比=11.0%, 市值=134.4亿",0.08432708688245327,0.12356575463371589,134.36283397323638,15.482442558202177,0.8222216844754895,0.88,0.88,1.0,年报扣非EPS,,,,,低估价值,深度低估,74.0,低估价值,2026-05-19 15:34:36,2026-05-19,12.73,12.87,0.0109976433621366,0.0109976433621366,
sz.300618,寒锐钴业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,45.74,83.6,83.6,42.8,100.0,72.6,74.0,69.4,71.7,"PB=2.57, 低估均值=6.05, 比值=0.42, 分位=31%",0.2510940919037199,0.38396369137670217,,,,,,,,2.569376,6.048595199999999,0.42478888321043545,0.3073572120038722,低估价值,价值线内/历史低位,74.0,低估价值,2026-05-19 15:34:36,2026-05-19,45.74,41.76,-0.08701355487538265,-0.08701355487538265,
sz.002705,新宝股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,15.82,86.9,86.9,63.9,60.7,51.8,73.9,62.1,68.0,"价值线=24.66, 现价/价值=0.64, 扣非EPS=1.33, akshare东方财富扣非净利润同比=8.3%, 市值=129.1亿",0.07399864222674801,0.094809688581315,129.08643937998195,24.659474215566053,0.6415384148788452,1.3289,1.3289,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.9,低估价值,2026-05-19 15:34:21,2026-05-19,15.82,13.43,-0.15107458912768645,-0.1425853264448167,
sh.603233,大参林,F52零售业,F52零售业,PE,PE低估,16.93,93.5,93.5,59.8,31.3,41.4,73.7,48.8,61.2,"PE=18.27, 低估均值=27.08, 比值=0.67, 分位=4%",-0.03697383390216147,-0.006455399061032874,,,,,,,,18.269895,27.0758795,0.674766446644882,0.0422177009155646,低估价值,价值线内/历史低位,73.7,低估价值,2026-05-19 16:11:39,2026-05-19,16.93,17.79,0.0507974010632013,0.07047050806033406,
sh.603833,欧派家居,C21家具制造业,C21家具制造业,VALUE,基本价值线,55.52,85.0,74.4,75.8,32.1,52.5,73.7,57.5,65.6,"价值线=76.16, 现价/价值=0.73, 扣非EPS=3.82, akshare东方财富扣非净利润同比=21.4%, 市值=336.6亿",0.02776749352091823,-0.04060825989286321,336.60035268650057,76.1561774131411,0.7290281876781775,3.82,3.82,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.7,低估价值,2026-05-19 16:11:57,2026-05-19,55.52,41.98,-0.2438760806916428,-0.22614394300158092,
sh.600528,中铁工业,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,8.5,100.0,100.0,37.5,58.4,65.0,73.6,52.1,62.8,"价值线=16.10, 现价/价值=0.53, 扣非EPS=0.70, akshare东方财富扣非净利润同比=-27.7%, 市值=199.3亿",-0.05450500556173532,0.14864864864864868,199.27987078121424,16.10039324970242,0.5279374154514582,0.7,0.7,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.6,低估价值,2026-05-19 16:11:50,2026-05-19,8.5,7.67,-0.09764705882352942,-0.09764705882352942,
sh.600827,百联股份,F52零售业,F52零售业,PE,PE低估,9.89,94.3,94.3,43.4,56.8,51.5,73.5,51.9,62.7,"PE=10.99, 低估均值=16.61, 比值=0.66, 分位=6%",0.015400410677618215,0.0634408602150538,,,,,,,,10.987048,16.607431090909092,0.6615742037318649,0.05607876712328767,低估价值,价值线内/历史低位,73.5,低估价值,2026-05-19 16:11:36,2026-05-19,9.89,8.35,-0.1557128412537918,-0.1557128412537918,
sz.002258,利尔化学,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,12.8,92.0,92.0,37.0,83.0,54.2,73.5,58.4,66.0,"PB=1.31, 低估均值=2.27, 比值=0.57, 分位=18%",0.03309120258272791,0.0738255033557047,,,,,,,,1.305646,2.271774666666667,0.5747251341242177,0.1762545899632803,低估价值,价值线内/历史低位,73.5,低估价值,2026-05-19 15:34:24,2026-05-19,12.8,12.35,-0.03515625000000011,-0.018802633492418175,
sh.600378,昊华科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,30.64,92.0,92.0,25.0,97.3,67.5,73.4,60.0,66.7,"PB=2.27, 低估均值=3.28, 比值=0.69, 分位=5%",0.1973427119968738,0.2460349735664904,,,,,,,,2.27002,3.281383727272727,0.6917874252660762,0.049775601795185635,低估价值,价值线内/历史低位,73.4,低估价值,2026-05-19 16:11:54,2026-05-19,30.64,34.81,0.1360966057441253,0.1360966057441253,
sh.688789,宏华数科,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,75.7,0.0,0.0,81.8,83.6,48.7,37.8,73.4,55.6,"价值线=44.49, 现价/价值=1.70, 扣非EPS=2.19, akshare东方财富扣非净利润同比=18.7%, 市值=135.4亿",0.07223796033994345,0.055199330917201195,135.3577033591644,44.49034101598215,1.7014929144464521,2.19,2.19,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,73.4,高质量趋势,2026-05-19 16:11:55,2026-05-19,75.7,58.38,-0.22879788639365917,-0.2259058707266941,
sz.002626,金达威,C14食品制造业,资源金属,PE,PE低估,20.85,34.7,34.7,76.5,86.8,56.6,0.0,0.0,0.0,"Q1价值线=17.52, 现价/价值=1.19, akshare东方财富扣非净利润同比=86.1%, 市值=126.1亿",0.04249999999999998,0.14121510673234816,126.12481251310717,17.520668061274492,1.1900231159612145,0.56,0.56,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,73.4,财报后主线候选,2026-05-19 15:34:54,2026-05-19,20.85,16.33,-0.21678657074340546,-0.21678657074340546,0.8610021414547301
sz.300596,利安隆,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,36.1,90.0,90.0,34.8,96.6,56.0,73.4,62.3,67.9,"PB=1.80, 低估均值=3.28, 比值=0.55, 分位=21%",0.1330822347771501,0.267556179775281,,,,,,,,1.795728,3.2845748333333336,0.5467155084354144,0.20783564261825133,低估价值,价值线内/历史低位,73.4,低估价值,2026-05-19 15:34:45,2026-05-19,36.1,46.06,0.2759002770083103,0.2759002770083103,
sz.002078,太阳纸业,C22造纸和纸制品业,C22造纸和纸制品业,VALUE,基本价值线,15.17,85.0,80.6,60.6,65.2,60.1,73.2,63.4,68.3,"价值线=22.12, 现价/价值=0.69, 扣非EPS=1.16, akshare东方财富扣非净利润同比=-2.9%, 市值=423.0亿",0.08279800142755178,0.07818052594171987,423.0356292700069,22.120681634789904,0.685783568990101,1.16,1.16,1.0,年报扣非EPS,,,,,低估价值,深度低估,73.2,低估价值,2026-05-19 15:34:33,2026-05-19,15.17,13.48,-0.11140408701384308,-0.1053382805560128,
sz.301291,明阳电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,44.37,55.0,24.2,84.5,66.6,60.5,65.5,73.1,69.3,"价值线=41.05, 现价/价值=1.08, 扣非EPS=2.09, akshare东方财富扣非净利润同比=23.3%, 市值=138.8亿",0.08431085043988262,0.10538116591928248,138.8171385284641,41.04990067225543,1.0808795946731373,2.09,2.09,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,73.1,高质量趋势,2026-05-19 15:34:24,2026-05-19,44.37,57.25,0.2902862294343025,0.29236823466034023,
sz.000858,五粮液,C15酒、饮料和精制茶制造业,消费,PE,PE低估,128.87,75.0,72.3,62.0,62.2,100.0,73.0,68.4,70.7,"PE=15.49, 低估均值=16.95, 比值=0.91, 分位=6%",0.06574594773403897,0.03129001280409738,,,,,,,,15.492394,16.9473735,0.9141471980894267,0.05752753977968176,低估价值,价值线内/历史低位,73.0,低估价值,2026-05-19 15:34:42,2026-05-19,128.87,85.78,-0.33436796771940713,-0.318871615851648,
sh.603338,浙江鼎力,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,53.91,75.0,50.9,76.0,70.6,63.3,73.7,72.2,72.9,"价值线=60.33, 现价/价值=0.89, 扣非EPS=3.24, akshare东方财富扣非净利润同比=21.7%, 市值=272.6亿",0.10222858311183813,0.17246628969117017,272.6262322602111,60.32557323325855,0.8936508533710619,3.24,3.24,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,72.9,低估且高质量,2026-05-19 16:11:43,2026-05-19,53.91,53.89,-0.00037098868484508607,-0.00037098868484508607,
sh.603218,日月股份,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,12.77,85.0,62.6,63.2,59.7,53.4,72.8,61.6,67.2,"价值线=15.73, 现价/价值=0.81, 扣非EPS=0.33, akshare东方财富扣非净利润同比=70.0%, 市值=129.0亿",0.03990228013029329,0.10181190681622088,128.9608688044303,15.72780599340254,0.8119377874674145,0.33,0.33,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.8,低估价值,2026-05-19 16:11:35,2026-05-19,12.77,12.46,-0.024275646045418875,-0.024275646045418875,
sh.603565,中谷物流,G55水上运输业,G55水上运输业,PB,PB低估,11.17,60.0,32.1,68.4,90.1,50.0,64.1,72.8,68.5,"PB=2.24, 低估均值=2.12, 比值=1.06, 分位=49%",0.12374245472837031,0.14564102564102566,,,,,,,,2.244017,2.1160110000000003,1.0604940144451043,0.4903765690376569,高质量趋势,估值有约束的高质量,72.8,高质量趋势,2026-05-19 16:11:51,2026-05-19,11.17,10.64,-0.047448522829006246,-0.009697189385573624,
sz.000528,柳工,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,11.04,85.0,82.0,63.7,38.8,72.8,72.8,57.4,65.1,"价值线=16.33, 现价/价值=0.68, 扣非EPS=0.59, akshare东方财富扣非净利润同比=27.0%, 市值=214.7亿",0.001814882032667775,0.11402623612512608,214.68872080456677,16.333400164777753,0.6759156016888183,0.5851,0.5851,1.0,年报扣非EPS,,,,,低估价值,深度低估,72.8,低估价值,2026-05-19 15:34:03,2026-05-19,11.04,9.28,-0.1594202898550725,-0.1594202898550725,
sz.002370,亚太药业,C27医药制造业,医药医疗,PE,PE低估,6.54,94.2,94.2,25.7,65.0,80.0,72.7,51.0,61.9,"PE=36.41, 低估均值=58.92, 比值=0.62, 分位=12%",-0.1915945611866502,0.6855670103092784,,,,,,,,36.409037,58.923059249999994,0.6179081239744014,0.11709286675639301,低估价值,价值线内/历史低位,72.7,低估价值,2026-05-19 15:34:54,2026-05-19,6.54,6.46,-0.012232415902140636,-0.012232415902140636,
sz.000534,万泽股份,C27医药制造业,医药医疗,PE,PE低估,17.39,84.5,84.5,40.2,90.7,70.1,72.6,64.6,68.6,"PE=41.40, 低估均值=57.66, 比值=0.72, 分位=13%",0.0046216060080879195,0.24928160919540243,,,,,,,,41.401672,57.661606299999995,0.7180110762887297,0.132334581772784,低估价值,价值线内/历史低位,72.6,低估价值,2026-05-19 15:34:33,2026-05-19,17.39,38.5,1.2139160437032777,1.2139160437032777,
sh.605117,德业股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,63.74,0.0,0.0,85.9,60.0,84.2,40.2,72.3,56.2,"价值线=50.86, 现价/价值=1.25, 扣非EPS=3.22, akshare东方财富扣非净利润同比=25.7%, 市值=555.3亿",0.23646944713870033,-0.250294048459186,555.2587556286893,50.86175988222482,1.2532008359049305,3.22,3.22,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,72.3,高质量趋势,2026-05-19 16:11:59,2026-05-19,63.74,157.63,1.4730153749607782,1.5080655916034362,
sz.002251,步步高,F52零售业,F52零售业,PE,PE低估,5.85,100.0,100.0,8.0,70.7,81.0,72.2,45.5,58.8,"PE=10.55, 低估均值=40.87, 比值=0.26, 分位=4%",0.2634989200863931,0.11428571428571432,,,,,,,,10.554752,40.873071374999995,0.2582324167215829,0.03623580313683072,低估价值,价值线内/历史低位,72.2,低估价值,2026-05-19 15:34:57,2026-05-19,5.85,3.85,-0.3418803418803418,-0.3418803418803418,
