bucket_set,sort,ptv_min,ptv_max,ret20_min,ret20_max,ret60_min,ret60_max,vol_min,vol_max,score_min,liq_min,sample,count,train_ret_count,train_mean_return,train_median_return,train_win_rate,min_return,max_return,train_names,codes,validate_ret_count,validate_mean_return,validate_median_return,validate_win_rate,validate_names,overfit_gap,joint_score
all,hybrid,,,-0.2,0.2,,,0.8,,70.0,,train,20,18,1.46694809204665,0.3513836509662016,0.6111111111111112,-0.3776825353147141,11.135201247611098,阳光电源、新易盛、英科医疗、锦浪科技、艾力斯、宁德时代、捷佳伟创、恒玄科技,"sz.300274,sz.300502,sz.300677,sz.300763,sh.688578,sz.300750,sz.300724,sh.688608",13,0.2921661101168303,0.2968943775617403,0.7692307692307693,佰维存储、芯碁微装、华丰科技、光库科技、欧陆通、德科立、龙磁科技、聚飞光电,1.1747819819298198,0.22946770978250944
all,momentum,1.0,1.8,0.0,0.35,0.0,0.8,,,,60.0,train,8,6,0.2100730066092441,0.2807235119336886,0.6666666666666666,-0.2140249424867425,0.5403323875152006,同飞股份、扬杰科技、南微医学、锦浪科技、伊之密、宁德时代、芯动联科、特锐德,"sz.300990,sz.300373,sh.688029,sz.300763,sz.300415,sz.300750,sh.688582,sz.300001",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳、海博思创,0.025792485873606136,0.22901629559772801
all,hybrid,1.0,1.8,0.0,0.35,0.0,0.8,,,,60.0,train,8,6,0.2100730066092441,0.2807235119336886,0.6666666666666666,-0.2140249424867425,0.5403323875152006,宁德时代、锦浪科技、扬杰科技、同飞股份、南微医学、伊之密、芯动联科、特锐德,"sz.300750,sz.300763,sz.300373,sz.300990,sh.688029,sz.300415,sh.688582,sz.300001",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、海博思创、睿创微纳、新锐股份,0.025792485873606136,0.22901629559772801
right_momentum,momentum,1.0,1.8,0.0,0.35,0.0,0.8,,,,60.0,train,8,6,0.2100730066092441,0.2807235119336886,0.6666666666666666,-0.2140249424867425,0.5403323875152006,同飞股份、扬杰科技、南微医学、锦浪科技、伊之密、宁德时代、芯动联科、特锐德,"sz.300990,sz.300373,sh.688029,sz.300763,sz.300415,sz.300750,sh.688582,sz.300001",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,新锐股份、伟测科技、震裕科技、锐科激光、新宙邦、聚和材料、睿创微纳、海博思创,0.025792485873606136,0.22901629559772801
right_momentum,hybrid,1.0,1.8,0.0,0.35,0.0,0.8,,,,60.0,train,8,6,0.2100730066092441,0.2807235119336886,0.6666666666666666,-0.2140249424867425,0.5403323875152006,宁德时代、锦浪科技、扬杰科技、同飞股份、南微医学、伊之密、芯动联科、特锐德,"sz.300750,sz.300763,sz.300373,sz.300990,sh.688029,sz.300415,sh.688582,sz.300001",13,0.18428052073563797,-0.038475905864774,0.46153846153846156,震裕科技、伟测科技、先惠技术、锐科激光、聚和材料、海博思创、睿创微纳、新锐股份,0.025792485873606136,0.22901629559772801
all,value,1.0,1.8,0.0,0.35,0.0,0.8,,,,60.0,train,8,6,0.21007300660924413,0.2807235119336886,0.6666666666666666,-0.2140249424867425,0.5403323875152006,芯动联科、伊之密、同飞股份、特锐德、锦浪科技、宁德时代、南微医学、扬杰科技,"sh.688582,sz.300415,sz.300990,sz.300001,sz.300763,sz.300750,sh.688029,sz.300373",13,0.18428052073563794,-0.038475905864774,0.46153846153846156,先惠技术、新锐股份、亿联网络、传音控股、睿创微纳、英集芯、新宙邦、聚和材料,0.02579248587360619,0.22901629559772801
right_momentum,value,1.0,1.8,0.0,0.35,0.0,0.8,,,,60.0,train,8,6,0.21007300660924413,0.2807235119336886,0.6666666666666666,-0.2140249424867425,0.5403323875152006,芯动联科、伊之密、同飞股份、特锐德、锦浪科技、宁德时代、南微医学、扬杰科技,"sh.688582,sz.300415,sz.300990,sz.300001,sz.300763,sz.300750,sh.688029,sz.300373",13,0.18428052073563794,-0.038475905864774,0.46153846153846156,先惠技术、新锐股份、亿联网络、传音控股、睿创微纳、英集芯、新宙邦、聚和材料,0.02579248587360619,0.22901629559772801
right_momentum,momentum,,,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,9,8,0.3816621591477674,-0.17301929115333836,0.375,-0.3563814849380875,3.402231391399943,胜宏科技、冰川网络、南微医学、锦浪科技、伊之密、宁德时代、艾力斯、芯动联科,"sz.300476,sz.300533,sh.688029,sz.300763,sz.300415,sz.300750,sh.688578,sh.688582",20,0.27394823022362097,0.13018108630953523,0.7,欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立、光库科技、龙磁科技,0.10771392892414644,0.22881716914402842
right_momentum,hybrid,,,0.0,0.35,0.0,0.8,,,,60.0,train,11,9,0.03987308990255324,-0.1320136398199342,0.4444444444444444,-0.3563814849380875,0.5403323875152006,艾力斯、宁德时代、锦浪科技、冰川网络、扬杰科技、同飞股份、南微医学、伊之密,"sh.688578,sz.300750,sz.300763,sz.300533,sz.300373,sz.300990,sh.688029,sz.300415",20,0.18640562685841783,0.1352143083712966,0.7,芯碁微装、广钢气体、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立,0.0,0.22868794496472472
right_momentum,value,,,,,,,,,,60.0,train,19,17,0.33848346615165353,0.167459539825582,0.5882352941176471,-0.3563814849380875,3.402231391399943,蓝思科技、芯动联科、胜宏科技、伊之密、同飞股份、稳健医疗、上能电气、特锐德,"sz.300433,sh.688582,sz.300476,sz.300415,sz.300990,sz.300888,sz.300827,sz.300001",20,0.19362906125847182,0.0647001308622252,0.55,金山办公、先惠技术、中伟新材、佰维存储、新锐股份、亿联网络、传音控股、睿创微纳,0.14485440489318172,0.22865950380764616
all,value,1.0,1.8,-0.2,0.2,,,,,,,train,12,11,0.4776756195101852,0.3939874840417952,0.5454545454545454,-0.3933674226045848,3.402231391399943,蓝思科技、芯动联科、胜宏科技、伊之密、稳健医疗、上能电气、特锐德、锦浪科技,"sz.300433,sh.688582,sz.300476,sz.300415,sz.300888,sz.300827,sz.300001,sz.300763",12,0.20611201745606098,0.034262956093607605,0.5,金山办公、中伟新材、佰维存储、新锐股份、亿联网络、睿创微纳、新宙邦、聚和材料,0.2715636020541242,0.22861398197662847
all,momentum,1.0,1.8,-0.2,0.2,,,,,,,train,12,11,0.4776756195101852,0.3939874840417952,0.5454545454545454,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代、芯动联科、特锐德,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750,sh.688582,sz.300001",12,0.20611201745606098,0.034262956093607605,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创,0.2715636020541242,0.22861398197662847
all,hybrid,1.0,1.8,-0.2,0.2,,,,,,,train,12,11,0.4776756195101852,0.3939874840417952,0.5454545454545454,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、稳健医疗、伊之密、芯动联科、宏华数科,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300888,sz.300415,sh.688582,sh.688789",12,0.20611201745606098,0.034262956093607605,0.5,佰维存储、震裕科技、伟测科技、金山办公、聚和材料、中伟新材、海博思创、睿创微纳,0.2715636020541242,0.22861398197662847
right_momentum,value,1.0,1.8,-0.2,0.2,,,,,,,train,12,11,0.4776756195101852,0.3939874840417952,0.5454545454545454,-0.3933674226045848,3.402231391399943,蓝思科技、芯动联科、胜宏科技、伊之密、稳健医疗、上能电气、特锐德、锦浪科技,"sz.300433,sh.688582,sz.300476,sz.300415,sz.300888,sz.300827,sz.300001,sz.300763",12,0.20611201745606098,0.034262956093607605,0.5,金山办公、中伟新材、佰维存储、新锐股份、亿联网络、睿创微纳、新宙邦、聚和材料,0.2715636020541242,0.22861398197662847
right_momentum,momentum,1.0,1.8,-0.2,0.2,,,,,,,train,12,11,0.4776756195101852,0.3939874840417952,0.5454545454545454,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代、芯动联科、特锐德,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750,sh.688582,sz.300001",12,0.20611201745606098,0.034262956093607605,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创,0.2715636020541242,0.22861398197662847
right_momentum,hybrid,1.0,1.8,-0.2,0.2,,,,,,,train,12,11,0.4776756195101852,0.3939874840417952,0.5454545454545454,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、稳健医疗、伊之密、芯动联科、宏华数科,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300888,sz.300415,sh.688582,sh.688789",12,0.20611201745606098,0.034262956093607605,0.5,佰维存储、震裕科技、伟测科技、金山办公、聚和材料、中伟新材、海博思创、睿创微纳,0.2715636020541242,0.22861398197662847
all,value,,,0.0,0.35,,,,,70.0,,train,20,17,0.5598885329501803,0.1304798394726951,0.6470588235294118,-0.3933674226045848,4.188522004581535,长芯博创、长川科技、新强联、成都先导、时代电气、运达股份、微导纳米、新强联,"sz.300548,sz.300604,sz.300850,sh.688222,sh.688187,sz.300772,sh.688147,sz.300850",20,0.21432945770105666,0.12459587125867795,0.6,欧科亿、香农芯创、立中集团、时代电气、华锐精密、当升科技、金山办公、先惠技术,0.3455590752491236,0.2286082749965162
right_momentum,value,,,-0.2,0.2,,,,,,,train,15,14,0.31091797029139656,-0.17301929115333836,0.42857142857142855,-0.3933674226045848,3.402231391399943,蓝思科技、芯动联科、胜宏科技、伊之密、稳健医疗、上能电气、特锐德、锦浪科技,"sz.300433,sh.688582,sz.300476,sz.300415,sz.300888,sz.300827,sz.300001,sz.300763",20,0.25695375362885986,0.12459587125867795,0.65,金山办公、中伟新材、佰维存储、新锐股份、亿联网络、睿创微纳、新宙邦、聚和材料,0.0539642166625367,0.22739239826953203
value_pullback,hybrid,,,0.0,0.35,0.0,0.8,,,,60.0,train,20,18,0.31225175415590223,0.038461963615574246,0.5555555555555556,-0.3776825353147141,4.188522004581535,阳光电源、恒玄科技、长芯博创、新强联、时代电气、兴齐眼药、运达股份、九典制药,"sz.300274,sh.688608,sz.300548,sz.300850,sh.688187,sz.300573,sz.300772,sz.300705",8,0.15143619235150485,0.16674417327440771,0.625,香农芯创、华锐精密、万辰集团、当升科技、拓斯达、翔丰华、贝达药业、星源材质,0.16081556180439738,0.2256412264688607
value_pullback,momentum,,,0.0,0.35,0.0,0.8,,,,,train,20,19,0.17044554020670294,0.0472696673168642,0.631578947368421,-0.4109851606618088,0.9118628978410864,阳光电源、成都先导、微导纳米、新强联、运达股份、中科电气、兴齐眼药、寒锐钴业,"sz.300274,sh.688222,sh.688147,sz.300850,sz.300772,sz.300035,sz.300573,sz.300618",12,0.12801061812692907,0.11618608041776565,0.5833333333333334,华锐精密、香农芯创、翔丰华、星源材质、拓斯达、元力股份、万辰集团、当升科技,0.04243492207977387,0.22523334297127223
all,hybrid,,,-0.2,0.2,0.0,0.8,,,,60.0,train,20,18,0.19588835161889573,-0.0882095798579445,0.4444444444444444,-0.3776825353147141,3.402231391399943,锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、冰川网络、佐力药业,"sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300533,sz.300181",20,0.21349027307459228,0.11719283303109645,0.6,芯碁微装、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立、龙磁科技,0.0,0.22523281129963418
all,hybrid,,,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,18,16,0.2046778040841645,-0.0882095798579445,0.4375,-0.3776825353147141,3.402231391399943,锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、冰川网络、佐力药业,"sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300533,sz.300181",20,0.21349027307459228,0.11719283303109645,0.6,芯碁微装、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立、龙磁科技,0.0,0.22453836685518974
all,value,,,,,0.0,0.8,,,70.0,,train,20,18,0.710891806204428,0.21453182812845545,0.7777777777777778,-0.3776825353147141,5.046035995587445,长芯博创、仕佳光子、锦浪科技、新强联、中科电气、成都先导、伟测科技、时代电气,"sz.300548,sh.688313,sz.300763,sz.300850,sz.300035,sh.688222,sh.688372,sh.688187",20,0.1821694104159459,0.13018108630953523,0.65,香农芯创、华锐精密、当升科技、先惠技术、中伟新材、新锐股份、传音控股、睿创微纳,0.5287223957884821,0.22445375785173866
all,value,,,-0.2,0.2,,,0.8,,70.0,60.0,train,20,18,1.7154372795295365,0.44934234731067935,0.7777777777777778,-0.3776825353147141,11.135201247611098,华策影视、长川科技、锦浪科技、新强联、捷佳伟创、阳光电源、新易盛、中科电气,"sz.300133,sz.300604,sz.300763,sz.300850,sz.300724,sz.300274,sz.300502,sz.300035",13,0.2921661101168303,0.2968943775617403,0.7692307692307693,佰维存储、宇瞳光学、明阳电路、聚飞光电、华虹公司、铂科新材、华丰科技、芯碁微装,1.4232711694127063,0.2235548027784148
value_pullback,value,,,0.0,0.35,0.0,0.8,,,,60.0,train,20,18,0.36992401092948807,0.038461963615574246,0.6111111111111112,-0.3776825353147141,4.188522004581535,长芯博创、新强联、成都先导、时代电气、运达股份、微导纳米、中科电气、阳光电源,"sz.300548,sz.300850,sh.688222,sh.688187,sz.300772,sh.688147,sz.300035,sz.300274",8,0.15143619235150482,0.16674417327440771,0.625,香农芯创、拓斯达、华锐精密、当升科技、翔丰华、贝达药业、星源材质、万辰集团,0.21848781857798324,0.22254594350837836
all,value,,,,,0.0,0.8,,,,,train,20,18,0.7258917067128963,0.20377810346712538,0.8333333333333334,-0.1747787610619467,5.046035995587445,长芯博创、仕佳光子、锦浪科技、新强联、中科电气、碧水源、成都先导、伟测科技,"sz.300548,sh.688313,sz.300763,sz.300850,sz.300035,sz.300070,sh.688222,sh.688372",20,0.20290935671487004,0.1248227770960631,0.55,香农芯创、拓斯达、华锐精密、当升科技、先惠技术、中伟新材、新锐股份、亿联网络,0.5229823499980262,0.22017666547791853
right_momentum,momentum,,,-0.2,0.2,,,,,70.0,,train,12,11,0.2955400833173689,-0.2140249424867425,0.36363636363636365,-0.3933674226045848,3.402231391399943,胜宏科技、冰川网络、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代、艾力斯,"sz.300476,sz.300533,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750,sh.688578",20,0.24530962518962984,0.13018108630953523,0.7,佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立、光库科技,0.050230458127739075,0.22012896666521836
right_momentum,momentum,,,-0.2,0.2,,,,,70.0,60.0,train,10,9,0.43252838793573267,-0.1320136398199342,0.4444444444444444,-0.3563814849380875,3.402231391399943,胜宏科技、冰川网络、南微医学、锦浪科技、伊之密、宁德时代、艾力斯、芯动联科,"sz.300476,sz.300533,sh.688029,sz.300763,sz.300415,sz.300750,sh.688578,sh.688582",20,0.24530962518962984,0.13018108630953523,0.7,佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立、光库科技,0.18721876274610283,0.21996322445329314
all,value,1.0,1.8,-0.2,0.2,0.0,0.8,,,,60.0,train,7,6,0.7492016485383042,0.44934234731067935,0.6666666666666666,-0.2140249424867425,3.402231391399943,芯动联科、胜宏科技、伊之密、特锐德、锦浪科技、宁德时代、南微医学,"sh.688582,sz.300476,sz.300415,sz.300001,sz.300763,sz.300750,sh.688029",10,0.22872978192634957,0.034262956093607605,0.5,中伟新材、新锐股份、亿联网络、睿创微纳、新宙邦、聚和材料、震裕科技、海博思创,0.5204718666119545,0.2196184014690996
all,hybrid,1.0,1.8,-0.2,0.2,0.0,0.8,,,,60.0,train,7,6,0.7492016485383042,0.44934234731067935,0.6666666666666666,-0.2140249424867425,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、伊之密、芯动联科、特锐德,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300415,sh.688582,sz.300001",10,0.22872978192634957,0.034262956093607605,0.5,震裕科技、伟测科技、聚和材料、中伟新材、海博思创、睿创微纳、新锐股份、新宙邦,0.5204718666119545,0.2196184014690996
right_momentum,value,1.0,1.8,-0.2,0.2,0.0,0.8,,,,60.0,train,7,6,0.7492016485383042,0.44934234731067935,0.6666666666666666,-0.2140249424867425,3.402231391399943,芯动联科、胜宏科技、伊之密、特锐德、锦浪科技、宁德时代、南微医学,"sh.688582,sz.300476,sz.300415,sz.300001,sz.300763,sz.300750,sh.688029",10,0.22872978192634957,0.034262956093607605,0.5,中伟新材、新锐股份、亿联网络、睿创微纳、新宙邦、聚和材料、震裕科技、海博思创,0.5204718666119545,0.2196184014690996
right_momentum,hybrid,1.0,1.8,-0.2,0.2,0.0,0.8,,,,60.0,train,7,6,0.7492016485383042,0.44934234731067935,0.6666666666666666,-0.2140249424867425,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、伊之密、芯动联科、特锐德,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300415,sh.688582,sz.300001",10,0.22872978192634957,0.034262956093607605,0.5,震裕科技、伟测科技、聚和材料、中伟新材、海博思创、睿创微纳、新锐股份、新宙邦,0.5204718666119545,0.2196184014690996
all,momentum,1.0,1.8,-0.2,0.2,0.0,0.8,,,,60.0,train,7,6,0.7492016485383042,0.44934234731067935,0.6666666666666666,-0.2140249424867425,3.402231391399943,胜宏科技、南微医学、锦浪科技、伊之密、宁德时代、芯动联科、特锐德,"sz.300476,sh.688029,sz.300763,sz.300415,sz.300750,sh.688582,sz.300001",10,0.22872978192634955,0.034262956093607605,0.5,新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创、麦捷科技,0.5204718666119547,0.2196184014690996
right_momentum,momentum,1.0,1.8,-0.2,0.2,0.0,0.8,,,,60.0,train,7,6,0.7492016485383042,0.44934234731067935,0.6666666666666666,-0.2140249424867425,3.402231391399943,胜宏科技、南微医学、锦浪科技、伊之密、宁德时代、芯动联科、特锐德,"sz.300476,sh.688029,sz.300763,sz.300415,sz.300750,sh.688582,sz.300001",10,0.22872978192634955,0.034262956093607605,0.5,新锐股份、伟测科技、震裕科技、新宙邦、聚和材料、睿创微纳、海博思创、麦捷科技,0.5204718666119547,0.2196184014690996
all,hybrid,,,,,0.0,0.8,,,,,train,20,17,0.8116443835057244,0.2006791555082543,0.5882352941176471,-0.3776825353147141,5.046035995587445,阳光电源、锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、博俊科技,"sz.300274,sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300926",20,0.20397039469672268,0.15099914513530174,0.75,香农芯创、鼎通科技、瑞可达、芯碁微装、圣邦股份、江丰电子、广钢气体、华丰科技,0.6076739888090017,0.21941372884433097
all,hybrid,,,,,0.0,0.8,,,70.0,,train,20,17,0.8116443835057244,0.2006791555082543,0.5882352941176471,-0.3776825353147141,5.046035995587445,阳光电源、锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、博俊科技,"sz.300274,sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300926",20,0.20397039469672268,0.15099914513530174,0.75,香农芯创、鼎通科技、瑞可达、芯碁微装、圣邦股份、江丰电子、广钢气体、华丰科技,0.6076739888090017,0.21941372884433097
value_pullback,momentum,,,,,0.0,0.8,,,,60.0,train,20,19,0.4843973251105989,0.2541603630862328,0.7368421052631579,-0.2891869237217099,5.046035995587445,仕佳光子、阳光电源、成都先导、英科医疗、微导纳米、运达股份、中科电气、铁建重工,"sh.688313,sz.300274,sh.688222,sz.300677,sh.688147,sz.300772,sz.300035,sh.688425",9,0.12745821165616486,0.1277785273273506,0.5555555555555556,华锐精密、香农芯创、翔丰华、星源材质、拓斯达、三生国健、万辰集团、当升科技,0.3569391134544341,0.21815573721591427
all,value,,,0.0,0.35,0.0,0.8,,,70.0,60.0,train,20,16,0.3223739417046068,-0.0211084626892655,0.5,-0.3776825353147141,4.188522004581535,长芯博创、新强联、成都先导、时代电气、运达股份、微导纳米、中科电气、阳光电源,"sz.300548,sz.300850,sh.688222,sh.688187,sz.300772,sh.688147,sz.300035,sz.300274",20,0.18152827459291568,0.12459587125867795,0.65,香农芯创、华锐精密、当升科技、先惠技术、新锐股份、传音控股、睿创微纳、新宙邦,0.14084566711169114,0.2178907444520465
all,value,,,0.0,0.35,,,,,70.0,60.0,train,20,16,0.5874207799044713,0.038461963615574246,0.5625,-0.3776825353147141,4.188522004581535,长芯博创、长川科技、新强联、成都先导、时代电气、运达股份、微导纳米、中科电气,"sz.300548,sz.300604,sz.300850,sh.688222,sh.688187,sz.300772,sh.688147,sz.300035",20,0.2255010751864293,0.13018108630953523,0.65,欧科亿、香农芯创、时代电气、华锐精密、当升科技、金山办公、先惠技术、佰维存储,0.36191970471804197,0.21670198672726393
all,hybrid,,,,,0.0,0.8,,,,60.0,train,20,17,0.8002051562577032,0.167459539825582,0.5882352941176471,-0.3776825353147141,5.046035995587445,阳光电源、锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、冰川网络,"sz.300274,sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300533",20,0.20397039469672268,0.15099914513530174,0.75,香农芯创、鼎通科技、瑞可达、芯碁微装、圣邦股份、江丰电子、广钢气体、华丰科技,0.5962347615609804,0.21614667057913328
all,hybrid,,,,,0.0,0.8,,,70.0,60.0,train,20,17,0.8002051562577032,0.167459539825582,0.5882352941176471,-0.3776825353147141,5.046035995587445,阳光电源、锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、冰川网络,"sz.300274,sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300533",20,0.20397039469672268,0.15099914513530174,0.75,香农芯创、鼎通科技、瑞可达、芯碁微装、圣邦股份、江丰电子、广钢气体、华丰科技,0.5962347615609804,0.21614667057913328
right_momentum,value,,,,,,,,,70.0,,train,18,16,0.23309042345373882,-0.14481789333557893,0.4375,-0.3933674226045848,3.402231391399943,蓝思科技、芯动联科、胜宏科技、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技,"sz.300433,sh.688582,sz.300476,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093",20,0.1975611617799296,0.13018108630953523,0.65,金山办公、先惠技术、中伟新材、佰维存储、新锐股份、传音控股、睿创微纳、新宙邦,0.03552926167380921,0.21588960494895096
right_momentum,hybrid,,,0.0,0.35,0.0,0.8,,,70.0,60.0,train,10,8,-0.022684322299027684,-0.17301929115333836,0.375,-0.3563814849380875,0.5046972105795635,艾力斯、宁德时代、锦浪科技、冰川网络、扬杰科技、同飞股份、南微医学、伊之密,"sh.688578,sz.300750,sz.300763,sz.300533,sz.300373,sz.300990,sh.688029,sz.300415",20,0.18640562685841783,0.1352143083712966,0.7,芯碁微装、广钢气体、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立,0.0,0.21559265282026965
right_momentum,value,,,,,0.0,0.8,,,,,train,19,17,0.2075282242349802,-0.1320136398199342,0.47058823529411764,-0.3933674226045848,3.402231391399943,芯动联科、胜宏科技、伊之密、同飞股份、特锐德、锦浪科技、稳健医疗、世华科技,"sh.688582,sz.300476,sz.300415,sz.300990,sz.300001,sz.300763,sz.300888,sh.688093",20,0.19408046689812614,0.12459587125867795,0.6,先惠技术、中伟新材、新锐股份、亿联网络、传音控股、睿创微纳、英集芯、新宙邦,0.013447757336854077,0.21431674518490715
all,hybrid,,,-0.2,0.2,0.0,0.8,,,,,train,20,17,0.2701378371298436,-0.1320136398199342,0.47058823529411764,-0.3933674226045848,3.402231391399943,锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、博俊科技、冰川网络,"sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300926,sz.300533",20,0.21349027307459228,0.11719283303109645,0.6,芯碁微装、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立、龙磁科技,0.05664756405525134,0.21277944678201532
all,hybrid,,,-0.2,0.2,0.0,0.8,,,70.0,,train,20,17,0.2701378371298436,-0.1320136398199342,0.47058823529411764,-0.3933674226045848,3.402231391399943,锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、博俊科技、冰川网络,"sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300926,sz.300533",20,0.21349027307459228,0.11719283303109645,0.6,芯碁微装、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立、龙磁科技,0.05664756405525134,0.21277944678201532
all,momentum,1.0,1.8,-0.2,0.2,0.2,1.5,,,,,train,6,5,0.7551070047193565,0.3939874840417952,0.6,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",6,0.20291650580813794,0.12189731244953085,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料,0.5521904989112186,0.21276465291481747
all,momentum,1.0,1.8,-0.2,0.2,0.2,1.5,,,70.0,,train,6,5,0.7551070047193565,0.3939874840417952,0.6,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",6,0.20291650580813794,0.12189731244953085,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料,0.5521904989112186,0.21276465291481747
all,hybrid,1.0,1.8,-0.2,0.2,0.2,1.5,,,,,train,6,5,0.7551070047193565,0.3939874840417952,0.6,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、稳健医疗、伊之密,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300888,sz.300415",6,0.20291650580813794,0.12189731244953085,0.5,佰维存储、震裕科技、伟测科技、聚和材料、新锐股份、新宙邦,0.5521904989112186,0.21276465291481747
all,hybrid,1.0,1.8,-0.2,0.2,0.2,1.5,,,70.0,,train,6,5,0.7551070047193565,0.3939874840417952,0.6,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、南微医学、稳健医疗、伊之密,"sz.300750,sz.300476,sz.300763,sh.688029,sz.300888,sz.300415",6,0.20291650580813794,0.12189731244953085,0.5,佰维存储、震裕科技、伟测科技、聚和材料、新锐股份、新宙邦,0.5521904989112186,0.21276465291481747
right_momentum,momentum,1.0,1.8,-0.2,0.2,0.2,1.5,,,,,train,6,5,0.7551070047193565,0.3939874840417952,0.6,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",6,0.20291650580813794,0.12189731244953085,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料,0.5521904989112186,0.21276465291481747
right_momentum,momentum,1.0,1.8,-0.2,0.2,0.2,1.5,,,70.0,,train,6,5,0.7551070047193565,0.3939874840417952,0.6,-0.3933674226045848,3.402231391399943,胜宏科技、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代,"sz.300476,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750",6,0.20291650580813794,0.12189731244953085,0.5,佰维存储、新锐股份、伟测科技、震裕科技、新宙邦、聚和材料,0.5521904989112186,0.21276465291481747
