bucket_set,sort,ptv_min,ptv_max,ret20_min,ret20_max,ret60_min,ret60_max,vol_min,vol_max,score_min,liq_min,sample,count,train_ret_count,train_mean_return,train_median_return,train_win_rate,min_return,max_return,train_names,codes,validate_ret_count,validate_mean_return,validate_median_return,validate_win_rate,validate_names,overfit_gap,joint_score
all,hybrid,,,0.0,0.35,0.2,1.5,,,,60.0,train,20,17,0.15044549051618994,0.0472696673168642,0.5882352941176471,-0.3563814849380875,0.9118628978410864,阳光电源、艾力斯、宁德时代、锦浪科技、冰川网络、扬杰科技、同飞股份、兴齐眼药,"sz.300274,sh.688578,sz.300750,sz.300763,sz.300533,sz.300373,sz.300990,sz.300573",20,0.280320710820729,0.22959638232925716,0.7,香农芯创、莱特光电、佰维存储、南亚新材、芯碁微装、广钢气体、华丰科技、光库科技,0.0,0.32642532387886375
right_momentum,value,,,0.0,0.35,0.0,0.8,0.8,,,60.0,train,11,9,0.03987308990255324,-0.1320136398199342,0.4444444444444444,-0.3563814849380875,0.5403323875152006,芯动联科、伊之密、同飞股份、特锐德、锦浪科技、宁德时代、南微医学、扬杰科技,"sh.688582,sz.300415,sz.300990,sz.300001,sz.300763,sz.300750,sh.688029,sz.300373",20,0.32867054044661626,0.2054237829209283,0.9,锐科激光、麦捷科技、宇瞳光学、路维光电、明阳电路、聚飞光电、上海新阳、电连技术,0.0,0.3260330333580021
right_momentum,momentum,,,0.0,0.35,0.2,1.5,0.8,,,60.0,train,8,6,0.058226652771220556,0.01772295000282391,0.5,-0.3563814849380875,0.5046972105795635,同飞股份、冰川网络、扬杰科技、南微医学、锦浪科技、伊之密、宁德时代、艾力斯,"sz.300990,sz.300533,sz.300373,sh.688029,sz.300763,sz.300415,sz.300750,sh.688578",20,0.27961624640363536,0.1917735870231749,0.85,莱特光电、佰维存储、南亚新材、欧陆通、芯碁微装、广钢气体、华丰科技、中富电路,0.0,0.3259675254974897
right_momentum,momentum,,,0.0,0.35,0.2,1.5,0.8,,70.0,60.0,train,8,6,0.058226652771220556,0.01772295000282391,0.5,-0.3563814849380875,0.5046972105795635,同飞股份、冰川网络、扬杰科技、南微医学、锦浪科技、伊之密、宁德时代、艾力斯,"sz.300990,sz.300533,sz.300373,sh.688029,sz.300763,sz.300415,sz.300750,sh.688578",20,0.27961624640363536,0.1917735870231749,0.85,莱特光电、佰维存储、南亚新材、欧陆通、芯碁微装、广钢气体、华丰科技、中富电路,0.0,0.3259675254974897
right_momentum,value,,,0.0,0.35,,,0.8,,,,train,15,13,-0.05703238703135863,-0.2140249424867425,0.3076923076923077,-0.3933674226045848,0.5403323875152006,芯动联科、伊之密、同飞股份、稳健医疗、特锐德、锦浪科技、稳健医疗、世华科技,"sh.688582,sz.300415,sz.300990,sz.300888,sz.300001,sz.300763,sz.300888,sh.688093",20,0.3637009054591314,0.2557064920105434,0.9,佰维存储、锐科激光、麦捷科技、南亚新材、宇瞳光学、路维光电、明阳电路、聚飞光电,0.0,0.3248874293095512
all,momentum,,,-0.2,0.2,,,,,70.0,,train,20,18,0.2031800400078354,-0.0490741807190402,0.5,-0.3933674226045848,3.402231391399943,胜宏科技、冰川网络、成都先导、新强联、南微医学、稳健医疗、锦浪科技、三生国健,"sz.300476,sz.300533,sh.688222,sz.300850,sh.688029,sz.300888,sz.300763,sh.688336",20,0.2937689069325783,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.0,0.32471175496084165
all,value,,,,,0.0,0.8,0.8,,,60.0,train,20,17,0.9571032485230084,0.4119371018372113,0.7647058823529411,-0.3776825353147141,5.046035995587445,长芯博创、仕佳光子、锦浪科技、新强联、中科电气、成都先导、伟测科技、时代电气,"sz.300548,sh.688313,sz.300763,sz.300850,sz.300035,sh.688222,sh.688372,sh.688187",20,0.3022102117846849,0.17445538212308825,0.9,锐科激光、麦捷科技、凌云光、宇瞳光学、普冉股份、路维光电、明阳电路、聚飞光电,0.6548930367383236,0.32441461765553903
all,momentum,,,,,0.0,0.8,,,,60.0,train,20,18,0.5780211430564066,0.10525909433743835,0.5555555555555556,-0.3563814849380875,5.046035995587445,胜宏科技、仕佳光子、同飞股份、冰川网络、万辰集团、阳光电源、成都先导、英科医疗,"sz.300476,sh.688313,sz.300990,sz.300533,sz.300972,sz.300274,sh.688222,sz.300677",20,0.30423203616013955,0.2069586770786199,0.9,鼎通科技、胜蓝股份、菲沃泰、长川科技、鼎龙股份、欧陆通、瑞可达、三环集团,0.27378910689626706,0.3234969355974351
all,momentum,,,,,0.2,1.5,,,70.0,60.0,train,20,17,0.658795395577986,0.167459539825582,0.5882352941176471,-0.3563814849380875,5.046035995587445,仕佳光子、捷佳伟创、胜宏科技、仕佳光子、同飞股份、冰川网络、万辰集团、阳光电源,"sh.688313,sz.300724,sz.300476,sh.688313,sz.300990,sz.300533,sz.300972,sz.300274",20,0.31832441952369184,0.2039029793278992,0.85,莱特光电、朗科科技、欧科亿、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储,0.3404709760542942,0.3227611056427248
right_momentum,value,,,-0.2,0.2,0.0,0.8,0.8,,,,train,12,11,0.26834682597880044,-0.2140249424867425,0.36363636363636365,-0.3933674226045848,3.402231391399943,芯动联科、胜宏科技、伊之密、特锐德、锦浪科技、稳健医疗、宁德时代、南微医学,"sh.688582,sz.300476,sz.300415,sz.300001,sz.300763,sz.300888,sz.300750,sh.688029",13,0.3680113675995071,0.2968943775617403,0.7692307692307693,麦捷科技、宇瞳光学、明阳电路、聚飞光电、华虹公司、铂科新材、华丰科技、芯碁微装,0.0,0.32267208342550296
right_momentum,momentum,,,-0.2,0.2,0.0,0.8,0.8,,,,train,12,11,0.2683468259788004,-0.2140249424867425,0.36363636363636365,-0.3933674226045848,3.402231391399943,胜宏科技、冰川网络、南微医学、稳健医疗、锦浪科技、伊之密、宁德时代、艾力斯,"sz.300476,sz.300533,sh.688029,sz.300888,sz.300763,sz.300415,sz.300750,sh.688578",13,0.3680113675995071,0.2968943775617403,0.7692307692307693,欧陆通、芯碁微装、华丰科技、德科立、光库科技、龙磁科技、明阳电路、聚飞光电,0.0,0.32267208342550296
right_momentum,hybrid,,,-0.2,0.2,0.0,0.8,0.8,,,,train,12,11,0.2683468259788004,-0.2140249424867425,0.36363636363636365,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、南微医学、稳健医疗、伊之密,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sh.688029,sz.300888,sz.300415",13,0.3680113675995071,0.2968943775617403,0.7692307692307693,芯碁微装、华丰科技、光库科技、欧陆通、德科立、龙磁科技、聚飞光电、铂科新材,0.0,0.32267208342550296
all,momentum,,,-0.2,0.2,,,0.8,,70.0,60.0,train,20,18,0.415303830074903,-0.005270120757050502,0.5,-0.3776825353147141,3.884367926259744,胜宏科技、冰川网络、成都先导、南微医学、锦浪科技、伊之密、宁德时代、艾力斯,"sz.300476,sz.300533,sh.688222,sh.688029,sz.300763,sz.300415,sz.300750,sh.688578",13,0.2921661101168303,0.2968943775617403,0.7692307692307693,佰维存储、欧陆通、芯碁微装、华丰科技、德科立、光库科技、龙磁科技、明阳电路,0.12313771995807271,0.3226051722086726
all,momentum,,,0.0,0.35,0.0,0.8,,,70.0,60.0,train,20,16,0.038005337582282056,-0.09948970001103345,0.4375,-0.3776825353147141,0.9118628978410864,同飞股份、冰川网络、阳光电源、成都先导、微导纳米、运达股份、中科电气、扬杰科技,"sz.300990,sz.300533,sz.300274,sh.688222,sh.688147,sz.300772,sz.300035,sz.300373",20,0.30991114671729036,0.2590715822556581,0.8,欧陆通、芯碁微装、广钢气体、新锐股份、商络电子、华丰科技、中富电路、德科立,0.0,0.3220633419133111
all,value,,,0.0,0.35,,,0.8,,70.0,,train,20,17,0.5598885329501803,0.1304798394726951,0.6470588235294118,-0.3933674226045848,4.188522004581535,长芯博创、长川科技、新强联、成都先导、时代电气、运达股份、微导纳米、新强联,"sz.300548,sz.300604,sz.300850,sh.688222,sh.688187,sz.300772,sh.688147,sz.300850",20,0.29264249479574944,0.1917735870231749,0.85,佰维存储、锐科激光、南亚新材、宇瞳光学、路维光电、明阳电路、聚飞光电、上海新阳,0.2672460381544308,0.3220592224849868
right_momentum,hybrid,,,,,0.0,0.8,0.8,,,60.0,train,16,14,0.31094160187609726,0.1325592036423396,0.5714285714285714,-0.3563814849380875,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、同飞股份,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sz.300990",20,0.24091272431724406,0.17445538212308825,0.85,鼎通科技、瑞可达、芯碁微装、圣邦股份、江丰电子、广钢气体、华丰科技、凌云光,0.0700288775588532,0.32195570509718757
all,value,,,,,,,0.8,,,60.0,train,20,18,1.7103232423019266,0.8882698160748612,0.9444444444444444,-0.1820199778024418,8.006598302796267,华策影视、长芯博创、长川科技、仕佳光子、锦浪科技、新强联、捷佳伟创、阳光电源,"sz.300133,sz.300548,sz.300604,sh.688313,sz.300763,sz.300850,sz.300724,sz.300274",20,0.3303108666840303,0.2016367237384425,0.9,佰维存储、锐科激光、麦捷科技、南亚新材、凌云光、宇瞳光学、普冉股份、路维光电,1.3800123756178961,0.32170104478701045
all,momentum,,,0.0,0.35,0.2,1.5,0.8,,70.0,60.0,train,15,12,0.12727527184264806,-0.016511777455545048,0.5,-0.3563814849380875,0.9118628978410864,同飞股份、冰川网络、阳光电源、成都先导、微导纳米、运达股份、中科电气、扬杰科技,"sz.300990,sz.300533,sz.300274,sh.688222,sh.688147,sz.300772,sz.300035,sz.300373",20,0.27961624640363536,0.1917735870231749,0.85,莱特光电、佰维存储、南亚新材、欧陆通、芯碁微装、广钢气体、华丰科技、中富电路,0.0,0.3208323163787344
all,momentum,,,0.0,0.35,0.2,1.5,0.8,,70.0,,train,19,16,0.09055446433925919,-0.016511777455545048,0.5,-0.3933674226045848,0.9118628978410864,同飞股份、冰川网络、阳光电源、成都先导、微导纳米、新强联、世华科技、运达股份,"sz.300990,sz.300533,sz.300274,sh.688222,sh.688147,sz.300850,sh.688093,sz.300772",20,0.27961624640363536,0.1917735870231749,0.85,莱特光电、佰维存储、南亚新材、欧陆通、芯碁微装、广钢气体、华丰科技、中富电路,0.0,0.3208323163787344
right_momentum,momentum,,,,,0.0,0.8,,,,,train,19,17,0.20752822423498019,-0.1320136398199342,0.47058823529411764,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、冰川网络、万辰集团、世华科技、蓝思科技、乐鑫科技、扬杰科技,"sz.300476,sz.300990,sz.300533,sz.300972,sh.688093,sz.300433,sh.688018,sz.300373",20,0.30423203616013955,0.2069586770786199,0.9,鼎通科技、胜蓝股份、菲沃泰、长川科技、鼎龙股份、欧陆通、瑞可达、三环集团,0.0,0.3204776594821255
right_momentum,hybrid,,,,,,,,,70.0,,train,18,16,0.23309042345373876,-0.14481789333557893,0.4375,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.31984929433138026
right_momentum,hybrid,,,,,,,0.8,,70.0,,train,18,16,0.23309042345373876,-0.14481789333557893,0.4375,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.31984929433138026
all,momentum,,,,,0.2,1.5,,,70.0,,train,20,18,0.5967872264703513,0.10525909433743835,0.5555555555555556,-0.3563814849380875,5.046035995587445,仕佳光子、捷佳伟创、胜宏科技、仕佳光子、同飞股份、冰川网络、万辰集团、阳光电源,"sh.688313,sz.300724,sz.300476,sh.688313,sz.300990,sz.300533,sz.300972,sz.300274",20,0.31832441952369184,0.2039029793278992,0.85,莱特光电、朗科科技、欧科亿、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储,0.2784628069466595,0.31946429032943935
all,value,,,0.0,0.35,0.0,0.8,0.8,,70.0,,train,20,17,0.3236307937690227,0.0430586488492947,0.5882352941176471,-0.3933674226045848,4.188522004581535,长芯博创、新强联、成都先导、时代电气、运达股份、微导纳米、新强联、中国电研,"sz.300548,sz.300850,sh.688222,sh.688187,sz.300772,sh.688147,sz.300850,sh.688128",20,0.26214418106528553,0.1759485829945274,0.85,锐科激光、宇瞳光学、路维光电、明阳电路、聚飞光电、上海新阳、电连技术、华虹公司,0.061486612703737176,0.31929694395508007
all,momentum,,,0.0,0.35,0.0,0.8,0.8,,,60.0,train,20,17,0.1504454905161899,0.0472696673168642,0.5882352941176471,-0.3563814849380875,0.9118628978410864,同飞股份、冰川网络、阳光电源、成都先导、微导纳米、运达股份、中科电气、扬杰科技,"sz.300990,sz.300533,sz.300274,sh.688222,sh.688147,sz.300772,sz.300035,sz.300373",20,0.23349350793055038,0.1759485829945274,0.85,欧陆通、芯碁微装、广钢气体、华丰科技、中富电路、德科立、光库科技、龙磁科技,0.0,0.3191238530336188
all,value,,,0.0,0.35,0.2,1.5,,,,,train,20,17,0.11294952413226614,0.0364535063330244,0.5294117647058824,-0.3933674226045848,0.9118628978410864,成都先导、运达股份、微导纳米、新强联、中科电气、阳光电源、伊之密、同飞股份,"sh.688222,sz.300772,sh.688147,sz.300850,sz.300035,sz.300274,sz.300415,sz.300990",20,0.2735750067280799,0.1793199733628394,0.8,欧科亿、香农芯创、华锐精密、佰维存储、新锐股份、新宙邦、聚和材料、震裕科技,0.0,0.3189904481160797
all,momentum,,,,,0.2,1.5,,,,60.0,train,20,18,0.6047930836095722,0.10525909433743835,0.5555555555555556,-0.3563814849380875,5.046035995587445,仕佳光子、捷佳伟创、胜宏科技、仕佳光子、同飞股份、冰川网络、万辰集团、阳光电源,"sh.688313,sz.300724,sz.300476,sh.688313,sz.300990,sz.300533,sz.300972,sz.300274",20,0.31832441952369184,0.2039029793278992,0.85,莱特光电、朗科科技、欧科亿、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储,0.28646866408588034,0.3182634117585562
all,value,,,-0.2,0.2,0.2,1.5,0.8,,70.0,,train,12,11,0.4535562685966681,0.2307336015602865,0.6363636363636364,-0.3933674226045848,3.402231391399943,成都先导、新强联、胜宏科技、伊之密、锦浪科技、稳健医疗、宁德时代、南微医学,"sh.688222,sz.300850,sz.300476,sz.300415,sz.300763,sz.300888,sz.300750,sh.688029",12,0.24402096593852915,0.2121095466071603,0.75,佰维存储、宇瞳光学、明阳电路、聚飞光电、铂科新材、华丰科技、芯碁微装、光库科技,0.20953530265813894,0.31775083320196107
all,hybrid,,,-0.2,0.2,0.2,1.5,0.8,,70.0,,train,12,11,0.4535562685966681,0.2307336015602865,0.6363636363636364,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、南微医学、三生国健、稳健医疗,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sh.688029,sh.688336,sz.300888",12,0.24402096593852915,0.2121095466071603,0.75,佰维存储、芯碁微装、华丰科技、光库科技、欧陆通、德科立、龙磁科技、聚飞光电,0.20953530265813894,0.31775083320196107
all,momentum,,,-0.2,0.2,0.2,1.5,0.8,,70.0,,train,12,11,0.453556268596668,0.2307336015602865,0.6363636363636364,-0.3933674226045848,3.402231391399943,胜宏科技、冰川网络、成都先导、新强联、南微医学、稳健医疗、锦浪科技、三生国健,"sz.300476,sz.300533,sh.688222,sz.300850,sh.688029,sz.300888,sz.300763,sh.688336",12,0.24402096593852915,0.2121095466071603,0.75,佰维存储、欧陆通、芯碁微装、华丰科技、德科立、光库科技、龙磁科技、明阳电路,0.20953530265813883,0.31775083320196107
all,value,1.0,1.8,,,0.2,1.5,,,,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sz.300476,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、新锐股份、新宙邦、长川科技、达瑞电子、聚和材料、震裕科技、锐科激光,0.2418265998544168,0.3167435355990673
all,value,1.0,1.8,,,0.2,1.5,,,70.0,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sz.300476,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、新锐股份、新宙邦、长川科技、达瑞电子、聚和材料、震裕科技、锐科激光,0.2418265998544168,0.3167435355990673
all,momentum,1.0,1.8,,,0.2,1.5,,,,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、世华科技、蓝思科技、扬杰科技、南微医学、稳健医疗、锦浪科技,"sz.300476,sz.300990,sh.688093,sz.300433,sz.300373,sh.688029,sz.300888,sz.300763",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、长川科技、新锐股份、达瑞电子、伟测科技、震裕科技、锐科激光、新宙邦,0.2418265998544168,0.3167435355990673
all,momentum,1.0,1.8,,,0.2,1.5,,,70.0,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、世华科技、蓝思科技、扬杰科技、南微医学、稳健医疗、锦浪科技,"sz.300476,sz.300990,sh.688093,sz.300433,sz.300373,sh.688029,sz.300888,sz.300763",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、长川科技、新锐股份、达瑞电子、伟测科技、震裕科技、锐科激光、新宙邦,0.2418265998544168,0.3167435355990673
right_momentum,value,1.0,1.8,,,0.2,1.5,,,,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sz.300476,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、新锐股份、新宙邦、长川科技、达瑞电子、聚和材料、震裕科技、锐科激光,0.2418265998544168,0.3167435355990673
right_momentum,value,1.0,1.8,,,0.2,1.5,,,70.0,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、伊之密、同飞股份、锦浪科技、稳健医疗、世华科技、宁德时代、南微医学,"sz.300476,sz.300415,sz.300990,sz.300763,sz.300888,sh.688093,sz.300750,sh.688029",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、新锐股份、新宙邦、长川科技、达瑞电子、聚和材料、震裕科技、锐科激光,0.2418265998544168,0.3167435355990673
right_momentum,momentum,1.0,1.8,,,0.2,1.5,,,,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、世华科技、蓝思科技、扬杰科技、南微医学、稳健医疗、锦浪科技,"sz.300476,sz.300990,sh.688093,sz.300433,sz.300373,sh.688029,sz.300888,sz.300763",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、长川科技、新锐股份、达瑞电子、伟测科技、震裕科技、锐科激光、新宙邦,0.2418265998544168,0.3167435355990673
right_momentum,momentum,1.0,1.8,,,0.2,1.5,,,70.0,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、世华科技、蓝思科技、扬杰科技、南微医学、稳健医疗、锦浪科技,"sz.300476,sz.300990,sh.688093,sz.300433,sz.300373,sh.688029,sz.300888,sz.300763",9,0.2532091100943903,0.2971357395766221,0.6666666666666666,佰维存储、长川科技、新锐股份、达瑞电子、伟测科技、震裕科技、锐科激光、新宙邦,0.2418265998544168,0.3167435355990673
all,hybrid,1.0,1.8,,,0.2,1.5,,,,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、扬杰科技、蓝思科技、世华科技、同飞股份、南微医学,"sz.300750,sz.300476,sz.300763,sz.300373,sz.300433,sh.688093,sz.300990,sh.688029",9,0.25320911009439023,0.2971357395766221,0.6666666666666666,佰维存储、震裕科技、伟测科技、锐科激光、聚和材料、长川科技、新锐股份、新宙邦,0.24182659985441685,0.3167435355990673
all,hybrid,1.0,1.8,,,0.2,1.5,,,70.0,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、扬杰科技、蓝思科技、世华科技、同飞股份、南微医学,"sz.300750,sz.300476,sz.300763,sz.300373,sz.300433,sh.688093,sz.300990,sh.688029",9,0.25320911009439023,0.2971357395766221,0.6666666666666666,佰维存储、震裕科技、伟测科技、锐科激光、聚和材料、长川科技、新锐股份、新宙邦,0.24182659985441685,0.3167435355990673
right_momentum,hybrid,1.0,1.8,,,0.2,1.5,,,,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、扬杰科技、蓝思科技、世华科技、同飞股份、南微医学,"sz.300750,sz.300476,sz.300763,sz.300373,sz.300433,sh.688093,sz.300990,sh.688029",9,0.25320911009439023,0.2971357395766221,0.6666666666666666,佰维存储、震裕科技、伟测科技、锐科激光、聚和材料、长川科技、新锐股份、新宙邦,0.24182659985441685,0.3167435355990673
right_momentum,hybrid,1.0,1.8,,,0.2,1.5,,,70.0,,train,10,8,0.4950357099488071,0.18406934766691815,0.625,-0.3933674226045848,3.402231391399943,宁德时代、胜宏科技、锦浪科技、扬杰科技、蓝思科技、世华科技、同飞股份、南微医学,"sz.300750,sz.300476,sz.300763,sz.300373,sz.300433,sh.688093,sz.300990,sh.688029",9,0.25320911009439023,0.2971357395766221,0.6666666666666666,佰维存储、震裕科技、伟测科技、锐科激光、聚和材料、长川科技、新锐股份、新宙邦,0.24182659985441685,0.3167435355990673
all,momentum,,,,,0.2,1.5,0.8,,,,train,20,18,0.6188842400331146,0.18406934766691815,0.6111111111111112,-0.3563814849380875,5.046035995587445,仕佳光子、捷佳伟创、胜宏科技、仕佳光子、同飞股份、冰川网络、万辰集团、阳光电源,"sh.688313,sz.300724,sz.300476,sh.688313,sz.300990,sz.300533,sz.300972,sz.300274",20,0.301620347336475,0.19858102598772182,0.8,莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储、南亚新材,0.31726389269663957,0.3163443074213496
all,momentum,,,-0.2,0.2,0.2,1.5,0.8,,,,train,20,20,0.26236115402663346,0.045164158083079456,0.6,-0.4109851606618088,3.402231391399943,胜宏科技、冰川网络、成都先导、英科医疗、新强联、铁建重工、南微医学、金博股份,"sz.300476,sz.300533,sh.688222,sz.300677,sz.300850,sh.688425,sh.688029,sh.688598",12,0.24402096593852915,0.2121095466071603,0.75,佰维存储、欧陆通、芯碁微装、华丰科技、德科立、光库科技、龙磁科技、明阳电路,0.01834018808810431,0.3149583202295215
right_momentum,hybrid,,,0.0,0.35,0.2,1.5,0.8,,,60.0,train,8,6,0.058226652771220556,0.01772295000282391,0.5,-0.3563814849380875,0.5046972105795635,艾力斯、宁德时代、锦浪科技、冰川网络、扬杰科技、同飞股份、南微医学、伊之密,"sh.688578,sz.300750,sz.300763,sz.300533,sz.300373,sz.300990,sh.688029,sz.300415",20,0.26634780430019533,0.1917735870231749,0.8,莱特光电、佰维存储、南亚新材、芯碁微装、广钢气体、华丰科技、光库科技、欧陆通,0.0,0.31382357076128564
right_momentum,hybrid,,,0.0,0.35,0.2,1.5,0.8,,70.0,60.0,train,8,6,0.058226652771220556,0.01772295000282391,0.5,-0.3563814849380875,0.5046972105795635,艾力斯、宁德时代、锦浪科技、冰川网络、扬杰科技、同飞股份、南微医学、伊之密,"sh.688578,sz.300750,sz.300763,sz.300533,sz.300373,sz.300990,sh.688029,sz.300415",20,0.26634780430019533,0.1917735870231749,0.8,莱特光电、佰维存储、南亚新材、芯碁微装、广钢气体、华丰科技、光库科技、欧陆通,0.0,0.31382357076128564
all,value,,,0.0,0.35,0.2,1.5,0.8,,,60.0,train,20,17,0.15044549051618994,0.0472696673168642,0.5882352941176471,-0.3563814849380875,0.9118628978410864,成都先导、运达股份、微导纳米、中科电气、阳光电源、伊之密、同飞股份、锦浪科技,"sh.688222,sz.300772,sh.688147,sz.300035,sz.300274,sz.300415,sz.300990,sz.300763",20,0.2578693212047373,0.14984477343643848,0.8,佰维存储、锐科激光、南亚新材、宇瞳光学、路维光电、明阳电路、聚飞光电、上海新阳,0.0,0.31362943529006204
all,momentum,,,-0.2,0.2,,,,,70.0,60.0,train,20,18,0.415303830074903,-0.005270120757050502,0.5,-0.3776825353147141,3.884367926259744,胜宏科技、冰川网络、成都先导、南微医学、锦浪科技、伊之密、宁德时代、艾力斯,"sz.300476,sz.300533,sh.688222,sh.688029,sz.300763,sz.300415,sz.300750,sh.688578",20,0.2937689069325783,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.12153492314232472,0.3130521254837914
all,momentum,,,0.0,0.35,,,0.8,,,,train,20,18,0.06388107396821119,-0.032480258312741345,0.4444444444444444,-0.3933674226045848,0.9118628978410864,同飞股份、冰川网络、阳光电源、成都先导、微导纳米、新强联、世华科技、运达股份,"sz.300990,sz.300533,sz.300274,sh.688222,sh.688147,sz.300850,sh.688093,sz.300772",20,0.27961624640363536,0.1917735870231749,0.85,莱特光电、佰维存储、南亚新材、欧陆通、芯碁微装、广钢气体、华丰科技、中富电路,0.0,0.31288148869459936
all,momentum,,,0.0,0.35,0.2,1.5,0.8,,,,train,20,18,0.06388107396821119,-0.032480258312741345,0.4444444444444444,-0.3933674226045848,0.9118628978410864,同飞股份、冰川网络、阳光电源、成都先导、微导纳米、新强联、世华科技、运达股份,"sz.300990,sz.300533,sz.300274,sh.688222,sh.688147,sz.300850,sh.688093,sz.300772",20,0.27961624640363536,0.1917735870231749,0.85,莱特光电、佰维存储、南亚新材、欧陆通、芯碁微装、广钢气体、华丰科技、中富电路,0.0,0.31288148869459936
all,momentum,,,-0.2,0.2,0.2,1.5,,,70.0,60.0,train,8,7,0.5181700595787112,0.0430586488492947,0.5714285714285714,-0.3563814849380875,3.402231391399943,胜宏科技、冰川网络、成都先导、南微医学、锦浪科技、伊之密、宁德时代、艾力斯,"sz.300476,sz.300533,sh.688222,sh.688029,sz.300763,sz.300415,sz.300750,sh.688578",20,0.2937689069325783,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.22440115264613292,0.3120143636420291
