code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return
sz.000651,格力电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,45.47,100.0,100.0,86.2,60.2,90.9,94.3,78.5,84.7,"Q1价值线=94.42, 现价/价值=0.48, akshare东方财富扣非净利润同比=26.3%, 市值=2511.3亿",0.006641576267434113,0.0374172940908053,2511.258907549643,94.41598725220425,0.48159216805667043,5.45,5.45,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,94.3,价值线左侧确认,0.26336529887472,45.47,39.71,41.58281517,39.71,-0.12667692984385304,-0.04503820057260455
sz.000960,锡业股份,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,14.11,100.0,100.0,91.4,28.2,67.7,93.8,36.5,47.2,"Q1价值线=30.27, 现价/价值=0.47, akshare东方财富扣非净利润同比=62.4%, 市值=237.2亿",-0.11812500000000004,-0.036202185792349795,237.2331863720147,30.265338523772627,0.4662098852427164,1.1555,1.1555,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,93.8,价值线左侧确认,0.6243195653914,14.11,37.7,13.79039439,37.7,1.6718639262934092,1.7337869341385823
sz.000719,中原传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,12.49,100.0,100.0,93.0,86.9,50.1,92.6,84.8,88.2,"Q1价值线=53.33, 现价/价值=0.23, akshare东方财富扣非净利润同比=244.2%, 市值=128.0亿",0.08138528138528134,0.11418376449598555,127.96314877207132,53.33317741602082,0.23418818463735697,1.22,1.22,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,92.6,价值线左侧确认,2.44221560691187,12.49,13.85,11.91618442,13.85,0.10888710968775017,0.16228479787156558
sz.000039,中集集团,C33金属制品业,资源金属,VALUE,基本价值线,7.79,100.0,100.0,70.5,48.1,63.7,86.0,63.1,72.7,"Q1价值线=23.35, 现价/价值=0.33, akshare东方财富扣非净利润同比=132.4%, 市值=433.6亿",-0.08995327102803741,-0.037082818294190356,433.5642606451613,23.34660346325718,0.33366737959377607,0.62,0.62,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.0,价值线左侧确认,1.3241671331964802,7.79,11.53,7.62630094,11.53,0.4801026957637997,0.5118731991711829
sz.001301,尚太科技,C30非金属矿物制品业,资源金属,VALUE,基本价值线,52.2,83.6,83.6,92.5,1.6,53.9,83.7,29.8,28.6,"Q1价值线=78.51, 现价/价值=0.66, akshare东方财富扣非净利润同比=72.6%, 市值=135.7亿",-0.12091613337824181,-0.06868867082961627,135.71232762721544,78.5109868304868,0.6648750971976076,3.11,3.11,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,83.7,价值线左侧确认,0.7259693010471,52.2,77.33,51.3981558,77.33,0.4814176245210726,0.5045286897239221
sz.000333,美的集团,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,74.05,85.0,72.3,93.0,33.4,96.2,83.4,72.2,77.8,"价值线=99.57, 现价/价值=0.74, 扣非EPS=5.04, akshare东方财富扣非净利润同比=38.0%, 市值=5251.3亿",-0.025144813059505,0.02548123528597146,5251.293656547619,99.56930836134207,0.7437030669256915,5.04,5.04,1.0,年报扣非EPS,,,,,低估价值,深度低估,83.4,低估价值,,74.05,82.83,70.19503105,82.83,0.11856853477380147,0.17999805343771547
sh.689009,九号公司,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,64.04,39.3,39.3,100.0,67.5,68.3,0.0,0.0,0.0,"Q1价值线=55.43, 现价/价值=1.16, akshare东方财富扣非净利润同比=207.5%, 市值=453.2亿",0.005337519623233922,0.28362397274002826,453.2046877029794,55.42605938822595,1.1554131884325136,1.501,1.501,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,83.1,财报后主线候选,2.07505255535083,64.04,40.51,62.41568944,40.51,-0.36742660836976904,-0.35096447121773555
sz.002008,大族激光,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,23.85,100.0,100.0,58.2,46.0,73.7,79.4,58.4,68.9,"价值线=79.41, 现价/价值=0.30, 扣非EPS=0.43, akshare东方财富扣非净利润同比=1388.4%, 市值=246.6亿",-0.14362657091561937,-0.08092485549132944,246.61675966960468,79.40756582403333,0.3003492142405102,0.43,0.43,1.0,年报扣非EPS,,,,,低估价值,深度低估,79.4,低估价值,,23.85,138.53,23.51435895,138.53,4.8083857442348,4.891293923621933
sz.000425,徐工机械,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,9.07,85.0,69.8,67.1,90.3,72.7,78.9,77.0,78.0,"价值线=11.91, 现价/价值=0.76, 扣非EPS=0.49, akshare东方财富扣非净利润同比=36.9%, 市值=1066.6亿",0.03185437997724705,0.2207267833109019,1066.5968230415715,11.908692726929395,0.7616285185938004,0.49,0.49,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.9,低估价值,,9.07,9.46,8.88709438,9.46,0.04299889746416774,0.06446489656836518
sz.000625,长安汽车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,12.39,100.0,100.0,61.5,30.2,74.4,78.9,54.4,66.7,"价值线=26.12, 现价/价值=0.47, 扣非EPS=0.26, akshare东方财富扣非净利润同比=601.3%, 市值=1232.9亿",-0.044718581341557484,-0.023640661938534202,1232.9344530550384,26.117041782626657,0.4744028861738072,0.26,0.26,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.9,低估价值,,12.39,8.61,12.06209865,8.61,-0.30508474576271194,-0.2861938664379934
sz.002048,宁波华翔,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.0,91.7,91.7,64.8,72.3,63.9,78.9,68.6,73.8,"价值线=27.97, 现价/价值=0.61, 扣非EPS=1.13, akshare东方财富扣非净利润同比=18.3%, 市值=138.4亿",0.1103853690398433,0.3621794871794872,138.40990944044248,27.965614623008555,0.6078893751905364,1.13,1.13,1.0,年报扣非EPS,,,,,低估价值,深度低估,78.9,低估价值,,17.0,29.18,16.579913,29.18,0.7164705882352942,0.7599609841137283
sz.002056,横店东磁,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,13.51,85.0,85.0,73.1,52.7,61.1,78.4,64.7,70.3,"Q1价值线=20.63, 现价/价值=0.65, akshare东方财富扣非净利润同比=36.5%, 市值=217.7亿",-0.11409836065573775,0.05464480874316924,217.72385249156625,20.627664395198803,0.6549456953131603,1.0375,1.0375,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,78.4,价值线左侧确认,0.36504112040027004,13.51,19.61,12.82805573,19.61,0.4515173945225759,0.5286806054435498
