code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,total_score,selection_bucket,valuation_state,selection_mode,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,current_valuation,low_avg,pepb_ratio,valuation_percentile,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return
sz.000338,潍柴动力,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,15.51,85.0,82.5,67.1,57.5,73.9,75.8,65.6,70.7,75.8,低估价值,深度低估,低估价值,"价值线=23.07, 现价/价值=0.67, 市值=1350.1亿",-0.02941176470588236,0.11023622047244097,1350.0803816793891,23.06683252302026,0.6723940092130688,,,,,,15.51,34.34,1.2140554480980015,1.3207812137759145
sz.002056,横店东磁,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,13.51,85.0,84.8,73.0,52.7,61.1,75.8,64.7,70.2,75.8,低估价值,深度低估,低估价值,"价值线=20.59, 现价/价值=0.66, 市值=218.4亿",-0.11409836065573775,0.05464480874316924,218.431592920354,20.58901044334975,0.6561752949308804,,,,,,13.51,20.04,0.48334566987416716,0.5622008838902977
sh.688596,正帆科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,37.83,75.0,38.3,100.0,28.9,52.9,75.7,66.8,71.2,75.7,低估价值,价值线内/历史低位,低估价值,"价值线=38.53, 现价/价值=0.98, 市值=106.2亿",-0.0596569724086502,0.06174571989896149,106.2459574468085,38.5274296969697,0.9818978399946428,,,,,,37.83,38.46,0.016653449643140528,0.02516643169191002
sz.002001,新和成,C27医药制造业,医药医疗,PE,PE低估,21.98,94.8,94.8,53.9,32.3,67.8,75.7,50.5,63.1,75.7,低估价值,价值线内/历史低位,低估价值,"PE=9.82, 低估均值=14.89, 比值=0.66, 分位=2%",-0.00226963231956423,-0.01302200269420739,,,,9.820533,14.889518454545454,0.6595601483002963,0.02326530612244898,,21.98,32.92,0.4977252047315741,0.5446676547597222
sz.002432,九安医疗,C35专用设备制造业,医药医疗,VALUE,基本价值线,37.9,100.0,100.0,57.5,28.0,56.9,75.7,49.2,62.5,75.7,低估价值,深度低估,低估价值,"价值线=73.29, 现价/价值=0.52, 市值=165.9亿",-0.10359508041627252,-0.039777045857613436,165.85411258816438,73.29475908250448,0.5170901777211347,,,,,,37.9,77.92,1.0559366754617416,1.0658154047271466
sh.601155,新城控股,K70房地产业,K70房地产业,PB,PB低估,13.29,94.1,94.1,35.0,91.1,59.7,75.6,61.3,68.4,75.6,低估价值,价值线内/历史低位,低估价值,"PB=0.49, 低估均值=1.77, 比值=0.28, 分位=14%",0.07524271844660202,0.20271493212669678,,,,0.49004,1.7711121666666667,0.27668490410874597,0.1426071741032371,,13.29,15.92,0.19789315274642605,0.19789315274642605
sh.601319,中国人保,J68保险业,金融,PE,PE低估,7.26,91.9,91.9,47.7,62.1,66.7,75.4,57.8,66.6,75.4,低估价值,价值线内/历史低位,低估价值,"PE=6.87, 低估均值=9.91, 比值=0.69, 分位=0%",0.03862660944205998,0.05065123010130246,,,,6.866991,9.905331749999998,0.6932620908936241,0.004469987228607918,,7.26,7.33,0.009641873278236845,0.032833107882633605
sh.601919,中远海控,G55水上运输业,G55水上运输业,PB,PB低估,14.56,93.6,93.6,48.5,34.7,83.1,75.4,51.1,63.2,75.4,低估价值,价值线内/历史低位,低估价值,"PB=0.93, 低估均值=1.95, 比值=0.48, 分位=15%",-0.0020562028786840214,0.03335699077359844,,,,0.932384,1.9497817499999999,0.4781991625472954,0.1510204081632653,,14.56,14.09,-0.03228021978021978,0.07340986205770594
sh.603998,方盛制药,C27医药制造业,医药医疗,PE,PE低估,9.81,98.1,98.1,44.4,58.5,44.0,75.3,52.0,63.6,75.3,低估价值,价值线内/历史低位,低估价值,"PE=15.76, 低估均值=37.89, 比值=0.42, 分位=8%",-0.029673590504450953,0.03154574132492116,,,,15.761873,37.894039,0.41594597503844866,0.07918367346938776,,9.81,10.98,0.11926605504587151,0.17118222051694687
sz.000688,国城矿业,B09有色金属矿采选业,资源金属,PB,PB低估,12.0,82.9,82.9,91.2,32.7,34.9,75.2,61.8,68.5,75.2,低估价值,价值线内/历史低位,低估价值,"PB=3.87, 低估均值=4.86, 比值=0.80, 分位=3%",0.005025125628140836,-0.011532125205930832,,,,3.874403,4.862802454545454,0.7967428321869094,0.02979591836734694,,12.0,41.27,2.439166666666667,2.450113878001566
