code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,buy_close_raw,end_close_raw,raw_return,qfq_return
sz.300502,新易盛,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,93.63,98.1,98.1,92.5,26.5,100,89.4,70.8,80.1,"价值线=166.18, 现价/价值=0.56, 扣非EPS=3.15, akshare东方财富扣非净利润同比=383.1%, 市值=664.0亿",-0.059278609464483156,-0.0866256950541412,664.0395025072548,166.1824486954555,0.5634168995282138,3.1500000000000004,3.99,1.2666666666666666,年报扣非EPS送转可比口径(原始3.99/月度加权1.2667),,,,,低估价值,深度低估,89.4,低估价值,93.63,628.99,5.717825483285273,8.4430261809505
