code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return
sz.300763,锦浪科技,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,54.18,100.0,100.0,85.0,32.7,72.2,92.0,65.5,75.8,"Q1价值线=202.34, 现价/价值=0.27, akshare东方财富扣非净利润同比=1024.4%, 市值=214.4亿",-0.09835247129306046,0.0536756126021003,214.42348890696522,202.34287357687958,0.2677633219408366,1.61,1.61,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,92.0,价值线左侧确认,10.2438324601519,54.18,104.11,53.97232806,104.11,0.9215577703949798,0.9289514412693651
sz.300926,博俊科技,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,26.21,75.0,51.2,100.0,52.9,47.1,81.0,74.3,75.9,"Q1价值线=29.39, 现价/价值=0.89, akshare东方财富扣非净利润同比=54.3%, 市值=106.2亿",-0.06858564321250882,0.0484,106.21334658447815,29.393753322753078,0.8916860569729078,1.51,1.51,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,81.0,价值线左侧确认,0.54318692705729,26.21,22.14,26.21,22.14,-0.15528424265547502,-0.15528424265547502
sz.301061,匠心家居,C21家具制造业,C21家具制造业,VALUE,基本价值线,71.57,75.0,38.8,100.0,45.0,44.8,80.7,71.2,73.8,"Q1价值线=73.15, 现价/价值=0.98, akshare东方财富扣非净利润同比=64.6%, 市值=119.2亿",-0.09872811988414565,-0.10503938977116423,119.15311588840109,73.14868183074691,0.9784181780008052,3.075,3.69,1.2,年报扣非EPS送转可比口径(原始3.69/月度加权1.2000),,,,,价值线左侧确认,基本价值线左侧,80.7,价值线左侧确认,0.64603415167346,71.57,62.63,54.40722772,62.63,-0.12491267290764274,0.15113382218843197
sz.300888,稳健医疗,C17纺织业,医药医疗,VALUE,基本价值线,50.87,0.0,0.0,80.2,98.1,55.1,39.4,78.7,59.1,"价值线=36.01, 现价/价值=1.41, 扣非EPS=1.01, akshare东方财富扣非净利润同比=62.5%, 市值=297.6亿",0.14468946894689472,0.28882695718267026,297.59355891226335,36.00502903769481,1.4128581856368614,1.01,1.01,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,78.7,高质量趋势,,50.87,30.37,50.06325267,30.37,-0.4029880086494987,-0.3933674226045848
sz.300973,立高食品,C14食品制造业,消费,PE,PE低估,44.03,94.8,94.8,45.0,86.7,58.1,77.9,64.0,71.0,"PE=26.67, 低估均值=40.44, 比值=0.66, 分位=1%",0.0609638554216867,0.12551124744376296,,,,,,,,26.669985,40.4430492,0.659445455462839,0.014271151885830785,低估价值,价值线内/历史低位,77.9,低估价值,,44.03,28.13,43.36941791,28.13,-0.36111741994094937,-0.35138626812157747
sz.300850,新强联,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,30.12,85.0,58.7,58.0,96.1,56.2,75.1,72.4,73.8,"价值线=35.90, 现价/价值=0.84, 扣非EPS=0.42, akshare东方财富扣非净利润同比=415.3%, 市值=106.9亿",0.0795698924731183,0.5173803526448362,106.90029924225716,35.89658488731214,0.8390770346135655,0.42,0.42,1.0,年报扣非EPS,,,,,低估价值,深度低估,75.1,低估价值,,30.12,36.7,29.81961324,36.7,0.21845949535192566,0.23073360156028655
sz.300972,万辰集团,F52零售业,F52零售业,PE,PE低估,155.21,17.6,17.6,69.0,85.0,66.7,42.1,71.7,56.9,"PE=55.63, 低估均值=31.61, 比值=1.76, 分位=32%",0.5533426741393115,0.5886386898669396,,,,,,,,55.634749,31.6081815,1.760137608675779,0.3228882833787466,高质量趋势,估值有约束的高质量,71.7,高质量趋势,,155.21,223.67,154.10878505,223.67,0.44107982733071305,0.4513773496263118
sz.301165,锐捷网络,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,75.47,75.0,39.8,73.9,66.0,67.7,73.0,70.3,71.6,"价值线=77.71, 现价/价值=0.97, 扣非EPS=0.75, akshare东方财富扣非净利润同比=821.0%, 市值=430.2亿",0.09345117357287758,0.18719521787006443,430.15308610143654,77.7085070485127,0.9711935393751006,0.754054054054054,0.93,1.2333333333333334,年报扣非EPS送转可比口径(原始0.93/月度加权1.2333),,,,,低估且高质量,低估且高质量,71.6,低估且高质量,,75.47,95.2,53.43155248,95.2,0.2614283821385981,0.7817187706764532
sz.300777,中简科技,C28化学纤维制造业,C28化学纤维制造业,PB,PB低估,36.12,75.0,65.7,43.9,93.4,64.6,68.0,65.9,67.0,"PB=3.55, 低估均值=4.16, 比值=0.85, 分位=24%",0.04062229904926529,0.27542372881355925,,,,,,,,3.552997,4.15975175,0.8541367883311787,0.2430939226519337,低估价值,价值线内/历史低位,68.0,低估价值,,36.12,37.6,35.90288268,37.6,0.04097452934662238,0.04726966731686422
sz.300827,上能电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,29.59,0.9,0.9,86.5,25.0,62.7,0.0,0.0,0.0,"Q1价值线=23.77, 现价/价值=1.25, akshare东方财富扣非净利润同比=82.7%, 市值=106.1亿",-0.11618876941457579,-0.2047836603063693,106.11340472407305,23.766408740461365,1.2450345495246913,0.9583333333333333,1.15,1.2,年报扣非EPS送转可比口径(原始1.15/月度加权1.2000),,,,,财报后主线候选,价值线附近/业绩强,65.0,财报后主线候选,0.82692559463416,29.59,38.76,21.103588,38.76,0.3099019939168637,0.8366545063332358
