bucket_set,sort,ptv_min,ptv_max,ret20_min,ret20_max,ret60_min,ret60_max,vol_min,vol_max,score_min,liq_min,sample,count,ret_count,mean_return,median_return,win_rate,min_return,max_return,names,codes
all,value,,,-0.2,0.2,0.0,0.8,,,,,train,20,19,0.10318815971892292,0.0768242847089866,0.6842105263157895,-0.3776825353147141,0.9289514412693652,锦浪科技、新强联、中科电气、碧水源、成都先导、中国通号、时代电气、时代电气,"sz.300763,sz.300850,sz.300035,sz.300070,sh.688222,sh.688009,sh.688187,sh.688187"
all,value,,,-0.2,0.2,0.0,0.8,,,,,validate,20,20,0.2666294333753175,0.12459587125867795,0.65,-0.1845973237401208,1.2831240868514202,华锐精密、当升科技、中伟新材、新锐股份、亿联网络、睿创微纳、新宙邦、聚和材料,"sh.688059,sz.300073,sz.300919,sh.688257,sz.300628,sh.688002,sz.300037,sh.688503"
all,value,,,-0.2,0.2,0.0,0.8,,,,60.0,train,20,18,0.2915419033740189,0.038461963615574246,0.6111111111111112,-0.3776825353147141,3.402231391399943,锦浪科技、新强联、中科电气、成都先导、时代电气、英科医疗、铁建重工、阿特斯,"sz.300763,sz.300850,sz.300035,sh.688222,sh.688187,sz.300677,sh.688425,sh.688472"
all,value,,,-0.2,0.2,0.0,0.8,,,,60.0,validate,20,20,0.2666294333753175,0.12459587125867795,0.65,-0.1845973237401208,1.2831240868514202,华锐精密、当升科技、中伟新材、新锐股份、亿联网络、睿创微纳、新宙邦、聚和材料,"sh.688059,sz.300073,sz.300919,sh.688257,sz.300628,sh.688002,sz.300037,sh.688503"
all,value,,,-0.2,0.2,0.0,0.8,,,70.0,,train,20,18,0.2731748837929627,0.0867692441609949,0.6666666666666666,-0.3933674226045848,3.402231391399943,锦浪科技、新强联、中科电气、成都先导、时代电气、时代电气、天能股份、新强联,"sz.300763,sz.300850,sz.300035,sh.688222,sh.688187,sh.688187,sh.688819,sz.300850"
all,value,,,-0.2,0.2,0.0,0.8,,,70.0,,validate,20,20,0.2369207217837413,0.12459587125867795,0.65,-0.1845973237401208,0.8818736019291902,华锐精密、当升科技、中伟新材、新锐股份、睿创微纳、新宙邦、聚和材料、震裕科技,"sh.688059,sz.300073,sz.300919,sh.688257,sh.688002,sz.300037,sh.688503,sz.300953"
all,value,,,-0.2,0.2,0.0,0.8,,,70.0,60.0,train,18,16,0.2046778040841645,-0.0882095798579445,0.4375,-0.3776825353147141,3.402231391399943,锦浪科技、新强联、中科电气、成都先导、时代电气、恒玄科技、芯动联科、胜宏科技,"sz.300763,sz.300850,sz.300035,sh.688222,sh.688187,sh.688608,sh.688582,sz.300476"
all,value,,,-0.2,0.2,0.0,0.8,,,70.0,60.0,validate,20,20,0.2369207217837413,0.12459587125867795,0.65,-0.1845973237401208,0.8818736019291902,华锐精密、当升科技、中伟新材、新锐股份、睿创微纳、新宙邦、聚和材料、震裕科技,"sh.688059,sz.300073,sz.300919,sh.688257,sh.688002,sz.300037,sh.688503,sz.300953"
all,value,,,-0.2,0.2,0.0,0.8,0.8,,,,train,20,19,0.10318815971892292,0.0768242847089866,0.6842105263157895,-0.3776825353147141,0.9289514412693652,锦浪科技、新强联、中科电气、碧水源、成都先导、中国通号、时代电气、时代电气,"sz.300763,sz.300850,sz.300035,sz.300070,sh.688222,sh.688009,sh.688187,sh.688187"
all,value,,,-0.2,0.2,0.0,0.8,0.8,,,,validate,13,13,0.3680113675995071,0.2968943775617403,0.7692307692307693,-0.1380441264162194,1.2831240868514202,麦捷科技、宇瞳光学、明阳电路、聚飞光电、华虹公司、铂科新材、华丰科技、芯碁微装,"sz.300319,sz.300790,sz.300739,sz.300303,sh.688347,sz.300811,sh.688629,sh.688630"
