source,scale,bucket_set,score_floor,top_n,ptv_cap,count,mean_return,median_return,win_rate,min_return,max_return,names,codes
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=none,strict_all,50,3,none,3,0.23433910419340712,0.1686609093746747,0.6666666666666666,-0.0178578452538493,0.5522142484593959,达仁堂、阳光电源、华勤技术,"sh.600329,sz.300274,sh.603296"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=0.6,strict_all,50,3,0.6,3,0.04703700450120483,0.0338652783818538,0.6666666666666666,-0.138468550592525,0.2457142857142857,比亚迪、安通控股、新强联,"sz.002594,sh.600179,sz.300850"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=0.75,strict_all,50,3,0.75,3,0.031058741783523105,0.0771644892047431,0.6666666666666666,-0.138468550592525,0.1544802867383512,横店东磁、比亚迪、正泰电器,"sz.002056,sz.002594,sh.601877"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=0.85,strict_all,50,3,0.85,3,-0.08110801306340791,-0.138468550592525,0.3333333333333333,-0.1820199778024418,0.0771644892047431,捷佳伟创、横店东磁、比亚迪,"sz.300724,sz.002056,sz.002594"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=1.0,strict_all,50,3,1.0,3,0.14911958662056574,0.0771644892047431,0.6666666666666666,-0.1820199778024418,0.5522142484593959,阳光电源、捷佳伟创、横店东磁,"sz.300274,sz.300724,sz.002056"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=1.1,strict_all,50,3,1.1,3,0.03176675286366621,-0.1820199778024418,0.3333333333333333,-0.2748940120659555,0.5522142484593959,阳光电源、思维列控、捷佳伟创,"sz.300274,sh.603508,sz.300724"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=1.25,strict_all,50,3,1.25,3,0.06419967329455502,-0.0847212165097754,0.3333333333333333,-0.2748940120659555,0.5522142484593959,阳光电源、思维列控、金诚信,"sz.300274,sh.603508,sh.603979"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=3|ptv<=1.45,strict_all,50,3,1.45,3,0.06419967329455502,-0.0847212165097754,0.3333333333333333,-0.2748940120659555,0.5522142484593959,阳光电源、思维列控、金诚信,"sz.300274,sh.603508,sh.603979"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=5|ptv<=none,strict_all,50,5,none,5,0.03994682149053404,-0.0178578452538493,0.4,-0.2748940120659555,0.5522142484593959,达仁堂、阳光电源、华勤技术、思维列控、艾力斯,"sh.600329,sz.300274,sh.603296,sh.603508,sh.688578"
h1_with_theme_momentum_2025-09-01_2026-05-18_merged.csv,strict_all|score>=50|top=5|ptv<=0.6,strict_all,50,5,0.6,5,0.06512272308581678,0.0393120393120394,0.8,-0.138468550592525,0.2457142857142857,比亚迪、安通控股、新强联、海油工程、海油发展,"sz.002594,sh.600179,sz.300850,sh.600583,sh.600968"
