code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,total_score,selection_bucket,valuation_state,selection_mode,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,current_valuation,low_avg,pepb_ratio,valuation_percentile,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return
sh.601928,凤凰传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,11.6,91.8,91.8,68.6,55.8,54.5,77.5,63.2,70.3,77.5,低估价值,深度低估,低估价值,"价值线=19.10, 现价/价值=0.61, 市值=294.2亿",0.028368794326241176,0.03294746215494215,294.2349206349206,19.098372703379226,0.6073815911000375,,,,,,11.6,9.44,-0.18620689655172418,-0.1422244555078913
sh.601628,中国人寿,J68保险业,金融,PE,PE低估,36.8,100.0,100.0,51.0,29.0,66.2,77.3,48.0,62.7,77.3,低估价值,价值线内/历史低位,低估价值,"PE=9.04, 低估均值=15.96, 比值=0.57, 分位=0%",-0.016042780748663166,-0.06835443037974687,,,,9.037397,15.96024727272727,0.5662441718834159,0.0008163265306122449,,36.8,36.48,-0.008695652173913104,0.008196683254007686
sh.600584,长电科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,34.32,46.0,46.0,76.6,27.1,81.5,0.0,0.0,0.0,76.9,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=31.05, 现价/价值=1.11, 扣非同比=79.3%, 市值=613.9亿",-0.025830258302582898,-0.13311442283404906,613.9466666666667,31.052113788819874,1.1052387683944631,,,,,0.7926000000000001,34.32,57.49,0.6751165501165501,0.6826108990609678
sh.601567,三星电气,C40仪器仪表制造业,C40仪器仪表制造业,VALUE,基本价值线,25.32,75.0,49.6,84.0,0.0,59.8,76.6,50.5,59.6,76.6,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=28.04, 现价/价值=0.90, 扣非同比=22.6%, 市值=357.6亿",-0.14890756302521002,-0.12689655172413794,357.645,28.035698407079643,0.9031342694714583,,,,,0.2262,25.32,19.61,-0.22551342812006325,-0.17846493657264184
sh.600312,平高电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,16.75,75.0,55.4,80.8,29.5,64.4,76.0,60.1,65.6,76.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=19.42, 现价/价值=0.86, 扣非同比=56.2%, 市值=227.3亿",-0.04667046101309047,-0.03513824884792627,227.2579575596817,19.424295020527858,0.8623221580138879,,,,,0.5623,16.75,23.45,0.3999999999999999,0.4219564292236422
sh.601155,新城控股,K70房地产业,K70房地产业,PB,PB低估,13.29,94.1,94.1,35.0,91.1,59.7,75.6,61.3,68.4,75.6,低估价值,价值线内/历史低位,低估价值,"PB=0.49, 低估均值=1.77, 比值=0.28, 分位=14%",0.07524271844660202,0.20271493212669678,,,,0.49004,1.7711121666666667,0.27668490410874597,0.1426071741032371,,13.29,15.92,0.19789315274642605,0.19789315274642605
sh.601319,中国人保,J68保险业,金融,PE,PE低估,7.26,91.9,91.9,47.7,62.1,66.7,75.4,57.8,66.6,75.4,低估价值,价值线内/历史低位,低估价值,"PE=6.87, 低估均值=9.91, 比值=0.69, 分位=0%",0.03862660944205998,0.05065123010130246,,,,6.866991,9.905331749999998,0.6932620908936241,0.004469987228607918,,7.26,7.33,0.009641873278236845,0.032833107882633605
sh.601919,中远海控,G55水上运输业,G55水上运输业,PB,PB低估,14.56,93.6,93.6,48.5,34.7,83.1,75.4,51.1,63.2,75.4,低估价值,价值线内/历史低位,低估价值,"PB=0.93, 低估均值=1.95, 比值=0.48, 分位=15%",-0.0020562028786840214,0.03335699077359844,,,,0.932384,1.9497817499999999,0.4781991625472954,0.1510204081632653,,14.56,14.09,-0.03228021978021978,0.07340986205770594
sh.601138,工业富联,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,18.81,75.0,53.3,71.4,27.8,90.2,75.3,59.2,64.9,75.3,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=21.45, 现价/价值=0.88, 扣非同比=14.8%, 市值=3732.4亿",-0.05950000000000011,-0.05950000000000011,3732.418461538461,21.451432842866986,0.8768645030746599,,,,,0.1476,18.81,70.84,2.7660818713450297,2.86088592523928
sh.601808,中海油服,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,13.46,78.8,78.8,77.3,28.1,48.4,75.3,56.2,64.8,75.3,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=19.28, 现价/价值=0.70, 扣非同比=46.4%, 市值=642.3亿",-0.04471256210078067,-0.06527777777777777,642.2881046547003,19.279299305833597,0.6981581532855412,,,,,0.4644,13.46,14.27,0.06017830609212482,0.07825415881042264
