code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,buy_trade_date,end_trade_date,raw_return,qfq_return,earnings_yoy,theme_momentum_score,relative_ret20,relative_ret60,volume_ratio_20_120
sh.688603,天承科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,155.1,50.0,0.0,77.5,85.0,76.1,0.0,90.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=64.7%/110.3%, 相对60日=109.3%, 量能20/120=2.25, 市值=192.4亿",0.6471962616822431,1.1033360455655004,192.39349252915,19.835131525213036,7.819459114896601,0.6,0.6,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,90.0,主题右侧动量,155.1,155.1,155.1,155.1,2026-05-19,2026-05-19,0.0,0.0,,90.0,0.6190888311379821,1.0933648779886163,2.246668960118847
sz.000021,深科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,37.67,50.0,0.0,57.5,100.0,100.0,0.0,89.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=30.9%/31.3%, 相对60日=30.3%, 量能20/120=1.22, 市值=589.9亿",0.3093500173792145,0.3130010456605088,589.9037926605728,15.590838515900824,2.4161625406857383,0.6181,0.6181,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.8,主题右侧动量,37.67,37.67,37.67,37.67,2026-05-19,2026-05-19,0.0,0.0,,89.8,0.2812425868349535,0.3030298780836247,1.218867093813274
sz.000938,紫光股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,32.49,50.0,0.0,69.3,98.3,100.0,0.0,89.5,0.0,"半导体/电子右侧动量, 20/60日涨幅=15.7%/28.4%, 相对60日=27.4%, 量能20/120=2.59, 市值=929.3亿",0.15663937344250622,0.28368233899644424,929.310990847827,14.095220455627906,2.3050366684422783,0.5715,0.5715,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.5,主题右侧动量,32.49,32.49,32.49,32.49,2026-05-19,2026-05-19,0.0,0.0,,89.5,0.1285319428982452,0.27371117141956014,2.590276851132655
sh.688111,金山办公,I65软件和信息技术服务业,资源金属,RIGHT,右侧趋势,255.29,57.1,57.1,100.0,3.5,94.5,0.0,0.0,0.0,"2026Q1价值线=249.85, 现价/价值=1.02, akshare东方财富扣非净利润同比=456.9%, 市值=1179.9亿",0.011209696585597673,-0.18723336517032796,1179.911236318841,249.8458256319364,1.0217901353936718,3.9,3.9,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,89.3,财报后主线候选,255.29,255.29,255.29,255.29,2026-05-19,2026-05-19,0.0,0.0,4.5690893931156005,,,,
sz.002552,宝鼎科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,38.87,50.0,0.0,55.2,85.0,72.7,0.0,89.3,0.0,"半导体/电子右侧动量, 20/60日涨幅=80.6%/99.7%, 相对60日=98.7%, 量能20/120=2.57, 市值=156.4亿",0.8062267657992563,0.9974306269270297,156.35446516090323,14.872288208057775,2.613585714331458,0.31,0.31,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.3,主题右侧动量,38.87,38.87,38.87,38.87,2026-05-19,2026-05-19,0.0,0.0,,89.3,0.7781193352549953,0.9874594593501456,2.5673401554757103
sz.301536,星宸科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,93.88,50.0,0.0,77.5,100.0,76.9,0.0,89.2,0.0,"半导体/电子右侧动量, 20/60日涨幅=23.7%/38.9%, 相对60日=37.9%, 量能20/120=1.31, 市值=394.1亿",0.23721665788086455,0.3885519893506877,394.1036684508133,39.24657460107652,2.3920558916095804,0.6,0.6,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.2,主题右侧动量,93.88,93.88,93.88,93.88,2026-05-19,2026-05-19,0.0,0.0,,89.2,0.20910922733660353,0.3785808217738036,1.309808992067792
sz.300819,聚杰微纤,C17纺织业,半导体/电子,VALUE,基本价值线,81.16,50.0,0.0,29.0,85.0,74.0,0.0,89.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=60.1%/85.3%, 相对60日=84.3%, 量能20/120=1.73, 市值=121.3亿",0.6011047543894259,0.8529680365296803,121.32640703934445,8.347904915079475,9.722199860397826,0.36,0.36,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.1,主题右侧动量,81.16,81.16,81.16,81.16,2026-05-19,2026-05-19,0.0,0.0,,89.1,0.5729973238451649,0.8429968689527962,1.733019561896814
sh.603115,海星股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,91.6,50.0,0.0,82.2,85.0,71.0,0.0,89.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=95.1%/260.2%, 相对60日=259.2%, 量能20/120=1.93, 市值=219.3亿",0.9505962521294717,2.6020448289421942,219.28985152470884,23.586775481995183,3.8835321118786363,0.79,0.79,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.0,主题右侧动量,91.6,91.6,91.6,91.6,2026-05-19,2026-05-19,0.0,0.0,,89.0,0.9224888215852107,2.59207366136531,1.9282380510021497
sh.688155,先惠技术,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,99.08,55.0,31.8,100.0,89.2,66.8,73.1,89.0,81.0,"价值线=96.44, 现价/价值=1.03, 扣非EPS=2.70, akshare东方财富扣非净利润同比=185.2%, 市值=124.2亿",0.20082414252817826,0.08402625820568921,124.22685222583407,96.43514326322628,1.0274262747715779,2.7,2.7,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,89.0,高质量趋势,99.08,99.08,99.08,99.08,2026-05-19,2026-05-19,0.0,0.0,,,,,
sz.002768,国恩股份,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,64.0,87.6,87.6,100.0,78.1,57.7,88.9,85.4,86.4,"2026Q1价值线=100.45, 现价/价值=0.64, akshare东方财富扣非净利润同比=149.4%, 市值=169.4亿",0.26732673267326734,0.2625764450581969,169.43426526045016,100.44903567352958,0.6371390185168829,3.11,3.11,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.9,价值线左侧确认,64.0,64.0,64.0,64.0,2026-05-19,2026-05-19,0.0,0.0,1.4937720117901798,,,,
sz.002885,京泉华,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,46.2,50.0,0.0,60.8,85.0,81.7,0.0,88.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=75.7%/76.1%, 相对60日=75.1%, 量能20/120=1.49, 市值=125.5亿",0.7566539923954374,0.761341974837972,125.5307105507482,9.848454266422301,4.691091490114958,0.2339,0.2339,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,88.9,主题右侧动量,46.2,46.2,46.2,46.2,2026-05-19,2026-05-19,0.0,0.0,,88.9,0.7285465618511764,0.7513708072610878,1.4928135138064496
sz.002937,兴瑞科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,36.76,50.0,0.0,24.5,100.0,60.6,0.0,88.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=18.1%/47.9%, 相对60日=46.9%, 量能20/120=1.42, 市值=108.6亿",0.1808544812078381,0.479275653923541,108.62928359203333,8.61704608979784,4.265963024559197,0.48,0.48,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,88.9,主题右侧动量,36.76,36.76,36.76,36.76,2026-05-19,2026-05-19,0.0,0.0,,88.9,0.15274705066357708,0.4693044863466569,1.4228250632917279
sz.002967,广电计量,M74专业技术服务业,M74专业技术服务业,VALUE,基本价值线,22.44,100.0,100.0,79.8,57.6,60.2,88.9,70.1,77.9,"2026Q1价值线=60.00, 现价/价值=0.37, akshare东方财富扣非净利润同比=657.6%, 市值=125.2亿",0.050561797752809,-0.04834605597964359,125.17279821831306,59.997689753234624,0.37401440109267214,0.69,0.69,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.9,价值线左侧确认,22.44,22.44,22.44,22.44,2026-05-19,2026-05-19,0.0,0.0,6.57624138261154,,,,
sz.300747,锐科激光,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,40.46,50.0,0.0,58.7,100.0,82.4,0.0,88.7,0.0,"半导体/电子右侧动量, 20/60日涨幅=24.1%/31.5%, 相对60日=30.5%, 量能20/120=1.56, 市值=227.2亿",0.24110429447852755,0.31534460338101433,227.2476114533646,24.92005586545493,1.6235918658628328,0.1495,0.1495,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,88.7,主题右侧动量,40.46,40.46,40.46,40.46,2026-05-19,2026-05-19,0.0,0.0,,88.7,0.21299686393426653,0.30537343580413023,1.5571056898242648
sz.000951,中国重汽,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,21.45,88.5,88.5,95.4,53.3,64.8,88.6,75.7,80.2,"2026Q1价值线=34.03, 现价/价值=0.63, akshare东方财富扣非净利润同比=49.4%, 市值=251.2亿",-0.12556053811659196,0.06504468718967216,251.23320145392853,34.02636687803553,0.6303934850548578,1.33,1.33,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.6,价值线左侧确认,21.45,21.45,21.45,21.45,2026-05-19,2026-05-19,0.0,0.0,0.49423144089598,,,,
sh.600323,瀚蓝环境,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,30.87,92.0,92.0,92.6,84.6,55.1,88.5,84.2,86.0,"2026Q1价值线=50.93, 现价/价值=0.61, akshare东方财富扣非净利润同比=37.4%, 市值=252.0亿",0.0805040252012601,0.06853582554517135,252.04201138644126,50.934730850294336,0.6060697579954251,2.35,2.35,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.5,价值线左侧确认,30.87,30.87,30.87,30.87,2026-05-19,2026-05-19,0.0,0.0,0.37385920245077997,,,,
sh.600754,锦江酒店,H61住宿业,消费,VALUE,基本价值线,21.81,100.0,100.0,77.2,20.0,62.4,88.3,56.1,68.8,"2026Q1价值线=66.08, 现价/价值=0.33, akshare东方财富扣非净利润同比=472.7%, 市值=231.6亿",-0.2179992828970958,-0.22577209797657094,231.6063112140539,66.08147637252159,0.33004710544071875,0.89,0.89,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,88.3,价值线左侧确认,21.81,21.81,21.81,21.81,2026-05-19,2026-05-19,0.0,0.0,4.72669724329074,,,,
sh.688308,欧科亿,C33金属制品业,资源金属,VALUE,基本价值线,113.12,100.0,100.0,66.5,96.4,85.1,88.1,81.4,84.8,"价值线=710.25, 现价/价值=0.16, 扣非EPS=0.46, akshare东方财富扣非净利润同比=14952.4%, 市值=179.2亿",0.08769230769230774,1.1088739746457867,179.1585385968,710.252130492275,0.15926738568400584,0.46,0.46,1.0,年报扣非EPS,,,,,低估价值,深度低估,88.1,低估价值,113.12,113.12,113.12,113.12,2026-05-19,2026-05-19,0.0,0.0,,,,,
sz.300303,聚飞光电,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,10.35,50.0,0.0,23.5,95.8,87.3,0.0,88.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=7.1%/41.2%, 相对60日=40.2%, 量能20/120=1.51, 市值=150.4亿",0.0714285714285714,0.41200545702592084,150.43518932239286,3.43110014567223,3.016525184511104,0.14,0.14,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,88.1,主题右侧动量,10.35,10.35,10.35,10.35,2026-05-19,2026-05-19,0.0,0.0,,88.1,0.04332114088431038,0.40203428944903674,1.50663249826824
sz.300843,胜蓝股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,103.42,50.0,0.0,59.9,85.0,74.4,0.0,87.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=52.1%/77.9%, 相对60日=76.9%, 量能20/120=1.55, 市值=168.0亿",0.521329802883201,0.7788097695218439,167.99106634157314,17.778877612777077,5.817015126178469,0.67,0.67,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.9,主题右侧动量,103.42,103.42,103.42,103.42,2026-05-19,2026-05-19,0.0,0.0,,87.9,0.49322237233893995,0.7688386019449598,1.5457093867175256
sh.688432,有研硅,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,21.36,50.0,0.0,17.4,85.0,65.1,0.0,87.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=45.5%/56.1%, 相对60日=55.1%, 量能20/120=1.82, 市值=265.8亿",0.45504087193460485,0.5614035087719298,265.76846570605187,4.587148378439195,4.656487699503601,0.1041,0.1041,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.8,主题右侧动量,21.36,21.36,21.36,21.36,2026-05-19,2026-05-19,0.0,0.0,,87.8,0.42693344139034384,0.5514323411950457,1.815314747648245
sz.301191,菲菱科思,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,162.88,50.0,0.0,63.8,96.4,76.8,0.0,87.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=8.8%/43.1%, 相对60日=42.1%, 量能20/120=1.53, 市值=112.2亿",0.08753421913600845,0.43065436978480465,112.18819672418459,41.195163732962946,3.9538621828481544,0.65,0.65,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.8,主题右侧动量,162.88,162.88,162.88,162.88,2026-05-19,2026-05-19,0.0,0.0,,87.8,0.05942678859174744,0.42068320220792055,1.5295451444202943
sh.688503,聚和材料,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,111.05,0.0,0.0,92.5,95.2,85.1,45.8,87.7,66.7,"价值线=69.55, 现价/价值=1.60, 扣非EPS=1.69, akshare东方财富扣非净利润同比=181.8%, 市值=256.4亿",0.15918580375782887,0.2199274964297484,256.4299734823698,69.54632519456844,1.5967773953450095,1.69,1.69,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,87.7,高质量趋势,111.05,111.05,111.05,111.05,2026-05-19,2026-05-19,0.0,0.0,,,,,
sh.688378,奥来德,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,49.6,50.0,0.0,50.0,100.0,63.4,0.0,87.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=32.1%/34.8%, 相对60日=33.8%, 量能20/120=1.74, 市值=100.2亿",0.32055378061767836,0.34782608695652195,100.17695780800001,8.304628330004038,5.972573127782094,0.01,0.01,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.6,主题右侧动量,49.6,49.6,49.6,49.6,2026-05-19,2026-05-19,0.0,0.0,,87.6,0.29244635007341735,0.33785491937963785,1.735403629886312
sz.301387,光大同创,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,102.5,50.0,0.0,16.5,85.0,64.4,0.0,87.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=65.9%/66.9%, 相对60日=65.9%, 量能20/120=1.96, 市值=109.4亿",0.6588444732157308,0.6693811074918568,109.35072487445072,15.09537114562204,6.790160971280726,0.1593,0.1593,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.6,主题右侧动量,102.5,102.5,102.5,102.5,2026-05-19,2026-05-19,0.0,0.0,,87.6,0.6307370426714698,0.6594099399149727,1.9640122977668346
sz.300236,上海新阳,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,103.33,50.0,0.0,84.5,100.0,86.4,0.0,87.3,0.0,"半导体/电子右侧动量, 20/60日涨幅=23.5%/30.6%, 相对60日=29.6%, 量能20/120=1.33, 市值=322.0亿",0.2346755884813001,0.305825856186023,322.0434285081726,33.7791417378656,3.0589883189414953,0.8794,0.8794,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.3,主题右侧动量,103.33,103.33,103.33,103.33,2026-05-19,2026-05-19,0.0,0.0,,87.3,0.2065681579370391,0.2958546886091389,1.3311833415569871
sh.600498,烽火通信,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,56.61,50.0,0.0,28.0,98.9,100.0,0.0,87.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=16.4%/29.1%, 相对60日=28.1%, 量能20/120=1.31, 市值=695.3亿",0.1640962368908081,0.2906976744186047,695.2717694190937,14.99640103528596,3.7749057168315803,0.32,0.32,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.1,主题右侧动量,56.61,56.61,56.61,56.61,2026-05-19,2026-05-19,0.0,0.0,,87.1,0.1359888063465471,0.2807265068417206,1.3101478579083567
sz.002709,天赐材料,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,54.44,93.9,93.9,72.8,72.2,100.0,87.1,77.7,81.9,"2026Q1价值线=91.88, 现价/价值=0.59, akshare东方财富扣非净利润同比=1062.2%, 市值=1042.6亿",0.10740439381611067,0.33072598386702534,1042.578045514107,91.87836543268992,0.5925225132556666,0.71,0.71,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,87.1,价值线左侧确认,54.44,54.44,54.44,54.44,2026-05-19,2026-05-19,0.0,0.0,10.6222677905852,,,,
sh.688371,菲沃泰,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,36.99,50.0,0.0,15.0,85.0,60.0,0.0,86.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=74.9%/77.2%, 相对60日=76.2%, 量能20/120=3.32, 市值=120.6亿",0.7489361702127662,0.7715517241379313,120.5717428728,3.3879057752514594,10.918249341587579,0.03,0.03,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,86.8,主题右侧动量,36.99,36.99,36.99,36.99,2026-05-19,2026-05-19,0.0,0.0,,86.8,0.7208287396685051,0.7615805565610472,3.3184328782611057
sh.603799,华友钴业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,57.6,75.9,75.9,100.0,0.0,100.0,86.7,41.6,56.8,"2026Q1价值线=80.13, 现价/价值=0.72, akshare东方财富扣非净利润同比=68.8%, 市值=1052.6亿",-0.1260810195721438,-0.17193789534215065,1052.5958506738677,80.12634375856955,0.7188646991500802,3.17,3.17,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.7,价值线左侧确认,57.6,57.6,57.6,57.6,2026-05-19,2026-05-19,0.0,0.0,0.6875839102649699,,,,
sz.300457,赢合科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,28.0,96.9,96.9,75.5,32.9,70.1,86.7,60.8,71.1,"2026Q1价值线=48.98, 现价/价值=0.57, akshare东方财富扣非净利润同比=367.2%, 市值=179.7亿",-0.0007137758743753775,-0.003558718861210064,179.6997023209756,48.981218122753184,0.5716476860544469,0.82,0.82,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.7,价值线左侧确认,28.0,28.0,28.0,28.0,2026-05-19,2026-05-19,0.0,0.0,3.67240741978051,,,,
sh.601899,紫金矿业,B09有色金属矿采选业,资源金属,VALUE,基本价值线,31.16,75.3,75.3,100.0,20.0,100.0,86.4,53.6,41.6,"2026Q1价值线=43.10, 现价/价值=0.72, akshare东方财富扣非净利润同比=86.8%, 市值=8275.1亿",-0.11728045325779024,-0.19711414583870146,8275.1032424,43.09898841244179,0.7229868065999607,1.91,1.91,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.4,价值线左侧确认,31.16,31.16,31.16,31.16,2026-05-19,2026-05-19,0.0,0.0,0.86806571766512,,,,
sh.688059,华锐精密,C33金属制品业,资源金属,VALUE,基本价值线,146.04,75.0,41.5,92.5,99.2,69.7,82.1,90.6,86.4,"价值线=152.16, 现价/价值=0.96, 扣非EPS=2.11, akshare东方财富扣非净利润同比=518.2%, 市值=128.0亿",0.15996822875297845,0.46877200040229283,127.99273998279241,152.15719801607935,0.9597968542018438,2.11,2.11,1.0,年报扣非EPS,,,,,低估且高质量,低估且高质量,86.4,低估且高质量,146.04,146.04,146.04,146.04,2026-05-19,2026-05-19,0.0,0.0,,,,,
sz.300604,长川科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,224.05,0.0,0.0,92.5,85.0,100.0,46.2,86.4,66.3,"价值线=149.77, 现价/价值=1.50, 扣非EPS=1.99, akshare东方财富扣非净利润同比=612.3%, 市值=1407.5亿",0.4540203777013434,0.7476599063962561,1407.5283206255554,149.76968498425697,1.4959636192300934,1.99,1.99,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,86.4,高质量趋势,224.05,224.05,224.05,224.05,2026-05-19,2026-05-19,0.0,0.0,,,,,
sz.300919,中伟新材,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,55.4,53.7,53.7,92.5,57.0,86.3,0.0,0.0,0.0,"2026Q1价值线=52.89, 现价/价值=1.05, akshare东方财富扣非净利润同比=96.9%, 市值=524.6亿",-0.019295450522216373,0.09356494275562577,524.6362756804315,52.89168793469264,1.0474235586582994,1.53,1.53,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,86.4,财报后主线候选,55.4,55.4,55.4,55.4,2026-05-19,2026-05-19,0.0,0.0,0.96865386539782,,,,
sh.601138,工业富联,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,68.56,0.0,0.0,100.0,75.2,100.0,47.5,86.3,66.9,"价值线=44.84, 现价/价值=1.53, 扣非EPS=1.72, akshare东方财富扣非净利润同比=109.1%, 市值=13627.6亿",0.15576534052596092,0.22275726770108806,13627.573940465118,44.8373185924563,1.5290834098079842,1.72,1.72,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,86.3,高质量趋势,68.56,68.56,68.56,68.56,2026-05-19,2026-05-19,0.0,0.0,,,,,
sh.688182,灿勤科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,43.84,50.0,0.0,41.1,100.0,60.6,0.0,86.3,0.0,"半导体/电子右侧动量, 20/60日涨幅=41.2%/34.1%, 相对60日=33.2%, 量能20/120=1.67, 市值=173.7亿",0.41191626409017723,0.3414932680538556,173.69899571657146,7.841151643329198,5.591015452085608,0.21,0.21,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,86.3,主题右侧动量,43.84,43.84,43.84,43.84,2026-05-19,2026-05-19,0.0,0.0,,86.3,0.3838088335459162,0.3315221004769715,1.6725485109516962
sh.603259,药明康德,M73研究和试验发展,医药医疗,VALUE,基本价值线,101.79,75.0,50.1,100.0,51.9,100.0,86.2,81.9,82.3,"2026Q1价值线=113.22, 现价/价值=0.90, akshare东方财富扣非净利润同比=83.6%, 市值=2910.9亿",-0.036626916524701736,0.004341391218549706,2910.9207179058576,113.21547548134548,0.8990820342115857,4.63,4.63,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,86.2,价值线左侧确认,101.79,101.79,101.79,101.79,2026-05-19,2026-05-19,0.0,0.0,0.8356097066169,,,,
sz.300811,铂科新材,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,100.36,50.0,0.0,73.7,100.0,77.3,0.0,86.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=19.4%/34.7%, 相对60日=33.7%, 量能20/120=1.14, 市值=288.7亿",0.19390911253866272,0.34693329754395363,288.6938169012282,24.368303775225133,4.118464745257913,1.1210526315789473,1.42,1.2666666666666666,年报扣非EPS送转可比口径(原始1.42/月度加权1.2667),,,,,主题右侧动量,主题右侧确认,86.0,主题右侧动量,100.36,100.36,100.36,100.36,2026-05-19,2026-05-19,0.0,0.0,,86.0,0.1658016819944017,0.33696212996706953,1.1368051101589545
sh.603118,共进股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,15.52,50.0,0.0,39.7,97.4,85.0,0.0,85.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=12.5%/29.1%, 相对60日=28.1%, 量能20/120=2.42, 市值=116.7亿",0.12463768115942031,0.29118136439267883,116.732053795,7.6057935949881355,2.040549721231846,0.08,0.08,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,85.8,主题右侧动量,15.52,15.52,15.52,15.52,2026-05-19,2026-05-19,0.0,0.0,,85.8,0.0965302506151593,0.28121019681579473,2.416365039821618
sz.301021,英诺激光,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,87.66,50.0,0.0,61.0,85.0,69.8,0.0,85.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=50.1%/59.4%, 相对60日=58.4%, 量能20/120=1.38, 市值=132.6亿",0.5012844665182394,0.5938181818181818,132.60820181663598,14.30662322681849,6.127232024652532,0.239,0.239,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,85.8,主题右侧动量,87.66,87.66,87.66,87.66,2026-05-19,2026-05-19,0.0,0.0,,85.8,0.4731770359739784,0.5838470142412977,1.379109242722429
sz.000960,锡业股份,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,36.35,75.0,39.3,98.3,54.2,99.3,85.6,54.1,40.4,"2026Q1价值线=37.28, 现价/价值=0.98, akshare东方财富扣非净利润同比=72.5%, 市值=614.4亿",0.02654617339734555,0.002482073910645477,614.3748060671197,37.27780193871506,0.9751111414712603,1.4308,1.4308,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,85.6,价值线左侧确认,36.35,36.35,36.35,36.35,2026-05-19,2026-05-19,0.0,0.0,0.72529942638063,,,,
sh.600988,赤峰黄金,B09有色金属矿采选业,资源金属,VALUE,基本价值线,36.26,75.0,53.4,100.0,24.3,92.9,85.5,48.7,39.7,"2026Q1价值线=41.38, 现价/价值=0.88, akshare东方财富扣非净利润同比=101.6%, 市值=660.1亿",-0.1777777777777778,-0.014138118542686318,660.0771445539833,41.38265397850151,0.8762125314349641,1.68,1.68,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,85.5,价值线左侧确认,36.26,36.26,36.26,36.26,2026-05-19,2026-05-19,0.0,0.0,1.01569842187884,,,,
sh.601168,西部矿业,B09有色金属矿采选业,资源金属,VALUE,基本价值线,30.25,75.0,69.6,100.0,52.3,90.7,85.3,59.7,44.7,"2026Q1价值线=39.66, 现价/价值=0.76, akshare东方财富扣非净利润同比=105.8%, 市值=720.1亿",0.04671280276816625,-0.05053358443188949,720.0743889950658,39.65926032887529,0.7627474579493215,1.52,1.52,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,85.3,价值线左侧确认,30.25,30.25,30.25,30.25,2026-05-19,2026-05-19,0.0,0.0,1.05823466466719,,,,
sh.600549,厦门钨业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,51.08,75.0,40.2,97.0,20.0,100.0,85.2,46.2,35.8,"2026Q1价值线=52.72, 现价/价值=0.97, akshare东方财富扣非净利润同比=198.6%, 市值=811.0亿",-0.17453135100193928,-0.11473136915077997,810.9545202358153,52.71852026766361,0.9689194564008156,1.3793,1.3793,1.0,年报扣非EPS,,,,,价值线左侧确认,基本价值线左侧,85.2,价值线左侧确认,51.08,51.08,51.08,51.08,2026-05-19,2026-05-19,0.0,0.0,1.9864011384945701,,,,
