code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,theme_momentum_score,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return,earnings_yoy
sz.300548,长芯博创,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,144.25,50.0,0.0,60.0,85.0,99.4,0.0,94.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=71.5%/163.6%, 相对60日=149.6%, 量能20/120=1.79, 市值=415.5亿",0.7152199762187872,1.6361476608187133,415.45062769087497,37.64977561844,3.831364135125141,0.2,0.2,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.6,主题右侧动量,94.6,144.25,251.98,144.25,251.98,0.7468284228769497,0.7468284228769497,
sz.300620,光库科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,110.56,50.0,0.0,59.9,85.0,99.4,0.0,94.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=100.8%/152.4%, 相对60日=138.4%, 量能20/120=4.29, 市值=274.1亿",1.0076266569820227,1.5242009132420096,274.0742194452621,11.427832699837609,9.674625355827189,0.1946,0.1946,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.6,主题右侧动量,94.6,110.56,274.99,110.47685888,274.99,1.4872467438494934,1.4891185610073712,
sz.002475,立讯精密,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,45.27,50.0,0.0,78.4,100.0,100.0,0.0,94.5,0.0,"半导体/电子右侧动量, 20/60日涨幅=24.9%/41.8%, 相对60日=27.8%, 量能20/120=1.34, 市值=3247.9亿",0.2491721854304636,0.4177889132477295,3247.8602015290367,28.638463042511955,1.5807412546127075,1.63,1.63,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.5,主题右侧动量,94.5,45.27,72.9,45.12839544,72.9,0.6103379721669979,0.6153909149489585,
sh.600601,方正科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,9.19,50.0,0.0,53.9,85.0,97.8,0.0,94.3,0.0,"半导体/电子右侧动量, 20/60日涨幅=53.9%/91.5%, 相对60日=77.5%, 量能20/120=2.52, 市值=386.3亿",0.5393634840871022,0.9145833333333333,386.336672171,1.74545352041115,5.26510725867696,0.05,0.05,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.3,主题右侧动量,94.3,9.19,12.7,9.19,12.7,0.38193688792165403,0.38193688792165403,
sh.688313,仕佳光子,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,83.49,92.8,92.8,50.2,85.0,97.2,0.0,94.2,0.0,"AI算力/CPO右侧动量, 20/60日涨幅=52.9%/140.2%, 相对60日=126.2%, 量能20/120=1.99, 市值=377.4亿",0.529120879120879,1.4018987341772151,377.39278515709856,139.0050124785911,0.6006258228483575,0.1065,0.1065,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.2,主题右侧动量,94.2,83.49,173.42,83.49,173.42,1.0771349862258952,1.0771349862258952,
sh.688800,瑞可达,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,76.05,50.0,0.0,75.0,98.1,85.3,0.0,94.2,0.0,"半导体/电子右侧动量, 20/60日涨幅=13.2%/61.1%, 相对60日=47.1%, 量能20/120=2.13, 市值=155.3亿",0.13169642857142838,0.6108875238296969,155.29841005769998,30.56561018343232,2.488090358530512,0.8,0.8,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.2,主题右侧动量,94.2,76.05,144.77,76.05,144.77,0.9036160420775807,0.9036160420775807,
sz.002222,福晶科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,47.61,50.0,0.0,38.6,100.0,76.1,0.0,94.2,0.0,"半导体/电子右侧动量, 20/60日涨幅=17.9%/47.4%, 相对60日=33.5%, 量能20/120=1.76, 市值=223.9亿",0.17875711809853922,0.4744502942087334,223.90321308262494,8.21562596880756,5.795054470683292,0.4583,0.4583,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.2,主题右侧动量,94.2,47.61,104.73,47.52963432,104.73,1.1997479521109011,1.2034674050906942,
sz.001267,汇绿生态,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,15.9,50.0,0.0,50.0,100.0,71.0,0.0,94.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=19.3%/78.3%, 相对60日=64.3%, 量能20/120=2.41, 市值=128.0亿",0.19279819954988753,0.782511210762332,127.958631877,2.9306884813506757,5.425346331136538,0.06,0.06,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,94.0,主题右侧动量,94.0,15.9,66.82,15.886326,66.82,3.20251572327044,3.2061329976484174,
sh.603083,剑桥科技,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,93.95,50.0,0.0,69.0,85.0,96.0,0.0,93.9,0.0,"AI算力/CPO右侧动量, 20/60日涨幅=86.3%/111.5%, 相对60日=97.5%, 量能20/120=1.94, 市值=253.8亿",0.8633478778262593,1.114562232725636,253.7560388418125,19.25555325206324,4.879111951246232,0.56,0.56,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,93.9,主题右侧动量,93.9,93.95,184.3,93.91082285,184.3,0.9616817456093667,0.9625001081544671,
sh.688400,凌云光,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,38.86,50.0,0.0,28.8,100.0,73.8,0.0,93.5,0.0,"半导体/电子右侧动量, 20/60日涨幅=24.1%/43.0%, 相对60日=29.0%, 量能20/120=2.06, 市值=183.3亿",0.2407407407407407,0.43025395656974585,183.31983695075715,10.246648945162033,3.792459389208195,0.14,0.14,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,93.5,主题右侧动量,93.5,38.86,68.9,38.86,68.9,0.7730313947503862,0.7730313947503862,
sh.603659,璞泰来,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,23.84,50.0,0.0,47.8,100.0,75.4,0.0,93.2,0.0,"半导体/电子右侧动量, 20/60日涨幅=34.7%/47.6%, 相对60日=33.6%, 量能20/120=1.53, 市值=506.9亿",0.3468926553672318,0.4761609907120745,506.90123166934404,15.391644023122,1.5488923707036435,0.5,0.5,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,93.2,主题右侧动量,93.2,23.84,31.65,23.68701872,31.65,0.3276006711409396,0.3361749055095946,
sh.603986,兆易创新,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,174.88,50.0,0.0,72.1,85.0,100.0,0.0,93.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=47.2%/42.6%, 相对60日=28.6%, 量能20/120=2.07, 市值=1162.6亿",0.4715583978458431,0.4260784473619832,1162.6466354993856,43.785235774012136,3.9940403861841616,1.55,1.55,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,93.1,主题右侧动量,93.1,174.88,400.0,174.88,400.0,1.2872827081427265,1.2872827081427265,
sh.688591,泰凌微,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,58.47,50.0,0.0,64.5,100.0,73.1,0.0,93.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=25.0%/55.7%, 相对60日=41.7%, 量能20/120=1.59, 市值=139.8亿",0.24962598845907236,0.5567092651757186,139.76386839195789,23.66964499486207,2.4702525117166725,0.38,0.38,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,93.1,主题右侧动量,93.1,58.47,36.32,58.47,36.32,-0.37882674876004785,-0.37882674876004785,
sh.605376,博迁新材,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,50.68,50.0,0.0,54.5,100.0,65.0,0.0,92.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=22.7%/44.9%, 相对60日=30.9%, 量能20/120=1.80, 市值=132.3亿",0.22711864406779658,0.4488279016580905,132.3158426188,12.410152848258944,4.083753086660011,0.28,0.28,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,92.9,主题右侧动量,92.9,50.68,117.99,50.68,117.99,1.3281373322809786,1.3281373322809786,
sz.300373,扬杰科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,69.1,50.0,0.0,82.2,100.0,81.7,0.0,92.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=26.3%/41.8%, 相对60日=27.8%, 量能20/120=1.64, 市值=374.3亿",0.26279239766081863,0.4183087027914614,374.29423766827273,40.06473008676673,1.7247089859423148,1.76,1.76,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,92.9,主题右侧动量,92.9,69.1,81.4,68.2312748,81.4,0.17800289435600591,0.1930013067849059,
sh.688147,微导纳米,C35专用设备制造业,半导体/电子,VALUE,基本价值线,44.93,85.0,61.7,65.2,100.0,63.8,0.0,92.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=33.0%/53.2%, 相对60日=39.2%, 量能20/120=2.44, 市值=205.2亿",0.3300769686204854,0.5318786225707468,205.239635384661,54.920052347911714,0.8180982733842646,0.41,0.41,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,92.8,主题右侧动量,92.8,44.93,85.9,44.93,85.9,0.9118628978410863,0.9118628978410863,
sz.300870,欧陆通,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,255.58,50.0,0.0,92.5,85.0,89.6,0.0,92.7,0.0,"半导体/电子右侧动量, 20/60日涨幅=86.0%/127.9%, 相对60日=113.9%, 量能20/120=2.36, 市值=254.9亿",0.8595750873108268,1.2787089871611985,254.87710476908254,64.33504855149417,3.9726401977521197,2.57,2.57,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,92.7,主题右侧动量,92.7,255.58,421.0,255.02641372,421.0,0.6472337428593786,0.6508093960111387,
sh.688798,艾为电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,91.62,50.0,0.0,64.2,100.0,69.8,0.0,92.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=26.3%/42.9%, 相对60日=28.9%, 量能20/120=2.29, 市值=213.7亿",0.2632014338894251,0.42866053329175124,213.7166255799403,29.514109106225416,3.1042780139575545,0.67,0.67,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,92.6,主题右侧动量,92.6,91.62,72.85,91.62,72.85,-0.20486793276577175,-0.20486793276577175,
sh.688183,生益电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,82.78,50.0,0.0,57.5,85.0,87.5,0.0,92.2,0.0,"半导体/电子右侧动量, 20/60日涨幅=62.4%/100.6%, 相对60日=86.6%, 量能20/120=1.90, 市值=676.8亿",0.6240926034922505,1.0063015026660205,676.8291785322299,29.06696864502596,2.8479061924527724,0.4,0.4,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,92.2,主题右侧动量,92.2,82.78,106.14,82.494409,106.14,0.2821937666102923,0.2866326492502056,
sh.688584,上海合晶,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,25.69,50.0,0.0,46.9,100.0,67.5,0.0,92.2,0.0,"半导体/电子右侧动量, 20/60日涨幅=40.3%/43.0%, 相对60日=29.0%, 量能20/120=3.79, 市值=172.6亿",0.40305843801201546,0.4296048970506401,172.6298958125,8.391919379033192,3.0612782177323146,0.16,0.16,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,92.2,主题右侧动量,92.2,25.69,25.19,25.69,25.19,-0.01946282600233551,-0.01946282600233551,
sh.603296,华勤技术,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,96.11,0.0,0.0,98.8,100.0,84.0,48.0,92.1,70.1,"价值线=57.55, 现价/价值=1.67, 扣非EPS=2.32, akshare东方财富扣非净利润同比=47.9%, 市值=971.6亿",0.1970357454228422,0.33264004437049355,971.5978442664799,57.55031856944852,1.6700168198725052,2.32,2.32,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,92.1,高质量趋势,,96.11,112.32,96.11,112.32,0.1686609093746747,0.1686609093746747,
sh.601869,长飞光纤,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,91.98,50.0,0.0,38.9,85.0,83.8,0.0,91.5,0.0,"半导体/电子右侧动量, 20/60日涨幅=77.5%/165.5%, 相对60日=151.5%, 量能20/120=2.92, 市值=703.7亿",0.7749903512157468,1.6553117782909932,703.671535665,20.687951772544135,4.446066049035874,0.48,0.48,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,91.5,主题右侧动量,91.5,91.98,399.48,91.98,399.48,3.3431180691454667,3.3431180691454667,
sz.301489,思泉新材,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,214.92,50.0,0.0,65.4,85.0,83.9,0.0,91.5,0.0,"半导体/电子右侧动量, 20/60日涨幅=76.0%/295.7%, 相对60日=281.7%, 量能20/120=2.89, 市值=124.5亿",0.7599082869308875,2.9565537555228274,124.46858475931035,24.347137814049006,8.827320962383714,0.87,0.87,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,91.5,主题右侧动量,91.5,214.92,261.0,214.92,261.0,0.21440536013400346,0.21440536013400346,
sh.688205,德科立,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,124.99,50.0,0.0,31.8,85.0,82.8,0.0,91.3,0.0,"半导体/电子右侧动量, 20/60日涨幅=84.5%/103.2%, 相对60日=89.2%, 量能20/120=2.16, 市值=196.3亿",0.8445985832349467,1.0320273126320925,196.29570466170213,16.725164516133617,7.473170137096752,0.47,0.47,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,91.3,主题右侧动量,91.3,124.99,272.0,124.86675986,272.0,1.1761740939275143,1.1783219193399832,
sz.002916,深南电路,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,199.88,50.0,0.0,86.7,85.0,92.5,0.0,91.3,0.0,"AI算力/CPO右侧动量, 20/60日涨幅=46.7%/111.4%, 相对60日=97.4%, 量能20/120=1.52, 市值=1025.9亿",0.4672245467224547,1.1137901861252115,1025.8576510411444,70.27627762131775,2.844203005131393,3.39,3.39,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,91.3,主题右侧动量,91.3,199.88,335.92,199.88,335.92,0.6806083650190116,0.6806083650190116,
sz.002052,同洲电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,16.75,50.0,0.0,43.0,85.0,81.0,0.0,90.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=61.1%/64.9%, 相对60日=50.9%, 量能20/120=3.04, 市值=124.2亿",0.6105769230769231,0.6486220472440944,124.17285894541668,8.649806296140188,1.9364595490969978,0.12,0.12,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,90.9,主题右侧动量,90.9,16.75,11.4,16.75,11.4,-0.31940298507462683,-0.31940298507462683,
sh.603236,移远通信,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,106.81,50.0,0.0,92.5,100.0,85.2,0.0,90.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=29.9%/39.0%, 相对60日=25.0%, 量能20/120=1.55, 市值=282.8亿",0.2992336698698457,0.3902121567096186,282.79701539133936,64.93555764345689,1.644861519269058,2.01,2.01,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,90.6,主题右侧动量,90.6,106.81,74.7,106.81,74.7,-0.3006272820896919,-0.3006272820896919,
sh.603486,科沃斯,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,93.0,50.0,0.0,86.8,98.1,74.9,0.0,90.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=13.2%/74.7%, 相对60日=60.8%, 量能20/120=1.58, 市值=524.5亿",0.13166220491603786,0.7474633596392335,524.471111672126,33.41291526152539,2.7833548576076654,1.27,1.27,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,90.6,主题右侧动量,90.6,93.0,68.12,93.0,68.12,-0.26752688172043004,-0.26752688172043004,
sh.688709,成都华微,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,46.02,50.0,0.0,23.5,100.0,69.0,0.0,90.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=40.9%/40.7%, 相对60日=26.7%, 量能20/120=2.47, 市值=288.0亿",0.4094946401225117,0.4073394495412843,288.00945229624284,5.035715095923642,9.13872193390224,0.14,0.14,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,90.6,主题右侧动量,90.6,46.02,39.37,46.02,39.37,-0.14450239026510225,-0.14450239026510225,
sh.603228,景旺电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,61.11,50.0,0.0,50.8,93.2,95.2,0.0,90.4,0.0,"半导体/电子右侧动量, 20/60日涨幅=0.4%/81.4%, 相对60日=67.4%, 量能20/120=1.92, 市值=532.5亿",0.0037779237844939306,0.8138913624220838,532.5038182090859,22.945695126138872,2.663244659360343,1.21,1.21,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,90.4,主题右侧动量,90.4,61.11,73.54,60.639453,73.54,0.20340369824905924,0.21274181018750293,
sz.300747,锐科激光,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,33.87,50.0,0.0,22.5,96.1,77.6,0.0,89.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=7.9%/61.7%, 相对60日=47.8%, 量能20/120=1.73, 市值=190.3亿",0.0793499043977055,0.6174785100286531,190.31827213050846,6.206275390536038,5.4573794858746405,0.0531,0.0531,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.8,主题右侧动量,89.8,33.87,38.01,33.83707836,38.01,0.1222320637732508,0.1233239346377184,
sh.600353,旭光电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,19.68,50.0,0.0,41.2,85.0,84.2,0.0,89.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=47.0%/81.5%, 相对60日=67.6%, 量能20/120=1.51, 市值=164.1亿",0.4697535474234502,0.8154981549815499,164.14092304511627,3.465469554710853,5.678884113481133,0.1032,0.1032,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.6,主题右侧动量,89.6,19.68,21.12,19.68,21.12,0.07317073170731714,0.07317073170731714,
sh.688195,腾景科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,85.5,50.0,0.0,45.4,85.0,74.3,0.0,89.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=82.2%/103.6%, 相对60日=89.6%, 量能20/120=2.76, 市值=111.2亿",0.8218623481781377,1.0361990950226243,111.24433156323528,12.953870410903294,6.600343934893352,0.51,0.51,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.6,主题右侧动量,89.6,85.5,349.09,85.5,349.09,3.0829239766081864,3.0829239766081864,
sh.688519,南亚新材,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,74.51,50.0,0.0,43.0,85.0,72.9,0.0,89.3,0.0,"半导体/电子右侧动量, 20/60日涨幅=51.9%/87.5%, 相对60日=73.5%, 量能20/120=2.59, 市值=174.1亿",0.5190621814475027,0.8754090108230559,174.11987013708335,13.287497717050504,5.607526833618104,0.12,0.12,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,89.3,主题右侧动量,89.3,74.51,181.95,74.38378006,181.95,1.441954100120789,1.4460977897766703,
sh.600118,中国卫星,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,36.73,50.0,0.0,15.0,100.0,91.5,0.0,88.7,0.0,"半导体/电子右侧动量, 20/60日涨幅=24.2%/33.3%, 相对60日=19.3%, 量能20/120=2.99, 市值=512.6亿",0.2421373013189041,0.33272859216255446,512.6406099999999,4.798321726158917,7.65475974646714,0.0034290320269398868,0.0034290320269398868,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,88.7,主题右侧动量,88.7,36.73,96.92,36.73,96.92,1.6387149469098832,1.6387149469098832,
sz.002947,恒铭达,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,43.7,14.9,14.9,93.5,100.0,69.4,52.5,88.2,70.3,"价值线=38.15, 现价/价值=1.15, 扣非EPS=1.88, akshare东方财富扣非净利润同比=38.9%, 市值=104.3亿",0.302145411203814,0.3072090936284775,104.28963339488298,38.15387513778771,1.1453620331403611,1.88,1.88,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,88.2,高质量趋势,,43.7,86.84,43.4271809,86.84,0.9871853546910754,0.9996692900689761,
sh.603290,斯达半导,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,109.72,50.0,0.0,61.7,100.0,81.8,0.0,87.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=29.1%/34.5%, 相对60日=20.5%, 量能20/120=3.02, 市值=262.1亿",0.2914312617702448,0.3454322501532803,262.12622364670784,48.27751611726218,2.2726935605696656,2.04,2.04,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.9,主题右侧动量,87.9,109.72,123.6,109.72,123.6,0.12650382792562875,0.12650382792562875,
sh.688007,光峰科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,22.95,50.0,0.0,15.0,85.0,65.5,0.0,87.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=49.4%/63.1%, 相对60日=49.1%, 量能20/120=2.86, 市值=105.4亿",0.494140625,0.6311300639658848,105.35229318535713,3.216688562626701,7.1346664599880825,0.07,0.07,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.9,主题右侧动量,87.9,22.95,15.08,22.95,15.08,-0.3429193899782135,-0.3429193899782135,
sz.301488,豪恩汽电,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,117.0,50.0,0.0,56.9,85.0,65.9,0.0,87.9,0.0,"半导体/电子右侧动量, 20/60日涨幅=61.0%/72.1%, 相对60日=58.1%, 量能20/120=1.99, 市值=107.5亿",0.6095749071399093,0.7213476533764898,107.4957028698913,24.801541663709166,4.717448680668111,0.92,0.92,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.9,主题右侧动量,87.9,117.0,152.33,116.634726,152.33,0.3019658119658122,0.3060432790831096,
sh.688403,汇成股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,13.6,50.0,0.0,59.0,100.0,71.5,0.0,87.6,0.0,"半导体/电子右侧动量, 20/60日涨幅=19.3%/37.0%, 相对60日=23.0%, 量能20/120=2.27, 市值=113.9亿",0.1929824561403508,0.3695871097683787,113.9033259225,6.429255592459505,2.1153304304701526,0.16,0.16,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.6,主题右侧动量,87.6,13.6,20.82,13.6,20.82,0.5308823529411766,0.5308823529411766,
sh.600460,士兰微,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,31.83,50.0,0.0,58.8,100.0,96.1,0.0,87.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=22.0%/30.2%, 相对60日=16.2%, 量能20/120=2.99, 市值=534.1亿",0.22000766577232644,0.30237315875613735,534.10807763948,10.58891721383481,3.0059730713932615,0.15,0.15,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.1,主题右侧动量,87.1,31.83,31.05,31.83,31.05,-0.024505183788878337,-0.024505183788878337,
sz.301413,安培龙,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,119.91,50.0,0.0,66.8,80.0,70.4,0.0,87.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=40.8%/61.9%, 相对60日=47.9%, 量能20/120=1.90, 市值=117.7亿",0.4082207868467409,0.6190926275992437,117.69367596958814,21.880705949737838,5.4801705335945385,0.76,0.76,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,87.1,主题右侧动量,87.1,119.91,131.89,119.91,131.89,0.09990826453173196,0.09990826453173196,
sz.002185,华天科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,11.9,50.0,0.0,50.0,100.0,85.7,0.0,86.8,0.0,"半导体/电子右侧动量, 20/60日涨幅=17.9%/33.1%, 相对60日=19.1%, 量能20/120=2.11, 市值=382.4亿",0.17938553022794856,0.33109619686800906,382.39513241057693,5.45071634486473,2.1831992800746858,0.0104,0.0104,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,86.8,主题右侧动量,86.8,11.9,14.69,11.9,14.69,0.23445378151260488,0.23445378151260488,
sh.688603,天承科技,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,94.2,50.0,0.0,47.9,80.0,66.0,0.0,86.0,0.0,"半导体/电子右侧动量, 20/60日涨幅=43.4%/44.5%, 相对60日=30.5%, 量能20/120=2.94, 市值=117.0亿",0.4340082204292892,0.4445637172212853,117.01773492468,14.31712031672405,6.579535403496157,0.5,0.5,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,86.0,主题右侧动量,86.0,94.2,143.8,94.2,143.8,0.5265392781316349,0.5265392781316349,
sz.002138,顺络电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,35.84,50.0,0.0,77.3,100.0,77.6,0.0,85.2,0.0,"半导体/电子右侧动量, 20/60日涨幅=26.6%/32.3%, 相对60日=18.4%, 量能20/120=2.31, 市值=282.8亿",0.2659837513246204,0.32348596750369296,282.77867976507474,20.847268036968593,1.719170105955596,0.99,0.99,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,85.2,主题右侧动量,85.2,35.84,36.69,35.00428288,36.69,0.023716517857142794,0.0481574533544622,
sz.300102,乾照光电,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,15.6,50.0,0.0,50.0,100.0,77.0,0.0,85.1,0.0,"半导体/电子右侧动量, 20/60日涨幅=33.4%/32.4%, 相对60日=18.4%, 量能20/120=2.45, 市值=143.3亿",0.33447390932420884,0.32427843803056033,143.27542050899999,5.332586946179401,2.9254094039998386,0.04,0.04,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,85.1,主题右侧动量,85.1,15.6,28.26,15.5750556,28.26,0.8115384615384618,0.8144397506998307,
sz.002913,奥士康,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,40.98,50.0,0.0,46.8,94.7,61.5,0.0,84.7,0.0,"半导体/电子右侧动量, 20/60日涨幅=4.1%/47.4%, 相对60日=33.4%, 量能20/120=1.70, 市值=130.0亿",0.04142312579415486,0.4741007194244602,130.0445074279626,23.129266597868202,1.7717812117647118,1.07,1.07,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,84.7,主题右侧动量,84.7,40.98,51.18,40.98,51.18,0.2489019033674964,0.2489019033674964,
sh.600498,烽火通信,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,27.16,50.0,0.0,66.0,99.7,87.2,0.0,84.5,0.0,"半导体/电子右侧动量, 20/60日涨幅=23.0%/29.4%, 相对60日=15.4%, 量能20/120=2.31, 市值=311.2亿",0.22951561792666375,0.2939494997617915,311.21438493870176,18.755456770812486,1.4481118925488814,0.57,0.57,1.0,年报扣非EPS,,,,,主题右侧动量,主题右侧确认,84.5,主题右侧动量,84.5,27.16,56.17,27.16,56.17,1.068114874815906,1.068114874815906,
