date,equity,cash,cash_pct,gross_exposure_pct,capacity_position_count,total_held_symbol_count,left_side_symbol_count,right_market_left_side_symbol_count,profit_tail_count,candidate_count
2025-12-29,0.969757144777337,903670.144777337,93.1852,5.57,0,1,1,1,0,58
2025-12-30,0.969526144777337,903670.144777337,93.2074,5.57,0,1,1,1,0,56
2025-12-31,0.9687281447773369,903670.144777337,93.2842,5.57,0,1,1,1,0,56
2026-01-05,0.970107346777337,604695.346777337,62.3328,35.45,1,2,1,1,0,56
2026-01-06,0.982929346777337,604695.346777337,61.5197,35.45,1,2,1,1,0,65
2026-01-07,0.9876303467773371,604695.346777337,61.2269,35.45,1,2,1,1,0,65
2026-01-08,0.9749313467773371,604695.346777337,62.0244,35.45,1,2,1,1,0,81
2026-01-09,0.973992346777337,604695.346777337,62.0842,35.45,1,2,1,1,0,76
2026-01-12,0.967137346777337,604695.346777337,62.5242,35.45,1,2,1,1,0,80
2026-01-13,0.972249346777337,604695.346777337,62.1955,35.45,1,2,1,1,0,74
2026-01-14,0.980040346777337,604695.346777337,61.7011,35.45,1,2,1,1,0,72
2026-01-15,0.988581346777337,604695.346777337,61.168,35.45,1,2,1,1,0,74
2026-01-16,0.983778346777337,604695.346777337,61.4666,35.45,1,2,1,1,0,78
2026-01-19,1.005225346777337,604695.346777337,60.1552,35.45,1,2,1,1,0,88
2026-01-20,1.0180663346898369,279939.334689837,27.4972,67.91,3,3,0,0,0,91
2026-01-21,1.071753334689837,279939.334689837,26.1198,67.91,3,3,0,0,0,89
2026-01-22,1.0751253346898368,279939.334689837,26.0378,67.91,3,3,0,0,0,88
2026-01-23,1.087080334689837,279939.334689837,25.7515,67.91,3,3,0,0,0,87
2026-01-26,1.1287263346898369,279939.334689837,24.8013,67.91,3,3,0,0,0,76
2026-01-27,1.1138919834098369,233403.983409837,20.9539,73.53,3,3,0,0,0,70
2026-01-28,1.1386159834098368,233403.983409837,20.4989,73.53,3,3,0,0,0,88
2026-01-29,1.099825989004837,293811.989004837,26.7144,68.13,3,3,0,0,0,84
2026-01-30,1.057022954139837,310045.954139837,29.332,66.61,3,3,0,0,0,79
2026-02-02,1.006895739259837,661137.739259837,65.661,32.33,3,3,0,0,0,87
2026-02-03,1.021067459259837,750707.4592598369,73.5218,24.76,2,2,0,0,0,63
2026-02-04,1.020394380739837,477535.38073983695,46.7991,52.03,3,3,0,0,0,68
2026-02-05,1.009088468739837,499420.46873983694,49.4922,50.28,3,3,0,0,0,68
2026-02-06,1.0107664876898368,813226.4876898369,80.4564,18.23,1,1,0,0,0,63
2026-02-09,1.009121487689837,813226.4876898369,80.5876,18.23,1,1,0,0,0,65
2026-02-10,1.0139164876898368,813226.4876898369,80.2065,18.23,1,1,0,0,0,62
2026-02-11,1.0290364876898368,813226.4876898369,79.028,18.23,1,1,0,0,0,69
2026-02-12,1.031871487689837,813226.4876898369,78.8108,18.23,1,1,0,0,0,67
2026-02-13,1.020181487689837,813226.4876898369,79.7139,18.23,1,1,0,0,0,72
2026-02-24,1.0206877171875648,471884.7171875648,46.232,52.34,3,3,1,0,0,71
2026-02-25,1.0434109410784465,628178.9410784465,60.2044,36.68,2,2,1,0,0,66
2026-02-26,1.0401889410784464,628178.9410784465,60.3908,36.68,2,2,1,0,0,73
2026-02-27,1.0711235379534463,329879.53795344644,30.7975,66.49,3,3,1,0,0,76
2026-03-02,1.1178835379534464,329879.53795344644,29.5093,66.49,3,3,1,0,0,74
2026-03-03,1.0848470129534464,388341.0129534464,35.7968,60.53,3,3,1,0,0,74
2026-03-04,1.1063882946134462,421129.2946134464,38.0634,60.9,3,3,1,0,0,63
2026-03-05,1.0835999761134465,646983.9761134464,59.7069,37.05,2,2,1,0,0,62
2026-03-06,1.0805401426734462,529251.1426734464,48.9802,48.81,2,2,1,0,0,63
2026-03-09,1.0705621464234465,714300.1464234465,66.722,33.34,2,2,1,0,0,55
2026-03-10,1.0752631464234466,714300.1464234465,66.4303,33.34,2,2,1,0,0,54
2026-03-11,1.067808196511743,947280.1965117429,88.7126,10.9,1,1,1,0,0,58
2026-03-12,1.0712641965117429,947280.1965117429,88.4264,10.9,1,1,1,0,0,57
2026-03-13,1.0814942648422774,990558.2648422773,91.5916,7.26,1,1,1,0,0,56
2026-03-16,1.0736591876910018,971755.1876910016,90.5087,9.14,1,1,1,1,0,56
2026-03-17,1.0696960143972896,953892.0143972896,89.1741,10.93,1,1,1,1,0,57
2026-03-18,1.0677720143972895,953892.0143972896,89.3348,10.93,1,1,1,1,0,54
2026-03-19,1.0643400143972896,953892.0143972896,89.6229,10.93,1,1,1,1,0,54
2026-03-20,1.0670440143972897,953892.0143972896,89.3958,10.93,1,1,1,1,0,52
2026-03-23,1.0636330916896348,934801.0916896348,87.8876,12.84,1,1,1,1,0,48
2026-03-24,1.0645044651173627,916664.4651173628,86.1118,14.65,1,1,1,1,0,41
2026-03-25,1.0663867038082444,636277.7038082444,59.6667,42.76,2,2,1,1,0,43
2026-03-26,1.0617011550082442,933235.1550082444,87.9,12.84,1,1,1,1,0,43
2026-03-27,1.0610301550082444,933235.1550082444,87.9556,12.84,1,1,1,1,0,44
2026-03-30,1.0510871550082443,933235.1550082444,88.7876,12.84,1,1,1,1,0,45
2026-03-31,1.0441331550082444,933235.1550082444,89.3789,12.84,1,1,1,1,0,57
2026-04-01,1.0474881550082444,933235.1550082444,89.0927,12.84,1,1,1,0,0,58
2026-04-02,1.0427911550082445,933235.1550082444,89.494,12.84,1,1,1,0,0,60
2026-04-03,1.0399851550082444,933235.1550082444,89.7354,12.84,1,1,1,0,0,54
2026-04-07,1.0402291550082445,933235.1550082444,89.7144,12.84,1,1,1,0,0,49
2026-04-08,1.0443771550082444,933235.1550082444,89.3581,12.84,1,1,1,0,0,51
2026-04-09,1.0434011550082445,933235.1550082444,89.4416,12.84,1,1,1,0,0,69
2026-04-10,1.0450010701182444,644032.0701182444,61.6298,41.74,2,2,1,0,0,69
2026-04-13,1.0474431617882445,745220.1617882444,71.1466,31.54,2,2,1,0,0,75
2026-04-14,1.0492752307882445,796095.2307882444,75.871,26.44,2,2,1,0,0,74
2026-04-15,1.0477692307882445,796095.2307882444,75.98,26.44,2,2,1,0,0,74
2026-04-16,1.0485962307882444,796095.2307882444,75.9201,26.44,2,2,1,0,0,73
2026-04-17,1.0484342307882444,796095.2307882444,75.9318,26.44,2,2,1,1,0,74
2026-04-20,1.0551112307882444,796095.2307882444,75.4513,26.44,2,2,1,1,0,74
2026-04-21,1.0542042307882444,796095.2307882444,75.5162,26.44,2,2,1,1,0,63
2026-04-22,1.0564812307882443,796095.2307882444,75.3535,26.44,2,2,1,1,0,66
2026-04-23,1.0514062307882444,796095.2307882444,75.7172,26.44,2,2,1,1,0,76
2026-04-24,1.0522756966882443,867477.6966882444,82.4383,19.64,2,2,1,1,0,72
2026-04-27,1.0534444030182444,693942.4030182443,65.8737,37.59,2,2,1,1,0,73
2026-04-28,1.0578264030182443,693942.4030182443,65.6008,37.59,2,2,1,1,0,72
2026-04-29,1.0622594030182444,693942.4030182443,65.327,37.59,2,2,1,1,0,71
2026-04-30,1.0737094030182444,693942.4030182443,64.6304,37.59,2,2,1,1,0,74
2026-05-06,1.0891644030182444,693942.4030182443,63.7133,37.59,2,2,1,1,0,190
2026-05-07,1.0986209241382445,513512.9241382445,46.7416,54.5,2,2,0,0,0,184
2026-05-08,1.0850035868982444,714763.5868982445,65.8766,34.01,1,1,0,0,0,194
2026-05-11,1.1177162272982444,414828.2272982444,37.1139,63.98,2,2,0,0,0,191
2026-05-12,1.1174442272982443,414828.2272982444,37.1229,63.98,2,2,0,0,0,191
2026-05-13,1.1364771764582444,402285.17645824444,35.3976,63.95,2,2,0,0,0,188
2026-05-14,1.0851236548582446,690931.6548582445,63.6731,34.01,1,1,0,0,0,192
2026-05-15,1.1158060707332444,394033.0707332445,35.3138,63.68,2,2,0,0,0,186
2026-05-18,1.1207670707332444,394033.0707332445,35.1574,63.68,2,2,0,0,0,178
2026-05-19,1.1654721790232445,283042.1790232445,24.2856,74.77,2,2,0,0,0,178
2026-05-20,1.2346021790232444,283042.1790232445,22.9258,74.77,2,2,0,0,0,165
2026-05-21,1.1979691929582446,175503.19295824447,14.6501,89.59,3,3,0,0,0,173
2026-05-22,1.2460313703482444,236103.37034824447,18.9484,83.79,3,3,0,0,0,169
2026-05-25,1.3411153703482444,236103.37034824447,17.605,83.79,3,3,0,0,0,173
2026-05-26,1.3399872471432444,302504.2471432445,22.5752,77.85,3,3,0,0,0,172
2026-05-27,1.2517338595432443,134997.8595432445,10.7849,93.43,3,3,0,0,0,174
2026-05-28,1.2958421030432445,403606.10304324445,31.1462,76.93,3,3,0,0,0,168
2026-05-29,1.2420897029432445,654393.7029432445,52.6849,56.58,2,2,0,0,0,167
2026-06-01,1.2241009806632446,639022.9806632445,52.2035,56.57,2,2,0,0,0,155
2026-06-02,1.2786843221582445,709599.3221582444,55.4945,50.63,2,2,0,0,0,164
2026-06-03,1.2714033221582444,709599.3221582444,55.8123,50.63,2,2,0,0,0,169
2026-06-04,1.3266530288382445,510691.02883824444,38.4947,70.51,3,3,0,0,0,164
2026-06-05,1.3118034078982443,556009.4078982444,42.3851,65.73,3,3,0,0,0,155
2026-06-08,1.2614822302482445,726742.2302482444,57.6102,51.04,3,3,0,0,0,150
2026-06-09,1.2589095897232443,916691.5897232444,72.8163,31.02,2,2,0,0,0,140
2026-06-10,1.2376941692082444,1084494.1692082444,87.6221,15.1,1,1,0,0,0,147
2026-06-11,1.2419741692082444,1084494.1692082444,87.3202,15.1,1,1,0,0,0,141
2026-06-12,1.2420086712082445,1163208.6712082445,93.6554,7.55,1,1,0,0,0,145
2026-06-15,1.2508466712082444,1163208.6712082445,92.9937,7.55,1,1,0,0,0,139
2026-06-16,1.248708596208244,988926.5962082441,79.1959,24.96,2,2,1,0,0,164
2026-06-17,1.2539645847332441,804183.5847332441,64.1313,43.43,3,3,1,0,0,165
2026-06-18,1.256762584733244,804183.5847332441,63.9885,43.43,3,3,1,0,0,160
2026-06-22,1.254099633808244,976301.6338082441,77.8488,24.96,2,2,1,0,0,166
2026-06-23,1.2347891636382442,684729.1636382442,55.4531,54.1,3,3,1,0,0,164
2026-06-24,1.2623451636382441,684729.1636382442,54.2426,54.1,3,3,1,0,0,157
2026-06-25,1.266211163638244,684729.1636382442,54.077,54.1,3,3,1,1,0,161
2026-06-26,1.262097163638244,684729.1636382442,54.2533,54.1,3,3,1,1,0,162
2026-06-29,1.307577163638244,684729.1636382442,52.3663,54.1,3,3,1,1,0,157
2026-06-30,1.3485151636382442,684729.1636382442,50.7765,54.1,3,3,1,1,0,155
2026-07-01,1.3143871594382441,749179.1594382442,56.9984,49.25,3,3,1,1,0,170
2026-07-02,1.3079510390532443,606718.0390532443,46.3869,66.44,3,3,1,1,0,161
2026-07-03,1.2726747959782443,590438.7959782444,46.3935,67.37,3,3,1,1,0,165
2026-07-06,1.3033287959782445,590438.7959782444,45.3024,67.37,3,3,1,1,0,152
2026-07-07,1.3060667959782444,590438.7959782444,45.2074,67.37,3,3,1,1,0,159
2026-07-08,1.3310227959782444,590438.7959782444,44.3598,67.37,3,3,1,1,0,152
2026-07-09,1.3360645596782443,521618.5596782444,39.0414,74.25,3,3,1,1,0,143
2026-07-10,1.3180866820782444,584110.6820782444,44.315,67.37,3,3,1,1,0,162
2026-07-13,1.3136315323582446,703013.5323582444,53.5168,57.66,3,3,1,1,0,141
2026-07-14,1.3257133362832445,528120.3362832444,39.8367,76.31,3,3,1,1,0,138
