date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,grid_slot,value_line,account_mode,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,signal_type,entry_evidence_score,entry_evidence,industry_tags,structure_ratio,anchor_low,anchor_high,anchor_low_date,anchor_high_date,gap_up,anchor_pullback_low,anchor_pullback_low_date
2025-05-06,sh.688019,安集科技,右侧买入,110.97,110.97,28.85,R15; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0169,2600.0,110.97,买入,2600.0,288522.0,24.52,0.0,144.26,168.79,0.0,,,-168.79,-0.0585,-288690.79,30.0,False,True,200.0,,,,基本面硬条件通过且多周期强度居前；20日强度+10.1%；60日强度+26.7%；120日强度+24.8%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-05-07,sh.688019,安集科技,突破次日确认持有,110.8,110.8,0.0,R15; 开盘仍在108.850上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09,sh.688019,安集科技,收盘条件退出,108.42,108.42,-28.85,R15; condition stop; 14:55/close proxy,watch,-0.6936,-2600.0,110.97,卖出,2600.0,281892.0,23.96,140.95,140.95,305.85,168.79,288522.0,-6630.0,-7104.64,-2.461,281586.15,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-16,sz.002891,中宠股份,右侧买入,63.44,63.44,29.82,R16; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0174,4700.0,63.44,买入,4700.0,298168.0,25.34,0.0,149.08,174.43,0.0,,,-174.43,-0.0585,-298342.43,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+42.1%；60日强度+78.0%；120日强度+86.0%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-05-19,sz.002891,中宠股份,突破次日未确认退出,62.57,62.57,-29.82,R16; 开盘未站上62.680; gap_stop,active,-0.4408,-4700.0,63.44,卖出,4700.0,294079.0,25.0,147.04,147.04,319.08,174.43,298168.0,-4089.0,-4582.5,-1.536,293759.92,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19,sz.002891,中宠股份,右侧买入,64.6,64.6,29.72,R17; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0174,4600.0,64.6,买入,4600.0,297160.0,25.26,0.0,148.58,173.84,0.0,,,-173.84,-0.0585,-297333.84,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+40.8%；60日强度+81.4%；120日强度+89.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.24倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.24倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-05-20,sz.002891,中宠股份,突破次日确认持有,64.03,64.03,0.0,R17; 开盘仍在63.440上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21,sz.002891,中宠股份,收盘条件退出,63.09,63.09,-29.72,R17; condition stop; 14:55/close proxy,active,-0.7261,-4600.0,64.6,卖出,4600.0,290214.0,24.67,145.11,145.11,314.88,173.84,297160.0,-6946.0,-7434.72,-2.5005,289899.12,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,sz.002311,海大集团,右侧买入,57.79,57.79,29.47,R18; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0172,5100.0,57.79,买入,5100.0,294729.0,25.05,0.0,147.36,172.42,0.0,,,-172.42,-0.0585,-294901.42,30.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；基本面硬条件通过且多周期强度居前；20日强度+12.9%；60日强度+27.2%；120日强度+31.2%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-05-28,sz.002311,海大集团,突破次日确认持有,57.22,57.22,0.0,R18; 开盘仍在57.090上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29,sz.002311,海大集团,收盘条件退出,57.02,57.02,-29.47,R18; condition stop; 14:55/close proxy,active,-0.4243,-5100.0,57.79,卖出,5100.0,290802.0,24.72,145.4,145.4,315.52,172.42,294729.0,-3927.0,-4414.94,-1.4971,290486.48,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-04,sz.002891,中宠股份,右侧买入,71.61,71.61,29.36,R19; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0172,4100.0,71.61,买入,4100.0,293601.0,24.96,0.0,146.8,171.76,0.0,,,-171.76,-0.0585,-293772.76,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+17.5%；60日强度+72.9%；120日强度+101.8%；距120日高点-4.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-06-05,sz.002891,中宠股份,突破次日确认持有,71.61,71.61,0.0,R19; 开盘仍在68.460上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06,sz.002891,中宠股份,止损清仓,64.449,64.449,-29.36,R19; hard space stop 64.449; intraday_stop,active,-2.9647,-4100.0,71.61,卖出,4100.0,264240.9,22.46,132.12,132.12,286.7,171.76,293601.0,-29360.1,-29818.56,-10.1502,263954.2,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-09,sz.300502,新易盛,右侧买入,71.96,71.96,29.5,R20; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0173,4100.0,71.96,买入,4100.0,295036.0,25.08,0.0,147.52,172.6,0.0,,,-172.6,-0.0585,-295208.6,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+29.9%；60日强度+50.9%；120日强度+19.5%；距120日高点-0.9%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-06-10,sz.300502,新易盛,突破次日未确认退出,70.77,70.77,-29.5,R20; 开盘未站上71.140; gap_stop,active,-0.5194,-4100.0,71.96,卖出,4100.0,290157.0,24.66,145.08,145.08,314.82,172.6,295036.0,-4879.0,-5366.42,-1.8178,289842.18,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10,sz.300476,胜宏科技,右侧买入,103.94,103.94,29.1,R21; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.017,2800.0,103.94,买入,2800.0,291032.0,24.74,0.0,145.52,170.25,0.0,,,-170.25,-0.0585,-291202.25,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+30.5%；60日强度+56.5%；120日强度+131.8%；距120日高点-0.2%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-06-11,sz.300476,胜宏科技,突破次日确认持有,104.36,104.36,0.0,R21; 开盘仍在100.360上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-27,sz.300502,新易盛,右侧买入,87.87,87.87,29.88,R22; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0175,3400.0,87.87,买入,3400.0,298758.0,25.39,0.0,149.38,174.77,0.0,,,-174.77,-0.0585,-298932.77,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+38.0%；60日强度+72.5%；120日强度+34.6%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.21倍,11.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.21倍,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-06-30,sz.300502,新易盛,突破次日确认持有,88.96,88.96,0.0,R22; 开盘仍在83.320上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,sz.300476,胜宏科技,右侧买入,141.76,141.76,8.51,R23; 浮盈加仓33%; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.005,600.0,141.76,买入,600.0,85056.0,7.23,0.0,42.53,49.76,0.0,,,-49.76,-0.0585,-85105.76,9.701066666666666,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+55.0%；60日强度+67.5%；120日强度+191.4%；距120日高点-2.2%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-07-04,sz.300476,胜宏科技,突破次日确认持有,143.07,143.07,0.0,R23; 开盘仍在136.710上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-09,sz.300476,胜宏科技,加仓批次合并,151.72,151.72,0.0,R23; 浮盈达到10%,watch,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-15,sz.300502,新易盛,右侧买入,112.05,112.05,8.96,R24; 浮盈加仓33%; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0052,800.0,112.05,买入,800.0,89640.0,7.62,0.0,44.82,52.44,0.0,,,-52.44,-0.0585,-89692.44,9.9586,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+22.7%；60日强度+134.2%；120日强度+70.0%；距120日高点-3.4%；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-07-16,sz.300502,新易盛,突破次日确认持有,115.36,115.36,0.0,R24; 开盘仍在96.700上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-18,sz.300502,新易盛,加仓批次合并,130.06,130.06,0.0,R24; 浮盈达到10%,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-22,sz.300476,胜宏科技,统一分仓收盘止盈1份,152.1,152.1,-6.24,止盈条件=trailing_10; 14:55/close proxy,active,2.8797,-600.0,103.94,卖出,600.0,91260.0,7.76,45.63,45.63,99.02,36.48,62364.0,28896.0,28760.5,46.0902,91160.98,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23,sz.300476,胜宏科技,右侧买入,148.155,148.15500000000003,13.33,R25; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA20; intraday_cross,active,-0.0078,900.0,148.15500000000003,买入,900.0,133339.5,11.33,0.0,66.67,78.0,0.0,,,-78.0,-0.0585,-133417.5,15.6862,True,False,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+31.4%；60日强度+101.2%；120日强度+202.4%；距120日高点-9.9%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,7.0,"['primary:uptrend_support_pullback', 'volume_confirmed', 'deduction_low_price_volume_ma20', 'large_wave_structure']",,0.75,72.54,173.36,2025-04-30,2025-07-18,,,
2025-07-29,sz.300476,胜宏科技,加仓批次合并,188.03,188.03,0.0,R25; 浮盈达到10%,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04,sz.300502,新易盛,统一分仓收盘止盈1份,131.62,131.62,-7.03,止盈条件=volume_node_break:2025-07-29; 14:55/close proxy,active,3.4886,-800.0,87.87,卖出,800.0,105296.0,8.95,52.65,52.65,114.25,41.12,70296.0,35000.0,34844.63,49.5395,105181.75,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02,sz.300502,新易盛,统一分仓收盘止盈1份,255.53,255.53,-7.03,止盈条件=trailing_10; 14:55/close proxy,active,13.3906,-800.0,87.87,卖出,800.0,204424.0,17.38,102.21,102.21,221.8,41.12,70296.0,134128.0,133865.08,190.3192,204202.2,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-04,sz.300476,胜宏科技,统一分仓收盘止盈1份,244.91,244.91,-9.35,止盈条件=volume_node_break:2025-08-29; 14:55/close proxy,active,12.6634,-900.0,103.94,卖出,900.0,220419.0,18.74,110.21,110.21,239.15,54.72,93546.0,126873.0,126579.12,135.2331,220179.85,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-04,sz.300502,新易盛,右侧买入,231.92,231.92000000000002,11.6,R26; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA10; intraday_cross,active,-0.0068,500.0,231.92000000000002,买入,500.0,115960.0,9.86,0.0,57.98,67.84,0.0,,,-67.84,-0.0585,-116027.84,12.3903,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+98.3%；60日强度+275.9%；120日强度+453.7%；距120日高点-4.8%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,uptrend_support_pullback,7.0,"['primary:uptrend_support_pullback', 'volume_confirmed', 'large_wave_structure', 'gap_up']",通信设备,0.75,69.29,286.13,2025-06-12,2025-09-02,,,
2025-09-08,sz.300502,新易盛,收盘条件退出,224.35,224.35,-11.6,R26; condition stop; 14:55/close proxy,active,-0.3907,-500.0,231.92000000000002,卖出,500.0,112175.0,9.53,56.09,56.09,121.71,67.84,115960.0,-3785.0,-3974.55,-3.4255,112053.29,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-09,sz.300476,胜宏科技,统一分仓收盘止盈1份,257.83,257.83,-9.35,止盈条件=volume_node_break:2025-09-05; 14:55/close proxy,exited,13.8249,-900.0,103.94,卖出,900.0,232047.0,19.72,116.02,116.02,251.77,54.72,93546.0,138501.0,138194.5,147.6426,231795.23,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-11,sz.300476,胜宏科技,右侧买入,335.83,335.83,6.72,R27; 浮盈加仓33%; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0039,200.0,335.83,买入,200.0,67166.0,5.71,0.0,33.58,39.29,0.0,,,-39.29,-0.0585,-67205.29,8.665716666666668,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+22.1%；60日强度+148.4%；120日强度+243.0%；距120日高点-1.7%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-09-12,sz.300476,胜宏科技,突破次日确认持有,317.95,317.95,0.0,R27; 开盘仍在293.900上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23,sz.300476,胜宏科技,止损清仓,302.247,302.247,-6.72,R27; hard space stop 302.247; intraday_stop,exited,-0.6782,-200.0,335.83,卖出,200.0,60449.4,5.14,30.22,30.22,65.59,39.29,67166.0,-6716.6,-6821.48,-10.1502,60383.81,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23,sz.300502,新易盛,右侧买入,251.82,251.82,7.55,R28; 浮盈加仓33%; 回调波段50%收盘放量向上突破; 跳空向上加分; close_confirmed,exited,-0.0044,300.0,251.82,买入,300.0,75546.0,6.42,0.0,37.77,44.19,0.0,,,-44.19,-0.0585,-75590.19,8.2602,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；基本面硬条件通过且多周期强度居前；20日强度+15.8%；60日强度+170.0%；120日强度+391.3%；距120日高点-11.7%；MA20/MA60同步上扬；贴近上扬MA20支撑,6.0,MA20/MA60同步上扬；贴近上扬MA20支撑,watch,aligned,pullback_50_breakout,9.0,"['primary:pullback_50_breakout', 'volume_confirmed', 'large_wave_structure', 'gap_up']",通信设备,0.5,119.55,286.13,2025-07-24,2025-09-02,True,210.56,2025-09-08
2025-09-24,sz.300502,新易盛,突破次日未确认退出,245.41,245.41,-7.55,R28; 开盘未站上248.345; gap_stop,exited,-0.2003,-300.0,251.82,卖出,300.0,73623.0,6.26,36.81,36.81,79.88,44.19,75546.0,-1923.0,-2047.08,-2.7081,73543.12,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-25,sz.300476,胜宏科技,统一分仓收盘止盈1份,297.47,297.47,-11.25,止盈条件=volume_node_break:2025-09-11; 14:55/close proxy,exited,15.4977,-900.0,124.95111111111112,卖出,900.0,267723.0,22.76,133.86,133.86,290.48,65.79,112456.0,155267.0,154910.73,137.6718,267432.52,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-26,sh.688019,安集科技,右侧买入,171.32,171.32,27.41,R29; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.016,1600.0,171.32,买入,1600.0,274112.0,23.3,0.0,137.06,160.36,0.0,,,-160.36,-0.0585,-274272.36,30.0,False,True,200.0,,,,基本面硬条件通过且多周期强度居前；20日强度+22.6%；60日强度+42.1%；120日强度+76.1%；距120日高点-0.1%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-09-29,sh.688019,安集科技,突破次日确认持有,170.67,170.67,0.0,R29; 开盘仍在167.780上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10,sh.688019,安集科技,收盘条件退出,167.02,167.02,-27.41,R29; condition stop; 14:55/close proxy,exited,-0.717,-1600.0,171.32,卖出,1600.0,267232.0,22.71,133.62,133.62,289.95,160.36,274112.0,-6880.0,-7330.3,-2.6726,266942.05,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-13,sz.002056,横店东磁,右侧买入,21.0,21.0,19.95,R30; 33三日下行试错首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0117,9500.0,21.0,买入,9500.0,199500.0,16.96,0.0,99.75,116.71,0.0,,,-116.71,-0.0585,-199616.71,20.0,False,True,100.0,,,,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+17.9%；60日强度+42.3%；120日强度+65.2%；距120日高点-1.8%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-10-14,sz.002056,横店东磁,突破次日确认持有,21.12,21.12,0.0,R30; 开盘仍在20.280上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-14,sz.300476,胜宏科技,统一尾仓收盘退出,249.51,249.51,-14.75,止盈条件=maximum_profit_half; 14:55/close proxy,exited,10.1724,-1000.0,147.51550000000003,卖出,1000.0,249510.0,21.21,124.76,124.76,270.72,86.3,147515.5,101994.5,101637.49,68.8592,249239.28,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-14,sz.300502,新易盛,统一分仓收盘止盈1份,225.78,225.78,-7.03,止盈条件=rising_ma20_break_3pct; 14:55/close proxy,exited,11.0132,-800.0,87.87,卖出,800.0,180624.0,15.35,90.31,90.31,195.98,41.12,70296.0,110328.0,110090.9,156.5189,180428.02,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-17,sz.002056,横店东磁,收盘条件退出,19.61,19.61,-19.95,R30; condition stop; 14:55/close proxy,watch,-1.3407,-9500.0,21.0,卖出,9500.0,186295.0,15.84,93.15,93.15,202.13,116.71,199500.0,-13205.0,-13523.84,-6.7749,186092.87,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-21,sz.002028,思源电气,右侧买入,122.33,122.33,29.36,R31; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0172,2400.0,122.33,买入,2400.0,293592.0,24.96,0.0,146.8,171.75,0.0,,,-171.75,-0.0585,-293763.75,30.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+22.5%；60日强度+50.1%；120日强度+54.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.35倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.35倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-10-22,sz.002028,思源电气,突破次日确认持有,121.88,121.88,0.0,R31; 开盘仍在113.990上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-27,sz.300502,新易盛,右侧买入,288.16,288.16,5.76,R32; 浮盈加仓33%; W底收盘放量突破颈线; close_confirmed,active,-0.0034,200.0,288.16,买入,200.0,57632.0,5.0,0.0,28.82,33.82,0.0,,,-33.82,-0.0587,-57665.82,5.917,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+7.9%；60日强度+115.8%；120日强度+451.0%；距120日高点-4.0%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.28倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.28倍；多周期均量扣低走高,trade_ready,aligned,w_bottom_neckline,8.0,"['primary:w_bottom_neckline', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-10-28,sz.300502,新易盛,突破次日未确认退出,281.78,281.78,-5.76,R32; 开盘未站上284.350; gap_stop,active,-0.1337,-200.0,288.16,卖出,200.0,56356.0,5.0,28.18,28.18,61.36,33.82,57632.0,-1276.0,-1371.17,-2.3778,56294.64,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04,sz.002028,思源电气,右侧买入,142.29,142.29,8.54,R33; 浮盈加仓33%; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.005,600.0,142.29,买入,600.0,85374.0,7.26,0.0,42.69,49.94,0.0,,,-49.94,-0.0585,-85423.94,9.7864,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+31.9%；60日强度+72.5%；120日强度+92.0%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.44倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.44倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-11-05,sz.002028,思源电气,突破次日确认持有,137.42,137.42,0.0,R33; 开盘仍在135.430上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-05,sz.002028,思源电气,统一分仓收盘止盈1份,139.42,139.42,-4.89,止盈条件=volume_node_break:2025-11-03; 14:55/close proxy,active,0.6775,-400.0,122.33,卖出,400.0,55768.0,5.0,27.88,27.88,60.77,28.63,48932.0,6836.0,6746.61,13.7797,55707.23,,,,,,,,,,,,,,,,,,,,,,,,
