date,equity,cash,cash_pct,gross_exposure_pct,capacity_position_count,total_held_symbol_count,left_side_symbol_count,profit_tail_count,candidate_count
2026-06-29,2.282833247376914,1321180.247376914,57.8746,47.39,2,5,5,0,10
2026-06-30,2.306425247376914,1321180.247376914,57.2826,47.39,2,5,5,0,10
2026-07-01,2.276431247376914,1321180.247376914,58.0373,47.39,2,5,5,0,10
2026-07-02,2.240499231876914,1435356.231876914,64.0641,45.31,2,5,5,0,10
2026-07-03,2.238702231876914,1435356.231876914,64.1155,45.31,2,5,5,0,10
2026-07-06,2.233051231876914,1435356.231876914,64.2778,45.31,2,5,5,0,10
2026-07-07,2.242297231876914,1435356.231876914,64.0128,45.31,2,5,5,0,10
2026-07-08,2.242696231876914,1435356.231876914,64.0014,45.31,2,5,5,0,10
2026-07-09,2.271954231876914,1435356.231876914,63.1772,45.31,2,5,5,0,10
2026-07-10,2.220633231876914,1435356.231876914,64.6372,45.31,2,5,5,0,10
2026-07-13,2.223071231876914,1435356.231876914,64.5664,45.31,2,5,5,0,10
2026-07-14,2.264279231876914,1435356.231876914,63.3913,45.31,2,5,5,0,10
