date,current_equity,vectorbt_equity,equity_delta_pct,vectorbt_cash
2024-09-24,1.0,1.0,0.0,1000000.0
2024-09-25,1.002688623025,1.002688623025,0.0,800948.623025
2024-09-26,1.008683623025,1.008683623025,0.0,800948.623025
2024-09-27,1.012753623025,1.012753623025,0.0,800948.623025
2024-09-30,1.033983623025,1.033983623025,0.0,800948.623025
2024-10-08,1.057248623025,1.057248623025,0.0,800948.623025
2024-10-09,1.013729500725,1.013729500725,0.0,646934.500725
2024-10-10,1.0265016688275,1.0265016688275,0.0,565845.6688275
2024-10-11,1.0150836995624999,1.0150836995624999,0.0,689040.6995624999
2024-10-14,1.0220616995624998,1.0220616995624998,0.0,689040.6995624999
2024-10-15,1.0120645515624997,1.0120645515624997,0.0,630710.5515624998
2024-10-16,1.0020892660024998,1.0020892660024998,0.0,865667.2660024997
2024-10-17,1.0013493980024997,1.0013493980024997,0.0,807897.3980024997
2024-10-18,1.0055323980024997,1.0055323980024997,0.0,807897.3980024997
2024-10-21,1.0059764121574997,1.0059764121574997,0.0,611225.4121574997
2024-10-22,1.0117414121574997,1.0117414121574997,0.0,611225.4121574997
2024-10-23,0.9924977666174997,0.9924977666174997,0.0,597838.7666174996
2024-10-24,0.9980989416574997,0.9980989416574997,0.0,588299.9416574996
2024-10-25,1.0020669416574997,1.0020669416574997,0.0,588299.9416574996
2024-10-28,1.0032169416574996,1.0032169416574996,0.0,588299.9416574996
2024-10-29,1.0012589416574997,1.0012589416574997,0.0,588299.9416574996
2024-10-30,0.9925119616574997,0.9925119616574997,0.0,685172.9616574997
2024-10-31,0.9867349616574996,0.9867349616574996,0.0,685172.9616574997
2024-11-01,0.9841479616574996,0.9841479616574996,0.0,685172.9616574997
2024-11-04,0.9915246256574997,0.9915246256574997,0.0,628467.6256574997
2024-11-05,1.0106876256574997,1.0106876256574997,0.0,628467.6256574997
2024-11-06,1.0044916256574996,1.0044916256574996,0.0,628467.6256574997
2024-11-07,1.0301356256574996,1.0301356256574996,0.0,628467.6256574997
2024-11-08,1.0290515136574996,1.0290515136574996,0.0,526182.5136574997
2024-11-11,1.0110067022924996,1.0110067022924996,0.0,467226.70229249966
2024-11-12,0.9918851241924996,0.9918851241924996,0.0,656064.1241924997
2024-11-13,0.9964341241924997,0.9964341241924997,0.0,656064.1241924997
2024-11-14,0.9907290901924997,0.9907290901924997,0.0,694055.0901924997
2024-11-15,0.9762539041977497,0.9762539041977497,0.0,582114.9041977497
