date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,structure_ratio,anchor_low,anchor_high,anchor_low_date,anchor_high_date
2025-06-17,sz.002311,海大集团,统一分仓收盘止盈1份,55.23,55.23,-3.57,14:55/close proxy,active,0.2875,-700.0,51.06,卖出,700.0,38661.0,5.0,19.33,19.33,43.66,20.91,35742.0,2919.0,2854.43,7.9815,38617.34,,,,,,,,,,,,,,
2025-06-17,sh.603979,金诚信,右侧买入,43.315,43.315,19.92,R7; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0117,4600.0,43.315,买入,4600.0,199249.0,16.94,0.0,99.62,116.56,0.0,,,-116.56,-0.0585,-199365.56,20.0,False,True,100.0,基本价值线模型入选；MA20上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,8.0,MA20上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,0.5,38.11,48.52,2024-11-18,2025-03-20
2025-06-18,sh.603979,金诚信,突破次日未确认退出,42.97,42.97,-19.92,R7; 开盘未站上43.315; gap_stop,active,-0.1801,-4600.0,43.315,卖出,4600.0,197662.0,16.8,98.83,98.83,214.46,116.56,199249.0,-1587.0,-1918.02,-0.9621,197447.54,,,,,,,,,,,,,,
2025-06-18,sz.002311,海大集团,右侧买入,55.975,55.975,5.04,R8; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.003,900.0,55.975,买入,900.0,50377.5,5.0,0.0,25.19,30.19,0.0,,,-30.19,-0.0599,-50407.69,5.4464,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,7.0,MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,trade_ready,aligned,0.5,50.7,61.25,2025-05-08,2025-06-04
2025-06-19,sz.002311,海大集团,突破次日未确认退出,55.65,55.65,-5.04,R8; 开盘未站上55.975; gap_stop,active,-0.0348,-900.0,55.975,卖出,900.0,50085.0,5.0,25.04,25.04,55.09,30.19,50377.5,-292.5,-377.77,-0.7494,50029.92,,,,,,,,,,,,,,
2025-06-19,sz.002311,海大集团,右侧买入,55.975,55.975,5.04,R9; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.003,900.0,55.975,买入,900.0,50377.5,5.0,0.0,25.19,30.19,0.0,,,-30.19,-0.0599,-50407.69,5.4464,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑,6.0,MA20/MA60同步上扬；贴近上扬MA20支撑,watch,aligned,0.5,50.7,61.25,2025-05-08,2025-06-04
2025-06-20,sz.002311,海大集团,突破次日未确认退出,55.85,55.85,-5.04,R9; 开盘未站上55.975; gap_stop,active,-0.0168,-900.0,55.975,卖出,900.0,50265.0,5.0,25.13,25.13,55.27,30.19,50377.5,-112.5,-197.95,-0.3927,50209.74,,,,,,,,,,,,,,
2025-06-20,sz.002311,海大集团,右侧买入,55.782,55.7825,7.81,R10; 浮盈加仓50%; 上涨波段62.5%拉回支撑; 共振=MA5; intraday_cross,active,-0.0046,1400.0,55.7825,买入,1400.0,78095.5,6.64,0.0,39.05,45.69,0.0,,,-45.69,-0.0585,-78141.19,8.1696,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,7.0,MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,trade_ready,aligned,0.625,46.67,61.25,2025-03-28,2025-06-04
2025-06-26,sz.002311,海大集团,收盘条件退出,56.31,56.31,-7.81,R10; entry time condition; 14:55/close proxy,exited,0.0653,-1400.0,55.7825,卖出,1400.0,78834.0,6.7,39.42,39.42,85.53,45.69,78095.5,738.5,607.28,0.7772,78748.47,,,,,,,,,,,,,,
2025-06-26,sh.603979,金诚信,右侧买入,44.105,44.105000000000004,19.85,R11; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,exited,-0.0116,4500.0,44.105000000000004,买入,4500.0,198472.5,16.87,0.0,99.24,116.11,0.0,,,-116.11,-0.0585,-198588.61,20.0,False,True,100.0,基本价值线模型入选；MA20上扬；收盘站上MA20；距离21日收盘高点3%以内,7.0,MA20上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,0.5,35.14,53.07,2024-09-12,2024-10-08
2025-06-27,sh.603979,金诚信,突破次日确认持有,45.0,45.0,0.0,R11; 开盘仍在44.105上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,
2025-06-30,sz.002311,海大集团,右侧买入,55.975,55.975,7.84,"R12; 浮盈加仓50%; 上涨波段50.0%拉回支撑; 共振=MA5,MA10; intraday_cross",exited,-0.0046,1400.0,55.975,买入,1400.0,78365.0,6.66,0.0,39.18,45.84,0.0,,,-45.84,-0.0585,-78410.84,8.1696,False,True,100.0,基本价值线模型入选；基本面入选，等待价格/量能买点,0.0,基本面入选，等待价格/量能买点,fundamental_only,needs_price_confirmation,0.5,50.7,61.25,2025-05-08,2025-06-04
2025-07-04,sh.603979,金诚信,统一分仓收盘止盈1份,45.42,45.42,-3.97,14:55/close proxy,exited,0.1138,-900.0,44.105,卖出,900.0,40878.0,5.0,20.44,20.44,45.88,23.22,39694.5,1183.5,1114.4,2.8058,40832.12,,,,,,,,,,,,,,
2025-07-04,sz.002311,海大集团,收盘条件退出,58.43,58.43,-7.84,R12; entry time condition; 14:55/close proxy,exited,0.3348,-1400.0,55.975,卖出,1400.0,81802.0,6.95,40.9,40.9,88.76,45.84,78365.0,3437.0,3302.4,4.2117,81713.24,,,,,,,,,,,,,,
2025-07-09,sz.002311,海大集团,右侧买入,55.975,55.975,7.84,"R13; 浮盈加仓50%; 上涨波段50.0%拉回支撑; 共振=MA20,MA60; intraday_cross",watch,-0.0046,1400.0,55.975,买入,1400.0,78365.0,6.66,0.0,39.18,45.84,0.0,,,-45.84,-0.0585,-78410.84,8.1696,False,True,100.0,基本价值线模型入选；收盘站上MA20,2.0,收盘站上MA20,fundamental_only,needs_price_confirmation,0.5,50.7,61.25,2025-05-08,2025-06-04
2025-07-10,sz.002311,海大集团,收盘条件退出,54.4,54.4,-7.84,R13; condition stop; 14:55/close proxy,watch,-0.2288,-1400.0,55.975,卖出,1400.0,76160.0,6.47,38.08,38.08,82.63,45.84,78365.0,-2205.0,-2333.48,-2.976,76077.37,,,,,,,,,,,,,,
2025-07-11,sz.002311,海大集团,右侧买入,54.21,54.21,8.13,R14; 浮盈加仓50%; 上涨波段50.0%拉回支撑; 共振=MA60; intraday_cross,active,-0.0048,1500.0,54.21,买入,1500.0,81315.0,6.91,0.0,40.66,47.57,0.0,,,-47.57,-0.0585,-81362.57,8.1696,False,True,100.0,基本价值线模型入选；量能高于5/10日基准1.82倍；多周期均量扣低走高,3.0,量能高于5/10日基准1.82倍；多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,47.17,61.25,2025-03-07,2025-06-04
2025-07-14,sz.002311,海大集团,收盘条件退出,54.07,54.07,-8.13,R14; condition stop; 14:55/close proxy,active,-0.0298,-1500.0,54.21,卖出,1500.0,81105.0,6.89,40.55,40.55,88.0,47.57,81315.0,-210.0,-345.57,-0.4247,81017.0,,,,,,,,,,,,,,
2025-07-15,sz.002311,海大集团,右侧买入,54.21,54.21,5.42,R15; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0032,1000.0,54.21,买入,1000.0,54210.0,5.0,0.0,27.11,32.11,0.0,,,-32.11,-0.0592,-54242.11,5.4464,False,True,100.0,基本价值线模型入选；多周期均量扣低走高,1.0,多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,47.17,61.25,2025-03-07,2025-06-04
2025-07-16,sz.002311,海大集团,突破次日未确认退出,53.79,53.79,-5.42,R15; 开盘未站上54.210; gap_stop,active,-0.0479,-1000.0,54.21,卖出,1000.0,53790.0,5.0,26.89,26.89,58.79,32.11,54210.0,-420.0,-510.9,-0.9419,53731.21,,,,,,,,,,,,,,
2025-07-16,sz.002311,海大集团,右侧买入,54.21,54.21,5.42,R16; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0032,1000.0,54.21,买入,1000.0,54210.0,5.0,0.0,27.11,32.11,0.0,,,-32.11,-0.0592,-54242.11,5.4464,False,True,100.0,基本价值线模型入选；多周期均量扣低走高,1.0,多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,47.17,61.25,2025-03-07,2025-06-04
2025-07-24,sz.002311,海大集团,收盘条件退出,53.74,53.74,-5.42,R16; condition stop; 14:55/close proxy,active,-0.0529,-1000.0,54.21,卖出,1000.0,53740.0,5.0,26.87,26.87,58.74,32.11,54210.0,-470.0,-560.85,-1.034,53681.26,,,,,,,,,,,,,,
2025-07-24,sh.603979,金诚信,右侧买入,48.435,48.435,7.75,"R17; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5,MA10; intraday_cross",active,-0.0045,1600.0,48.435,买入,1600.0,77496.0,6.59,0.0,38.75,45.34,0.0,,,-45.34,-0.0585,-77541.34,7.938900000000001,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,0.75,41.19,50.85,2025-06-20,2025-07-22
2025-07-25,sz.002311,海大集团,右侧买入,54.21,54.21,5.42,R18; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0032,1000.0,54.21,买入,1000.0,54210.0,5.0,0.0,27.11,32.11,0.0,,,-32.11,-0.0592,-54242.11,5.4464,False,True,100.0,基本价值线模型入选；量能高于5/10日基准1.69倍；多周期均量扣低走高,3.0,量能高于5/10日基准1.69倍；多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,47.17,61.25,2025-03-07,2025-06-04
2025-07-28,sz.002311,海大集团,突破次日未确认退出,53.72,53.72,-5.42,R18; 开盘未站上54.210; gap_stop,active,-0.0549,-1000.0,54.21,卖出,1000.0,53720.0,5.0,26.86,26.86,58.72,32.11,54210.0,-490.0,-580.83,-1.0708,53661.28,,,,,,,,,,,,,,
2025-07-28,sz.002311,海大集团,右侧买入,53.72,53.72,8.06,R19; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA10; gap_or_open_fill,active,-0.0047,1500.0,53.72,买入,1500.0,80580.0,6.85,0.0,40.29,47.14,0.0,,,-47.14,-0.0585,-80627.14,8.1696,False,True,100.0,基本价值线模型入选；多周期均量扣低走高,1.0,多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.75,44.57,56.8,2025-02-26,2025-07-23
2025-07-29,sz.002311,海大集团,收盘条件退出,53.25,53.25,-8.06,R19; condition stop; 14:55/close proxy,active,-0.0792,-1500.0,53.72,卖出,1500.0,79875.0,6.79,39.94,39.94,86.66,47.14,80580.0,-705.0,-838.8,-1.0403,79788.34,,,,,,,,,,,,,,
2025-07-30,sz.002311,海大集团,右侧买入,54.21,54.21,5.42,R20; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0032,1000.0,54.21,买入,1000.0,54210.0,5.0,0.0,27.11,32.11,0.0,,,-32.11,-0.0592,-54242.11,5.4464,False,True,100.0,基本价值线模型入选；量能高于5/10日基准1.83倍；多周期均量扣低走高,3.0,量能高于5/10日基准1.83倍；多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,47.17,61.25,2025-03-07,2025-06-04
2025-07-31,sh.603979,金诚信,收盘条件退出,47.29,47.29,-7.75,R17; condition stop; 14:55/close proxy,active,-0.1914,-1600.0,48.435,卖出,1600.0,75664.0,6.43,37.83,37.83,82.1,45.34,77496.0,-1832.0,-1959.43,-2.5269,75581.9,,,,,,,,,,,,,,
2025-08-01,sh.603979,金诚信,右侧买入,47.14,47.14,7.54,R21; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA20; intraday_cross,active,-0.0044,1600.0,47.14,买入,1600.0,75424.0,6.41,0.0,37.71,44.12,0.0,,,-44.12,-0.0585,-75468.12,7.938900000000001,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.81倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.81倍；多周期均量扣低走高,trade_ready,aligned,0.75,35.14,51.14,2024-09-12,2025-07-25
2025-08-14,sh.603979,金诚信,右侧买入,54.56,54.56,7.64,R22; 浮盈加仓33%; 价格突破21日收盘高点; intraday_breakout,active,-0.0045,1400.0,54.56,买入,1400.0,76384.0,6.49,0.0,38.19,44.68,0.0,,,-44.68,-0.0585,-76428.68,7.806733333333334,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.88倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.88倍；多周期均量扣低走高,trade_ready,aligned,,,,,
2025-08-15,sh.603979,金诚信,突破次日未确认退出,53.0,53.0,-7.64,R22; 开盘未站上54.560; gap_stop,active,-0.2265,-1400.0,54.56,卖出,1400.0,74200.0,6.31,37.1,37.1,80.51,44.68,76384.0,-2184.0,-2309.19,-3.0214,74119.49,,,,,,,,,,,,,,
2025-08-15,sz.002311,海大集团,收盘条件退出,56.83,56.83,-5.42,R20; entry time condition; 14:55/close proxy,active,0.2558,-1000.0,54.21,卖出,1000.0,56830.0,5.0,28.41,28.41,61.83,32.11,54210.0,2620.0,2526.07,4.657,56768.17,,,,,,,,,,,,,,
2025-08-15,sh.603979,金诚信,右侧买入,54.56,54.56,7.64,R23; 浮盈加仓33%; 价格突破21日收盘高点; intraday_breakout,active,-0.0045,1400.0,54.56,买入,1400.0,76384.0,6.49,0.0,38.19,44.68,0.0,,,-44.68,-0.0585,-76428.68,7.806733333333334,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,,,,,
2025-08-18,sh.603979,金诚信,突破次日未确认退出,53.72,53.72,-7.64,R23; 开盘未站上54.560; gap_stop,active,-0.1258,-1400.0,54.56,卖出,1400.0,75208.0,6.39,37.6,37.6,81.6,44.68,76384.0,-1176.0,-1302.29,-1.7039,75126.4,,,,,,,,,,,,,,
2025-08-18,sh.603979,金诚信,加仓批次合并,52.35,52.35,0.0,R21; 浮盈达到10%,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,
2025-08-18,sh.603979,金诚信,右侧买入,52.58,52.58,11.57,R24; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5; intraday_cross,active,-0.0068,2200.0,52.58,买入,2200.0,115676.0,9.83,0.0,57.84,67.67,0.0,,,-67.67,-0.0585,-115743.67,11.7101,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,0.75,45.38,54.98,2025-07-16,2025-08-14
