date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,structure_ratio,anchor_low,anchor_high,anchor_low_date,anchor_high_date,signal_type,anchor_pullback_low,anchor_pullback_low_date,gap_up
2024-09-25,sh.601628,中国人寿,右侧买入,36.17,36.17,19.89,R1; 直接突破首仓; 价格突破21日收盘高点; gap_breakout,waiting,-0.0116,5500.0,36.17,买入,5500.0,198935.0,16.91,0.0,99.47,116.38,0.0,,,-116.38,-0.0585,-199051.38,20.0,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.61倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+14.8%；60日强度+20.1%；120日强度+30.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.61倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.61倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-10-09,sz.300394,天孚通信,右侧买入,60.6,60.6,20.0,R2; 直接突破首仓; 价格突破21日收盘高点; intraday_breakout,active,-0.0117,3300.0,60.6,买入,3300.0,199980.0,17.0,0.0,99.99,116.99,0.0,,,-116.99,-0.0585,-200096.99,20.0,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.61倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+57.0%；60日强度+38.3%；120日强度+6.4%；距120日高点-0.9%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.61倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.61倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-10-10,sz.300394,天孚通信,突破次日未确认退出,56.27,56.27,-20.0,R2; 开盘未站上60.600; gap_stop,active,-1.449,-3300.0,60.6,卖出,3300.0,185691.0,15.78,92.85,92.85,201.47,116.99,199980.0,-14289.0,-14607.46,-7.3002,185489.53,,,,,,,,,,,,,,,,,,
2024-10-10,sh.601628,中国人寿,右侧买入,41.67,41.67,9.58,R3; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5; gap_or_open_fill,active,-0.0056,2300.0,41.67,买入,2300.0,95841.0,8.15,0.0,47.92,56.07,0.0,,,-56.07,-0.0585,-95897.07,9.94675,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准2.08倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+27.5%；60日强度+46.0%；120日强度+58.3%；距120日高点-10.0%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准2.08倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准2.08倍；多周期均量扣低走高,trade_ready,aligned,0.75,27.88,46.6,2024-08-12,2024-10-08,uptrend_support_pullback,,,
2024-10-10,sz.002371,北方华创,右侧买入,306.75,306.75,18.4,R4; 直接突破首仓; 价格突破21日收盘高点; gap_breakout,active,-0.0108,600.0,306.75,买入,600.0,184050.0,15.64,0.0,92.03,107.67,0.0,,,-107.67,-0.0585,-184157.67,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+31.7%；60日强度+27.9%；120日强度+35.7%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准2.27倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准2.27倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-10-11,sz.002371,北方华创,突破次日未确认退出,280.69,280.69,-18.4,R4; 开盘未站上299.000; gap_stop,active,-1.5819,-600.0,306.75,卖出,600.0,168414.0,14.32,84.21,84.21,182.73,107.67,184050.0,-15636.0,-15926.4,-8.6482,168231.27,,,,,,,,,,,,,,,,,,
2024-10-11,sh.601628,中国人寿,收盘条件退出,41.11,41.11,-9.58,R3; condition stop; 14:55/close proxy,active,-0.1391,-2300.0,41.67,卖出,2300.0,94553.0,8.04,47.28,47.28,102.59,56.07,95841.0,-1288.0,-1446.66,-1.5086,94450.41,,,,,,,,,,,,,,,,,,
2024-10-11,sh.605499,东鹏饮料,右侧买入,162.68,162.68,19.52,R5; 直接突破首仓; 价格突破21日收盘高点; intraday_breakout,active,-0.0114,1200.0,162.68,买入,1200.0,195216.0,16.59,0.0,97.61,114.2,0.0,,,-114.2,-0.0585,-195330.2,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+21.5%；60日强度+36.3%；120日强度+52.5%；距120日高点-0.5%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-10-15,sh.605499,东鹏饮料,收盘条件退出,162.47,162.47,-19.52,R5; condition stop; 14:55/close proxy,active,-0.0464,-1200.0,162.68,卖出,1200.0,194964.0,16.57,97.48,97.48,211.54,114.2,195216.0,-252.0,-577.74,-0.2958,194752.46,,,,,,,,,,,,,,,,,,
2024-10-15,sh.601628,中国人寿,右侧买入,41.64,41.64,9.58,R6; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5; gap_or_open_fill,active,-0.0056,2300.0,41.64,买入,2300.0,95772.0,8.14,0.0,47.89,56.03,0.0,,,-56.03,-0.0585,-95828.03,9.94675,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+29.0%；60日强度+42.7%；120日强度+68.2%；距120日高点-9.1%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,0.75,29.67,46.6,2023-07-21,2024-10-08,uptrend_support_pullback,,,
2024-10-15,sh.688578,艾力斯,右侧买入,53.165,53.16499999999999,19.14,R7; 33未三日下行首仓; 回调波段50%向上突破; intraday_breakout,active,-0.0112,3600.0,53.16499999999999,买入,3600.0,191394.0,16.27,0.0,95.7,111.97,0.0,,,-111.97,-0.0585,-191505.97,20.0,False,True,200.0,基本价值线模型入选；MA20上扬；收盘站上MA20；多周期均量扣低走高,5.0,MA20上扬；收盘站上MA20；多周期均量扣低走高,watch,aligned,0.5,27.82,67.07,2023-09-08,2024-05-07,pullback_50_breakout,39.26,2024-09-23,False
2024-10-16,sh.688578,艾力斯,突破次日未确认退出,49.78,49.78,-19.14,R7; 开盘未站上53.165; gap_stop,active,-1.238,-3600.0,53.16499999999999,卖出,3600.0,179208.0,15.23,89.6,89.6,194.44,111.97,191394.0,-12186.0,-12492.41,-6.5232,179013.56,,,,,,,,,,,,,,,,,,
2024-10-16,sh.601628,中国人寿,收盘条件退出,41.34,41.34,-9.58,R6; condition stop; 14:55/close proxy,active,-0.0793,-2300.0,41.64,卖出,2300.0,95082.0,8.08,47.54,47.54,103.16,56.03,95772.0,-690.0,-849.19,-0.8862,94978.84,,,,,,,,,,,,,,,,,,
2024-10-17,sh.601628,中国人寿,右侧买入,41.24,41.24,9.9,"R8; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5,MA10; intraday_cross",active,-0.0058,2400.0,41.24,买入,2400.0,98976.0,8.41,0.0,49.49,57.9,0.0,,,-57.9,-0.0585,-99033.9,9.94675,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；基本面硬条件通过且多周期强度居前；20日强度+27.2%；60日强度+36.4%；120日强度+60.5%；距120日高点-11.3%；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,0.75,25.16,46.6,2024-04-12,2024-10-08,uptrend_support_pullback,,,
2024-10-21,sz.002371,北方华创,右侧买入,302.55,302.55,18.15,R9; 直接突破首仓; 价格突破21日收盘高点; gap_breakout,active,-0.0106,600.0,302.55,买入,600.0,181530.0,15.43,0.0,90.77,106.2,0.0,,,-106.2,-0.0585,-181636.2,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+33.5%；60日强度+15.4%；120日强度+31.8%；距120日高点-0.9%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-10-22,sz.002371,北方华创,突破次日未确认退出,287.97,287.97,-18.15,R9; 开盘未站上299.000; gap_stop,active,-0.8935,-600.0,302.55,卖出,600.0,172782.0,14.69,86.39,86.39,187.47,106.2,181530.0,-8748.0,-9041.66,-4.9779,172594.53,,,,,,,,,,,,,,,,,,
2024-10-22,sz.300394,天孚通信,右侧买入,60.6,60.6,20.0,R10; 直接突破首仓; 价格突破21日收盘高点; intraday_breakout,active,-0.0117,3300.0,60.6,买入,3300.0,199980.0,17.0,0.0,99.99,116.99,0.0,,,-116.99,-0.0585,-200096.99,20.0,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.67倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+54.9%；60日强度+18.7%；120日强度-0.9%；距120日高点-5.4%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.67倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.67倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-10-23,sz.300394,天孚通信,收盘条件退出,59.69,59.69,-20.0,R10; condition stop; 14:55/close proxy,active,-0.3217,-3300.0,60.6,卖出,3300.0,196977.0,16.74,98.49,98.49,213.72,116.99,199980.0,-3003.0,-3333.71,-1.666,196763.28,,,,,,,,,,,,,,,,,,
2024-10-24,sz.300394,天孚通信,右侧买入,62.28,62.28,19.93,R11; 直接突破首仓; 价格突破21日收盘高点; intraday_breakout,active,-0.0117,3200.0,62.28,买入,3200.0,199296.0,16.94,0.0,99.65,116.59,0.0,,,-116.59,-0.0585,-199412.59,20.0,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+57.0%；60日强度+28.2%；120日强度+5.7%；距120日高点-4.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-10-30,sh.601628,中国人寿,收盘条件退出,40.81,40.81,-9.9,R8; condition stop; 14:55/close proxy,active,-0.1138,-2400.0,41.24,卖出,2400.0,97944.0,8.33,48.97,48.97,106.27,57.9,98976.0,-1032.0,-1196.17,-1.2078,97837.73,,,,,,,,,,,,,,,,,,
2024-11-04,sh.601628,中国人寿,右侧买入,40.48,40.480000000000004,9.72,R12; 浮盈加仓50%; 上涨波段50.0%拉回支撑; 共振=MA5; intraday_cross,active,-0.0057,2400.0,40.480000000000004,买入,2400.0,97152.0,8.26,0.0,48.58,56.83,0.0,,,-56.83,-0.0585,-97208.83,9.94675,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,7.0,MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,trade_ready,aligned,0.5,34.36,46.6,2023-08-03,2024-10-08,uptrend_support_pullback,,,
2024-11-08,sh.601628,中国人寿,右侧买入,48.99,48.99,9.8,R13; 浮盈加仓33%; 价格突破21日收盘高点; gap_breakout,active,-0.0057,2000.0,48.99,买入,2000.0,97980.0,8.33,0.0,48.99,57.32,0.0,,,-57.32,-0.0585,-98037.32,9.869566666666666,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.70倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+11.7%；60日强度+61.8%；120日强度+58.1%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.70倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.70倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-11-08,sz.300394,天孚通信,右侧买入,69.05,69.05,6.21,R14; 浮盈加仓33%; 价格突破21日收盘高点; gap_breakout,active,-0.0036,900.0,69.05,买入,900.0,62145.0,5.28,0.0,31.07,36.35,0.0,,,-36.35,-0.0585,-62181.35,6.643199999999999,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+29.4%；60日强度+59.8%；120日强度+43.6%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,,,,,,,,,
2024-11-11,sh.601628,中国人寿,突破次日未确认退出,46.6,46.6,-9.8,R13; 开盘未站上47.280; gap_stop,active,-0.4881,-2000.0,48.99,卖出,2000.0,93200.0,7.92,46.6,46.6,101.12,57.32,97980.0,-4780.0,-4938.44,-5.0373,93098.88,,,,,,,,,,,,,,,,,,
2024-11-11,sz.300394,天孚通信,收盘条件退出,65.63,65.63,-6.21,R14; condition stop; 14:55/close proxy,active,-0.3142,-900.0,69.05,卖出,900.0,59067.0,5.02,29.53,29.53,64.09,36.35,62145.0,-3078.0,-3178.44,-5.1116,59002.91,,,,,,,,,,,,,,,,,,
2024-11-11,sz.300394,天孚通信,统一分仓收盘止盈2份,65.63,65.63,-7.47,14:55/close proxy,active,0.3935,-1200.0,62.28,卖出,1200.0,78756.0,6.69,39.38,39.38,85.45,43.72,74736.0,4020.0,3890.83,5.2031,78670.55,,,,,,,,,,,,,,,,,,
2024-11-11,sz.301050,雷电微力,右侧买入,62.99,62.99,19.53,R15; 直接突破首仓; 价格突破21日收盘高点; gap_breakout,active,-0.0114,3100.0,62.99,买入,3100.0,195269.0,16.6,0.0,97.63,114.23,0.0,,,-114.23,-0.0585,-195383.23,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+53.3%；60日强度+81.5%；120日强度+77.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.51倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.51倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-11-12,sz.301050,雷电微力,收盘条件退出,61.1,61.1,-19.53,R15; condition stop; 14:55/close proxy,active,-0.6065,-3100.0,62.99,卖出,3100.0,189410.0,16.1,94.7,94.7,205.51,114.23,195269.0,-5859.0,-6178.74,-3.1624,189204.49,,,,,,,,,,,,,,,,,,
2024-11-15,sz.300394,天孚通信,收盘条件退出,58.37,58.37,-12.46,R11; condition stop; 14:55/close proxy,active,-0.7947,-2000.0,62.28,卖出,2000.0,116740.0,9.92,58.37,58.37,126.66,72.87,124560.0,-7820.0,-8019.53,-6.4345,116613.34,,,,,,,,,,,,,,,,,,
2024-11-15,sz.300724,捷佳伟创,右侧买入,71.65,71.6505,19.35,R16; 33上行首仓; 上扬MA20/MA60结构回踩20日均线; intraday_cross,active,-0.0113,2700.0,71.6505,买入,2700.0,193456.35,16.44,0.0,96.73,113.17,0.0,,,-113.17,-0.0585,-193569.52,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+29.2%；60日强度+61.2%；120日强度+16.4%；距120日高点-5.9%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2024-11-18,sz.300724,捷佳伟创,收盘条件退出,67.63,67.63,-19.35,R16; condition stop; 14:55/close proxy,active,-1.1053,-2700.0,71.6505,卖出,2700.0,182601.0,15.52,91.3,91.3,198.12,113.17,193456.35,-10855.35,-11166.64,-5.7688,182402.88,,,,,,,,,,,,,,,,,,
2024-11-18,sh.688408,中信博,右侧买入,85.845,85.845,29.19,R17; 33未三日下行首仓; 回调波段50%向上突破; intraday_breakout,active,-0.0171,3400.0,85.845,买入,3400.0,291873.0,24.81,0.0,145.94,170.75,0.0,,,-170.75,-0.0585,-292043.75,30.0,False,True,200.0,基本面硬条件通过且多周期强度居前；20日强度+3.2%；60日强度+52.3%；120日强度+29.5%；距120日高点-11.5%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,0.5,42.13,98.46,2024-01-08,2024-10-08,pullback_50_breakout,73.23,2024-10-11,False
2024-11-18,sh.601628,中国人寿,右侧买入,43.163,43.1625,14.68,R18; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA20; intraday_cross,active,-0.0086,3400.0,43.1625,买入,3400.0,146752.5,12.47,0.0,73.38,85.85,0.0,,,-85.85,-0.0585,-146838.35,14.80435,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+2.8%；60日强度+52.4%；120日强度+37.0%；距120日高点-8.6%；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,0.75,25.68,48.99,2023-12-27,2024-11-08,uptrend_support_pullback,,,
2024-11-19,sh.688408,中信博,突破次日未确认退出,80.68,80.68,-29.19,R17; 开盘未站上85.845; gap_stop,active,-1.7859,-3400.0,85.845,卖出,3400.0,274312.0,23.32,137.16,137.16,297.63,170.75,291873.0,-17561.0,-18029.37,-6.1735,274014.37,,,,,,,,,,,,,,,,,,
2024-11-19,sh.601628,中国人寿,收盘条件退出,42.85,42.85,-14.68,R18; condition stop; 14:55/close proxy,active,-0.1221,-3400.0,43.1625,卖出,3400.0,145690.0,12.38,72.84,72.84,158.07,85.85,146752.5,-1062.5,-1306.42,-0.8897,145531.93,,,,,,,,,,,,,,,,,,
2024-11-20,sh.601628,中国人寿,右侧买入,42.65,42.65,14.5,"R19; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5,MA20; gap_or_open_fill",active,-0.0085,3400.0,42.65,买入,3400.0,145010.0,12.33,0.0,72.5,84.83,0.0,,,-84.83,-0.0585,-145094.83,14.80435,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+1.8%；60日强度+45.1%；120日强度+37.8%；距120日高点-9.4%；MA20/MA60同步上扬；贴近上扬MA20支撑,6.0,MA20/MA60同步上扬；贴近上扬MA20支撑,watch,aligned,0.75,23.83,48.99,2024-01-23,2024-11-08,uptrend_support_pullback,,,
2024-11-22,sh.601628,中国人寿,收盘条件退出,40.4,40.4,-9.72,R12; condition stop; 14:55/close proxy,active,-0.0297,-2400.0,40.480000000000004,卖出,2400.0,96960.0,8.24,48.48,48.48,105.2,56.83,97152.0,-192.0,-354.04,-0.3642,96854.8,,,,,,,,,,,,,,,,,,
2024-11-22,sh.601628,中国人寿,收盘条件退出,40.4,40.4,-14.5,R19; condition stop; 14:55/close proxy,active,-0.7799,-3400.0,42.65,卖出,3400.0,137360.0,11.68,68.68,68.68,149.04,84.83,145010.0,-7650.0,-7883.87,-5.4336,137210.96,,,,,,,,,,,,,,,,,,
2024-11-26,sh.601628,中国人寿,统一分仓收盘止盈2份,39.93,39.93,-7.96,14:55/close proxy,active,0.8177,-2200.0,36.17,卖出,2200.0,87846.0,7.47,43.92,43.92,95.31,46.55,79574.0,8272.0,8130.14,10.2111,87750.69,,,,,,,,,,,,,,,,,,
2024-12-19,sz.300866,安克创新,右侧买入,89.92,89.92,19.78,R20; 直接突破首仓; 价格突破21日收盘高点; intraday_breakout,watch,-0.0116,2200.0,89.92,买入,2200.0,197824.0,16.82,0.0,98.91,115.73,0.0,,,-115.73,-0.0585,-197939.73,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+12.0%；60日强度+34.9%；120日强度+30.4%；距120日高点-2.8%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.36倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.36倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2025-01-03,sz.300866,安克创新,收盘条件退出,88.12,88.12,-19.78,R20; condition stop; 14:55/close proxy,watch,-0.417,-2200.0,89.92,卖出,2200.0,193864.0,16.48,96.93,96.93,210.34,115.73,197824.0,-3960.0,-4286.07,-2.1653,193653.66,,,,,,,,,,,,,,,,,,
2025-01-07,sh.601628,中国人寿,统一分仓收盘止盈1份,37.67,37.67,-3.98,14:55/close proxy,watch,0.1604,-1100.0,36.17,卖出,1100.0,41437.0,5.0,20.72,20.72,46.44,23.28,39787.0,1650.0,1580.29,3.9695,41390.56,,,,,,,,,,,,,,,,,,
2025-04-07,sh.601628,中国人寿,止损清仓,32.553,32.553,-7.96,R1; hard space stop 32.553; intraday_stop,exited,-0.8035,-2200.0,36.17,卖出,2200.0,71616.6,6.09,35.81,35.81,77.7,46.55,79574.0,-7957.4,-8081.65,-10.1502,71538.9,,,,,,,,,,,,,,,,,,
2025-04-08,sz.301291,明阳电气,右侧买入,38.23,38.230000000000004,19.88,R21; 33未三日下行首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,exited,-0.0116,5200.0,38.230000000000004,买入,5200.0,198796.0,16.9,0.0,99.4,116.3,0.0,,,-116.3,-0.0585,-198912.3,20.0,False,True,100.0,基本价值线模型入选；量能高于5/10日基准1.35倍；多周期均量扣低走高,3.0,量能高于5/10日基准1.35倍；多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,20.92,55.54,2024-02-06,2025-02-21,uptrend_50_reclaim,,,False
2025-04-09,sz.301291,明阳电气,突破次日未确认退出,36.83,36.83,-19.88,R21; 开盘未站上38.230; gap_stop,exited,-0.7488,-5200.0,38.230000000000004,卖出,5200.0,191516.0,16.28,95.76,95.76,207.79,116.3,198796.0,-7280.0,-7604.09,-3.8228,191308.21,,,,,,,,,,,,,,,,,,
2025-04-09,sz.000403,派林生物,右侧买入,19.35,19.35,19.93,R22; 直接突破首仓; 价格突破21日收盘高点; intraday_breakout,exited,-0.0117,10300.0,19.35,买入,10300.0,199305.0,16.94,0.0,99.65,116.59,0.0,,,-116.59,-0.0585,-199421.59,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+21.3%；60日强度+17.8%；120日强度+9.1%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准2.98倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准2.98倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2025-04-10,sz.000403,派林生物,突破次日未确认退出,18.33,18.33,-19.93,R22; 开盘未站上19.350; gap_stop,exited,-1.0711,-10300.0,19.35,卖出,10300.0,188799.0,16.05,94.4,94.4,204.85,116.59,199305.0,-10506.0,-10827.44,-5.4294,188594.15,,,,,,,,,,,,,,,,,,
2025-04-10,sh.603129,春风动力,右侧买入,149.65,149.65,19.45,R23; 33三日下行试错首仓; 上涨波段50%有效跌破后重新突破; 跳空向上加分; gap_breakout,exited,-0.0114,1300.0,149.65,买入,1300.0,194545.0,16.54,0.0,97.27,113.81,0.0,,,-113.81,-0.0585,-194658.81,20.0,False,True,100.0,基本价值线模型入选；量能高于5/10日基准1.57倍；多周期均量扣低走高,3.0,量能高于5/10日基准1.57倍；多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,86.76,208.63,2024-02-21,2025-02-11,uptrend_50_reclaim,,,True
2025-04-14,sh.603129,春风动力,收盘条件退出,145.65,145.65,-19.45,R23; condition stop; 14:55/close proxy,exited,-0.5405,-1300.0,149.65,卖出,1300.0,189345.0,16.09,94.67,94.67,205.44,113.81,194545.0,-5200.0,-5519.25,-2.8353,189139.56,,,,,,,,,,,,,,,,,,
2025-04-14,sh.688019,安集科技,右侧买入,101.51,101.51,18.27,R24; 直接突破首仓; 价格突破21日收盘高点; gap_breakout,exited,-0.0107,1800.0,101.51,买入,1800.0,182718.0,15.53,0.0,91.36,106.89,0.0,,,-106.89,-0.0585,-182824.89,20.0,False,True,200.0,基本面硬条件通过且多周期强度居前；20日强度+11.2%；60日强度+30.0%；120日强度+31.9%；距120日高点+0.0%；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.51倍；多周期均量扣低走高,8.0,收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.51倍；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2025-04-15,sh.688019,安集科技,突破次日未确认退出,101.04,101.04,-18.27,R24; 开盘未站上101.510; gap_stop,exited,-0.1043,-1800.0,101.51,卖出,1800.0,181872.0,15.46,90.94,90.94,197.33,106.89,182718.0,-846.0,-1150.22,-0.6291,181674.67,,,,,,,,,,,,,,,,,,
2025-04-15,sh.688617,惠泰医疗,右侧买入,296.11,296.11,17.77,R25; 直接突破首仓; 价格突破21日收盘高点; intraday_breakout,exited,-0.0104,600.0,296.11,买入,600.0,177666.0,15.1,0.0,88.83,103.93,0.0,,,-103.93,-0.0585,-177769.93,20.0,False,True,200.0,基本面硬条件通过且多周期强度居前；20日强度+18.4%；60日强度+28.4%；120日强度+19.4%；距120日高点-0.3%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2025-04-18,sh.688617,惠泰医疗,收盘条件退出,296.0,296.0,-17.77,R25; condition stop; 14:55/close proxy,exited,-0.0259,-600.0,296.11,卖出,600.0,177600.0,15.1,88.8,88.8,192.7,103.93,177666.0,-66.0,-362.63,-0.204,177407.3,,,,,,,,,,,,,,,,,,
2025-04-18,sh.605499,东鹏饮料,右侧买入,211.9,211.9,19.07,R26; 直接突破首仓; 价格突破21日收盘高点; gap_breakout,exited,-0.0112,900.0,211.9,买入,900.0,190710.0,16.21,0.0,95.36,111.57,0.0,,,-111.57,-0.0585,-190821.57,20.0,False,True,100.0,基本面硬条件通过且多周期强度居前；20日强度+23.7%；60日强度+15.2%；120日强度+28.0%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,,,,,,,,,
2025-04-21,sh.605499,东鹏饮料,突破次日未确认退出,201.31,201.31,-19.07,R26; 开盘未站上211.330; gap_stop,exited,-0.9728,-900.0,211.9,卖出,900.0,181179.0,15.4,90.59,90.59,196.58,111.57,190710.0,-9531.0,-9839.14,-5.1562,180982.42,,,,,,,,,,,,,,,,,,
