date,equity,cash,cash_pct,gross_exposure_pct,candidate_count
2026-02-09,2.13414752793625,357663.52793625003,16.7591,69.7,10
2026-02-10,2.14038687851625,276163.87851625006,12.9025,77.84,10
2026-02-11,2.07027687851625,276163.87851625006,13.3395,77.84,10
2026-02-12,2.08283987851625,276163.87851625006,13.259,77.84,10
2026-02-13,2.07368487851625,276163.87851625006,13.3175,77.84,10
2026-02-24,2.1392208785162503,276163.87851625006,12.9096,77.84,10
2026-02-25,2.1709978785162503,276163.87851625006,12.7206,77.84,10
2026-02-26,2.19350087851625,276163.87851625006,12.5901,77.84,10
2026-02-27,2.07045487851625,276163.87851625006,13.3383,77.84,10
2026-03-02,2.17134687851625,276163.87851625006,12.7186,77.84,10
2026-03-03,2.15787287851625,276163.87851625006,12.798,77.84,10
2026-03-04,2.11735591027625,185566.91027625007,8.7641,86.9,10
2026-03-05,2.21091570867625,184488.7086762501,8.3444,86.9,10
2026-03-06,2.20630570867625,184488.7086762501,8.3619,86.9,10
2026-03-09,2.1384097086762504,184488.7086762501,8.6274,86.9,10
2026-03-10,2.18405670867625,184488.7086762501,8.4471,86.9,10
2026-03-11,2.1665762156562502,272405.21565625013,12.5731,77.84,10
2026-03-12,2.09575542950375,121400.4295037501,5.7927,92.93,10
2026-03-13,2.1262025471587505,268597.5471587501,12.6327,77.84,10
2026-03-16,2.1778035471587502,268597.5471587501,12.3334,77.84,10
2026-03-17,2.1190985471587505,268597.5471587501,12.6751,77.84,10
2026-03-18,2.25712454715875,268597.5471587501,11.9,77.84,10
2026-03-19,2.24464559884375,118170.59884375012,5.2646,92.88,10
2026-03-20,2.33104350930375,341052.5093037501,14.6309,69.7,10
2026-03-23,2.2827072970037503,421345.2970037501,18.4581,65.13,10
2026-03-24,2.3055702970037504,421345.2970037501,18.2751,65.13,10
2026-03-25,2.3629232970037504,421345.2970037501,17.8315,65.13,10
2026-03-26,2.3075262970037502,421345.2970037501,18.2596,65.13,10
2026-03-27,2.2677692970037504,421345.2970037501,18.5797,65.13,10
2026-03-30,2.2731482970037504,421345.2970037501,18.5358,65.13,10
2026-03-31,2.2154232970037504,421345.2970037501,19.0187,65.13,10
2026-04-01,2.2971542970037504,421345.2970037501,18.3421,65.13,10
2026-04-02,2.25091929700375,421345.2970037501,18.7188,65.13,10
2026-04-03,2.29408829700375,421345.2970037501,18.3666,65.13,10
2026-04-07,2.3009312970037503,421345.2970037501,18.3119,65.13,10
2026-04-08,2.4699082970037503,421345.2970037501,17.0591,65.13,10
2026-04-09,2.44878829700375,421345.2970037501,17.2063,65.13,10
2026-04-10,2.56881029700375,421345.2970037501,16.4024,65.13,10
2026-04-13,2.5397962970037504,421345.2970037501,16.5897,65.13,10
2026-04-14,2.6034522970037504,421345.2970037501,16.1841,65.13,10
2026-04-15,2.5764622970037503,421345.2970037501,16.3536,65.13,10
2026-04-16,2.69425229700375,421345.2970037501,15.6387,65.13,10
2026-04-17,2.83239829700375,421345.2970037501,14.8759,65.13,10
2026-04-20,2.8269102970037503,421345.2970037501,14.9048,65.13,10
2026-04-21,2.83367223105375,356237.2310537501,12.5716,71.63,10
2026-04-22,2.9466395415037496,420397.5415037501,14.267,65.13,10
2026-04-23,2.93720554150375,420397.5415037501,14.3128,65.13,10
2026-04-24,2.79560454150375,420397.5415037501,15.0378,65.13,10
2026-04-27,2.7376565415037497,420397.5415037501,15.3561,65.13,10
2026-04-28,2.67525954150375,420397.5415037501,15.7143,65.13,10
2026-04-29,2.7057205415037497,420397.5415037501,15.5374,65.13,10
2026-04-30,2.69778554150375,420397.5415037501,15.5831,65.13,10
2026-05-06,2.7076055415037503,420397.5415037501,15.5265,65.13,10
2026-05-07,2.80760754150375,420397.5415037501,14.9735,65.13,10
2026-05-08,2.7830635415037497,420397.5415037501,15.1056,65.13,10
2026-05-11,2.86638154150375,420397.5415037501,14.6665,65.13,10
2026-05-12,3.01470154150375,420397.5415037501,13.9449,65.13,10
